$Water balance Flows: computed flow to complete water balance,
BHT,
JDAY,QWB
44430,138.816
44430.04,138.816
44430.08,138.816
44430.12,138.816
44430.16,138.816
44430.2,138.816
44430.25,138.816
44430.29,138.816
44430.33,138.816
44430.37,138.816
44430.41,138.816
44430.45,138.816
44430.5,138.816
44430.54,138.816
44430.58,138.816
44430.62,138.816
44430.66,138.816
44430.7,138.816
44430.75,138.816
44430.79,138.816
44430.83,138.816
44430.87,138.816
44430.91,138.816
44430.95,138.816
44431,138.816
44431.04,138.816
44431.08,138.816
44431.12,138.816
44431.16,138.816
44431.2,138.816
44431.25,138.816
44431.29,138.816
44431.33,138.816
44431.37,138.816
44431.41,138.816
44431.45,138.816
44431.5,138.816
44431.54,138.816
44431.58,138.816
44431.62,138.816
44431.66,138.816
44431.7,138.816
44431.75,138.816
44431.79,138.816
44431.83,138.816
44431.87,138.816
44431.91,138.816
44431.95,138.816
44432,138.816
44432.04,138.816
44432.08,138.816
44432.12,138.816
44432.16,138.816
44432.2,138.816
44432.25,138.816
44432.29,138.816
44432.33,138.816
44432.37,138.816
44432.41,138.816
44432.45,138.816
44432.5,138.816
44432.54,138.816
44432.58,138.816
44432.62,138.816
44432.66,138.816
44432.7,138.816
44432.75,138.816
44432.79,138.816
44432.83,138.816
44432.87,138.816
44432.91,138.816
44432.95,138.816
44433,138.816
44433.04,138.816
44433.08,138.816
44433.12,138.816
44433.16,138.816
44433.2,138.816
44433.25,138.816
44433.29,138.816
44433.33,138.816
44433.37,138.816
44433.41,138.816
44433.45,138.816
44433.5,138.816
44433.54,138.816
44433.58,138.816
44433.62,138.816
44433.66,138.816
44433.7,138.816
44433.75,138.816
44433.79,138.816
44433.83,138.816
44433.87,138.816
44433.91,138.816
44433.95,138.816
44434,138.816
44434.04,138.816
44434.08,138.816
44434.12,138.816
44434.16,138.816
44434.2,138.816
44434.25,138.816
44434.29,138.816
44434.33,138.816
44434.37,138.816
44434.41,138.816
44434.45,138.816
44434.5,138.816
44434.54,138.816
44434.58,138.816
44434.62,138.816
44434.66,138.816
44434.7,138.816
44434.75,138.816
44434.79,138.816
44434.83,138.816
44434.87,138.816
44434.91,138.816
44434.95,138.816
44435,138.816
44435.04,138.816
44435.08,138.816
44435.12,138.816
44435.16,138.816
44435.2,138.816
44435.25,138.816
44435.29,138.816
44435.33,138.816
44435.37,138.816
44435.41,138.816
44435.45,138.816
44435.5,138.816
44435.54,138.816
44435.58,138.816
44435.62,138.816
44435.66,138.816
44435.7,138.816
44435.75,138.816
44435.79,138.816
44435.83,138.816
44435.87,138.816
44435.91,138.816
44435.95,138.816
44436,138.816
44436.04,138.816
44436.08,138.816
44436.12,138.816
44436.16,138.816
44436.2,138.816
44436.25,138.816
44436.29,138.816
44436.33,138.816
44436.37,138.816
44436.41,138.816
44436.45,138.816
44436.5,138.816
44436.54,138.816
44436.58,138.816
44436.62,138.816
44436.66,138.816
44436.7,138.816
44436.75,138.816
44436.79,138.816
44436.83,138.816
44436.87,138.816
44436.91,138.816
44436.95,138.816
44437,138.816
44437.04,138.816
44437.08,138.816
44437.12,138.816
44437.16,138.816
44437.2,138.816
44437.25,138.816
44437.29,138.816
44437.33,138.816
44437.37,138.816
44437.41,138.816
44437.45,138.816
44437.5,138.816
44437.54,138.816
44437.58,138.816
44437.62,138.816
44437.66,138.816
44437.7,138.816
44437.75,138.816
44437.79,138.816
44437.83,138.816
44437.87,138.816
44437.91,138.816
44437.95,138.816
44438,138.816
44438.04,138.816
44438.08,138.816
44438.12,138.816
44438.16,138.816
44438.2,138.816
44438.25,138.816
44438.29,138.816
44438.33,138.816
44438.37,138.816
44438.41,138.816
44438.45,138.816
44438.5,138.816
44438.54,138.816
44438.58,138.816
44438.62,138.816
44438.66,138.816
44438.7,138.816
44438.75,138.816
44438.79,138.816
44438.83,138.816
44438.87,138.816
44438.91,138.816
44438.95,138.816
44439,138.816
44439.04,138.816
44439.08,138.816
44439.12,138.816
44439.16,138.816
44439.2,138.816
44439.25,138.816
44439.29,138.816
44439.33,138.816
44439.37,138.816
44439.41,138.816
44439.45,138.816
44439.5,138.816
44439.54,138.816
44439.58,138.816
44439.62,138.816
44439.66,138.816
44439.7,138.816
44439.75,138.816
44439.79,138.816
44439.83,138.816
44439.87,138.816
44439.91,138.816
44439.95,138.816
44440,138.816
44440.04,138.816
44440.08,138.816
44440.12,138.816
44440.16,138.816
44440.2,138.816
44440.25,138.816
44440.29,138.816
44440.33,138.816
44440.37,138.816
44440.41,138.816
44440.45,138.816
44440.5,138.816
44440.54,138.816
44440.58,138.816
44440.62,138.816
44440.66,138.816
44440.7,138.816
44440.75,138.816
44440.79,138.816
44440.83,138.816
44440.87,138.816
44440.91,138.816
44440.95,138.816
44441,138.816
44441.04,138.816
44441.08,138.816
44441.12,138.816
44441.16,138.816
44441.2,138.816
44441.25,138.816
44441.29,138.816
44441.33,138.816
44441.37,138.816
44441.41,138.816
44441.45,138.816
44441.5,138.816
44441.54,138.816
44441.58,138.816
44441.62,138.816
44441.66,138.816
44441.7,138.816
44441.75,138.816
44441.79,138.816
44441.83,138.816
44441.87,138.816
44441.91,138.816
44441.95,138.816
44442,138.816
44442.04,138.816
44442.08,138.816
44442.12,138.816
44442.16,138.816
44442.2,138.816
44442.25,138.816
44442.29,138.816
44442.33,138.816
44442.37,138.816
44442.41,138.816
44442.45,138.816
44442.5,138.816
44442.54,138.816
44442.58,138.816
44442.62,138.816
44442.66,138.816
44442.7,138.816
44442.75,138.816
44442.79,138.816
44442.83,138.816
44442.87,138.816
44442.91,138.816
44442.95,138.816
44443,138.816
44443.04,138.816
44443.08,138.816
44443.12,138.816
44443.16,138.816
44443.2,138.816
44443.25,138.816
44443.29,138.816
44443.33,138.816
44443.37,138.816
44443.41,138.816
44443.45,138.816
44443.5,138.816
44443.54,138.816
44443.58,138.816
44443.62,138.816
44443.66,138.816
44443.7,138.816
44443.75,138.816
44443.79,138.816
44443.83,138.816
44443.87,138.816
44443.91,138.816
44443.95,138.816
44444,138.816
44444.04,138.816
44444.08,138.816
44444.12,138.816
44444.16,138.816
44444.2,138.816
44444.25,138.816
44444.29,138.816
44444.33,138.816
44444.37,138.816
44444.41,138.816
44444.45,138.816
44444.5,138.816
44444.54,138.816
44444.58,138.816
44444.62,138.816
44444.66,138.816
44444.7,138.816
44444.75,138.816
44444.79,138.816
44444.83,138.816
44444.87,138.816
44444.91,138.816
44444.95,138.816
44445,138.816
44445.04,138.816
44445.08,138.816
44445.12,138.816
44445.16,138.816
44445.2,138.816
44445.25,138.816
44445.29,138.816
44445.33,138.816
44445.37,138.816
44445.41,138.816
44445.45,138.816
