$ met, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
2021,,,,,,
jday,tem,dew,windforce,windangle,cloud,pressure
44243.58,1.05,-2.22,1.47,0.51,9.89,546.91
44243.62,1.1,-2.04,1.44,0.38,9.95,546.45
44243.67,1.94,-1.61,1.41,0.26,9.86,546.21
44243.71,1.93,-1.32,1.44,0.19,8.87,546.25
44243.75,-0.76,-2.52,1.52,0.14,9.41,546.57
44243.79,0.09,-2.02,0.92,0.23,9.68,546.76
44243.83,0.42,-1.72,0.79,0.13,9.67,547.2
44243.88,0.6,-1.62,0.84,0.29,9.55,547.61
44243.92,0.79,-1.24,0.89,0.39,9.64,548.06
44243.96,-0.83,-1.8,0.94,0.31,9.22,547.99
44244,-0.81,-1.96,1.08,0.22,9.44,548.36
44244.04,-0.97,-1.99,1,0.12,9.6,548.24
44244.08,-1.06,-2.23,1,0.07,10,548.05
44244.12,-1.04,-2.39,0.89,0.24,9.92,547.96
44244.17,-1.62,-2.3,1.17,0.21,10,547.82
44244.21,-1.67,-2.51,0.97,0.21,9.92,547.62
44244.25,-2.14,-2.39,1.2,0.08,9.97,547.57
44244.29,-2.22,-2.6,1.03,3.11,10,547.85
44244.33,-2.41,-2.95,1.12,0.1,10,548.16
44244.38,-3.19,-3.59,1.06,0.22,9.9,548.36
44244.42,-1.19,-2.53,1.15,0.19,9.57,548.73
44244.46,-2.01,-2.82,1.14,0.14,9.85,548.89
44244.5,-2.58,-3.17,1.08,0.1,9.67,548.78
44244.54,-1.24,-2.72,1.06,0.08,9.78,548.32
44244.58,-1.46,-2.82,1.08,0.06,9.84,547.68
44244.62,-1.62,-2.76,1.09,0.03,9.73,547.24
44244.67,-1.34,-3.17,1.13,0.01,10,546.89
44244.71,-1.23,-2.91,1.13,0.15,9.5,546.87
44244.75,-2.35,-3.26,0.74,3.13,9.42,547.24
44244.79,-1.88,-2.78,0.81,0.17,9.25,547
44244.83,-1.34,-2.51,0.89,0.41,9.18,547.57
44244.88,-1.18,-2.48,0.8,0.66,8.82,547.92
44244.92,-1.26,-2.25,0.85,0.53,7.79,548.45
44244.96,-2.75,-2.97,1.07,0.26,9.19,548.66
44245,-2.53,-3.13,1.01,0.22,9.44,548.97
44245.04,-2.6,-3.09,0.81,0.33,9.52,548.96
44245.08,-2.17,-2.81,0.85,0.42,8.19,548.73
44245.12,-1.94,-3.03,0.68,0.38,9.86,548.76
44245.17,-2.53,-3.54,0.39,0.77,10,548.57
44245.21,-2.61,-3.56,0.63,0.56,9.96,548.51
44245.25,-3.17,-3.89,0.48,1.08,9.64,548.8
44245.29,-2.88,-3.78,0.19,0.67,9.45,548.79
44245.33,-3.12,-3.79,0.27,1.34,9.6,549.33
44245.38,-3.33,-3.93,0.37,0.9,9.72,549.65
44245.42,-1.03,-2.57,0.13,1.37,9.56,550.03
44245.46,-1.33,-2.78,0.19,1.96,9.35,550.22
44245.5,-2.13,-3.12,0.44,2.11,8.58,550.26
44245.54,0.38,-2.27,0.57,1.99,8.02,549.75
44245.58,0.12,-2.12,0.59,1.91,7.37,549.08
44245.62,0.01,-1.89,0.76,2.42,5.68,548.54
44245.67,0.36,-1.54,0.95,2.49,6.26,548.16
44245.71,0.24,-1.27,0.96,2.71,7.67,548.16
44245.75,-0.79,-1.47,1.1,2.63,9.23,548.48
44245.79,-0.3,-1.51,0.69,2.65,7.91,548.2
44245.83,-0.07,-1.44,0.89,3.06,6.38,548.46
44245.88,0.16,-1.32,0.91,0.36,8.32,548.96
44245.92,0.28,-1.24,0.78,0.43,8.97,549.28
44245.96,-1.76,-1.84,0.68,0.51,7.84,549.22
44246,-1.33,-1.64,0.4,0.3,8.26,549.35
44246.04,-1.42,-1.81,0.4,0.35,8.04,549.16
44246.08,-1.5,-1.99,0.33,0.74,8.08,549.09
44246.12,-1.47,-2.17,0.31,0.85,8.66,548.74
44246.17,-1.9,-2.42,0.23,0.99,8.9,548.64
44246.21,-1.72,-2.37,0.19,1.06,9.96,548.41
44246.25,-2.73,-3.06,0.27,1.42,8.94,548.61
44246.29,-2.54,-3.08,0.29,2.21,8.71,548.4
44246.33,-2.52,-2.96,0.13,2.11,8.69,549.16
44246.38,-3.06,-3.41,0.17,2.95,7.02,549.35
44246.42,0.53,-1.53,0.22,0.18,5.6,549.75
44246.46,0.2,-1.48,0.25,0.52,5.3,549.82
44246.5,-0.07,-1.52,0.19,0.32,4.65,549.79
44246.54,3.25,-0.33,0.07,1.17,4.71,549.36
44246.58,3.04,-0.09,0.28,2.03,4.83,548.69
44246.62,2.96,0.04,0.47,2.04,5.55,548.13
44246.67,3.28,0.58,0.56,2.2,5.24,547.77
44246.71,3.19,0.78,0.73,2.31,4.45,547.51
44246.75,0.67,-0.45,0.86,2.99,4.78,547.65
44246.79,1.61,0.09,1.17,0.07,5.68,547.84
44246.83,1.88,0.25,1.1,0.25,4.74,548.2
44246.88,1.96,0.35,1.05,0.43,7.55,548.44
44246.92,1.48,0.16,0.76,0.66,7.42,548.54
44246.96,-0.09,-0.25,0.56,0.74,7.61,548.5
44247,0.07,-0.52,0.38,0.51,7.12,548.49
44247.04,-0.29,-1.08,0.12,3.05,7.32,548.17
44247.08,-0.5,-1.5,0.06,2.78,6.92,547.89
44247.12,-0.72,-1.96,0.21,0.2,6.38,547.46
44247.17,-1.51,-2.39,0.27,0.32,6.91,547.21
44247.21,-1.84,-2.95,0.32,3.11,9.12,546.99
44247.25,-2.33,-2.85,0.38,0.06,9.06,547.05
44247.29,-2.59,-3.2,0.33,0.27,9.52,546.89
44247.33,-2.44,-3.13,0.33,0.22,9.31,547.44
44247.38,-2.4,-3.13,0.58,3.08,9.6,547.36
44247.42,2.52,0.06,0.64,0.43,8.77,547.74
44247.46,2.26,0.97,0.98,0.67,9.28,547.72
44247.5,1.92,0.99,1.09,0.62,9.62,547.66
44247.54,5.75,2.57,1.16,0.64,9.55,546.84
44247.58,6.09,1.8,1.05,0.72,8.64,546.27
44247.62,6.05,1.79,0.76,0.95,8.51,545.64
44247.67,7.62,1.06,0.4,1.22,7.09,545.24
44247.71,7.67,1.39,0.31,1.7,9.85,545.28
44247.75,4.77,-0.35,0.58,2.32,4.47,545.13
44247.79,5.59,0.98,0.79,2.29,7.54,545.1
44247.83,4.87,0.95,0.98,1.59,6.27,545.5
44247.88,4.45,0.7,0.97,1,6.75,546.13
44247.92,3.5,-0.13,0.64,1.06,7.64,546.23
44247.96,0.05,-1.63,0.88,0.92,8.16,546.3
44248,0.52,-1.56,0.97,0.83,7.42,546.4
44248.04,1.04,-1.25,0.98,0.68,6.56,546.16
44248.08,0.61,-1.8,1.14,0.63,5.75,545.89
44248.12,0.78,-1.78,0.99,0.56,4.07,545.46
44248.17,-0.3,-2.09,0.75,0.34,1.42,545.28
44248.21,0.11,-1.94,0.73,0.31,4.25,545.15
44248.25,-1.06,-1.68,0.75,0.05,1.03,545.24
44248.29,-0.91,-1.35,0.78,0.08,2.44,545.23
44248.33,-1.5,-1.75,0.83,0.12,4.63,545.69
44248.38,-1.84,-1.97,0.67,0.43,10,546.2
44248.42,3.96,1.35,0.78,0.62,5.08,546.42
44248.46,4.79,1.89,0.86,0.54,4.63,546.74
44248.5,5.59,1.26,0.83,0.71,0.26,546.56
44248.54,10.09,1.03,0.61,1.04,0.33,546.32
44248.58,9.58,0.66,0.38,1.24,1.21,545.84
44248.62,9.33,0.6,0.39,1.19,5.1,545.34
44248.67,9.27,0.27,0.4,1.72,4.75,545.05
44248.71,9.8,0.53,0.49,1.91,2.34,545.07
44248.75,5.59,-1.38,0.53,2.64,0.75,545.03
44248.79,6.19,-0.87,1.05,2.71,0.23,545.02
44248.83,5.51,-0.46,0.86,2.16,0.02,545.54
44248.88,5.1,0.1,0.64,1.81,0.1,545.89
44248.92,4.53,0.01,0.56,1.59,0,546.34
44248.96,1.06,-1.64,0.53,1.37,2.82,546.23
44249,0.61,-2.18,0.47,1.39,5.24,546.45
44249.04,0.23,-2.3,0.43,1.46,5.02,546.37
44249.08,0.5,-2.13,0.33,1.24,5.12,546.27
44249.12,0.37,-2.05,0.3,0.83,5.22,545.98
44249.17,-0.91,-2.26,0.33,0.97,5.12,545.76
44249.21,-0.74,-2.06,0.38,1.29,5.12,545.72
44249.25,-0.42,-0.69,0.26,1.31,7.33,545.83
44249.29,0.1,-0.4,0.34,1.76,9.49,546
44249.33,-0.49,-0.81,0.37,1.71,8.91,546.33
44249.38,-0.27,-0.29,0.35,1.19,10,546.69
44249.42,4.09,2.63,0.63,1.14,9.56,546.98
44249.46,4.44,2.96,0.98,1.24,5.41,546.94
44249.5,4.89,1.82,1.26,1.42,0.72,546.59
44249.54,9.64,3.09,1.26,1.56,0.02,546.11
44249.58,9.43,2.93,1.29,1.59,0.96,545.24
44249.62,9.36,2.87,1.24,1.63,2.02,544.74
44249.67,9.98,2.8,1.07,1.76,0.74,544.36
44249.71,9.94,2.9,0.82,1.95,3.01,544.52
44249.75,6.46,1.82,0.95,2.78,4.4,544.59
44249.79,8.24,3.27,1.15,0.14,8.08,545.1
44249.83,8.22,3.2,1.39,0.3,8.72,545.7
44249.88,8.32,3.52,1.49,0.27,8.17,546.36
44249.92,7.34,3.53,1.34,0.31,8.32,546.94
44249.96,4.67,3.2,1.29,0.32,8.08,547.01
44250,4.09,3.02,1.06,0.4,8.68,546.98
44250.04,3.64,3.04,0.81,0.67,8.56,547.11
44250.08,3.06,2.44,0.65,0.94,10,546.94
44250.12,2.81,2.05,0.36,0.95,10,546.64
44250.17,1.36,1.16,0.09,0.82,10,546.24
44250.21,0.9,0.28,0.25,1.32,10,546
44250.25,1.62,1.31,0.37,0.96,10,545.65
44250.29,1.64,1.18,0.61,0.78,10,545.79
44250.33,0.68,0.01,0.74,0.66,10,546.04
44250.38,1.22,0.63,0.8,0.64,10,546.48
44250.42,4.81,2.35,0.99,0.61,1.59,546.36
44250.46,5.69,2.72,1.09,0.62,0.3,546.53
44250.5,6.92,2.03,1.05,0.93,0.22,546.29
44250.54,10.67,3.46,1.06,1.38,0.3,545.65
44250.58,10.88,3.28,1.14,1.57,1.33,545.11
44250.62,11.27,2.47,1.26,1.69,1.93,544.18
44250.67,12.27,1.84,1.13,1.74,3.3,543.65
44250.71,12.5,2.11,1.24,1.72,4.21,543.51
44250.75,8.61,1.36,1.15,2.12,5.37,543.11
44250.79,7.99,2.5,1.2,2.2,3.22,543
44250.83,7.56,2.71,1.13,2.29,1.58,543.36
44250.88,7.7,2.81,0.94,2.24,3.05,543.57
44250.92,7.72,2.77,0.87,2.32,6.1,543.65
44250.96,5.23,2.12,0.87,2,6.01,543.45
44251,5.66,2.17,0.79,1.71,5.97,543.25
44251.04,5.08,1.63,0.79,1.4,5.59,542.9
44251.08,4.75,1.38,1.01,1.15,5.16,542.46
44251.12,4.66,0.96,1.18,0.98,1.23,542
44251.17,4.06,0.11,1.38,0.87,1.02,541.36
44251.21,4.08,0.07,1.59,0.75,0.82,541.17
44251.25,2.8,-0.37,1.89,0.6,0.46,540.83
44251.29,2.14,-1.84,1.78,0.5,0.36,540.82
44251.33,2.38,-1.63,1.64,0.5,0.19,541.17
44251.38,2.58,-1.4,1.33,0.52,0.14,541.35
44251.42,8.89,-0.95,1.08,0.59,0,541.83
44251.46,8.59,-1.27,1.37,0.8,0,541.67
44251.5,8.25,-0.8,1.45,0.86,0,541.77
44251.54,11.17,0.7,1.61,0.98,0,541.2
44251.58,11.11,0.95,1.62,0.98,0,540.67
44251.62,11.37,0.53,1.39,1.22,0.4,540.26
44251.67,13.13,1.23,1.36,1.39,0.12,539.87
44251.71,13,1.7,1.36,1.48,0.32,539.92
44251.75,9.84,0.33,1.12,1.9,0.24,539.62
44251.79,9.77,1.84,1.23,2.17,0,539.63
44251.83,9.09,1.64,1.34,2.36,0,540.17
44251.88,9.08,1.62,1.51,2.65,0.06,540.49
44251.92,8.97,2.1,1.5,2.84,5.24,540.74
44251.96,7.05,3.13,1.47,2.87,5.94,541.07
44252,6.71,3.17,1.51,3.06,6.72,541.1
44252.04,5.99,3.1,1.46,3.01,7.64,541.13
44252.08,5.89,3.32,1.35,3.07,7.72,541.26
44252.12,6,3.53,1.26,0.01,7.52,540.95
44252.17,4.72,3.6,1.02,0.29,8.24,541.06
44252.21,4.31,3.21,0.61,0.59,8.48,540.89
44252.25,4.02,3.82,0.6,0.36,10,541.33
44252.29,4.09,3.67,0.25,1.34,10,541.4
44252.33,3.99,3.44,0.18,1.44,10,542.04
44252.38,3.39,3.21,0.42,2.89,10,542.41
44252.42,4.97,3.85,0.94,2.71,9.88,542.91
44252.46,5.57,4.45,1.09,2.61,9.48,542.96
44252.5,5.75,4.06,0.72,2.17,8,542.81
44252.54,7.39,3.69,0.77,2.2,9.6,542.21
44252.58,6.95,3.54,0.63,2.58,9.56,541.77
44252.62,6.86,3.79,0.73,2.65,8.08,541.22
44252.67,7.48,4.48,0.91,2.89,7.92,541.02
44252.71,6.48,4.21,1.02,2.99,8.28,540.93
44252.75,5.16,1.96,1.77,0.15,7.4,540.7
44252.79,4.02,2.38,1.98,0.26,7.4,541.23
44252.83,3.29,2.34,1.73,0.34,8.8,541.33
44252.88,3.32,2.57,1.53,0.5,9.04,542.02
44252.92,2.58,1.98,1.56,0.41,8.8,542.68
44252.96,0.49,0.22,1.66,0.36,9.16,542.61
44253,0.49,0.29,1.66,0.35,9.96,542.98
44253.04,0.07,-0.28,1.57,0.37,9.96,542.76
44253.08,0.13,-0.21,1.53,0.45,10,542.9
44253.12,0.24,-0.17,1.52,0.51,10,542.61
44253.17,-0.48,-0.7,1.35,0.54,10,542.68
44253.21,-0.06,-0.49,1.16,0.46,10,542.41
44253.25,-0.41,-1.17,1.13,0.37,9.96,542.64
44253.29,-0.16,-1.07,0.92,0.12,9.96,542.76
44253.33,-0.11,-1.18,0.66,3.03,9.88,542.99
44253.38,-0.26,-1.09,0.54,2.65,8.72,543.43
44253.42,2.6,0.33,0.68,2.08,8.79,543.52
44253.46,3.05,1.09,1.08,1.71,7.83,543.77
44253.5,2.93,1.34,1.07,1.41,7.44,543.74
44253.54,6.03,2.75,1.3,1.37,8.24,543.36
44253.58,6.65,2.9,1.15,1.18,7.47,542.78
44253.62,6.27,2.86,0.95,1.54,8.87,542.13
44253.67,7.27,3.13,0.83,1.95,5.71,541.86
44253.71,7.35,2.86,0.99,2.3,4.73,541.86
44253.75,3.65,0.81,1.56,2.56,4.06,541.2
44253.79,3.26,0.96,1.52,3.08,6.43,541.88
44253.83,3.66,0.82,2.07,0.12,6.62,542.42
44253.88,3.05,1.08,2.09,0.24,7.76,542.5
44253.92,2.29,1.18,1.29,0.28,8.04,543.03
44253.96,0.12,-0.23,1.28,0.21,8.48,543.38
44254,0.01,-0.3,1.17,2.95,8.6,543.48
44254.04,0.33,-0.1,1.16,2.93,8.72,543.15
44254.08,0.1,-0.2,1.19,2.79,9.96,542.9
44254.12,-0.21,-0.47,1.21,2.83,9.84,542.45
44254.17,-0.36,-0.59,1.24,2.73,9.72,542.25
44254.21,-0.5,-0.57,1.44,2.59,10,541.81
44254.25,-0.61,-1.01,1.37,2.09,10,541.63
44254.29,-0.64,-1.1,1.45,2.25,10,541.58
44254.33,-0.65,-1.08,1.59,2.29,10,541.68
44254.38,-0.56,-0.77,1.6,2.19,10,541.89
44254.42,2.72,1.3,1.63,2,8.63,541.95
44254.46,2.51,1.69,1.96,1.71,7.79,541.9
44254.5,2.24,1.64,2.27,1.48,7.79,541.75
44254.54,4.44,3.01,2.51,1.42,8.63,541.2
44254.58,4.66,3.03,2.44,1.37,8.93,540.43
44254.62,5.4,3.05,2.14,1.27,9.96,539.9
44254.67,5.39,2.57,2.41,1.41,9.94,539.37
44254.71,5.58,2.42,1.83,1.56,9.84,539.32
44254.75,5.11,1.87,2.11,1.38,9.5,539.02
44254.79,5.35,2.05,1.56,1.56,6.97,539.09
44254.83,4.98,2.05,1.85,1.69,6.65,539.45
44254.88,4.94,2.3,1.89,1.8,6.08,539.68
44254.92,4.25,1.95,1.56,1.91,6.33,539.94
44254.96,3.3,0.68,1.19,2.49,7.96,540.31
44255,3.82,0.18,1.3,2.99,8,540.75
44255.04,4.54,0.33,1.01,3.06,8,540.72
44255.08,4.06,0.08,1.23,2.97,8.6,540.6
44255.12,3.17,0.09,1.2,0.07,8.56,540.55
44255.17,1.56,-0.39,1.06,3.13,8.76,540.27
44255.21,1.04,-0.83,0.89,0.02,8.28,540.15
44255.25,-0.4,-1.6,0.7,0.09,8.24,539.84
44255.29,-0.46,-1.72,0.96,0.11,9.52,539.87
44255.33,-0.58,-1.78,0.69,0.05,9.98,540.2
44255.38,0.12,-1.13,0.76,2.34,10,540.59
44255.42,2.72,0.68,1.1,1.8,10,540.5
44255.46,2.76,1.09,1.48,1.8,9.87,540.76
44255.5,2.94,1.65,1.58,1.52,9.87,540.11
44255.54,5.53,2.61,1.32,1.56,9.07,540.12
44255.58,5.2,2,1.36,1.5,9.95,539.57
44255.62,5.08,1.78,1.4,1.51,9.8,539.35
44255.67,5.38,1.83,0.96,1.53,9.58,539.03
44255.71,5.24,1.24,0.9,1.66,8.84,539.28
44255.75,3.87,0.88,0.89,1.7,8.23,539.69
44255.79,3.78,1.66,1.08,2.75,9.12,540.01
44255.83,3.83,1.19,1.79,0.28,9.04,540.56
44255.88,2.46,0.86,1.96,0.5,9.6,541.42
44255.92,1.25,0,2.25,0.53,9.44,542.47
44255.96,-1.74,-2.42,2.12,0.54,9.55,543.13
44256,-2.13,-2.72,1.94,0.54,9.96,543.82
44256.04,-2.56,-3.05,2.05,0.54,9.88,543.99
44256.08,-2.41,-3.21,2.06,0.55,9.88,544.48
44256.12,-2.13,-3.31,2.06,0.53,9.76,544.67
44256.17,-2.75,-4,2.04,0.55,9.92,545.05
44256.21,-2.83,-4.16,2.28,0.63,9.95,545.2
44256.25,-3.27,-4.87,2.33,0.63,9.88,545.98
44256.29,-3.66,-5.47,2.1,0.6,9.96,547.09
44256.33,-3.62,-5.35,1.87,0.68,9.97,547.2
44256.38,-4.38,-6.08,1.71,0.81,9.9,547.85
44256.42,-3.4,-5.76,1.82,0.82,9.96,548.66
44256.46,-3.56,-5.35,1.96,0.64,10,548.94
44256.5,-3.74,-5.18,1.9,0.5,10,549.03
44256.54,-2.69,-5.24,1.66,0.43,9.91,548.65
44256.58,-2.72,-5.27,1.5,0.28,10,548.5
44256.62,-2.61,-5.27,1.35,0.03,9.96,547.88
44256.67,-2.65,-5.83,1.47,3.09,9.65,547.87
44256.71,-2.54,-5.8,1.51,3.06,9.6,547.55
44256.75,-3.24,-6.22,1.66,2.89,9.89,547.68
44256.79,-2.79,-5.89,1.53,3.01,9.87,547.47
44256.83,-2.44,-5.88,1.47,3.11,9.48,548.34
44256.88,-2.39,-6.07,1.46,0.02,9.93,548.35
44256.92,-2.47,-5.73,1.41,0.13,9.98,548.72
44256.96,-3.61,-6.08,1.3,0.15,9.96,548.81
44257,-3.77,-6.57,1.13,0.23,9.99,548.63
44257.04,-4.11,-6.88,1.01,0.25,9.95,548.41
44257.08,-3.97,-6.91,0.82,0.16,9.96,548.13
44257.12,-4,-7.04,0.72,3.13,9.95,547.45
44257.17,-4.62,-6.98,0.68,2.81,9.96,546.96
44257.21,-4.63,-6.94,0.63,2.58,9.77,546.3
44257.25,-5.59,-7.12,0.83,2.75,9.56,546.67
44257.29,-5.43,-7.46,0.57,0.12,9.5,546.29
44257.33,-5.66,-7.54,0.53,2.97,9.48,546.51
44257.38,-6,-7.97,0.21,2.68,9.68,546.53
44257.42,-3.42,-6.63,0.4,1.5,9.29,546.48
44257.46,-4,-6.33,0.9,1.42,8.86,546.43
44257.5,-4.16,-6.39,1.04,1.46,8.69,545.89
44257.54,-0.95,-4.23,1.12,1.54,8.68,545.21
44257.58,-1.37,-4.05,1.08,1.77,9.55,544.68
44257.62,-1.47,-3.8,1.31,1.69,9.28,544.09
44257.67,-0.08,-2.41,1.37,1.73,10,543.8
44257.71,0.14,-1.83,1,2.14,9.89,543.62
44257.75,-1.94,-2.55,0.55,2.05,9.24,543.66
44257.79,-0.54,-2.06,0.75,0.55,8.54,543.91
44257.83,-1.07,-2.51,1.45,0.5,8.97,544.26
44257.88,-1.69,-3.1,1.31,0.56,9.45,545.2
44257.92,-2.57,-3.61,1.44,0.52,9.34,545.71
44257.96,-4.42,-4.76,1.43,0.58,9.64,546.06
44258,-4.35,-5.08,1.56,0.57,9.7,546.38
44258.04,-4.67,-5.49,1.64,0.53,9.95,546.4
44258.08,-4.65,-5.8,1.25,0.55,10,546.45
44258.12,-4.24,-5.48,1.26,0.46,9.8,546.28
44258.17,-4.75,-5.89,0.72,0.47,9.97,546.13
44258.21,-4.8,-6.15,0.48,0.69,9.56,545.76
44258.25,-5.8,-6.79,0.51,1.31,9.08,545.71
44258.29,-5.12,-6.05,0.41,2.03,9.86,545.7
44258.33,-5.31,-6.76,0.16,3.02,9.91,546.11
44258.38,-5.09,-6.58,0.29,0.67,9.31,546.29
44258.42,-1,-4.44,0.31,0.78,9.49,546.23
44258.46,-1,-3.95,0.24,0.48,8.3,546.44
44258.5,-1.04,-3.33,0.58,0.81,7.53,545.96
44258.54,1.62,-2.15,0.83,1.24,6.62,545.56
44258.58,1.14,-1.85,1.03,1.33,4.33,545.04
44258.62,1.02,-1.54,1.23,1.45,3.87,544.4
44258.67,2.31,-0.94,0.98,1.67,5.17,544.17
44258.71,2.29,-0.78,0.54,2.12,6.6,544.02
44258.75,1.05,-1.15,0.84,0.03,7.61,544.14
44258.79,1,-0.68,1.13,0.37,6.35,544.61
44258.83,0.84,-0.53,1.19,0.26,2.26,544.71
44258.88,1.05,-0.72,1.12,0.31,7.07,545.15
44258.92,0.84,-0.53,0.85,0.14,7.44,545.59
44258.96,-1.58,-1.58,0.53,0.03,7.69,545.7
44259,-1.66,-1.93,0.24,2.62,7.29,545.79
44259.04,-1.65,-1.78,0.29,2.16,7.51,545.4
44259.08,-2.01,-2.33,0.27,2.11,7.72,545.14
44259.12,-2.34,-2.81,0.23,2.15,8.36,544.62
44259.17,-2.98,-3.13,0.25,1.92,8.87,544.17
44259.21,-3.09,-3.38,0.27,1.58,9.87,543.7
44259.25,-2.34,-2.87,0.08,0.83,9.88,543.51
44259.29,-2.57,-3,0.32,1.15,9.6,543.75
44259.33,-3.12,-3.98,0.41,1.09,9.47,543.9
44259.38,-1.77,-2.65,0.47,1.07,9.92,543.89
44259.42,1.9,0.52,0.55,1.08,9.69,544.04
44259.46,1.65,0.66,1,1.46,0.65,544.12
44259.5,1.73,0.75,1.08,1.45,0.44,543.25
44259.54,5.07,1.32,1.42,1.27,4.61,543.01
44259.58,5.16,0.84,1.1,1.32,7.19,542.28
44259.62,5.9,0.69,0.98,1.4,8.42,541.86
44259.67,6.14,0.82,1.2,1.28,9.4,541.4
44259.71,6.01,0.84,1.26,1.74,8,541.29
44259.75,4.15,0.46,0.95,2.41,5.99,541.65
44259.79,3.97,0.33,1.51,2.85,5.39,541.21
44259.83,4.58,-0.4,1.56,0.17,5.71,541.8
44259.88,4.03,-0.5,1.58,0.21,6.29,542.41
44259.92,3.64,-0.23,1.47,0.2,6.32,542.57
44259.96,1.37,-0.54,1.4,0.31,6.68,542.92
44260,0.53,-0.93,1.41,0.33,7.08,542.9
44260.04,-0.17,-1.38,1.44,0.41,6.52,542.81
44260.08,-0.4,-1.49,1.47,0.38,7.2,542.76
44260.12,-0.67,-1.68,1.24,0.33,6.84,542.59
44260.17,-1.67,-2.06,1.2,0.31,7.48,542.58
44260.21,-1.49,-1.61,1.05,0.32,7.56,542.54
44260.25,-2.04,-2.21,0.76,0.54,10,542.47
44260.29,-1.73,-1.93,0.56,0.53,10,542.97
44260.33,-1.72,-2.05,0.4,0.79,10,543.15
44260.38,-1.95,-2.61,0.43,0.24,7.48,543.63
44260.42,2.1,-0.91,0.45,0.28,7.24,543.78
44260.46,2.28,-0.62,0.61,0.1,5.57,543.82
44260.5,1.94,-0.33,0.88,0.32,3.53,543.56
44260.54,5.03,1.29,1.16,0.41,4.38,543.36
44260.58,4.45,1.35,1.06,0.25,6.22,542.89
44260.62,3.68,1.36,1.3,0.18,8.24,542.77
44260.67,2.49,0.89,1.41,0.23,7.76,542.24
44260.71,2.49,1.09,1.58,0.36,8.66,542.49
44260.75,0.07,-0.11,1.61,0.45,7.98,543.1
44260.79,0.76,0.61,0.96,0.23,8.51,543.44
44260.83,1.02,0.62,0.92,0.38,8.76,543.92
44260.88,1.26,0.42,1.1,0.5,9.48,544.48
44260.92,0.59,-0.47,1.3,0.44,9.76,544.75
44260.96,-1.28,-1.47,1.21,0.34,9.75,545.2
44261,-0.8,-1.33,0.92,0.29,9.84,545.41
44261.04,-0.73,-1.36,1.01,0.34,9.88,545.5
44261.08,-0.86,-1.59,1.61,0.39,8.88,545.46
44261.12,-0.75,-1.49,1.51,0.49,10,545.43
44261.17,-1.24,-1.57,0.85,0.51,10,545.37
44261.21,-1.15,-1.67,1.29,0.56,9.99,545.44
44261.25,-1.27,-1.36,0.86,0.64,10,545.5
44261.29,-1.05,-1.39,0.8,0.69,10,545.89
44261.33,-0.96,-1.16,1.04,0.77,9.96,546.73
44261.38,-1.37,-1.59,1.21,0.83,9.96,547.4
44261.42,0.3,-0.84,1.23,0.76,10,547.9
44261.46,-0.48,-1,1.2,0.74,9.94,548.01
44261.5,-0.89,-1.17,1.04,0.8,9.96,547.94
44261.54,-0.43,-1.26,0.94,0.76,9.9,547.68
44261.58,-0.68,-1.4,0.91,0.6,9.98,547.18
44261.62,-1,-1.72,0.86,0.35,9.65,546.66
44261.67,-0.62,-1.47,1.02,0.29,9.33,546.26
44261.71,-0.39,-1.2,1.13,0.31,8.38,546.07
44261.75,-1.76,-2.12,0.94,2.94,8.92,546.34
44261.79,-1.24,-1.39,1.07,0.04,8.89,546.49
44261.83,-1.55,-1.64,1.04,0.23,9.8,546.78
44261.88,-1.22,-1.44,0.79,0.3,8.93,547.18
44261.92,-0.72,-0.99,0.95,0.32,9.77,547.49
44261.96,-1.81,-1.81,0.79,0.17,9.21,547.45
44262,-2,-2,0.92,0.06,8.56,547.54
44262.04,-2.12,-2.12,0.72,2.92,9.92,547.26
44262.08,-2.18,-2.18,0.57,2.95,9.53,547.02
44262.12,-2.09,-2.27,0.53,2.8,9.69,546.53
44262.17,-2.38,-2.44,0.42,2.93,9.48,546.36
44262.21,-2.09,-2.24,0.51,2.77,9.8,545.78
44262.25,-1.61,-1.97,0.54,1.91,9.57,545.87
44262.29,-1.5,-1.93,0.69,1.55,9,545.64
44262.33,-1.52,-2,0.68,1.5,8.81,545.95
44262.38,-1.87,-2.31,0.69,1.53,9.1,546.41
44262.42,0.14,-0.98,0.97,1.61,6.38,546.37
44262.46,0.01,-0.88,1.13,1.43,6.9,546.45
44262.5,-0.26,-0.83,1.25,1.34,6.14,546.06
44262.54,2.43,0.18,1.24,1.27,6.16,545.49
44262.58,2.34,0.33,0.87,1.47,5.89,544.89
44262.62,1.56,0.49,0.8,1.9,6.4,544.25
44262.67,1.86,0.78,0.85,1.87,6.57,543.74
44262.71,2.16,0.94,0.62,2.41,8.85,543.46
44262.75,0.32,-0.4,0.09,3.08,8.9,543.82
44262.79,-0.04,-0.33,0.72,2.83,8.26,544.2
44262.83,0.13,-0.51,0.58,3,8.18,544.86
44262.88,0.09,-0.75,0.92,0.42,8.11,545.19
44262.92,-0.77,-1.38,0.99,1.06,8.64,545.7
44262.96,-2.72,-2.78,0.74,1.32,8.6,546.21
44263,-2.39,-2.47,0.09,2.32,8.04,546.18
44263.04,-1.83,-1.92,0.57,0.96,7.44,545.91
44263.08,-1.93,-2.04,0.99,0.92,5.37,545.59
44263.12,-1.72,-1.96,0.93,0.8,0.7,545.41
