$Water balance Flows: computed flow to complete water balance,
XXH,
JDAY,QWB
44476.7,0
44476.75,0
44476.79,0
44476.83,0
44476.87,0
44476.91,-48.6
44476.95,0
44477,0
44477.04,0
44477.08,-77.99
44477.12,0
44477.16,153.54
44477.2,0
44477.25,0
44477.29,22.1
44477.33,0
44477.37,-24.46
44477.41,-52.25
44477.45,0
44477.5,0
44477.54,0
44477.58,0
44477.62,-34.7
44477.66,-47.53
44477.7,-18.64
44477.75,-6.96
44477.79,-11.34
44477.83,0
44477.87,0
44477.91,87.83
44477.95,66.59
44478,57.84
44478.04,0
44478.08,176.22
44478.12,39.89
44478.16,235.7
44478.2,0
44478.25,38.13
44478.29,197.12
44478.33,0
44478.37,0
44478.41,0
44478.45,-31.59
44478.5,0
44478.54,0
44478.58,-103.89
44478.62,-47.67
44478.66,-46.27
44478.7,0
44478.75,-267
44478.79,0
44478.83,17.87
44478.87,0
44478.91,5.59
44478.95,76.22
44479,90.07
44479.04,0
44479.08,122.2
44479.12,0
44479.16,0
44479.2,0
44479.25,68.05
44479.29,0
44479.33,0
44479.37,0
44479.41,-54.85
44479.45,0
44479.5,140.47
44479.54,0
44479.58,0
44479.62,165.73
44479.66,214.7
44479.7,0
44479.75,-149.6
44479.79,-364.65
44479.83,0
44479.87,0
44479.91,-92.32
44479.95,0
44480,0
44480.04,-87.74
44480.08,0
44480.12,0
44480.16,0
44480.2,0
44480.25,0
44480.29,57.64
44480.33,0
44480.37,0
44480.41,0
44480.45,0
44480.5,0
44480.54,0
44480.58,0
44480.62,0
44480.66,0
44480.7,0
44480.75,0
44480.79,7.76
44480.83,0
44480.87,0
44480.91,35.22
44480.95,68.82
44481,0
44481.04,0
44481.08,96.55
44481.12,0
44481.16,0
44481.2,0
44481.25,43.36
44481.29,0
44481.33,0
44481.37,-52.01
44481.41,0
44481.45,30.15
44481.5,0
44481.54,0
44481.58,0
44481.62,24.29
44481.66,0
44481.7,-23
44481.75,0
44481.79,20.66
44481.83,0
44481.87,0
44481.91,39.86
44481.95,62.75
44482,17.67
44482.04,18.35
44482.08,57.71
44482.12,0
44482.16,0
44482.2,0
44482.25,0
44482.29,0
44482.33,-167.82
44482.37,-80.72
44482.41,0
44482.45,0
44482.5,0
44482.54,45.05
44482.58,51.47
44482.62,0
44482.66,0
44482.7,0
44482.75,-49.48
44482.79,0
44482.83,-6.85
44482.87,0
44482.91,4.79
44482.95,0
44483,18
44483.04,7.14
44483.08,0
44483.12,0
44483.16,10.28
44483.2,113.76
44483.25,70.68
44483.29,0
44483.33,-207.01
44483.37,-87.85
44483.41,0
44483.45,0
44483.5,0
44483.54,0
44483.58,10.94
44483.62,0
44483.66,0
44483.7,0
44483.75,29.29
44483.79,0
44483.83,-38.74
44483.87,0
44483.91,24.8
44483.95,0
44484,-5.44
