$ XILUODU,segment222的宽度是根据深泓线数据确定的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西溪河,,,,牛栏江,,,,,,,,,,,,,,,金阳河,,,,,,,,,,,,美姑河,,,,,,,,,,,,,,,,,,西苏角河,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEG: I,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,,,,,,,,,,,,,,,,,,,,,,,
0.5,0,248.31,110.94,202.59,163.4,131.46,141.93,163.71,138.31,158.21,145.36,144.73,166.51,188.8,232.86,216.38,164.33,231.82,205.07,215.44,255.46,214.2,193.36,226.64,188.8,155,161.63,242.61,248.52,274.02,308.54,204.87,308.23,327.73,370.13,310.72,316.32,356.34,336.95,308.23,396.15,276.61,260.75,302.22,496.2,552.4,393.25,519.43,385.16,439.59,431.09,442.29,411.08,381.43,379.88,346.59,411.81,337.47,296.73,357.48,391.59,475.57,373.86,303.67,272.98,330.94,639.69,562.97,396.46,348.15,344.73,446.23,614.19,432.13,289.78,469.97,350.85,460.23,434.62,545.45,406,567.01,435.55,552.29,462.3,739.43,687.18,516.83,457.63,460.23,581.74,398.74,662.19,748.03,606.93,584.43,646.02,628.91,436.38,588.47,476.09,355.72,574.27,639.38,461.78,587.54,673.59,952.9,972.91,894.64,918.9,793.76,670.28,1061.04,683.03,771.57,873.9,792.1,629.84,631.19,883.44,798.53,665.92,595.42,516.63,582.05,542.65,719.94,985.66,454.52,489.05,556.54,581.42,714.24,499.21,673.39,601.95,1009.1,738.6,979.24,858.24,684.79,695.89,695.16,593.56,601.33,553.95,662.29,640.21,725.74,592.83,627.35,655.35,685.62,708.53,723.57,766.18,640,877.22,1258.96,1259.79,706.15,544.52,609.63,1164.4,1317.95,988.57,877.01,759.65,761.93,794.38,798.84,757.88,621.13,1209.5,933.72,1138.49,821.75,751.77,591.27,695.06,662.09,823.51,891.84,791.27,760.79,907.91,772.09,665.61,1062.8,959.85,630.46,785.15,1236.36,1270.67,1397.89,1503.85,1166.17,901.48,564.42,721.08,722.74,661.98,809.41,1155.18,787.12,1166.58,871.41,782.56,883.65,972.19,886.55,767.84,581.42,840,905.94,1052.54,864.26,656.59,735.08,617.09,502.85,0,0,86.47,113.32,0,0,151.37,120.58,118.09,201.55,208.7,234.42,217.72,206.94,246.34,266.56,248.93,150.44,279,0,0,0,0,0,87.71,144.01,185.79,182.37,186.93,162.57,279.93,0,0,0,83.77,247.79,166.3,236.49,269.77,222.49,356.76,290.4,358.83,393.35,494.65,434.2,425.18,336.12,417.1,0,0,0,0,152.51,208.6,190.04,282.31,295.79,434,351.78,581.53,0,,593,23,,,,,,,,,,,,,,,,,,,,
0.5,0,248.31,110.94,177.91,159.15,131.46,141.93,163.71,138.31,158.21,145.36,144.73,166.51,188.8,206.32,208.5,164.33,223.84,197.2,215.44,252.14,214.2,187.45,226.64,187.35,155,161.63,242.61,238.36,268.84,290.82,204.87,308.23,308.86,361.94,310.72,316.32,339.44,333.12,305.64,391.59,276.61,260.75,302.22,492.16,552.4,390.04,515.9,385.16,439.59,431.09,442.29,411.08,379.88,378.22,346.59,401.54,331.67,296,357.48,391.59,473.08,373.24,303.67,272.98,322.33,639.69,562.97,396.46,348.15,344.73,446.23,614.19,432.13,289.78,469.97,345.56,460.23,434.62,545.34,406,567.01,430.37,552.29,462.3,739.43,687.18,516.83,455.04,460.23,581.74,398.74,662.19,748.03,606.93,584.43,644.15,628.91,431.4,588.47,476.09,355.72,574.27,636.48,461.78,583.5,665.61,952.9,966.9,885.2,918.9,793.76,660.32,1061.04,672.14,771.57,873.9,792.1,623.73,622.48,877.32,792.51,665.92,595.42,515.17,582.05,542.65,719.94,985.66,454.52,489.05,556.54,581.42,710.09,495.68,673.39,601.95,1009.1,738.6,979.24,858.24,676.6,687.28,688.21,593.56,601.33,553.95,649.23,640.21,725.74,590.86,627.35,655.35,685.62,708.53,723.57,766.18,640,874.21,1258.96,1259.79,702.94,544.52,603.51,1164.4,1308,988.57,877.01,752.49,761.93,794.38,792.82,753.12,617.82,1209.5,933.72,1138.49,817.91,745.75,591.27,695.06,662.09,823.51,891.84,791.27,760.79,907.91,772.09,665.61,1062.8,959.85,630.46,785.15,1236.36,1263.52,1397.89,1503.85,1166.17,901.48,564.42,721.08,722.74,661.98,809.41,1155.18,787.12,1166.58,871.41,782.56,883.65,972.19,879.29,767.84,581.42,840,905.94,1052.54,864.26,656.59,735.08,617.09,502.85,0,0,86.47,113.32,0,0,151.37,120.58,114.15,201.55,206.22,234.42,212.12,206.94,241.15,266.56,248.93,150.44,269.98,0,0,0,0,0,87.71,144.01,185.79,182.37,179.78,162.57,279.93,0,0,0,83.77,242.09,166.3,236.49,264.07,222.49,356.76,290.4,358.83,393.35,491.12,429.64,425.18,336.12,417.1,0,0,0,0,152.51,205.59,190.04,282.31,287.08,427.26,351.78,581.53,0,,592.5,24,,,,,,,,,,,,,,,,,,,,
0.5,0,248.31,109.17,169.62,159.15,131.46,141.93,163.71,138.31,152.51,145.36,144.73,166.51,184.03,206.32,206.84,164.33,223.84,197.2,215.44,252.14,212.23,187.45,226.64,187.35,148.98,161.63,242.61,238.36,268.84,290.82,203.83,308.23,308.86,358,310.72,316.32,323.47,333.12,303.26,391.59,274.95,260.75,302.22,492.16,539.23,390.04,515.9,378.73,439.59,431.09,429.02,411.08,376.35,378.22,343.9,401.54,331.67,296,357.48,391.59,467.69,373.24,303.67,270.39,322.33,639.69,556.54,396.46,346.8,344.52,446.23,608.59,430.88,289.78,469.97,345.56,450.27,432.54,545.34,406,558.2,413.67,550.53,462.3,739.43,681.47,516.83,455.04,457.22,581.74,398.74,662.19,748.03,606.93,584.43,644.15,626.42,431.4,588.47,463.23,350.12,572.3,636.48,461.78,583.5,665.61,952.9,966.9,884.58,915.58,793.76,660.32,1061.04,672.14,763.38,873.9,792.1,623.73,622.48,877.32,792.51,657.63,595.42,515.17,582.05,542.65,712.37,981,444.88,489.05,549.28,581.42,702.42,492.16,673.39,601.95,1009.1,738.6,979.24,855.03,668.41,687.28,688.21,584.64,600.61,553.95,649.23,633.89,725.74,590.86,627.35,653.07,685.62,708.53,723.57,766.18,640,874.21,1258.96,1259.79,702.94,540.26,603.51,1164.4,1308,988.57,877.01,752.49,756.02,794.38,792.82,753.12,617.82,1203.91,927.4,1138.49,817.91,745.75,591.27,695.06,659.91,823.51,891.84,791.27,760.79,899.51,769.81,665.61,1057.2,959.85,626.63,785.15,1236.36,1263.52,1397.89,1498.35,1166.17,901.48,560.79,716.83,722.74,661.98,805.58,1143.25,781.11,1166.58,871.41,778.83,883.65,972.19,879.29,767.84,581.42,840,905.94,1052.54,859.28,649.75,731.76,617.09,502.85,0,0,75.68,113.32,0,0,151.37,120.58,114.15,190.35,206.22,231.2,212.12,206.94,241.15,266.56,248.93,150.44,269.98,0,0,0,0,0,87.71,144.01,180.81,180.71,179.78,162.57,279.93,0,0,0,80.14,242.09,166.3,236.49,264.07,222.49,356.76,290.4,358.83,385.78,491.12,429.64,425.18,336.12,417.1,0,0,0,0,152.51,205.59,190.04,282.31,287.08,427.26,351.78,581.53,0,,592,25,,,,,,,,,,,,,,,,,,,,
0.5,0,237.73,109.17,157.49,159.15,131.46,141.93,163.71,138.31,152.51,145.36,144.73,166.51,184.03,206.32,206.84,164.33,223.84,190.77,207.36,240.01,212.23,187.45,226.64,187.35,148.98,155.31,233.79,238.36,268.84,290.82,196.78,308.23,308.86,358,303.98,308.54,323.47,333.12,303.26,391.59,274.95,260.75,302.22,492.16,539.23,390.04,515.9,378.73,435.96,431.09,429.02,405.48,373.14,378.22,343.9,401.54,331.67,296,348.25,391.59,463.13,373.24,301.81,270.39,315.6,639.69,556.54,396.46,345.56,340.06,439.9,608.59,430.88,282.11,468.93,341.1,450.27,432.54,545.34,402.58,558.2,405.9,550.53,462.3,739.43,681.47,500.04,453.38,457.22,578.63,398.74,662.19,748.03,602.68,584.43,644.15,626.42,431.4,588.47,463.23,350.12,572.3,636.48,461.78,583.5,665.61,952.9,960.37,884.58,915.58,790.13,660.32,1061.04,672.14,763.38,870.17,790.02,616.26,618.02,877.32,792.51,657.63,595.42,515.17,575.31,542.65,708.53,981,444.88,481.48,549.28,581.42,702.42,492.16,673.39,601.95,1003.08,738.6,979.24,845.6,668.41,681.68,678.16,584.64,600.61,553.95,649.23,630.15,725.74,590.86,621.24,653.07,685.62,703.87,723.57,761.2,640,874.21,1251.49,1259.79,702.94,540.26,591.38,1164.4,1308,982.24,877.01,752.49,756.02,794.38,792.82,753.12,617.82,1190.84,927.4,1131.23,817.91,745.75,591.27,695.06,654.41,812.21,879.6,791.27,760.79,899.51,769.81,665.61,1057.2,959.85,626.63,785.15,1236.36,1258.75,1397.89,1487.78,1166.17,901.48,560.79,716.83,722.74,661.98,805.58,1143.25,769.81,1166.58,871.41,778.83,883.65,965.55,879.29,767.84,581.42,826.93,905.94,1052.54,859.28,649.75,731.76,617.09,502.85,0,0,75.68,113.32,0,0,151.37,120.58,114.15,185.17,206.22,231.2,212.12,202.69,234.52,266.56,248.93,150.44,269.98,0,0,0,0,0,80.04,144.01,180.81,180.71,179.78,162.57,279.93,0,0,0,75.79,242.09,163.81,234.73,264.07,222.49,356.76,289.36,358.83,385.78,485,429.64,425.18,336.12,417.1,0,0,0,0,151.27,205.59,190.04,278.48,287.08,427.26,351.78,581.53,0,,591.5,26,,,,,,,,,,,,,,,,,,,,
0.5,0,237.73,109.17,157.49,156.66,131.46,141.93,163.71,138.31,151.37,145.36,144.73,166.51,184.03,206.32,206.84,152.51,223.84,190.77,207.36,240.01,209.74,187.45,226.64,187.35,148.98,155.31,233.79,238.36,268.84,290.82,196.78,308.23,308.86,349.6,303.98,308.54,323.47,333.12,298.18,391.59,271.43,260.75,299.63,492.16,539.23,388.79,510.41,376.04,427.77,431.09,429.02,405.48,373.14,372.31,340.48,401.54,331.67,296,348.25,391.59,460.85,373.24,301.81,270.39,310.1,639.69,556.54,396.46,342.86,340.06,439.9,601.75,422.28,282.11,461.47,341.1,450.27,432.54,545.34,402.58,558.2,405.9,550.53,462.3,739.43,675.56,500.04,453.38,449.03,566.91,398.74,662.19,745.44,598.74,584.43,644.15,618.13,431.4,588.47,459.09,350.12,566.39,636.48,461.78,580.6,665.61,952.9,960.37,878.15,911.43,782.04,660.32,1052.43,672.14,763.38,870.17,782.66,616.26,618.02,877.32,792.51,657.63,595.42,515.17,575.31,537.26,708.53,981,444.88,481.48,549.28,577.49,701.69,492.16,673.39,601.95,1003.08,738.6,979.24,845.6,668.41,681.68,678.16,584.64,600.61,553.95,649.23,630.15,720.46,590.86,621.24,653.07,680.44,703.87,711.54,761.2,639.28,868.09,1251.49,1232.62,696.92,540.26,591.38,1164.4,1308,975.4,871.62,752.49,756.02,794.38,792.82,753.12,617.82,1190.84,923.25,1131.23,817.91,745.75,591.27,691.95,654.41,812.21,879.6,787.23,760.79,899.51,761.62,661.88,1057.2,959.85,626.63,785.15,1236.36,1258.75,1390.21,1487.78,1166.17,901.48,560.79,714.24,715.69,661.98,805.58,1143.25,764.42,1166.58,869.86,778.83,883.65,965.55,879.29,767.84,581.42,821.75,898.47,1052.54,859.28,649.75,731.76,608.69,502.85,0,0,75.68,113.32,0,0,151.37,120.58,114.15,185.17,205.39,231.2,200.93,202.69,234.52,266.56,248.93,144.11,269.98,0,0,0,0,0,80.04,137.68,180.81,180.71,179.78,162.57,274.33,0,0,0,75.79,242.09,162.15,234.73,264.07,222.49,351.05,289.36,358.83,385.78,485,429.64,425.18,336.12,417.1,0,0,0,0,146.19,205.59,185.89,278.48,287.08,427.26,351.78,581.53,0,,591,27,,,,,,,,,,,,,,,,,,,,
0.5,0,231.51,109.17,149.09,156.66,131.46,141.93,151.37,134.99,151.37,145.36,143.9,166.51,184.03,206.32,198.02,152.51,223.84,190.77,207.36,234.42,209.74,187.45,226.64,187.35,148.98,155.31,227.57,238.36,268.84,286.46,196.78,308.23,308.86,349.6,301.18,308.54,323.47,329.9,298.18,383.61,271.43,257.64,299.63,492.16,539.23,384.64,510.41,376.04,427.77,431.09,429.02,405.48,368.47,368.99,340.48,401.13,331.67,296,348.25,384.75,454.63,373.24,301.81,264.69,310.1,639.69,546.49,396.46,342.86,340.06,429.33,588.47,422.28,282.11,461.47,336.12,450.27,430.99,545.34,402.58,558.2,400.61,550.53,454.52,733.42,675.56,500.04,453.38,449.03,566.91,398.74,662.19,745.44,598.74,584.43,644.15,618.13,430.06,588.47,452.86,350.12,566.39,630.36,448.82,580.6,665.61,940.67,960.37,878.15,905.73,776.24,660.32,1047.15,670.48,756.02,862.81,782.66,616.26,618.02,877.32,792.51,657.63,589.82,515.17,575.31,537.26,708.53,981,444.88,477.75,549.28,577.49,701.69,492.16,668.62,585.05,1003.08,730.93,972.29,842.17,668.41,681.68,678.16,584.64,600.61,553.95,649.23,630.15,720.46,587.44,621.24,647.36,680.44,703.87,711.54,761.2,635.86,863.84,1246.41,1229.93,696.92,540.26,585.68,1158.18,1302.71,975.4,871.62,752.49,750,788.47,792.82,753.12,617.82,1190.84,923.25,1127.6,817.91,745.75,587.65,691.95,654.41,812.21,877.42,782.56,759.75,899.51,761.62,661.88,1057.2,959.85,626.63,766.49,1230.03,1252.22,1390.21,1487.78,1158.81,901.48,560.79,714.24,715.69,654.21,805.58,1138.69,759.23,1166.58,869.86,778.83,869.23,965.55,879.29,767.84,581.42,821.75,898.47,1052.54,859.28,649.75,731.76,608.69,502.85,0,0,75.68,113.32,0,0,146.6,120.58,114.15,185.17,205.39,230.16,200.93,199.06,234.52,266.56,248.93,144.11,269.98,0,0,0,0,0,78.07,137.68,180.81,179.26,179.78,162.57,274.33,0,0,0,75.79,242.09,162.15,228.92,264.07,220.73,346.18,285.11,358.83,378.94,485,429.64,425.18,336.12,414.4,0,0,0,0,146.19,205.59,185.89,278.48,287.08,427.26,351.78,581.53,0,,590.5,28,,,,,,,,,,,,,,,,,,,,
0.5,0,231.51,109.17,149.09,156.66,131.46,141.93,151.37,131.05,151.37,144.94,143.9,166.51,184.03,206.32,198.02,152.51,214.92,190.77,207.36,234.42,209.74,187.45,226.64,187.35,148.98,155.31,227.57,238.36,268.84,286.46,196.78,294.96,308.86,349.6,301.18,308.54,323.47,329.9,297.87,383.61,271.43,257.64,297.35,492.16,534.98,384.44,510.41,376.04,421.35,428.4,429.02,405.48,368.47,365.15,340.48,401.13,328.14,296,348.25,384.75,438.35,370.23,301.81,264.69,310.1,639.69,540.16,393.46,342.86,336.02,429.33,578.83,419.69,282.11,461.47,336.12,450.27,425.49,545.34,402.58,556.75,400.61,550.53,454.52,733.42,669.97,500.04,449.65,449.03,566.91,398.74,662.19,745.44,591.9,584.43,644.15,618.13,430.06,584.64,452.86,344.11,562.24,630.36,448.82,577.49,665.61,940.67,953.84,878.15,905.73,776.24,656.69,1047.15,670.48,756.02,862.81,778,593.14,618.02,862.29,792.51,645.91,589.82,515.17,569.5,530.62,708.53,977.16,438.04,477.75,543.79,570.75,701.69,492.16,664.99,585.05,993.03,730.93,972.29,842.17,668.41,681.68,670.59,584.64,600.61,553.95,643.74,630.15,720.46,587.44,621.24,643.63,680.44,703.87,711.54,759.13,635.86,863.84,1246.41,1229.93,696.92,540.26,585.68,1150.93,1300.95,975.4,871.62,752.49,744.41,782.56,792.82,746.07,617.82,1149.16,917.55,1127.6,817.91,740.88,587.65,691.95,654.41,812.21,877.42,782.56,759.75,895.57,761.62,661.88,1057.2,959.85,623.83,766.49,1230.03,1252.22,1390.21,1487.78,1158.81,901.48,560.79,714.24,715.69,654.21,805.58,1138.69,759.23,1166.58,869.86,775.82,869.23,965.55,879.29,767.84,581.42,821.75,898.47,1049.01,859.28,649.75,731.76,608.69,502.85,0,0,75.68,113.32,0,0,146.6,120.58,114.15,185.17,205.39,230.16,192.53,199.06,228.82,266.56,248.93,142.45,260.02,0,0,0,0,0,78.07,137.68,180.81,179.26,179.78,162.57,274.33,0,0,0,69.46,242.09,162.15,228.92,257.54,220.73,346.18,285.11,356.44,378.94,485,429.64,423.21,333.32,414.4,0,0,0,0,146.19,205.59,185.89,278.48,281.28,427.26,351.78,581.53,0,,590,29,,,,,,,,,,,,,,,,,,,,
0.5,0,223.53,109.17,149.09,156.66,131.46,141.93,151.37,131.05,151.37,144.94,143.9,166.51,175.53,200.31,193.98,152.51,214.92,190.77,207.36,234.42,209.74,178.95,224.15,187.35,148.98,149.19,227.57,238.36,268.63,286.46,196.78,294.96,308.86,336.23,301.18,308.54,323.47,329.9,297.87,383.61,271.43,257.64,297.35,492.16,529.48,384.44,506.57,376.04,421.35,423.21,424.04,400.3,364.22,359.66,331.87,401.13,328.14,296,348.25,384.75,429.64,370.23,300.25,258.47,305.43,632.33,540.16,393.46,342.86,332.6,425.39,578.83,419.69,279.1,461.47,336.12,450.27,425.49,545.34,402.58,556.75,400.61,547,454.52,733.42,669.97,500.04,449.65,449.03,566.91,398.74,649.33,742.75,591.9,584.43,644.15,618.13,430.06,584.64,452.86,343.59,562.24,630.36,448.82,577.49,659.6,940.67,953.84,864.57,905.73,776.24,656.69,1047.15,670.48,756.02,857.93,773.12,593.14,618.02,862.29,792.51,642.8,589.82,505.43,563.9,530.62,708.53,977.16,438.04,477.75,543.79,570.75,691.53,486.46,664.99,585.05,993.03,730.93,972.29,842.17,668.41,681.68,670.59,584.64,596.15,553.95,643.74,630.15,720.46,587.44,621.24,643.63,680.44,696.82,701.59,747.93,635.86,863.84,1239.36,1225.57,696.92,535.39,585.68,1150.93,1300.95,969.18,871.62,752.49,736.84,782.56,786.6,746.07,617.82,1147.61,911.64,1127.6,817.91,740.88,586.09,691.95,654.41,808.79,877.42,782.56,759.75,895.57,761.62,656.28,1051.91,959.85,623.83,766.49,1217.49,1252.22,1381.92,1487.78,1158.81,901.48,551.15,714.24,715.69,647.99,805.58,1134.65,748.66,1166.58,869.86,775.82,869.23,963.58,879.29,767.84,581.42,821.75,898.47,1049.01,859.28,643.01,727.61,608.69,502.85,0,0,75.68,113.32,0,0,146.6,120.58,114.15,183.41,197.92,230.16,192.53,199.06,228.82,266.56,248.93,142.45,260.02,0,0,0,0,0,78.07,137.68,180.81,179.26,179.78,162.57,265,0,0,0,63.76,238.25,162.15,225.71,257.54,220.73,346.18,285.11,356.44,378.94,480.03,429.64,423.21,333.32,414.4,0,0,0,0,146.19,197.92,185.89,278.48,281.28,426.74,351.78,581.53,0,,589.5,30,,,,,,,,,,,,,,,,,,,,
0.5,0,182.16,109.17,149.09,152.3,131.46,141.93,151.37,131.05,150.02,142.97,143.9,166.51,167.23,197.2,193.98,152.51,206.63,190.77,207.36,234.42,209.74,178.95,224.15,185.17,148.98,149.19,227.57,238.36,268.63,286.46,188.59,289.99,308.86,336.23,301.18,308.54,323.47,321.82,297.87,383.61,269.98,257.64,297.35,484.49,529.48,384.44,506.57,376.04,421.35,423.21,415.85,400.3,361.11,359.66,331.87,396.26,328.14,296,338.92,384.75,418.65,370.23,300.25,258.47,298.7,632.33,540.16,393.46,338.72,332.6,420.41,569.29,419.69,279.1,461.47,336.12,444.98,425.49,533.53,401.75,556.75,394.39,547,454.52,733.42,669.97,500.04,449.65,449.03,566.91,398.74,649.33,742.75,591.9,584.43,644.15,613.25,430.06,584.64,452.86,343.59,562.24,630.36,448.82,577.49,659.6,940.67,953.84,864.57,902.41,770.74,651.72,1040.72,670.48,756.02,857.93,773.12,593.14,613.67,862.29,780.38,642.8,589.82,505.43,563.9,530.62,708.53,972.6,438.04,477.75,543.79,570.75,681.27,486.46,664.99,585.05,993.03,730.93,972.29,842.17,668.41,672.66,670.59,584.64,596.15,553.95,643.74,623.93,720.46,587.44,621.24,643.63,680.44,696.61,696.82,747.93,635.86,853.89,1239.36,1225.57,695.37,535.39,585.68,1150.93,1300.95,969.18,864.67,752.49,731.55,782.56,777.79,746.07,617.82,1147.61,911.64,1122.62,817.91,740.88,586.09,691.95,650.37,808.79,877.42,782.56,757.68,895.57,755.19,656.28,1045.8,959.85,623.83,766.49,1217.49,1252.22,1381.92,1484.46,1158.81,893.39,551.15,714.24,715.69,647.99,805.58,1134.65,748.66,1166.58,869.86,775.82,869.23,963.58,879.29,767.84,575.31,821.75,898.47,1043.62,843.21,643.01,722.43,608.69,502.85,0,0,75.68,113.32,0,0,146.6,119.23,114.15,183.41,197.92,224.57,187.03,199.06,228.82,262.2,248.93,142.45,260.02,0,0,0,0,0,78.07,137.68,178.84,171.07,179.78,162.57,265,0,0,0,63.76,230.16,162.15,225.71,257.54,220.73,346.18,285.11,351.16,378.94,480.03,428.19,420.41,333.32,414.4,0,0,0,0,142.97,197.92,185.89,278.48,281.28,426.74,343.38,581.53,0,,589,31,,,,,,,,,,,,,,,,,,,,
0.5,0,182.16,99.74,149.09,144.73,131.46,141.93,151.37,131.05,150.02,142.97,143.9,166.51,167.23,197.2,193.98,152.51,206.63,190.77,198.85,234.42,209.74,178.95,217.31,185.17,148.98,149.19,227.57,230.16,268.63,286.46,188.59,289.99,308.86,331.98,287.08,308.54,323.47,321.82,289.26,383.61,269.98,257.64,291.13,484.49,525.54,384.44,503.46,376.04,421.35,423.21,415.85,395.74,356.76,359.66,327.31,396.26,328.14,296,338.92,384.75,411.6,364.84,300.25,258.47,298.7,632.33,540.16,393.46,338.72,332.6,420.41,569.29,419.69,279.1,455.87,336.12,444.98,425.49,533.53,401.75,556.75,394.39,547,454.52,717.35,664.37,500.04,449.65,434.51,566.91,398.74,649.33,742.75,585.57,584.43,644.15,613.25,430.06,584.64,442.6,343.59,562.24,630.36,448.82,561.52,659.6,940.67,948.03,864.57,896.19,770.74,651.72,1026.1,670.48,751.87,857.93,773.12,578.31,607.76,858.24,780.38,642.8,587.85,499.83,563.9,530.62,708.53,972.6,438.04,477.75,543.79,570.75,681.27,486.46,664.99,585.05,987.01,722.22,962.44,842.17,668.41,672.66,663.12,578.11,596.15,550.53,638.97,623.93,715.07,587.44,621.24,643.63,674.22,696.61,696.82,747.93,632.54,853.89,1239.36,1225.57,679.81,535.39,579.77,1150.93,1300.95,969.18,860.11,752.49,731.55,782.56,777.79,746.07,614.81,1117.96,911.64,1122.62,808.79,740.88,586.09,686.04,650.37,808.79,877.42,782.56,757.68,895.57,755.19,656.28,1045.8,946.79,623.31,766.49,1217.49,1247.14,1376.63,1475.44,1153.41,893.39,551.15,714.24,715.69,647.99,799.98,1134.65,742.64,1160.78,869.86,775.82,869.23,959.64,879.29,767.84,575.31,821.75,898.47,1043.62,843.21,643.01,722.43,608.69,502.85,0,0,75.68,113.32,0,0,146.6,119.23,114.15,183.41,197.92,224.57,187.03,199.06,225.5,256.29,248.93,142.45,260.02,0,0,0,0,0,78.07,137.68,178.84,171.07,179.78,162.57,260.02,0,0,0,63.76,230.16,162.15,225.71,257.54,220.73,346.18,285.11,351.16,378.94,480.03,428.19,420.41,333.32,414.4,0,0,0,0,140.79,197.92,185.89,274.23,277.44,426.74,340.79,581.53,0,,588.5,32,,,,,,,,,,,,,,,,,,,,
0.5,0,182.16,99.74,140.79,144.73,115.19,141.93,151.37,131.05,150.02,142.97,138,158.21,167.23,188.28,193.98,152.51,206.63,190.77,198.85,230.06,209.74,178.95,217.31,185.17,148.98,149.19,227.57,230.16,260.33,286.46,188.38,289.99,308.86,331.98,287.08,308.54,315.7,321.82,289.26,383.61,262.2,254.32,291.13,484.49,520.77,382.99,503.46,372.72,414.81,423.21,409.42,395.74,356.76,354.58,323.58,396.26,328.14,296,338.92,377.59,410.15,364.84,299.73,258.47,298.7,632.33,533.73,393.46,338.72,326.27,420.41,562.87,416.78,277.96,455.87,328.45,444.98,425.49,533.53,401.75,551.36,394.39,547,454.52,717.35,657.84,489.98,449.65,434.51,557.68,398.74,649.33,742.75,581.01,584.43,637.83,613.25,430.06,579.97,442.6,343.59,562.24,627.15,448.82,561.52,659.6,940.67,942.95,861.87,896.19,765.87,651.72,1022.57,670.48,751.87,857.93,766.7,578.31,607.76,852.33,780.38,638.24,581.01,499.83,557.48,530.62,708.53,972.6,438.04,477.75,543.79,563.38,681.27,480.65,664.99,585.05,987.01,722.22,962.44,835.12,662.19,666.96,663.12,578.11,596.15,550.53,630.88,623.93,715.07,587.44,613.88,642.91,674.22,696.61,694.43,747.93,632.54,853.89,1239.36,1215.73,679.81,529.79,577.59,1150.93,1288.3,969.18,860.11,743.78,731.55,776.75,777.79,746.07,614.81,1113.19,911.64,1122.62,808.79,728.85,586.09,686.04,643.42,803.71,877.42,777.89,752.7,889.35,755.19,656.28,1045.8,946.79,623.31,766.49,1217.49,1247.14,1370.1,1470.98,1149.79,893.39,551.15,714.24,715.69,647.99,799.98,1127.7,731.34,1160.78,869.86,767.84,869.23,959.64,879.29,763.59,571.99,821.75,898.47,1043.62,843.21,643.01,722.43,608.69,502.85,0,0,69.57,113.32,0,0,141.31,119.23,114.15,183.41,194.81,218.97,187.03,199.06,225.5,256.29,246.65,138,260.02,0,0,0,0,0,71.23,137.68,171.79,171.07,179.78,162.57,260.02,0,0,0,63.76,230.16,160.49,225.71,254.74,220.73,346.18,280.03,351.16,378.94,480.03,428.19,420.41,333.32,406.11,0,0,0,0,140.79,197.92,185.89,274.23,277.44,423.01,340.79,581.53,0,,588,33,,,,,,,,,,,,,,,,,,,,
