$ XILUODU,segment222的宽度是根据深泓线数据确定的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西溪河,,,,牛栏江,,,,,,,,,,,,,,,金阳河,,,,,,,,,,,,美姑河,,,,,,,,,,,,,,,,,,西苏角河,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEG: I,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,41.26,0,0,28.93,22.39,55.47,73.51,49.87,75.37,51.42,91.13,83.98,113.53,99.12,124.52,140.48,128.15,106.06,166.51,167.02,119.54,68.95,128.15,139.96,190.25,181.44,134.99,201.65,223.84,223.94,199.06,223.43,206.94,229.75,197.2,212.95,215.03,224.36,232.24,355.82,431.82,316.63,420.72,280.55,296.1,252.87,287.71,235.35,244.78,274.64,230.16,299.73,293.51,209.84,231.62,277.75,302.84,294.34,248.93,198.54,224.25,564.73,407.14,263.96,290.4,254.32,339.23,334.98,315.18,242.61,409.84,288.12,317.15,346.28,482.62,344.21,481.48,267.28,427.05,429.64,550.63,460.85,391.69,358.73,271.32,454.63,360.07,575,604.44,359.14,474.43,499.31,520.25,374.9,483.86,347.74,274.95,460.95,567.64,367.12,442.6,526.58,664.16,697.85,560.48,662.81,568.15,530.1,892.56,582.15,615.12,714.13,603.72,496.62,511.03,625.28,704.39,531.24,523.78,416.16,451.41,449.44,584.22,848.81,363.7,398.95,455.46,481.38,386.51,405.59,585.88,474.74,897.95,653.17,886.55,752.7,567.22,571.68,543.58,504.7,519.53,497.13,529.59,575.52,639.17,528.96,498.07,533.63,604.13,607.86,603.82,665.51,561.73,775.3,1113.08,998.31,629.32,505.43,492.37,1043.1,1134.03,848.39,744.2,680.13,596.04,702.83,687.69,680.64,554.16,981.62,800.39,999.14,746.07,655.45,505.84,626.73,566.5,690.91,773.54,685.72,718.38,774.47,679.3,607.34,933.2,862.6,561.41,672.76,965.24,1153.73,1158.08,1302.09,950.21,853.79,473.08,655.97,638.97,568.88,761.51,920.76,544.83,1075.24,816.36,721.8,772.19,865.92,790.02,737.25,534.56,757.57,817.71,911.85,685.21,565.98,620.72,579.87,502.85,0,0,6.84,66.66,0,0,70.6,73.61,94.97,111.66,110.31,134.88,67.49,145.25,127.42,196.26,180.09,92.58,185.48,0,0,0,0,0,0,0,19.49,122.03,147.43,119.23,195.33,0,0,0,0,0,0,132.91,168.89,165.68,252.77,232.76,277.13,282.63,389.21,362.35,373.45,280.45,354.37,0,0,0,0,0,155.31,138.93,233.69,222.49,361.01,286.05,529.59,0,,562,58,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,15.66,13.89,55.47,66.56,33.38,67.08,34.73,82.84,76.51,113.53,91.03,107.72,138.72,119.75,106.06,160.8,144.01,112.59,68.95,128.15,139.96,181.95,169.31,134.99,187.86,223.84,223.94,190.77,212.33,206.94,221.25,190.25,207.36,215.03,208.7,219.07,331.35,411.91,316.63,413.47,275.99,296.1,240.01,280.76,226.02,244.26,274.23,230.16,295.48,291.44,204.35,217.2,270.7,302.84,291.85,248.93,197.2,224.25,557.27,407.14,263.96,283.97,238.04,328.04,315.8,308.34,242.61,399.78,288.12,309.89,346.28,467.48,344.21,481.48,257.85,421.97,423.32,544.83,452.66,380.08,349.29,268.32,447.58,355.51,575,604.44,359.14,454.94,488.43,514.03,374.9,478.47,346.18,265,439.9,567.64,356.55,429.54,507.5,659.29,659.7,535.29,632.33,522.54,516.42,892.56,553.22,603.72,695.99,593.66,496.62,507.4,622.27,689.77,522.95,517.35,407.14,445.09,443.84,568.26,838.96,361.94,398.95,455.46,466.03,379.77,397.92,585.88,466.55,887.59,636.27,881.68,741.3,567.22,556.02,532.07,499,515.9,497.13,515.17,575.52,634.92,528.96,485.94,529.9,604.13,598.84,603.82,652.86,558.93,772.5,1097.84,986.6,610.04,504.18,492.37,1032.73,1108.73,830.98,731.45,673.7,585.57,689.25,683.24,680.64,554.16,970.32,794.38,988.77,726.47,648.5,497.45,623.1,566.5,683.55,764.1,685.72,714.55,766.8,679.3,602.99,919.1,843.42,561.41,666.96,955.91,1145.74,1158.08,1295.25,944.82,853.79,463.65,649.23,627.15,568.88,761.51,920.76,538.5,1068.5,810.66,721.8,772.19,858.87,790.02,716.21,529.69,743.47,814.8,905.73,678.05,556.85,610.25,564.11,502.85,0,0,0,55.57,0,0,70.6,66.66,94.97,107.62,100.98,131.88,55.67,145.25,118.81,185.27,180.09,92.58,181.02,0,0,0,0,0,0,0,0,93.41,147.43,116.84,187.76,0,0,0,0,0,0,116.53,157.38,165.68,247.89,229.34,271.01,274.33,389.21,362.35,358.52,271.32,347.74,0,0,0,0,0,155.31,138.93,225.5,222.49,356.55,286.05,529.59,0,,560,59,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,32.87,66.56,33.38,67.08,34.73,74.54,76.51,82.73,81.39,99.43,122.24,99.22,106.06,122.55,139.14,105.54,62.93,122.03,131.77,165.26,164.02,132.09,176.87,199.27,202.69,190.77,212.33,206.94,210.78,190.25,190.77,197.2,190.97,219.07,317.88,406.94,311.03,393.98,260.75,282,240.01,267.59,226.02,235.04,268.32,229.54,279,287.19,198.44,207.15,258.88,288.12,291.65,239.08,197.2,215.86,535.81,394.49,257.64,283.97,238.04,310.83,299.32,308.34,237.53,396.15,271.74,304.61,333.95,467.48,337.68,442.91,241.88,415.23,423.32,531.76,429.43,380.08,344.83,266.24,427.46,350.22,567.53,566.6,350.74,447.68,488.43,506.57,374.9,466.45,346.18,265,434,550.84,356.55,411.91,491.23,645.39,630.78,512.89,605.79,511.75,492.68,885.82,553.22,603.72,683.55,581.42,484.07,501.07,622.27,685.52,518.8,507.71,404.03,425.18,443.84,561.31,838.96,355.3,386.3,447.89,466.03,376.66,397.92,576.45,466.55,887.59,636.27,881.68,729.06,567.22,556.02,532.07,489.26,505.43,485.11,515.17,575.52,631.5,528.96,485.42,526.89,590.65,593.04,595.42,644.46,550.84,752.29,1088.62,980.27,610.04,504.18,492.37,1032.73,1088.82,830.98,714.13,673.7,585.57,689.25,673.49,667.58,548.04,970.32,790.13,973.22,723.67,636.69,492.78,614.19,554.57,671.94,756.12,664.78,708.64,732.48,673.49,602.99,907.18,834.19,550.32,661.67,955.91,1137.97,1158.08,1277.1,929.47,846.74,463.65,649.23,619.89,552.71,755.09,903.34,488.11,1055.02,810.66,715.07,755.81,837.41,782.77,704.28,529.69,743.47,812.73,898.16,678.05,556.85,605.27,564.11,502.85,0,0,0,0,0,0,59.61,66.66,88.64,102.43,95.07,117.99,55.16,135.2,111.56,185.27,165.88,83.46,165.37,0,0,0,0,0,0,0,0,91.75,147.43,110.21,187.76,0,0,0,0,0,0,64.38,141,158.32,237.01,219.8,271.01,274.33,377.91,352.19,358.52,271.32,347.74,0,0,0,0,0,150.13,138.93,212.02,206.11,351.36,286.05,520.77,0,,558,60,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,16.28,66.56,25.82,49.45,34.73,57.54,58.79,82.73,73.2,99.43,116.74,99.22,97.77,106.89,139.14,99.01,54.85,111.14,114.98,153.55,150.23,128.56,168.17,199.27,202.69,173.56,195.64,206.94,202.38,172.42,190.77,197.2,183.61,208.39,311.03,387.75,297.14,389.1,242.92,272.26,235.56,252.97,226.02,235.04,262.93,212.44,272.88,287.19,192.74,200.1,258.88,288.12,288.22,236.59,193.36,215.86,535.81,386.41,249.03,272.36,232.55,310.83,299.32,289.57,237.53,392.32,260.96,304.61,320.36,458.57,337.68,442.91,230.16,403.93,415.33,514.14,422.49,372.72,339.44,258.57,427.46,350.22,567.53,547.31,347.22,445.71,482.41,494.96,369.51,466.45,337.37,254.74,421.55,550.84,340.69,404.45,478.68,645.39,597.6,470.49,590.65,503.36,487.8,869.86,547.21,584.74,658.25,577.59,484.07,488.74,604.44,681.27,500.45,500.04,388.69,425.18,437.83,550.74,823.93,355.3,380.6,435.03,460.64,374.9,387.96,571.78,450.79,878.98,621.96,875.14,723.26,554.05,538.29,505.84,489.26,505.43,485.11,504.7,575.52,617.3,513.52,475.26,509.99,590.65,588.27,586.82,644.46,550.84,748.24,1075.03,970.11,602.89,497.13,486.56,1013.66,1084.26,819.47,702.62,666.54,570.95,679.61,666.75,667.58,547.31,952.38,779.66,963.48,688.52,636.69,487.29,614.19,554.57,669.03,742.23,664.78,708.64,732.48,673.49,595.21,896.81,825.69,550.32,654.41,948.86,1128.12,1142.11,1269.53,924.08,840.52,463.65,645.39,612.63,552.71,749.9,889.97,485.21,1055.02,797.9,710.5,755.81,833.98,782.77,688.21,526.99,735.18,794.9,871.41,655.76,542.23,599.15,564.11,482.93,0,0,0,0,0,0,48.11,31.62,88.64,88.02,88.85,107.62,50.49,135.2,111.56,179.98,165.88,83.46,157.38,0,0,0,0,0,0,0,0,69.67,125.97,105.75,182.37,0,0,0,0,0,0,0,118.09,148.67,232.03,219.8,256.6,269.98,377.91,348.05,357.17,263.13,338.82,0,0,0,0,0,143.18,134.26,206.22,200.93,351.36,279.2,520.77,0,,556,61,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,66.56,17.52,41.26,34.73,49.66,58.79,82.73,66.46,83.46,112.8,91.13,97.77,65.73,139.14,99.01,54.85,111.14,114.98,138,142.66,128.56,151.99,199.27,186.31,148.78,179.67,174.39,202.17,164.02,182.37,197.2,178.01,199.27,297.56,355.82,292.99,375,236.8,261.68,223.74,247.48,226.02,223.84,255.57,212.44,261.68,284.39,188.8,192.22,244.26,262.2,285.94,226.64,193.36,208.7,510.82,380.7,235.76,261.37,224.77,305.02,284.49,289.57,235.35,374.69,260.96,295.59,320.36,458.57,337.68,442.91,224.25,389.93,411.08,485.73,410.36,363.08,327.1,258.57,420.52,336.12,560.07,535.5,341.51,445.71,482.41,491.23,369.51,429.43,337.37,254.74,421.55,537.67,334.98,393.66,462.2,632.02,549.7,445.61,586.19,503.36,476.4,864.57,516.42,577.69,646.22,574.79,480.03,478.16,604.44,681.27,488.53,500.04,388.69,406.83,431.2,545.86,823.93,347.01,380.6,435.03,455.25,374.9,381.02,565.35,450.79,867.06,605.58,861.46,712.99,548.14,538.29,500.56,477.44,470.28,485.11,504.7,562.87,613.56,513.52,475.26,509.99,590.65,579.04,577.07,634.92,550.84,731.14,1057.31,955.7,602.89,497.13,482.31,1013.66,1072.86,808.79,691.74,663.43,570.95,676.81,659.49,655.14,544.93,940.15,770.84,937.97,657.52,626.32,477.02,609.94,533.32,663.95,730.62,652.65,704.39,687.38,662.5,588.79,896.81,806.72,550.32,654.41,936.21,1122.93,1142.11,1251.08,794.28,833.47,454.52,638.45,581.74,541.3,744.61,877.74,485.21,1043.41,797.9,705.94,742.85,823.82,778.52,678.16,526.99,729.27,791.99,859.9,652.13,542.23,590.03,555.61,482.93,0,0,0,0,0,0,44.69,23.85,85.22,88.02,82.53,94.55,47.17,128.77,103.06,164.33,162.67,69.78,115.81,0,0,0,0,0,0,0,0,28.51,123.27,100.36,176.15,0,0,0,0,0,0,0,92.07,144.73,220.32,210.26,250.38,269.98,373.14,348.05,345.04,263.13,338.82,0,0,0,0,0,133.02,134.26,201.76,200.93,335.71,276.61,514.86,0,,554,62,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,16.28,26.44,0,0,74.65,0,74.86,90.93,78.9,95.18,38.46,139.14,79.83,54.85,98.49,114.98,138,133.85,128.56,151.99,190.56,186.31,148.78,179.67,174.39,193.77,157.28,173.87,188.69,168.58,192.11,276.61,337.47,279.52,354.68,215.55,250.07,223.74,218.45,218.03,223.22,253.49,205.39,256.5,279,183.09,187.76,242.5,262.2,274.23,226.64,189.73,203.1,450.79,362.04,224.57,261.37,224.36,288.22,278.37,275.26,231.62,368.89,257.12,295.59,310,452.86,337.68,406.73,217.83,370.96,411.08,472.46,403.51,348.25,327.1,253.28,408.8,333.74,557.99,512.27,330.32,426.94,479.41,483.35,369.51,419.69,334.15,254.74,413.16,523.47,334.98,379.25,462.2,632.02,505.64,433.17,579.87,490.71,473.7,855.55,516.42,570.43,633.89,570.64,471.32,471.94,598.84,668.31,477.33,477.23,376.25,406.83,424.25,545.86,816.46,347.01,362.04,425.7,448.72,374.9,381.02,559.76,438.66,858.56,578.83,861.46,704.08,545.03,527.82,493.82,470.28,470.28,485.11,490.5,560.07,609.21,513.52,472.36,499.42,581.32,572.3,569.5,622.17,547.42,712.68,1044.97,952.38,597.29,497.13,482.31,1007.64,1064.25,802.05,683.03,651.82,559.13,667.06,653.48,655.14,544.93,929.06,770.84,916.1,625.9,626.32,473.81,609.94,520.98,659.29,724.19,652.65,704.39,674.53,654.1,588.79,876.8,801.95,528.96,647.57,930.61,1114.64,1130.92,1227.13,768.04,830.46,454.52,633.68,574.79,541.3,744.61,866.64,476.3,1039.78,797.9,702.62,729.48,819.37,778.52,661.05,512.89,729.27,791.99,843.42,652.13,534.25,580.7,555.61,482.93,0,0,0,0,0,0,0,17.73,62.31,80.04,71.54,86.26,47.17,122.13,100.05,148.78,142.76,69.78,106.68,0,0,0,0,0,0,0,0,0,113.94,90.61,170.34,0,0,0,0,0,0,0,80.25,144.73,220.32,200.2,250.38,251.21,368.78,338.92,345.04,256.5,323.27,0,0,0,0,0,122.03,125.66,194.08,195.33,335.71,276.61,514.86,0,,552,63,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.44,0,0,66.35,0,16.59,70.6,78.9,83.98,21.88,132.91,79.83,54.85,85.95,92.58,117.78,125.97,115.91,132.4,182.16,173.97,124.31,157.49,174.39,185.48,140.48,173.87,188.69,165.99,192.11,265.62,309.37,261.58,337.06,208.6,243.02,214.3,218.45,218.03,223.22,253.49,193.98,244.68,260.75,183.09,183.3,242.5,252.66,269.98,223.84,186.1,198.34,435.45,356.44,218.66,261.37,211.4,283.45,278.37,275.26,231.62,361.01,254.22,295.59,294.44,436.69,328.35,406.73,209.84,365.46,403.1,449.55,384.33,343.8,320.78,250.9,395.95,333.74,549.08,485.73,330.32,426.94,473.19,475.36,369.51,419.69,328.35,254.74,406.94,519.84,322.65,367.02,448.2,619.99,495.79,433.17,566.18,486.25,473.7,841.76,516.42,566.18,614.71,570.64,463.34,468,590.76,668.31,469.66,477.23,368.47,398.74,424.25,545.86,804.02,340.37,362.04,425.7,441.77,352.4,370.13,551.25,438.66,855.45,563.18,841.97,687.38,539.12,520.98,479.51,470.28,470.28,478.78,490.5,560.07,602.68,496.82,466.65,492.16,581.32,565.77,569.5,622.17,540.58,700.55,1032.63,938.08,584.95,494.65,475.98,1007.64,1049.43,796.25,675.25,651.82,559.13,658.77,647.26,637.2,539.75,922.63,761.41,909.67,613.88,620.51,468.73,601.75,514.45,645.19,714.24,652.65,702.21,659.39,654.1,581.32,869.55,792.31,528.96,638.65,925.32,1096.6,1118.58,1223.19,749.59,813.14,453.28,633.68,568.88,528.13,729.17,859.9,469.87,1029,784.01,694.23,720.98,813.77,778.52,656.07,509.78,720.35,775.72,843.42,640.62,527.1,571.26,555.61,482.93,0,0,0,0,0,0,0,0,62.31,74.44,50.7,69.46,39.5,108.65,89.16,130.12,123.48,57.23,96.21,0,0,0,0,0,0,0,0,0,11.09,90.61,156.76,0,0,0,0,0,0,0,0,81.08,211.61,196.88,240.22,251.21,359.55,331.56,333.84,256.5,323.27,0,0,0,0,0,53.19,125.66,190.66,189.42,323.79,276.61,505.01,0,,550,64,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.44,0,0,24.68,0,0,53.5,61.27,75.17,0,132.91,23.85,54.85,36.91,92.58,109.48,125.97,115.91,123.79,173.76,153.03,124.31,151.78,174.39,181.44,140.48,165.47,180.3,147.02,178.74,260.13,274.33,254.63,323.89,200.31,225.19,208.29,207.56,186.1,215.65,240.43,193.98,244.68,256.19,167.75,177.81,232.96,250.59,269.98,213.06,186.1,198.34,419.89,350.74,217.52,244.68,206.11,279.41,258.16,264.27,227.88,356.44,247.27,288.64,294.44,436.69,328.35,381.64,199.48,344.42,395.43,422.28,377.39,335.4,317.25,250.9,395.95,327.1,546.9,466.55,322.75,411.7,473.19,462.51,363.49,401.75,320.05,245.72,406.94,509.06,313.11,359.97,448.2,601.54,483.76,419.27,560.59,474.22,458.88,841.76,482.93,558.82,605.06,562.76,456.39,449.75,577.59,668.31,459.19,465.31,365.78,387.75,419.27,538.71,804.02,340.37,355.2,416.47,436.17,352.4,361.63,545.66,417.92,841.66,557.79,841.97,685.93,539.12,515.07,467.9,461.26,460.64,462.09,483.55,548.77,587.02,496.82,453.69,486.66,571.89,556.33,556.65,613.25,540.58,659.81,1018.84,927.81,584.95,494.65,475.98,975.09,1046.63,784.11,669.86,651.82,543.17,653.17,640.62,637.2,538.61,907.91,752.39,892.87,604.44,613.56,461.88,598.64,508.12,637.51,714.24,624.45,698.79,648.19,651.3,576.03,869.55,782.97,528.96,632.85,917.96,1055.34,1118.58,1205.67,749.59,804.95,444.67,633.68,563.28,518.91,729.17,851.92,469.87,1022.68,784.01,689.98,714.86,813.77,778.52,651.82,509.78,720.35,775.72,816.15,640.62,521.71,561.93,547.42,482.93,0,0,0,0,0,0,0,0,0,25.3,30.38,61.48,24.05,79.21,74.96,68.53,65.21,50.49,80.56,0,0,0,0,0,0,0,0,0,0,75.37,141.73,0,0,0,0,0,0,0,0,49.97,211.61,188.9,240.22,251.21,344.52,331.56,333.84,250.9,323.27,0,0,0,0,0,0,115.7,179.67,189.42,323.79,262.3,495.27,0,,548,65,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,0,0,0,0,0,45.41,49.87,58.58,0,118.61,0,54.85,12.03,92.58,92.79,65.42,115.91,115.39,140.48,111.66,116.84,132.4,158.52,173.25,130.94,157.28,157.07,147.02,178.74,243.23,266.97,249.03,305.54,193.15,212.64,202.28,201.45,173.66,206.63,236.8,193.98,229.34,222.6,167.75,175.42,229.85,234.52,262.82,213.06,180.92,193.15,396.77,336.64,211.5,244.68,191.8,269.25,248.93,257.54,225.71,347.32,247.27,281.38,294.44,425.29,327.21,381.64,190.77,336.23,389.62,409.73,358.1,329.07,302.84,248.52,376.25,311.86,531.76,446.13,322.75,411.7,473.19,462.51,363.49,389.41,312.69,245.72,398.95,509.06,313.11,336.12,437.62,589.2,465.51,413.78,554.16,474.22,458.88,822.48,482.93,544.72,590.65,555.51,446.54,444.78,573.34,648.61,437.62,465.31,359.35,381.64,409.63,527.82,795,334.67,339.23,400.51,423.21,352.4,358.73,538.61,417.92,840.83,545.24,826.42,678.36,525.65,502.22,467.9,457.01,456.6,462.09,472.67,548.77,581.42,483.97,448.61,479.41,568.67,525.75,550.43,602.58,540.58,651.41,1007.75,927.81,576.45,487.6,475.98,964.72,1032.73,777.38,657.52,640.31,543.17,646.53,626.94,637.2,538.61,895.57,738.81,880.33,582.98,607.34,449.24,598.64,504.08,637.51,704.8,624.45,682.82,648.19,651.3,576.03,856.27,776.55,511.86,632.85,889.45,1047.15,1095.25,1198.93,741.81,804.95,444.67,616.16,563.28,518.91,722.22,839.69,462.92,1019.98,784.01,684.69,692.15,808.38,771.67,643.32,509.78,711.02,770.33,806.09,627.56,516,555.19,547.42,482.93,0,0,0,0,0,0,0,0,0,0,0,0,24.05,79.21,42.61,44.89,37.64,48.21,58.99,0,0,0,0,0,0,0,0,0,0,44.37,134.47,0,0,0,0,0,0,0,0,0,199.58,188.9,229.75,243.23,339.54,324.1,329.07,243.44,314.56,0,0,0,0,0,0,110.42,171.59,177.5,312.17,262.3,490.29,0,,546,66,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.03,29.76,25.61,0,67.39,0,54.85,0,64.9,35.04,16.17,99.32,99.43,115.7,78.38,79.94,132.4,141.93,155.72,111.04,150.75,149.4,129.8,166.61,227.16,254.01,228.92,270.91,187.66,194.4,189.73,192.74,168.27,204.87,230.16,185.06,224.15,204.87,163.19,170.03,220.52,218.55,249.45,201.34,180.92,193.15,384.02,242.5,205.07,238.15,186.41,239.29,239.18,246.34,225.71,337.78,239.18,281.38,279.62,425.29,327.21,381.64,190.77,330.01,389.62,398.43,358.1,320.05,302.84,242.5,368.06,306.06,525.65,426.63,314.35,403.62,466.14,456.8,356.76,379.77,307.2,245.72,392.73,496.51,306.99,328.87,433.17,586.51,450.27,406.94,537.47,466.45,447.78,811.38,482.93,544.72,563.18,545.45,438.45,436.59,573.34,648.61,437.62,460.43,356.13,378.94,401.75,527.82,789.92,334.67,339.23,400.51,423.21,349.08,358.73,533.11,410.98,836.06,540.58,826.42,672.97,525.65,496.41,441.25,448.92,441.77,443.12,463.44,541.72,581.42,479.82,444.26,474.22,568.67,515.17,547.42,583.08,537.05,647.88,998.21,910.5,569.4,482.31,472.98,951.66,1004.53,770.64,647.78,640.31,531.04,646.53,621.55,618.44,522.12,883.02,738.81,859.28,572.3,604.75,449.24,598.64,504.08,632.64,696.71,624.45,678.78,642.28,641.45,571.47,845.18,776.55,511.86,622.48,884.79,1018.32,1062.28,1194.68,741.81,793.86,444.67,616.16,563.28,513.31,711.02,832.84,462.92,1000.7,770.22,681.16,686.97,799.25,771.67,637.93,509.78,700.34,770.33,794.69,614.71,516,544.41,547.42,482.93,0,0,0,0,0,0,0,0,0,0,0,0,17.42,0,12.03,20.42,20.94,38.36,31.21,0,0,0,0,0,0,0,0,0,0,0,119.54,0,0,0,0,0,0,0,0,0,199.58,182.68,223.63,240.01,339.54,319.43,320.99,243.44,308.54,0,0,0,0,0,0,110.42,171.59,177.5,299.42,254.53,490.29,0,,544,67,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57,0,32.45,0,64.9,18.56,0,74.03,49.25,84.91,53.71,79.94,132.4,141.93,150.54,111.04,141.52,149.4,129.8,157.18,205.28,244.37,206.01,244.58,183.09,180.4,181.54,187.86,142.87,199.27,215.96,179.36,192.32,198.23,151.16,170.03,209.95,218.55,243.95,201.34,177.81,189.83,345.97,208.7,205.07,228.4,177.7,215.24,213.47,246.34,221.04,319.64,236.28,281.38,279.62,415.64,319.22,224.25,190.77,317.88,377.7,387.96,338.82,306.06,294.34,242.5,368.06,306.06,525.65,404.14,310.2,389.62,460.02,444.36,342.76,360.38,298.59,245.72,382.78,490.81,306.99,317.77,426.43,566.08,438.35,394.08,530.31,454.11,447.78,801.33,482.93,529.48,536.64,528.96,434.2,430.78,562.04,648.61,429.43,450.89,348.56,378.94,399.06,520.77,789.92,322.54,339.23,400.51,417.3,345.35,358.73,523.47,405.59,773.95,528.03,805.68,644.25,513.62,486.46,441.25,437.31,441.77,443.12,457.12,526.06,575.83,479.82,444.26,467.9,559.24,506.05,538.61,569.61,530.21,635.34,998.21,910.5,558.1,475.67,465.2,926.46,988.88,758.71,643.42,640.31,520.15,636.69,618.02,618.44,522.12,877.42,730.62,849.43,565.77,593.14,442.91,577.17,495.48,612.63,681.89,605.37,673.18,622.48,624.04,571.47,839.89,767.22,505.84,622.48,870.58,1011.07,1013.55,1175.81,737.56,793.86,444.67,609.31,557.79,502.01,711.02,814.08,452.55,1000.7,770.22,672.04,680.33,795.73,771.67,629.95,498.59,695.06,751.04,789.92,614.71,509.27,536.43,542.65,482.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.68,0,0,0,0,0,0,0,0,0,192.22,173.14,223.63,232.65,325.55,319.43,313.11,240.43,303.26,0,0,0,0,0,0,110.42,167.96,177.5,293.72,254.53,473.6,0,,542,68,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.45,0,24.36,0,0,0,0,51.74,16.48,34.94,92.27,125.66,135.4,111.04,126.69,131.88,123.48,151.16,148.16,237.84,168.37,102.33,174.8,167.75,147.53,157.28,118.5,186.21,160.6,169.62,142.87,187.97,143.39,161.74,209.95,207.77,230.37,201.34,175.53,184.13,236.07,185.79,197.4,219.9,164.02,184.13,186.93,227.99,221.04,312.28,233.69,275.06,268.84,381.64,319.22,224.25,190.77,301.7,371.27,362.56,331.98,306.06,294.34,242.5,354.27,296,497.24,397.4,310.2,385.27,460.02,438.56,319.12,360.38,296,245.72,382.78,473.91,301.6,305.02,426.43,530,419.89,394.08,502.32,454.11,439.8,795,473.7,523.88,501.7,522.22,422.49,427.36,550.94,633.37,399.26,443.64,348.56,367.85,399.06,520.77,782.25,322.54,332.08,383.4,405.07,345.35,339.96,523.47,398.95,758.71,496.41,796.14,644.25,509.16,469.76,441.25,437.31,441.77,436.28,454.32,526.06,567.43,468.42,437,456.29,559.24,499.21,538.61,554.36,530.21,606,982.35,889.35,548.25,455.66,465.2,902.31,977.68,758.71,634.4,634.51,512.06,636.69,611.08,611.28,522.12,861.04,722.43,837.09,552.81,587.75,427.05,577.17,495.48,612.63,666.34,605.37,673.18,612.63,624.04,557.79,832.74,757.78,495.48,616.88,860.01,988.46,1013.55,1175.81,737.56,780.59,444.67,604.23,557.79,502.01,708.22,814.08,452.55,983.69,770.22,672.04,656.18,795.73,771.67,624.55,491.43,695.06,742.85,779.14,614.71,509.27,536.43,542.65,482.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.9,0,0,0,0,0,0,0,0,0,167.13,162.15,206.94,222.18,325.55,314.25,313.11,234.52,300.46,0,0,0,0,0,0,104.2,162.15,172.11,293.72,246.65,473.6,0,,540,69,,,,,,,,,,,,,,,,,,,,
