JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
 40544.751,   118.358,    23.832,     4.058,     0.429,  5096.176,     0.000,     0.000,    18.826,  1865.885,     1.000,     4.058,  -152.576,     0.000,   252.602,   325.370,    43.207,    36.600,     0.000,
 40544.793,   115.288,    23.831,     4.039,     0.406,  5150.831,   102.437,     0.000,    18.825,  1865.885,     1.000,     4.039,   -78.330,    96.639,   252.797,   325.283,    55.460,    47.023,     0.000,
 40544.834,   118.303,    23.829,     4.021,     0.380,  5163.854,     0.000,     0.000,    18.823,  1865.885,     1.000,     4.021,  -148.725,     0.000,   253.074,   325.198,    40.956,    35.645,     0.000,
 40544.876,   127.152,    23.829,     4.003,     0.409,  5167.974,     0.000,     0.000,    18.823,  1865.885,     1.000,     4.003,  -158.914,     0.000,   252.367,   325.113,    46.242,    39.926,     0.000,
 40544.917,   118.743,    23.831,     3.986,     0.369,  5205.562,     0.000,     0.000,    18.825,  1865.885,     1.000,     3.986,  -160.025,     0.000,   251.927,   325.031,    46.325,    40.597,     0.000,
 40544.960,   116.585,    23.829,     3.929,     0.395,  5186.166,     0.000,     0.000,    18.823,  1865.885,     1.000,     3.966,  -180.433,     0.000,   251.014,   324.791,    56.159,    50.497,     0.000,
 40545.001,   119.484,    23.827,     3.912,     0.410,  5307.725,     0.000,     0.000,    18.821,  1865.885,     1.000,     3.947,  -178.597,     0.000,   251.226,   324.716,    55.209,    49.898,     0.000,
 40545.042,   120.653,    23.830,     3.865,     0.375,  5203.849,     0.000,     0.000,    18.824,  1865.885,     1.000,     3.928,  -175.983,     0.000,   221.426,   324.471,    37.311,    35.626,     0.000,
 40545.085,   119.106,    23.829,     3.864,     0.383,  5194.631,     0.000,     0.000,    18.823,  1865.885,     1.000,     3.906,  -188.445,     0.000,   211.390,   324.493,    36.448,    38.893,     0.000,
 40545.126,   121.365,    23.826,     3.811,     0.378,  5237.784,     0.000,     0.000,    18.820,  1865.885,     1.000,     3.885,  -196.552,     0.000,   211.932,   324.221,    41.268,    42.995,     0.000,
 40545.168,   125.386,    23.826,     3.813,     0.382,  5157.186,    93.484,     0.000,    18.820,  1865.885,     1.000,     3.864,   -76.203,    88.192,   245.209,   324.225,    41.649,    43.731,     0.000,
 40545.208,   126.853,    23.823,     3.790,     0.375,  5146.035,     0.000,     0.000,    18.817,  1865.885,     1.000,     3.849,  -149.502,     0.000,   248.164,   324.105,    36.479,    37.081,     0.000,
 40545.251,   126.243,    23.823,     3.786,     0.405,  5136.039,     0.000,     0.000,    18.817,  1865.885,     1.000,     3.831,  -213.782,     0.000,   212.649,   324.111,    49.542,    52.778,     0.000,
 40545.293,   124.908,    23.821,     3.778,     0.375,  5122.074,     3.850,     0.000,    18.815,  1865.885,     1.000,     3.813,  -213.321,     3.632,   210.863,   324.108,    50.073,    53.636,     0.000,
