$GATE WITHDRAWAL AT SEG76                                    ELEV OF WITHDRAWAL CENTERLINE:20.      

JDAY,T(C)
  40586.8750,  -99.00
  40586.9173,  -99.00
  40586.9585,  -99.00
  40587.0000,  -99.00
  40587.0417,  -99.00
  40587.0835,  -99.00
  40587.1250,  -99.00
  40587.1668,  -99.00
  40587.2086,  -99.00
  40587.2500,  -99.00
  40587.2919,  -99.00
  40587.3335,  -99.00
  40587.3750,  -99.00
  40587.4169,  -99.00
  40587.4587,  -99.00
  40587.5000,  -99.00
  40587.5422,  -99.00
  40587.5836,  -99.00
  40587.6250,  -99.00
  40587.6673,  -99.00
  40587.7087,  -99.00
  40587.7500,  -99.00
  40587.7917,  -99.00
  40587.8337,  -99.00
  40587.8750,  -99.00
  40587.9170,  -99.00
  40587.9587,  -99.00
  40588.0000,  -99.00
  40588.0417,  -99.00
  40588.0838,  -99.00
  40588.1250,  -99.00
  40588.1674,  -99.00
  40588.2087,  -99.00
  40588.2500,  -99.00
  40588.2920,  -99.00
  40588.3337,  -99.00
  40588.3750,  -99.00
  40588.4167,  -99.00
  40588.4588,  -99.00
  40588.5000,  -99.00
  40588.5424,  -99.00
  40588.5837,  -99.00
  40588.6250,  -99.00
  40588.6669,  -99.00
  40588.7087,  -99.00
  40588.7500,  -99.00
  40588.7917,  -99.00
  40588.8337,  -99.00
  40588.8750,  -99.00
  40588.9173,  -99.00
  40588.9587,  -99.00
  40589.0000,  -99.00
  40589.0417,  -99.00
  40589.0837,  -99.00
  40589.1250,  -99.00
  40589.1666,  -99.00
  40589.2086,  -99.00
  40589.2500,  -99.00
  40589.2916,  -99.00
  40589.3336,  -99.00
  40589.3750,  -99.00
  40589.4174,  -99.00
  40589.4589,  -99.00
  40589.5000,  -99.00
  40589.5420,  -99.00
  40589.5839,  -99.00
  40589.6250,  -99.00
  40589.6667,  -99.00
  40589.7089,  -99.00
  40589.7500,  -99.00
  40589.7922,  -99.00
  40589.8339,  -99.00
  40589.8750,  -99.00
  40589.9168,  -99.00
  40589.9588,  -99.00
  40590.0000,  -99.00
  40590.0423,  -99.00
  40590.0838,  -99.00
  40590.1250,  -99.00
  40590.1672,  -99.00
  40590.2088,  -99.00
  40590.2500,  -99.00
  40590.2920,  -99.00
  40590.3338,  -99.00
  40590.3750,  -99.00
  40590.4172,  -99.00
  40590.4588,  -99.00
  40590.5000,  -99.00
  40590.5419,  -99.00
  40590.5838,  -99.00
  40590.6250,  -99.00
  40590.6667,  -99.00
  40590.7089,  -99.00
  40590.7500,  -99.00
  40590.7927,  -99.00
  40590.8338,  -99.00
  40590.8750,  -99.00
  40590.9169,  -99.00
  40590.9587,  -99.00
  40591.0000,  -99.00
  40591.0422,  -99.00
