$Water balance Flows: computed flow to complete water balance,
BHT,
JDAY,QWB
44430,131.104
44430.04,131.104
44430.08,131.104
44430.12,131.104
44430.16,131.104
44430.2,131.104
44430.25,131.104
44430.29,131.104
44430.33,131.104
44430.37,131.104
44430.41,131.104
44430.45,131.104
44430.5,131.104
44430.54,131.104
44430.58,131.104
44430.62,131.104
44430.66,131.104
44430.7,131.104
44430.75,131.104
44430.79,131.104
44430.83,131.104
44430.87,131.104
44430.91,131.104
44430.95,131.104
44431,131.104
44431.04,131.104
44431.08,131.104
44431.12,131.104
44431.16,131.104
44431.2,131.104
44431.25,131.104
44431.29,131.104
44431.33,131.104
44431.37,131.104
44431.41,131.104
44431.45,131.104
44431.5,131.104
44431.54,131.104
44431.58,131.104
44431.62,131.104
44431.66,131.104
44431.7,131.104
44431.75,131.104
44431.79,131.104
44431.83,131.104
44431.87,131.104
44431.91,131.104
44431.95,131.104
44432,131.104
44432.04,131.104
44432.08,131.104
44432.12,131.104
44432.16,131.104
44432.2,131.104
44432.25,131.104
44432.29,131.104
44432.33,131.104
44432.37,131.104
44432.41,131.104
44432.45,131.104
44432.5,131.104
44432.54,131.104
44432.58,131.104
44432.62,131.104
44432.66,131.104
44432.7,131.104
44432.75,131.104
44432.79,131.104
44432.83,131.104
44432.87,131.104
44432.91,131.104
44432.95,131.104
44433,131.104
44433.04,131.104
44433.08,131.104
44433.12,131.104
44433.16,131.104
44433.2,131.104
44433.25,131.104
44433.29,131.104
44433.33,131.104
44433.37,131.104
44433.41,131.104
44433.45,131.104
44433.5,131.104
44433.54,131.104
44433.58,131.104
44433.62,131.104
44433.66,131.104
44433.7,131.104
44433.75,131.104
44433.79,131.104
44433.83,131.104
44433.87,131.104
44433.91,131.104
44433.95,131.104
44434,131.104
44434.04,131.104
44434.08,131.104
44434.12,131.104
44434.16,131.104
44434.2,131.104
44434.25,131.104
44434.29,131.104
44434.33,131.104
44434.37,131.104
44434.41,131.104
44434.45,131.104
44434.5,131.104
44434.54,131.104
44434.58,131.104
44434.62,131.104
44434.66,131.104
44434.7,131.104
44434.75,131.104
44434.79,131.104
44434.83,131.104
44434.87,131.104
44434.91,131.104
44434.95,131.104
44435,131.104
44435.04,131.104
44435.08,131.104
44435.12,131.104
44435.16,131.104
44435.2,131.104
44435.25,131.104
44435.29,131.104
44435.33,131.104
44435.37,131.104
44435.41,131.104
44435.45,131.104
44435.5,131.104
44435.54,131.104
44435.58,131.104
44435.62,131.104
44435.66,131.104
44435.7,131.104
44435.75,131.104
44435.79,131.104
44435.83,131.104
44435.87,131.104
44435.91,131.104
44435.95,131.104
44436,131.104
44436.04,131.104
44436.08,131.104
44436.12,131.104
44436.16,131.104
44436.2,131.104
44436.25,131.104
44436.29,131.104
44436.33,131.104
44436.37,131.104
44436.41,131.104
44436.45,131.104
44436.5,131.104
44436.54,131.104
44436.58,131.104
44436.62,131.104
44436.66,131.104
44436.7,131.104
44436.75,131.104
44436.79,131.104
44436.83,131.104
44436.87,131.104
44436.91,131.104
44436.95,131.104
44437,131.104
44437.04,131.104
44437.08,131.104
44437.12,131.104
44437.16,131.104
44437.2,131.104
44437.25,131.104
44437.29,131.104
44437.33,131.104
44437.37,131.104
44437.41,131.104
44437.45,131.104
44437.5,131.104
44437.54,131.104
44437.58,131.104
44437.62,131.104
44437.66,131.104
44437.7,131.104
44437.75,131.104
44437.79,131.104
44437.83,131.104
44437.87,131.104
44437.91,131.104
44437.95,131.104
44438,131.104
44438.04,131.104
44438.08,131.104
44438.12,131.104
44438.16,131.104
44438.2,131.104
44438.25,131.104
44438.29,131.104
44438.33,131.104
44438.37,131.104
44438.41,131.104
44438.45,131.104
44438.5,131.104
44438.54,131.104
44438.58,131.104
44438.62,131.104
44438.66,131.104
44438.7,131.104
44438.75,131.104
44438.79,131.104
44438.83,131.104
44438.87,131.104
44438.91,131.104
44438.95,131.104
44439,131.104
44439.04,131.104
44439.08,131.104
44439.12,131.104
44439.16,131.104
44439.2,131.104
44439.25,131.104
44439.29,131.104
44439.33,131.104
44439.37,131.104
44439.41,131.104
44439.45,131.104
44439.5,131.104
44439.54,131.104
44439.58,131.104
44439.62,131.104
44439.66,131.104
44439.7,131.104
44439.75,131.104
44439.79,131.104
44439.83,131.104
44439.87,131.104
44439.91,131.104
44439.95,131.104
44440,131.104
44440.04,131.104
44440.08,131.104
44440.12,131.104
44440.16,131.104
44440.2,131.104
44440.25,131.104
44440.29,131.104
44440.33,131.104
44440.37,131.104
44440.41,131.104
44440.45,131.104
44440.5,131.104
44440.54,131.104
44440.58,131.104
44440.62,131.104
44440.66,131.104
44440.7,131.104
44440.75,131.104
44440.79,131.104
44440.83,131.104
44440.87,131.104
44440.91,131.104
44440.95,131.104
44441,131.104
44441.04,131.104
44441.08,131.104
44441.12,131.104
44441.16,131.104
44441.2,131.104
44441.25,131.104
44441.29,131.104
44441.33,131.104
44441.37,131.104
44441.41,131.104
44441.45,131.104
44441.5,131.104
44441.54,131.104
44441.58,131.104
44441.62,131.104
44441.66,131.104
44441.7,131.104
44441.75,131.104
44441.79,131.104
44441.83,131.104
44441.87,131.104
44441.91,131.104
44441.95,131.104
44442,131.104
44442.04,131.104
44442.08,131.104
44442.12,131.104
44442.16,131.104
44442.2,131.104
44442.25,131.104
44442.29,131.104
44442.33,131.104
44442.37,131.104
44442.41,131.104
44442.45,131.104
44442.5,131.104
44442.54,131.104
44442.58,131.104
44442.62,131.104
44442.66,131.104
44442.7,131.104
44442.75,131.104
44442.79,131.104
44442.83,131.104
44442.87,131.104
44442.91,131.104
44442.95,131.104
44443,131.104
44443.04,131.104
44443.08,131.104
44443.12,131.104
44443.16,131.104
44443.2,131.104
44443.25,131.104
44443.29,131.104
44443.33,131.104
44443.37,131.104
44443.41,131.104
44443.45,131.104
44443.5,131.104
44443.54,131.104
44443.58,131.104
44443.62,131.104
44443.66,131.104
44443.7,131.104
44443.75,131.104
44443.79,131.104
44443.83,131.104
44443.87,131.104
44443.91,131.104
44443.95,131.104
44444,131.104
44444.04,131.104
44444.08,131.104
44444.12,131.104
44444.16,131.104
44444.2,131.104
44444.25,131.104
44444.29,131.104
44444.33,131.104
44444.37,131.104
44444.41,131.104
44444.45,131.104
44444.5,131.104
44444.54,131.104
44444.58,131.104
44444.62,131.104
44444.66,131.104
44444.7,131.104
44444.75,131.104
44444.79,131.104
44444.83,131.104
44444.87,131.104
44444.91,131.104
44444.95,131.104
44445,131.104
44445.04,131.104
44445.08,131.104
44445.12,131.104
44445.16,131.104
44445.2,131.104
44445.25,131.104
44445.29,131.104
44445.33,131.104
44445.37,131.104
44445.41,131.104
44445.45,131.104
