$ met, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
44267,8.17,7.58,1.14,0.63,10,615.42
44267.04,7.81,7.66,1,0.62,10,615.42
44267.08,7.85,7.65,0.9,0.57,10,615.25
44267.12,7.93,7.61,0.81,0.62,10,614.95
44267.17,6.98,6.82,0.75,0.69,10,614.62
44267.21,6.8,6.37,0.69,0.64,10,614.34
44267.25,6.38,6.06,0.72,0.52,10,614.46
44267.29,6.65,6.5,0.42,0.37,10,614.88
44267.33,6.74,6.58,0.55,1.77,10,614.85
44267.38,7.44,6.91,0.83,0.98,10,615.38
44267.42,10.95,7.76,0.8,1.02,9.97,615.24
44267.46,10.71,7.71,0.83,1.19,9.97,615.39
44267.5,11.54,8.04,0.78,1.32,10,614.88
44267.54,15.89,8.22,0.66,1.61,10,614.31
44267.58,16.44,7.77,0.81,2.75,10,613.43
44267.62,17.36,7.98,0.76,2.62,9.83,612.68
44267.67,18.56,8.04,1.56,0.17,3.33,612.21
44267.71,17.78,8.71,1.83,0.2,1.95,612.07
44267.75,13.65,7.7,1.81,0.38,1.9,612.11
44267.79,12.06,8.82,1.94,0.46,1.28,612.21
44267.83,11.44,8.8,2.07,0.66,2.56,613.22
44267.88,11.99,9.72,1.95,0.72,6.32,614.4
44267.92,11.64,9.54,1.64,0.69,10,615.08
44267.96,10.06,9.19,1.28,0.72,10,615.57
44268,9.92,9.24,1.29,0.76,10,615.82
44268.04,9.26,9.12,1.15,0.73,10,616.03
44268.08,9.27,9.1,0.98,0.62,10,616
44268.12,9.17,8.89,0.71,0.38,10,615.61
44268.17,8.16,8.08,0.5,2.26,10,615.38
44268.21,8.52,8.21,0.77,1.45,10,615
44268.25,7.92,7.63,0.78,1.34,9.95,615.18
44268.29,8.07,7.66,0.96,0.96,8.74,615.13
44268.33,7.65,7.27,1.22,0.8,8.31,615.42
44268.38,7.17,7.06,1.49,0.73,7.36,615.56
44268.42,13.7,8.96,1.47,0.88,6.02,615.38
44268.46,14.71,8.82,1.13,1.1,3.01,615.42
44268.5,15.2,9.17,0.81,1.63,2.03,614.93
44268.54,19.6,10.12,0.82,2.51,1.41,614.38
44268.58,20,9.99,1.18,3.03,1.62,613.25
44268.62,20.22,9.56,1.66,0.03,2.13,612.46
44268.67,21.52,9.25,1.81,0.37,2.53,611.69
44268.71,21.42,9.04,1.94,0.42,5.83,611.44
44268.75,16.13,9.65,1.8,0.63,4.29,611.44
44268.79,15.59,11.1,1.79,0.68,1.39,611.03
44268.83,15.6,10.8,1.64,0.57,0.83,611.44
44268.88,16.45,10.86,1.43,0.45,0.21,611.67
44268.92,15.33,10.95,1.25,0.52,0.32,611.89
44268.96,12.71,10.77,1.01,0.59,0.47,611.84
44269,12.53,10.91,0.88,0.57,4.16,611.88
44269.04,12.24,10.87,0.62,0.49,6.08,611.47
44269.08,12.35,10.97,0.44,1.91,7.6,611.07
44269.12,12.32,11.03,0.66,1.37,10,610.17
44269.17,11,10.63,0.9,1.31,10,609.69
44269.21,11.3,10.85,0.94,1.11,10,609.01
44269.25,10.5,10.25,1.08,1.44,9.93,609.03
44269.29,10.24,9.73,1.14,1.34,8.13,609.54
44269.33,10.18,9.35,1.21,1.14,7.97,609.06
44269.38,10.61,8.87,1.35,1.04,5.91,609.42
44269.42,15.83,9.43,1.31,1.05,2.86,609.21
44269.46,16.7,9.54,1.15,1.34,1.15,608.95
44269.5,17.57,9.36,1.14,1.67,0.83,608.19
44269.54,21.44,8.52,0.95,1.97,1.26,607.38
44269.58,21.78,7.5,0.91,2.73,1.64,606.74
44269.62,21.64,6.71,1.38,0.57,1.2,606.15
44269.67,20.54,7.07,1.84,0.61,4.81,606.19
44269.71,19.27,9.68,1.88,0.6,3.76,606.36
44269.75,15.2,10.58,2.13,0.62,5.92,607.09
44269.79,14.87,12.16,1.54,0.65,8.08,607.41
44269.83,14.05,12.52,1.65,0.73,9.28,608.23
44269.88,14.05,12.93,1.61,0.8,10,608.88
44269.92,13.54,12.04,1.42,0.71,10,609.3
44269.96,12.12,11.14,1.29,0.67,10,609.73
44270,12.38,11.1,1.16,0.6,10,609.83
44270.04,12.14,10.93,1,0.72,10,609.69
44270.08,12.32,10.94,0.85,0.83,10,609.52
44270.12,12.38,10.95,0.65,0.93,10,608.9
44270.17,11.57,10.4,0.37,1.16,9.89,608.73
44270.21,11.65,10.56,0.14,1.59,9.29,608.41
44270.25,10.75,10.11,0.45,1.46,9.27,608.73
44270.29,10.65,10.14,0.97,1.34,8.83,608.8
44270.33,10.9,10.09,1.12,1.01,7.85,609.02
44270.38,11.08,8.86,1.38,0.74,6.03,609.5
44270.42,16.52,10.14,0.89,0.66,6.38,609.77
44270.46,17.27,9.91,0.23,1.69,0.52,609.95
44270.5,17.42,9.32,0.53,0.06,3.55,609.67
44270.54,21.1,8.03,0.74,0.6,4.49,609.48
44270.58,20.91,7.61,1.12,0.64,3.57,608.68
44270.62,20.32,8.01,1.67,0.55,3.57,608.43
44270.67,20.26,8.55,2.08,0.5,4.63,607.95
44270.71,19.47,9.45,2.08,0.77,4.33,608.12
44270.75,15.11,8.98,2.04,0.86,3.58,608.27
44270.79,15.37,10.24,1.62,0.92,3.33,609.11
44270.83,14.98,10.66,1.64,0.79,5.2,609.58
44270.88,15.89,10.53,1.31,0.5,2.31,609.87
44270.92,15.39,11.33,0.99,0.1,2.46,610.11
44270.96,12.6,10.08,0.77,0.23,4.95,610.47
44271,12.72,11.09,0.52,0.4,4.32,610.29
44271.04,12.45,11.58,0.46,2.11,5.54,610.25
44271.08,12.71,11.2,0.43,0.13,5.48,609.74
44271.12,12.58,11.42,0.22,0.96,3.83,609.39
44271.17,12.16,11.26,0.47,1.04,4.73,609.08
44271.21,12.43,11.49,0.29,1.38,6.32,608.79
44271.25,10.9,10.72,0.33,0.95,10,609.06
44271.29,10.86,10.69,0.42,2.38,10,609.01
44271.33,10.63,10.45,0.57,1.86,10,609.3
44271.38,9.4,9.28,0.62,1.23,9.96,609.72
44271.42,14.2,11.76,0.59,1.05,10,610.09
44271.46,14.26,11.09,0.43,2.09,10,610.04
44271.5,14.88,10.7,0.63,2.81,5.11,609.57
44271.54,19.04,10.75,0.61,0.21,5.37,609.16
44271.58,19.32,10.39,0.97,0.29,3.95,608.44
44271.62,19.09,10.45,1.36,0.33,4.11,607.83
44271.67,19.47,12.04,1.81,0.37,4.2,607.32
44271.71,19.54,12.58,2.12,0.46,3.57,607.41
44271.75,15.78,11.28,2.13,0.5,3.36,607.48
44271.79,15.39,12.32,2.2,0.58,2.37,607.71
44271.83,14.93,13.22,1.98,0.59,2.06,608.28
44271.88,15.75,13.63,1.77,0.62,7.68,608.74
44271.92,15.76,13.7,1.51,0.64,10,609.23
44271.96,13.67,12.76,1.28,0.63,10,609.55
44272,13.86,12.89,0.63,0.63,10,609.52
44272.04,13.53,12.96,0.97,0.64,10,609.51
44272.08,13.61,13.01,0.6,0.58,10,608.94
44272.12,13.67,12.97,0.66,0.53,10,608.83
44272.17,12.49,12.31,0.39,0.44,10,608.43
44272.21,12.11,12,0.26,3.06,10,608.13
44272.25,12.22,11.91,0.35,2.77,10,608.62
44272.29,12.19,11.93,0.7,1.63,9.97,608.53
44272.33,11.85,11.58,0.89,1.31,9.84,608.68
44272.38,11.21,10.35,1.2,1.2,6.06,608.89
44272.42,16.48,11.65,1.06,1.29,3.73,608.92
44272.46,17.31,11.33,0.9,1.42,1.65,608.59
44272.5,18.02,10.48,0.85,1.48,1.02,608.19
44272.54,22.78,9.49,0.72,1.76,0,607.46
44272.58,23.52,8.34,0.85,2,0,606.86
44272.62,24.19,7.01,1.04,2.26,0.2,605.99
44272.67,25.27,5.31,1.02,2.7,0.39,605.57
44272.71,24.62,4.97,1.21,0.37,0.67,605.52
44272.75,20.61,7.27,1.54,0.58,0.99,605.73
44272.79,18.62,10.99,2.1,0.41,0.91,606.42
44272.83,17.92,12.03,2.04,0.48,3.44,606.91
44272.88,17.06,13.59,1.85,0.64,5.52,607.28
44272.92,16.9,14.29,1.7,0.76,6.8,607.97
44272.96,14.2,13.75,1.59,0.84,9.12,608.18
44273,15.01,14.5,1.47,0.85,10,608.39
44273.04,13.77,13.66,1.36,0.8,10,608.44
44273.08,15,14.59,0.82,0.72,10,608.35
44273.12,15.53,14.71,1.03,0.65,10,608.08
44273.17,14.46,14.4,1.18,0.72,10,608.04
44273.21,14.43,14.14,0.84,0.8,10,607.75
44273.25,13.07,13.01,0.65,0.67,10,608.32
44273.29,12.75,12.61,0.71,0.05,10,608.63
44273.33,13.1,12.87,0.32,0.34,10,608.97
44273.38,11.7,11.59,0.69,1.89,10,609.14
44273.42,15.95,14.09,0.73,1.77,9.36,609.22
44273.46,16.39,12.94,0.8,1.83,2.91,608.78
44273.5,17.67,12.34,0.72,1.81,1.77,608.36
44273.54,21.8,12.35,0.75,2.45,1.47,607.71
44273.58,22.07,10.9,0.88,2.62,0.84,606.94
44273.62,21.97,10.34,1.03,2.79,0.95,606.15
44273.67,22.33,11.27,1.23,0.08,1.21,605.81
44273.71,21.64,12.39,1.66,0.37,1.61,605.84
44273.75,19.16,8.21,1.91,0.28,2.02,606.23
44273.79,17.74,11.18,2.12,0.39,3.84,606.47
44273.83,16.05,13.11,1.61,0.52,5.92,606.91
44273.88,16.14,13.68,1.43,0.68,5.92,607.38
44273.92,15.07,13.69,1.33,0.71,7.68,608.08
44273.96,13.98,13.89,1.2,0.71,8.48,608.36
44274,14.05,13.83,1.13,0.65,10,607.97
44274.04,13.44,13.23,1.17,0.66,10,608.22
44274.08,14.19,13.9,1.21,0.79,10,607.99
44274.12,14.43,13.99,1,0.83,10,607.71
44274.17,13.79,13.52,0.81,0.77,10,607.63
44274.21,13.28,13.14,0.48,0.36,10,607.33
44274.25,13.32,13.32,0.46,1.5,10,607.74
44274.29,12.17,12.18,0.52,1.1,10,607.69
44274.33,12.52,12.52,0.84,1.05,10,607.77
44274.38,12.3,11.61,0.83,1.22,10,608.05
44274.42,15.09,12.38,0.63,1.79,3.92,608.18
44274.46,15.94,12.46,0.64,1.78,1.88,608.07
44274.5,16.83,12.33,0.43,1.82,1.65,607.84
44274.54,19.46,12.59,0.54,0.08,1.49,607.41
44274.58,19.42,13.11,1,0.54,1.79,606.88
44274.62,18.24,13.45,2.17,0.56,1.77,606.81
44274.67,17.54,14.4,2.63,0.56,3.44,606.97
44274.71,15.94,14.4,2.79,0.64,6.64,607.68
44274.75,12.68,12.65,2.49,0.8,7.84,608.33
44274.79,12.66,12.53,2.06,0.84,10,609.09
44274.83,13.1,12.61,1.71,0.77,10,610.09
44274.88,13.35,12.78,1.96,0.77,10,610.47
44274.92,12.29,11.85,1.83,0.85,10,611.31
44274.96,9.64,9.58,1.98,0.93,10,611.86
44275,9.63,9.59,1.95,0.94,10,612.09
44275.04,9.2,8.65,1.74,0.94,10,612.25
44275.08,9.33,8.94,1.64,0.97,10,612.14
44275.12,9.36,8.86,1.63,0.96,10,612.13
44275.17,7.26,6.8,1.73,0.9,10,612.2
44275.21,6.96,6.39,1.68,0.85,10,612.11
44275.25,6.15,5.51,1.48,0.66,9.88,611.52
44275.29,5.95,5,1.55,0.7,9.57,612.03
44275.33,6.46,5.58,1.47,0.8,9.45,612.22
44275.38,5.3,4.41,1.53,0.81,9.67,612.66
44275.42,7.22,4.55,1.54,0.72,10,613
44275.46,6.47,3.79,1.5,0.59,10,612.81
44275.5,6.86,3.73,1.68,0.47,10,612.41
44275.54,7.79,3.8,1.74,0.42,10,611.87
44275.58,7.99,4.07,1.87,0.46,10,611.03
44275.62,7.59,4.03,2.07,0.63,10,610.46
44275.67,6.54,3.82,2.4,0.72,10,609.99
44275.71,6.63,3.8,2.15,0.69,10,610.28
44275.75,4.65,2.88,1.99,0.7,9.99,611.38
44275.79,4.41,2.83,2.08,0.82,9.91,611.89
44275.83,4.1,3.33,1.77,0.94,10,613.22
44275.88,3.86,3,1.63,0.94,9.99,613.97
44275.92,2.53,1.79,1.57,0.96,9.88,614.97
44275.96,0.97,0.81,1.49,1.02,10,615.6
44276,1.47,0.81,1.44,1.06,9.96,615.91
44276.04,1.62,0.65,1.42,1.12,10,616.13
44276.08,2.11,0.93,1.34,1.1,9.99,616.08
44276.12,2.66,1.38,1.27,1.08,10,616.16
44276.17,2.13,0.87,1.23,1.02,9.91,616.18
44276.21,2.62,1.27,1.18,0.99,9.76,616.15
44276.25,2.31,0.98,1.41,0.82,9.68,616.13
44276.29,2.46,1.16,1.48,0.8,9.68,616.43
44276.33,2.53,1.29,1.66,0.81,9.09,616.94
44276.38,2.4,0.97,1.85,0.88,8.84,617.52
44276.42,3.16,0.95,1.77,0.92,8.55,617.98
44276.46,2.75,0.95,1.71,0.95,9.39,618.08
44276.5,2.34,0.35,1.83,0.92,8.13,617.84
44276.54,2.87,0,1.74,0.97,8.92,617.51
44276.58,2.59,-0.51,1.75,0.93,7.76,616.94
44276.62,2.39,-0.81,1.86,0.87,8.25,616.12
44276.67,1.93,-1.16,1.89,0.83,8.06,615.78
44276.71,1.98,-1.13,1.97,0.88,8.37,615.82
44276.75,1.3,-1.52,1.82,0.89,9.44,616.53
44276.79,1.41,-1.46,1.66,0.97,9.63,617.08
44276.83,1.81,-1.28,1.28,0.72,8.91,617.81
44276.88,2.09,-1.08,1.03,0.91,9.25,618.29
44276.92,1.95,-1.18,0.83,0.69,9.39,619.08
44276.96,0.95,-1.88,0.68,0.43,9.37,619.12
44277,1.29,-1.79,0.71,3.13,8.34,619.34
44277.04,1.35,-1.64,0.65,0.22,7.93,619.36
44277.08,1.29,-1.38,0.6,0.06,8.19,619
44277.12,1.34,-1.18,0.51,2.87,7.79,618.57
44277.17,1.39,-1.55,0.49,2.51,8.17,617.96
44277.21,1.73,-1.64,0.48,2.26,7.39,617.51
44277.25,2.72,-1.34,0.59,2.72,7.69,617.5
44277.29,2.85,-1.44,0.68,2.28,7.58,617.59
44277.33,2.42,-1.63,0.67,3.05,7.75,617.7
44277.38,2.05,-1.89,0.97,0.27,6.77,618.11
44277.42,4.26,-1.28,1.12,0.4,7.09,618.35
44277.46,3.92,-1.55,1.06,0.33,8.29,618.4
44277.5,4.1,-1.41,1.14,0.28,7.93,618.16
44277.54,6.48,-1.36,1.15,0.3,8.23,617.52
44277.58,5.9,-1.67,1.35,0.35,9.84,616.74
44277.62,5.99,-1.54,1.48,0.32,9.99,615.94
44277.67,6.01,-1.31,1.71,0.49,9.73,615.4
44277.71,5.3,-1.39,1.74,0.59,8.91,615.27
44277.75,3.3,-1.73,1.45,0.66,8.63,615.2
44277.79,3.25,-1.99,1.48,0.56,7.44,615.29
44277.83,3.11,-1.39,1.41,0.65,7.92,615.78
44277.88,3.35,-1.39,1.15,0.74,8.6,616.32
44277.92,3.06,-0.46,1.02,0.88,9.03,616.87
44277.96,2.66,-0.16,0.9,0.89,8.34,616.85
44278,2.55,-0.01,0.9,0.78,7.57,616.76
44278.04,2.21,0.4,0.78,0.79,7.02,616.87
44278.08,2.34,0.44,0.49,0.75,6.84,616.28
44278.12,2.48,0.4,0.24,1.19,6.51,615.58
44278.17,2.06,-0.01,0.77,1.32,6.99,615.01
44278.21,2.32,0.11,0.95,1.38,5.33,614.12
44278.25,3.02,1.16,0.98,1.52,4.79,614.21
44278.29,3.51,0.25,0.88,1.5,4.09,614.09
44278.33,3.22,0.36,0.91,1.33,3.39,614.32
44278.38,3.81,0.47,1.05,1.1,1.44,614.45
44278.42,9.35,2.16,0.96,1.13,0.56,614.68
44278.46,10.32,3.03,0.65,1.58,0.24,614.31
44278.5,11.57,4.11,0.56,2.72,1.21,614.03
44278.54,16.14,5.46,0.74,3.12,2.21,613.36
44278.58,16.42,5.89,0.94,0.16,6.73,612.44
44278.62,16.57,5.95,1.79,0.26,4.32,611.68
44278.67,18.78,6.43,2.07,0.28,2.19,611.07
44278.71,18.24,6.8,2.1,0.29,1.47,610.92
44278.75,13.56,6.16,2.14,0.38,2.28,611.03
44278.79,12.56,7.16,2.05,0.55,4.99,611.37
44278.83,12.93,6.53,1.68,0.54,5.89,611.83
44278.88,14.05,6.87,1.55,0.47,4.45,612.25
44278.92,13.09,7.35,1.29,0.43,1.56,612.78
44278.96,9.18,6.27,0.84,2.99,1.59,612.71
44279,9.06,6.32,0.52,1.58,1.96,612.69
44279.04,8.46,6.36,0.72,1.3,2.57,612.31
44279.08,8.14,6.39,0.74,1.24,0,611.78
44279.12,7.39,6.26,0.69,1.17,0.76,611.31
44279.17,6.03,5.74,0.76,1.12,0.72,610.83
44279.21,5.26,4.85,0.89,1.03,8.72,610.44
44279.25,3.78,3.48,1.03,0.87,10,610.54
44279.29,3.2,2.89,1.15,0.78,10,610.42
44279.33,3.48,2.9,1.28,0.76,9.92,610.65
44279.38,3.76,3.76,0.95,0.84,8.08,610.99
44279.42,12.09,7.48,0.36,2.08,0.95,610.86
44279.46,13.6,7.64,0.89,3.13,0.91,610.82
44279.5,13.86,8.09,1.36,0.17,1.34,610.47
44279.54,17.8,8.63,1.51,0.12,2.97,609.66
44279.58,17.8,8.97,1.91,0.22,3.13,609.06
44279.62,17.31,9.33,2.18,0.35,5.04,608.48
44279.67,17.3,10.24,2.63,0.46,1.98,608.06
44279.71,15.98,10.47,2.6,0.56,4.64,608.22
44279.75,11.55,8.86,2.39,0.64,7.6,608.46
44279.79,11.06,8.8,1.82,0.55,10,609.09
44279.83,11.48,9.14,1.4,0.5,10,609.56
44279.88,11.76,9.06,1.39,0.6,10,609.93
44279.92,11.27,9.26,1.36,0.72,10,610.71
44279.96,9.32,7.65,1.46,0.62,10,611.05
44280,8.53,6.75,1.17,0.52,10,610.98
44280.04,8.43,7.26,1.15,0.53,10,610.73
44280.08,8.57,7.31,1,0.53,10,610.47
44280.12,8.81,7.41,0.96,0.48,10,610.02
44280.17,8.11,7.17,0.91,0.41,10,609.82
44280.21,8.34,7.37,0.89,0.33,10,609.56
44280.25,8.33,7.68,1.02,0.36,10,609.82
44280.29,8.03,7.23,0.93,0.26,10,610.18
44280.33,8.09,7.28,0.82,0.33,10,610.39
44280.38,8.33,7.3,0.8,0.3,10,610.74
44280.42,10.42,8.12,0.64,3.03,10,610.85
44280.46,10.89,7.88,0.78,2.24,10,610.57
44280.5,11.16,7.96,0.96,2.19,10,610.2
44280.54,15.13,9.05,0.97,2.47,8.48,609.24
44280.58,16.11,8.8,1.24,3.05,6.35,608.38
44280.62,15.93,9.24,1.73,0.51,4.32,607.37
44280.67,16.18,10.12,2.38,0.44,5.92,606.79
44280.71,15.55,10.45,2.67,0.53,5.6,606.73
44280.75,12.2,10.1,2.23,0.76,10,607.62
44280.79,9.8,9.43,1.75,0.78,10,607.35
44280.83,9.98,9.59,1.47,0.77,10,607.86
44280.88,10.24,9.33,1.34,0.76,10,608.41
44280.92,10.22,9.17,1.25,0.65,10,609.03
44280.96,8.36,8.12,1.08,0.66,10,609.01
44281,8.29,7.9,1.01,0.63,10,609.16
44281.04,8.28,7.68,0.93,0.56,10,608.95
44281.08,8.37,7.61,0.88,0.57,10,608.74
44281.12,8.74,7.87,0.93,0.58,10,608.3
44281.17,7.88,7.28,0.97,0.54,10,608.08
44281.21,7.94,7.46,1.03,0.49,10,607.95
44281.25,6.5,6.34,1.21,0.46,10,608.69
44281.29,6.78,6.12,1.23,0.51,10,609.42
44281.33,6.28,6.16,1.31,0.56,10,610.2
44281.38,5.48,5.13,1.44,0.54,10,611.08
44281.42,8.62,6.93,1.53,0.56,10,611.58
44281.46,8.1,6.7,1.67,0.43,10,611.66
44281.5,8.3,6.46,1.64,0.44,10,611.62
44281.54,11.01,7.34,1.69,0.43,10,611.04
44281.58,11.7,7.21,1.78,0.55,10,610.26
44281.62,11.92,7.24,2.25,0.48,8.96,609.68
44281.67,11.98,7.08,2.33,0.67,10,609.03
44281.71,11.65,7.07,2.34,0.74,10,608.99
44281.75,7.53,5.72,2.05,0.71,10,609.12
44281.79,8.09,5.82,1.9,0.86,10,609.72
44281.83,8.86,6.27,1.78,0.79,10,610.78
44281.88,9.06,6.5,1.51,0.88,9.93,611.17
44281.92,8.69,6.58,1.36,0.96,9.53,611.8
44281.96,7.36,5.52,1.14,0.96,9.24,612.03
44282,7.53,5.85,0.9,1.09,8.89,612.19
44282.04,7.25,5.83,0.65,1.4,8.44,611.94
44282.08,6.72,5.18,0.47,1.8,7.21,611.69
44282.12,7.08,5.4,0.45,1.96,7.52,610.98
44282.17,6.41,5.02,0.29,1.93,6.28,610.66
44282.21,6.73,5.55,0.17,1.82,6.15,610.49
44282.25,6.3,5.73,0.37,2.11,4.76,610.6
44282.29,6.13,5.59,0.55,0.9,3.35,611.07
44282.33,6.17,5.79,0.56,1.17,3.17,611.14
44282.38,6.09,3.77,0.53,1.34,3.09,611.42
44282.42,12.7,5.04,0.3,0.74,6.08,611.59
44282.46,12.78,5.41,0.08,2.99,5.27,611.47
44282.5,12.71,5.22,0.18,0.49,7.48,611.16
44282.54,17.15,5.27,0.58,0.43,6.34,610.35
44282.58,17.97,5.67,1.42,0.35,5.42,609.68
44282.62,18.47,5.67,1.15,0.37,7.22,609.23
44282.67,19.97,5.1,1.49,0.48,7.87,608.8
44282.71,19.83,5.4,1.9,0.59,5.48,608.86
44282.75,14.23,5.46,1.93,0.86,4.38,609.35
44282.79,14.2,7.21,1.5,0.88,4.58,609.7
44282.83,14.5,6.28,1.63,0.85,1.65,610.17
44282.88,15.55,6.31,1.42,0.38,1.75,610.95
44282.92,14.61,6.98,0.97,0.24,3.26,611.69
44282.96,11.05,6.62,0.25,1.7,4.45,611.77
44283,10.89,6.54,0.88,1.29,4.35,611.63
44283.04,10.5,6.41,1.3,1.04,3.6,611.05
44283.08,10.23,6.17,1.35,0.94,3.59,610.82
44283.12,10.34,6.26,1.47,0.9,1.84,609.97
44283.17,8.67,5.84,1.57,0.87,0.01,609.6
44283.21,8.29,5.56,1.57,0.84,0,609.08
44283.25,7.65,5.55,1.57,0.79,0.01,609.14
44283.29,7.56,5.49,1.78,0.77,0,609.19
44283.33,7.65,5.66,1.64,0.84,0,609.27
44283.38,9.78,7.47,1.3,0.9,0.08,609.45
44283.42,16.88,8.14,1.29,0.97,0,609.24
44283.46,17.36,8.37,1.01,1.19,0,609.31
44283.5,17.78,7.81,0.89,1.19,1.45,608.58
44283.54,23.18,6.91,0.85,1.03,1.77,607.91
44283.58,23.32,5.27,0.84,1.19,1.54,606.99
44283.62,23.5,4.2,0.89,1.38,2.4,606.09
44283.67,24.62,2.36,0.84,2.18,4.74,605.28
44283.71,24.76,1.09,0.87,2.92,6.25,604.83
44283.75,21.19,2.08,1.31,0.14,1.52,604.81
44283.79,19.91,5.23,1.87,0.09,0.16,605.16
44283.83,21.06,3.93,1.52,0.03,0.12,605.17
44283.88,20.08,5.93,1.11,2.66,0.23,605.51
44283.92,18.88,8.08,0.86,1.49,0.38,605.57
44283.96,15.96,7.71,1,0.92,1.85,605.52
44284,15.61,7.7,1.22,0.85,2.77,605.54
44284.04,15.2,7.02,1.23,0.78,3.25,605.12
44284.08,15.09,6.55,0.9,0.84,3.53,604.86
44284.12,14.95,6.34,0.53,0.93,4.79,604.57
44284.17,13.77,6.1,0.27,0.99,5.44,604.42
44284.21,13.41,5.87,0.05,2.59,2.24,604.61
44284.25,12.5,2.42,0.1,1.27,2.72,605.3
44284.29,12.16,2.38,0.16,2.95,3.44,605.86
44284.33,10.98,2.56,0.13,0.07,3.5,606.12
44284.38,11,4.93,0.41,2.86,3.1,606.31
44284.42,17.26,8.59,0.71,2.65,2.11,606.21
44284.46,17.99,8.87,0.76,2.32,1.39,605.69
44284.5,18.98,7.73,0.67,2.6,1.23,605.29
44284.54,22.81,6.67,0.72,2.95,0.11,604.49
44284.58,23.19,5.27,0.84,0.26,0.15,603.86
44284.62,22.93,5.46,1.29,0.5,0.85,603.27
44284.67,22.84,7.12,1.59,0.55,4.07,602.91
44284.71,22.18,9.27,1.81,0.48,7.36,602.88
44284.75,18.13,8.69,2.1,0.51,7.05,603.47
44284.79,17.76,11.29,1.68,0.49,8.56,603.69
44284.83,17.19,13.08,2.16,0.61,9.03,604.28
44284.88,17,13.26,1.96,0.78,8.97,604.98
44284.92,16.96,13.5,1.6,0.87,9.67,605.55
44284.96,14.45,11.82,1.2,0.91,9.79,605.84
44285,14.85,12.18,0.67,0.71,9.15,606.02
44285.04,14.33,11.79,0.77,0.58,8.75,605.77
44285.08,14.54,11.61,0.69,0.82,8.69,605.33
44285.12,14.38,11.72,0.48,0.96,8.57,604.89
44285.17,12.54,11.09,0.13,0.8,8.62,604.49
44285.21,12.68,11.11,0.54,0.86,8.77,604.12
44285.25,12.83,10.67,0.32,0.08,8.84,604.37
44285.29,13,11.04,0.65,0.34,8.96,604.71
44285.33,11.69,10.21,1.11,0.78,9.01,604.7
44285.38,10.96,9.04,1.31,0.69,6.16,604.82
44285.42,16.95,10.86,0.92,0.69,0.91,604.77
44285.46,17.81,9.56,0.71,0.78,0.04,604.48
44285.5,18.51,7.59,0.44,0.7,0.17,604.19
44285.54,22.75,6.01,0.31,2.3,0.28,603.62
44285.58,22.98,4.45,0.63,2.92,0.3,603.15
44285.62,23.41,3.73,0.98,3.09,0.67,602.41
44285.67,23.64,3.42,1.16,0.06,0.81,602.05
44285.71,23.43,4.25,1.57,0.4,2.84,601.62
44285.75,19.68,5.59,1.87,0.5,3.33,602.43
44285.79,18.38,9.68,2.22,0.51,1.7,602.62
44285.83,17.08,10.95,2.13,0.6,0.5,603.23
44285.88,17.35,12.63,2.09,0.69,0.23,603.68
44285.92,15.56,12.08,2.06,0.74,0.73,604.47
44285.96,14.31,11.58,1.62,0.68,1.28,604.54
44286,14.97,11.93,1.31,0.65,1.27,604.58
44286.04,15.15,12.02,1.19,0.56,1.03,604.36
44286.08,15.42,12.34,1.16,0.62,2.31,604.07
44286.12,15.66,12.64,0.88,0.67,8.58,603.75
44286.17,14.09,12.3,0.57,0.49,9.35,603.39
44286.21,14.13,12.63,0.46,1.4,9.16,603.12
44286.25,13.08,12.44,0.71,2.31,9.96,603.59
44286.29,13.13,12.4,0.71,1.97,10,603.39
44286.33,12.32,11.93,0.78,1.97,10,603.91
44286.38,12.8,11.13,0.68,2.33,7.07,604.36
44286.42,17.66,11.14,0.54,2.47,2.71,604.49
44286.46,18.4,9.49,0.29,2.42,2.08,604.58
44286.5,19.11,8.33,0.14,1.87,5.21,604.18
44286.54,21.63,7.12,0.49,0.01,6.87,603.51
44286.58,21.75,6.75,1.57,0.86,4.29,603.1
44286.62,21.47,6.77,1.6,0.58,4.16,602.61
44286.67,20.66,8.03,1.8,0.38,4.96,602.34
44286.71,19.85,9.56,1.87,0.31,6.8,602.22
44286.75,17.71,10.8,1.93,0.32,5.84,602.97
44286.79,16.88,12.36,2.02,0.48,6.08,603.27
44286.83,16.19,13.28,1.53,0.59,7.44,603.65
44286.88,15.46,13.85,1.65,0.69,7.76,604.3
44286.92,14.83,13.55,1.94,0.79,10,604.94
44286.96,12.66,12.47,1.39,0.81,10,605.1
44287,13.04,12.41,1.39,0.87,10,605.23
44287.04,12.97,12.51,1.33,0.92,10,605.09
44287.08,13.22,12.75,1.29,0.92,10,605.24
44287.12,13.36,12.81,1.28,0.86,10,605.21
44287.17,12.93,12.42,1.07,0.86,10,605.23
44287.21,12.93,12.34,1.07,0.77,10,605.48
44287.25,12.62,12.61,1.1,0.31,10,605.73
44287.29,12.54,12.49,0.89,0.21,10,605.99
44287.33,12.01,12,0.98,0.23,10,606.86
44287.38,11.51,11.51,1.43,0.54,10,607.37
44287.42,12.79,11.78,1.83,0.64,10,607.54
44287.46,13.09,12.03,2.08,0.56,10,608.04
44287.5,13.24,11.55,2.36,0.6,9.36,607.81
44287.54,13.89,12.01,2.51,0.62,10,607.38
