$ met, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
44198.25,-2.36,-3.66,1.03,2.26,9.2,612.57
44198.29,-2.32,-3.72,0.91,0.08,8.95,612.47
44198.33,-2.15,-3.83,0.8,0.09,9.43,612.72
44198.38,-1.88,-3.07,0.66,3.03,8.99,612.8
44198.42,0.44,-2.28,0.71,2.69,8.85,612.96
44198.46,0.86,-1.85,0.88,2.6,8.4,612.71
44198.5,1.35,-1.41,0.88,2.51,7.59,612.17
44198.54,4.12,-1.03,1.27,2.86,3.6,611.05
44198.58,3.75,-0.82,1.52,3.11,2.31,610.01
44198.62,3.43,-0.66,1.87,0.14,2.21,609.69
44198.67,3.98,-0.43,2.16,0.29,2,609.53
44198.71,2.91,-0.9,2.16,0.42,2.22,609.84
44198.75,-0.22,-2.55,1.89,0.64,3.13,610.29
44198.79,-1.47,-3.12,1.73,0.76,4.48,611.53
44198.83,-1.37,-3.19,1.44,0.62,9.99,612.87
44198.88,-1.66,-3.34,1.45,0.65,9.03,613.46
44198.92,-1.91,-3.66,1.47,0.59,8.72,614
44198.96,-2.43,-3.9,1.31,0.43,9.2,614.41
44199,-2.49,-4.19,1.18,0.47,9.04,614.51
44199.04,-3.39,-5.35,1.19,0.56,9.47,614.83
44199.08,-2.98,-5.41,1.02,0.58,9.68,614.56
44199.12,-2.85,-5.52,1.02,0.68,9.91,614.5
44199.17,-3.73,-6.16,1.1,0.75,9.99,614.55
44199.21,-2.87,-5.12,1.12,0.77,8.38,614.63
44199.25,-3.25,-5.22,1.18,0.75,9.91,614.91
44199.29,-3.2,-5.16,1.27,0.73,9.51,615.46
44199.33,-2.99,-4.88,1.05,0.88,8.8,616.13
44199.38,-3.11,-4.76,0.88,0.86,9.17,616.45
44199.42,-1,-4.25,0.82,0.95,8.5,616.82
44199.46,-1.17,-5.25,0.55,0.72,8.5,617.05
44199.5,-1.44,-5.32,0.46,0.01,6.22,616.36
44199.54,1.58,-4.67,0.55,2.78,6.86,615.46
44199.58,1.7,-4.52,0.99,2.81,3.39,614.32
44199.62,1.72,-4.25,1.11,2.86,2.12,613.65
44199.67,2.28,-3.88,1.22,2.99,1.47,613.24
44199.71,2.02,-3.92,1.41,0,1.13,613.19
44199.75,0.22,-2.88,1.49,0.4,0.08,612.99
44199.79,1.01,-4.25,2.1,0.63,0,613.75
44199.83,0.66,-4.62,1.6,0.64,0.03,614.59
44199.88,0.54,-4.5,1.49,0.8,0.47,614.88
44199.92,0.2,-4.18,1.04,0.37,0.83,615.11
44199.96,-1.33,-4.35,0.91,0.3,1.49,615.23
44200,-1.49,-4.28,0.78,0.1,2.78,615.2
44200.04,-2.1,-4.33,0.6,2.53,2.89,614.84
44200.08,-2.49,-4.31,0.59,1.97,1.97,614.47
44200.12,-2.89,-4.08,0.53,1.71,2.71,614.01
44200.17,-3.3,-3.92,0.89,1.65,2.81,613.48
44200.21,-3.25,-4.09,0.84,1.63,2.05,613.36
44200.25,-1.6,-3.82,1.07,1.6,8.48,612.52
44200.29,-1.48,-3.74,0.68,2.01,7.63,612.77
44200.33,-1.62,-3.72,0.67,2.9,7.21,613.28
44200.38,-2.06,-4.07,0.5,2.84,7.47,613.56
44200.42,0.62,-2.43,0.53,3.01,8.97,614.11
44200.46,0.83,-2.05,0.93,0.17,8.15,613.89
44200.5,0.82,-1.72,1.05,0.15,8.08,613.33
44200.54,3.75,-0.8,1.48,0.13,4.32,612.63
44200.58,4.33,-0.51,1.59,0.13,2.69,611.7
44200.62,4.16,-0.24,1.89,0.19,2.21,611.34
44200.67,4.43,0.07,2.01,0.27,2.4,611.18
44200.71,3.42,-0.31,1.97,0.43,2.52,611.57
44200.75,0.37,-1.7,1.82,0.49,3.32,612.04
44200.79,-1.38,-2.36,1.07,0.77,4.41,612.81
44200.83,-1.21,-2.03,0.92,0.65,8.38,613.7
44200.88,-1.07,-1.77,1.32,0.66,9.28,613.98
44200.92,-1.68,-2.1,1.34,0.61,9.76,614.36
44200.96,-1.67,-2.03,1.21,0.55,9.84,614.51
44201,-2.25,-3.02,1.24,0.6,8.48,614.69
44201.04,-2.27,-3.19,1.12,0.63,8.88,614.73
44201.08,-2.29,-3.5,1.01,0.61,8.96,614.72
44201.12,-2.13,-3.33,0.93,0.6,9.19,614.57
44201.17,-2.35,-3.44,0.89,0.61,9.17,614.76
44201.21,-2.37,-3.49,0.78,0.62,8.88,614.55
44201.25,-2.87,-4.45,0.9,3.07,9.58,614.38
44201.29,-2.61,-3.93,0.91,0.44,8.72,614.62
44201.33,-2.33,-3.73,0.93,0.76,9.21,615.36
44201.38,-2.37,-3.74,1.05,0.74,8.65,616.02
44201.42,-0.26,-3.23,1.18,0.65,8.83,616.26
44201.46,-0.15,-3.63,1.24,0.52,9.44,616.39
44201.5,-0.37,-3.61,1.22,0.38,9.6,615.75
44201.54,1.61,-3.08,1.35,0.28,9.42,615.12
44201.58,1.66,-3.08,1.51,0.22,7.6,614.19
44201.62,2.28,-2.22,1.56,0.19,10,613.5
44201.67,2,-1.73,1.57,0.25,9.84,613.3
44201.71,1.64,-1.59,1.69,0.4,9.6,613.48
44201.75,-0.45,-3.11,1.71,0.43,8.79,613.93
44201.79,-0.54,-2.36,1.4,0.7,9.54,614.27
44201.83,-1.17,-2.65,1.02,0.74,9.55,614.92
44201.88,-1.17,-2.73,1.4,0.7,9.25,615
44201.92,-1.47,-2.8,1.32,0.72,9.32,615.22
44201.96,-2.07,-3.05,1.25,0.83,9.41,615.49
44202,-2.25,-3.41,1.07,0.71,9.34,615.41
44202.04,-2.35,-3.48,0.86,0.6,9.28,615.15
44202.08,-2.16,-3.75,0.79,0.55,9.19,614.63
44202.12,-1.95,-3.35,0.72,0.45,9.79,614.21
44202.17,-1.91,-3.14,0.61,0.18,9.96,613.63
44202.21,-1.59,-2.99,0.66,2.86,9.94,613.17
44202.25,-1.29,-2.64,0.73,2.69,7.89,612.68
44202.29,-1.04,-2.58,0.57,0.02,6.83,612.8
44202.33,-0.97,-2.4,0.62,0.13,8.64,613.01
44202.38,-1.27,-2.68,0.99,0.17,9.25,613.24
44202.42,0.22,-2.88,1.16,0.36,9.68,613.26
44202.46,0.69,-2.82,1.12,0.19,10,613.22
44202.5,0.61,-2.83,1.03,0.06,10,612.33
44202.54,1.82,-2.21,1.32,0.21,9.91,611.6
44202.58,1.49,-2.26,1.46,0.29,10,610.54
44202.62,0.98,-2.09,1.58,0.38,10,610.16
44202.67,0.89,-1.64,1.82,0.42,10,610.08
44202.71,0.61,-1.67,1.85,0.49,10,610.31
44202.75,-0.51,-1.89,1.97,0.72,9.84,610.94
44202.79,-0.83,-1.89,1.68,0.78,10,611.58
44202.83,-0.49,-1.55,1.63,0.74,9.79,612.38
44202.88,-1.56,-2.38,1.51,0.87,9.71,612.63
44202.92,-1.82,-2.65,1.43,0.84,9.69,613.47
44202.96,-2.17,-3.22,1.27,0.89,9.62,613.76
44203,-2.27,-3.61,1.16,0.87,9.59,614.19
44203.04,-2.01,-3.4,1.03,0.91,9.57,614.22
44203.08,-1.35,-2.79,0.99,0.87,9.84,614.07
44203.12,-1.77,-2.97,0.9,0.83,9.8,613.81
44203.17,-1.23,-2.68,0.92,0.73,9.89,613.78
44203.21,-1.02,-2.42,0.9,0.72,9.83,613.56
44203.25,-1.5,-2.81,1.01,0.42,9.93,613.52
44203.29,-1.15,-2.49,1.11,0.52,9.92,613.25
44203.33,-1.2,-2.5,1.05,0.54,9.84,613.86
44203.38,-0.77,-1.77,1.13,0.47,9.15,614.2
44203.42,-0.81,-2.35,1.42,0.53,9.17,614.56
44203.46,-0.38,-1.94,1.48,0.51,9.18,614.78
44203.5,-0.52,-2.41,1.56,0.46,10,614.18
44203.54,-0.15,-2.2,1.72,0.39,10,613.09
44203.58,-0.33,-2.16,1.82,0.43,8.97,612.28
44203.62,-0.75,-2.15,1.84,0.55,9.57,611.83
44203.67,-1.26,-2.46,1.84,0.51,9.71,611.95
44203.71,-1.44,-2.73,1.82,0.56,9.46,612.34
44203.75,-2.9,-3.61,1.56,0.63,9.97,613.34
44203.79,-2.88,-3.75,1.89,0.81,9.94,613.82
44203.83,-2.9,-3.94,1.74,0.91,9.81,614.68
44203.88,-2.93,-4.16,1.69,0.98,10,615.81
44203.92,-3.2,-4.57,1.59,0.96,10,616.28
44203.96,-4.49,-5.9,1.56,0.94,10,616.65
44204,-4.41,-5.89,1.43,0.9,9.6,616.8
44204.04,-4.45,-6.23,1.34,0.8,9.04,616.99
44204.08,-4.1,-6.34,1.26,0.74,9.52,617.1
44204.12,-3.98,-6.51,1.18,0.71,8.56,616.64
44204.17,-4.33,-6.75,1.09,0.6,7.64,616.48
44204.21,-4.59,-7.54,0.98,0.41,8.8,616.15
44204.25,-4.34,-7.02,1.07,0.04,9.57,615.83
44204.29,-4.34,-7.16,1,0.28,9.43,616.25
44204.33,-4.37,-7.32,0.92,0.24,9.66,616.41
44204.38,-4.32,-7.25,1.02,0.21,8.35,616.8
44204.42,-2.81,-6.26,1.14,0.32,8.04,617.04
44204.46,-3.12,-6.66,1.26,0.35,9.14,617.29
44204.5,-2.98,-6.47,1.32,0.32,9.56,616.95
44204.54,-2.48,-7.06,1.37,0.27,9.58,615.95
44204.58,-2.12,-6.34,1.4,0.27,9.92,614.96
44204.62,-2.21,-6.37,1.48,0.24,9.99,614.05
44204.67,-2.59,-6.2,1.66,0.33,9.49,613.88
44204.71,-3.01,-6.21,1.6,0.3,7.84,613.73
44204.75,-4,-6.3,1.3,2.77,9.3,613.69
44204.79,-3.7,-6.19,1.44,0.39,9.35,613.8
44204.83,-3.8,-5.91,1.42,0.54,9.12,614.33
44204.88,-3.93,-5.71,1.37,0.66,9.59,614.53
44204.92,-3.88,-5.5,1.3,0.74,9.68,615.12
44204.96,-4.57,-5.63,1.18,0.64,8.93,615.3
44205,-4.72,-5.79,1.09,0.46,8.16,615.17
44205.04,-4.62,-6.01,1.14,0.5,8.77,615.22
44205.08,-4.53,-6.22,1.03,0.42,8.19,615.1
44205.12,-4.4,-6.29,1,0.33,7.9,614.79
44205.17,-4.39,-6.5,0.98,0.38,7.72,614.53
44205.21,-4.29,-6.33,0.94,0.33,8.27,614.05
44205.25,-4.34,-6.33,1.01,3.02,7.68,613.41
44205.29,-4.69,-6.66,1.23,0.31,9.09,613.98
44205.33,-4.46,-6.73,1.02,0.49,8.68,614.07
44205.38,-4.2,-6.53,0.98,0.52,9.57,614.54
44205.42,-3.09,-6.12,0.97,0.23,8.09,614.65
44205.46,-3.3,-6.47,1.02,2.74,9.45,614.61
44205.5,-3.25,-6.42,0.96,2.74,9.17,614.27
44205.54,-1.86,-6.13,1.04,3.12,8.69,613.1
44205.58,-2.26,-6.19,1.15,0.06,8.48,612.21
44205.62,-2.08,-5.84,1.42,0.15,9.1,611.44
44205.67,-1.74,-5.39,1.77,0.27,6.83,611.2
44205.71,-1.8,-5.05,1.62,0.38,6.21,611.54
44205.75,-4.12,-6.37,1.68,0.69,5.5,611.51
44205.79,-4.78,-6.59,1.84,0.8,5.74,612.6
44205.83,-4.64,-6.63,1.52,0.77,8.31,613.33
44205.88,-4.61,-6.51,1.48,0.82,7.92,614.31
44205.92,-4.48,-6.39,1.32,0.81,9.19,614.85
44205.96,-5.3,-7.2,1.16,0.66,8.95,615.24
44206,-5.19,-7.33,1.08,0.68,8.8,615.06
44206.04,-5.15,-7.34,1.02,0.75,9.43,615.2
44206.08,-5.07,-7.32,0.95,0.77,9.99,614.88
44206.12,-4.78,-7,0.93,0.75,9.13,614.58
44206.17,-5.27,-7.6,0.92,0.69,9.4,614.32
44206.21,-5.19,-7.52,0.85,0.44,8.53,613.79
44206.25,-5.12,-7.61,0.92,2.84,9.81,613.11
44206.29,-4.97,-7.54,1.02,0.14,8.94,613.19
44206.33,-4.82,-7.53,1.05,0.29,9.21,613.43
44206.38,-4.49,-6.98,1.06,0.36,8.83,613.91
44206.42,-3.38,-7.03,1.14,0.48,9.43,614.31
44206.46,-3.88,-7.44,1.18,0.43,9.61,614.82
44206.5,-4.04,-7.45,1.31,0.47,9.96,614.45
44206.54,-2.85,-7.16,1.57,0.6,9.48,613.65
44206.58,-3.35,-7.24,1.67,0.61,9,613.22
44206.62,-3.7,-7.1,1.71,0.63,8.11,612.64
44206.67,-3.85,-6.89,1.73,0.66,8.86,612.89
44206.71,-3.8,-6.9,1.79,0.71,8.76,613.25
44206.75,-5.28,-7.77,1.56,0.8,9.43,613.94
44206.79,-4.93,-7.55,1.61,0.83,9.24,614.72
44206.83,-4.73,-7.28,1.51,0.95,9.57,615.43
44206.88,-4.44,-6.97,1.51,0.93,9.2,616.49
44206.92,-4.24,-6.69,1.39,0.85,8.8,617.25
44206.96,-5.05,-7.62,1.4,0.92,8.23,617.98
44207,-4.74,-7.37,1.5,0.94,7.94,618.74
44207.04,-4.59,-7.17,1.62,0.97,9.34,619.1
44207.08,-4.28,-6.57,1.61,0.94,9.89,619.31
44207.12,-3.92,-6.11,1.53,0.99,9.1,619.45
44207.17,-4.33,-6.49,1.49,1.02,9.52,619.44
44207.21,-4.27,-6.24,1.58,0.99,9.46,619.39
44207.25,-4.49,-6.83,1.37,1,9.27,619.78
44207.29,-4.21,-6.29,1.32,0.66,9.35,619.53
44207.33,-4.13,-6.04,1.03,0.6,9.23,620.25
44207.38,-4.51,-6.13,0.99,0.52,8,620.89
44207.42,-3.38,-6.46,1.12,0.63,9.07,620.95
44207.46,-3.34,-7.1,1.2,0.76,8.95,621.28
44207.5,-3.08,-7.4,1.24,0.68,9.59,621.09
44207.54,-1.64,-7.55,1.18,0.61,8.41,620
44207.58,-1.32,-7.62,1.15,0.5,9.54,619.16
44207.62,-1.67,-7.88,1.22,0.46,9.39,618.26
44207.67,-1.49,-7.66,1.27,0.41,9.84,618.22
44207.71,-1.41,-7.6,1.36,0.37,7.39,618.08
44207.75,-2.66,-7.5,1.06,3.1,7.35,617.94
44207.79,-3.24,-6.57,1.14,2.92,5.16,618.42
44207.83,-2.71,-6.96,0.98,3.02,4.64,618.27
44207.88,-2.1,-7.6,0.93,0.1,6.19,618.74
44207.92,-2.21,-7.17,0.78,2.67,5.92,618.91
44207.96,-2.82,-6.86,0.79,1.71,6.02,619.05
44208,-3.24,-6.38,1.06,1.27,3.78,619.05
44208.04,-3.02,-6.49,1.24,1.12,2.49,618.87
44208.08,-2.98,-6.58,1.41,1.05,1.49,618.43
44208.12,-3.14,-6.6,1.59,1.03,0.9,617.75
44208.17,-3.85,-7.1,1.77,0.98,0.49,617.22
44208.21,-4.02,-7.06,1.93,0.96,0.76,616.52
44208.25,-4.53,-7.15,2.18,0.85,0.78,616.2
44208.29,-4.67,-7.32,2.29,0.95,1.65,615.8
44208.33,-4.48,-7.32,2.28,0.91,1.45,615.84
44208.38,-2.97,-6.99,1.81,0.87,0.53,615.81
44208.42,1.36,-5.33,1.75,0.9,0.01,615.87
44208.46,2.53,-5.22,1.65,0.94,0.51,615.68
44208.5,3.64,-5.03,1.39,1.01,0.34,615.1
44208.54,7.9,-3.91,1.13,1.17,0.57,613.74
44208.58,8.14,-3.81,0.97,1.54,1.37,612.55
44208.62,8.16,-3.74,1.04,1.98,0.88,611.52
44208.67,9.57,-3.15,1.14,2.27,0.8,610.82
44208.71,9.31,-3.21,1.07,2.6,0.08,610.57
44208.75,6.09,-4.32,0.8,0.13,1.25,610.81
44208.79,5.86,-4.25,1.02,0.17,0.56,610.65
44208.83,5.15,-4.02,0.69,3.01,0,610.75
44208.88,4.77,-3.54,0.32,2.69,0,611.24
44208.92,4.05,-3.17,0.41,2.19,0,611.51
44208.96,2.12,-2.52,0.46,1.8,0.12,611.72
44209,1.75,-2.53,0.72,1.29,0.01,611.78
44209.04,1.07,-2.66,0.91,1.12,0.03,611.86
44209.08,0.81,-2.77,0.87,0.92,0.32,611.57
44209.12,0.77,-2.91,0.93,0.93,0.82,611.42
44209.17,-0.06,-3.13,0.99,0.94,1.45,611.35
44209.21,0.14,-3.22,1.07,0.92,1.56,611.03
44209.25,-0.97,-3.78,1.35,0.75,1.33,610.42
44209.29,-1.13,-3.88,1.32,0.81,1.33,610.7
44209.33,-0.89,-3.72,1.31,0.73,1.33,611.31
44209.38,-1.5,-4.05,1.01,0.66,1.33,611.63
44209.42,3.02,-2.1,0.5,0.71,1.33,612.11
44209.46,4.51,-1.33,0.32,2.94,0.69,612.07
44209.5,5.3,-1.28,0.81,0.11,0.28,611.87
44209.54,9.09,-1.4,1.07,0.11,0.95,610.86
44209.58,9.14,-0.85,1.32,0.23,0.92,610.1
44209.62,9.2,-0.47,1.5,0.24,0.95,609.46
44209.67,10.53,0.09,1.61,0.27,1.91,609.29
44209.71,9.82,0.26,1.92,0.45,4.88,609.37
44209.75,3.7,-0.22,1.54,0.52,3.65,609.44
44209.79,2.46,-0.81,1.54,0.57,2.11,609.94
44209.83,3.88,-0.59,1.57,0.66,1.48,610.72
44209.88,3.85,-0.27,1.36,0.46,3.43,611.17
44209.92,3.49,0.08,1.16,0.28,4.23,611.85
44209.96,1.01,-0.47,0.95,0.09,4.3,612
44210,0.89,-0.29,0.65,2.91,4,612.36
44210.04,0.47,-0.39,0.48,1.92,6.15,612.45
44210.08,0.69,-0.21,0.63,1.34,9.71,612.51
44210.12,0.58,0.02,0.87,1.13,9.11,612.29
44210.17,-0.83,-0.83,1.13,1.06,9.36,612.27
44210.21,-1.22,-1.28,1.44,1.02,10,611.97
44210.25,-2.06,-2.06,1.56,0.79,10,611.92
44210.29,-1.92,-1.92,1.69,0.85,10,611.94
44210.33,-1.56,-1.6,1.59,0.79,9.81,611.84
44210.38,-1.4,-1.81,1.81,0.85,8.51,612.05
44210.42,4.31,-0.03,1.53,0.88,0.71,612.28
44210.46,5.02,0.46,1.32,1,0.01,612.41
44210.5,6.85,0.89,1.17,1.22,0.08,611.9
44210.54,12.8,1.55,1.11,1.5,0,611.04
44210.58,13.37,1.56,1.05,1.74,0,609.95
44210.62,13.68,1.51,1.11,2.14,0,609.41
44210.67,14.87,1.47,1.2,2.43,0,608.97
44210.71,14.77,1.38,1.16,2.64,0,609.14
44210.75,11.3,-0.02,1.15,2.57,0,609.07
44210.79,11.86,0.34,0.96,2.14,0,609.15
44210.83,11.51,0.37,1.13,1.59,0.08,609.62
44210.88,10.83,0.36,1.03,1.35,0,609.82
44210.92,9.45,0.53,1.01,1.21,0,610.33
44210.96,5.57,0.12,1.06,1.14,0,610.24
44211,5.07,-0.06,1.16,1.05,0,610.52
44211.04,4.26,-0.17,1.15,1.08,0.11,610.34
44211.08,3.9,-0.37,0.99,1.07,1.34,610.34
44211.12,3.89,-0.43,0.63,1.2,1.5,610.44
44211.17,3.12,-0.6,0.23,1.59,1.59,610.41
44211.21,2.65,-0.69,0.2,3.13,2.09,610.39
44211.25,1.4,-1.26,0.68,1.17,2,610.15
44211.29,1.08,-1.38,0.42,0.91,2,610.36
44211.33,1.03,-1.35,0.17,1.73,2.32,610.89
44211.38,0.04,-1.87,0.52,1.33,2.64,611.09
44211.42,5.07,0.75,0.52,0.16,2.4,611.36
44211.46,5.2,1.39,1.1,0.43,2.32,611.87
44211.5,5.63,1.84,1.3,0.47,2.1,611.58
44211.54,9.91,2.82,1.37,0.39,2.08,610.71
44211.58,10.03,3.12,1.57,0.42,1.81,609.72
44211.62,10.17,3.39,1.73,0.49,2.13,609.29
44211.67,10.73,3.57,1.9,0.54,2.45,609.16
44211.71,10.06,3.57,1.87,0.54,2.64,609.27
44211.75,4.53,1.72,1.06,0.52,3.68,609.48
44211.79,3.71,1.98,1.06,0.54,3.12,609.5
44211.83,5.04,2.05,1.01,0.61,3.12,609.94
44211.88,5.29,2.61,0.95,0.52,3.92,610.3
44211.92,4.23,2.36,1.09,0.43,5.44,610.89
44211.96,2.66,1.76,1.23,0.68,9.12,611.02
44212,2.05,1.38,1.33,0.75,10,611.43
44212.04,1.38,1.12,1.3,0.77,10,611.71
44212.08,1.97,1.46,0.68,0.71,10,611.89
44212.12,1.95,1.29,1.11,0.72,10,611.81
44212.17,1.39,0.75,1.04,0.74,10,612.11
44212.21,1.31,0.53,1.05,0.66,10,611.78
44212.25,1.03,0.47,1.11,0.66,9.99,612.11
44212.29,1.14,0.43,1.1,0.67,9.97,612.14
44212.33,1.36,0.57,0.96,0.55,10,612.58
44212.38,0.93,0.16,1,0.6,9.91,612.99
44212.42,1.22,0.27,1.14,0.67,9.68,613.48
44212.46,0.67,-0.47,1.3,0.64,9.16,613.71
44212.5,0.65,-0.55,1.49,0.66,9.1,613.47
44212.54,1.64,0.01,1.6,0.74,9.08,612.93
44212.58,1.67,0.1,1.57,0.75,9.65,612.33
44212.62,1.61,0.14,1.69,0.71,8.48,611.99
44212.67,1.15,-0.17,1.71,0.74,9.81,612.36
44212.71,1.09,-0.33,1.67,0.75,9.43,613.01
44212.75,0.36,-0.45,1.42,0.77,9.11,614.5
44212.79,0.71,-0.2,1.49,0.78,9.83,614.78
44212.83,0.88,-0.28,1.54,0.88,9.74,615.64
44212.88,1.27,0.01,1.56,0.99,9.23,616.51
44212.92,1.29,-0.23,1.22,1.09,9.59,617.41
44212.96,-0.39,-1.48,1.65,1.18,9.83,618.18
44213,-0.23,-1.57,1.85,1.21,10,619.04
44213.04,-0.77,-2.14,1.87,1.25,10,620.01
44213.08,-0.84,-2.17,1.92,1.28,10,620.52
44213.12,-0.95,-2.3,1.81,1.33,9.76,621.08
44213.17,-2.09,-3.4,1.64,1.36,9.65,621.25
44213.21,-2,-3.29,1.53,1.39,9.76,621.37
44213.25,-2.41,-4.04,1.35,1.24,9.62,621.09
44213.29,-2.45,-4.01,1.15,1.28,9.49,621.17
44213.33,-2.47,-3.93,0.86,1.22,9.53,621.25
44213.38,-2.26,-4.09,1.17,1.26,9.61,621.81
44213.42,-1.62,-4.16,1.25,1.2,9.14,621.7
44213.46,-1.51,-4.91,1.23,1.2,9.3,621.71
44213.5,-1.4,-4.96,0.99,1.17,9.59,621.41
44213.54,0.21,-5,0.89,1.27,9.69,620.21
44213.58,0.6,-4.82,0.77,1.38,9.67,619.33
44213.62,1.04,-4.94,0.63,1.31,9.49,618.43
44213.67,1.96,-5,0.64,0.96,9.47,617.99
44213.71,2.2,-5.21,0.7,0.82,8.85,617.85
44213.75,0.67,-5.61,0.43,3.11,5.91,618.19
44213.79,0.67,-4.09,1.06,2.81,7.61,618.06
44213.83,1.25,-5.42,0.87,2.09,7.21,618.23
44213.88,1.06,-5.35,0.73,1.83,9.01,618.04
44213.92,0.84,-5.06,0.72,1.52,8.39,618.18
44213.96,-0.25,-5.07,0.9,1.13,8.42,618.16
44214,-0.67,-5.22,1.21,1.09,9.01,618.06
44214.04,-1.2,-5.46,1.44,1.01,7.85,617.73
44214.08,-1.65,-5.54,1.51,0.96,4.89,617.32
44214.12,-1.83,-5.71,1.55,0.93,3.67,616.89
44214.17,-2.92,-6.16,1.55,0.9,2.13,616.63
44214.21,-3.08,-6.37,1.62,0.87,1.78,616.34
44214.25,-3.58,-6.81,1.76,0.83,0.72,616.38
44214.29,-3.69,-6.83,1.78,0.85,0,616.12
44214.33,-3.78,-6.84,1.83,0.83,0,616.2
44214.38,-3.16,-6.54,1.09,0.88,0,616.49
44214.42,2.4,-3.4,1.4,0.9,0,616.48
44214.46,3.69,-3.74,1.26,1.02,0,616.34
44214.5,4.69,-3.69,1.08,1.21,0,615.67
44214.54,9.39,-2.19,1.04,1.5,0,614.61
44214.58,9.72,-2.04,1.11,1.78,0,613.39
44214.62,10,-2.03,1.16,1.88,0,612.64
44214.67,11.27,-2.77,1.13,2.07,0,611.9
44214.71,11.2,-3.24,0.99,2.38,0,611.63
44214.75,7.9,-3.76,0.77,2.51,0,611.41
44214.79,8.35,-4.54,0.59,2.35,0,611.55
44214.83,7.71,-4.41,0.77,1.94,0,611.44
44214.88,7.17,-4.15,0.76,1.41,0,611.12
44214.92,6.09,-3.72,0.8,1.19,0,611.05
44214.96,2.79,-3.57,0.82,1.02,0.11,611.04
44215,2.09,-3.83,0.88,0.98,1.48,610.85
44215.04,1.04,-3.96,1.03,1.03,1.56,610.36
44215.08,0.85,-4.03,1.22,1.04,1.67,609.77
44215.12,0.53,-4.16,1.32,0.95,1.58,609.27
44215.17,0.28,-4.11,1.42,0.92,1.64,608.94
44215.21,0.39,-3.96,1.5,0.87,1.56,608.37
44215.25,0.03,-3.91,1.82,0.71,1.5,608.34
44215.29,0.48,-3.87,1.79,0.74,1.33,608.07
44215.33,0.51,-3.83,1.63,0.73,1.33,608.6
44215.38,-0.43,-3.78,1.25,0.77,1.5,608.82
44215.42,5.29,-0.71,0.95,0.86,1.39,609.16
44215.46,6.31,0.23,0.89,1.01,1.36,609.06
44215.5,7.03,1.05,0.87,1.09,1.34,608.59
44215.54,11.61,1.31,0.83,1.15,1,607.85
44215.58,11.92,1.76,0.76,1.13,1.95,606.93
44215.62,12.5,1.36,0.75,0.71,7.22,606.3
44215.67,11.94,0.53,0.37,2.4,1.89,606.22
44215.71,10.9,0.9,0.68,0.18,3.15,606.49
44215.75,9.3,-0.11,1.19,0.46,2.23,606.71
44215.79,9.7,0.14,1.53,0.52,2.08,607.06
44215.83,8.18,0.41,1.74,0.47,3.68,607.91
44215.88,6.39,0.96,1.67,0.55,5.12,608.07
44215.92,5.36,1.2,1.39,0.48,6.32,608.53
44215.96,3.19,0.7,1.24,0.53,7.52,608.91
44216,2.84,0.67,1.02,0.57,7.68,609.07
44216.04,1.81,0.37,0.84,0.55,10,609.11
44216.08,2.14,0.24,0.59,0.51,9.84,609.16
44216.12,2.06,-0.03,0.5,0.47,9.84,609.06
44216.17,1.14,-0.25,0.32,0.77,10,609.1
44216.21,1.51,-0.12,0.46,0.75,8.64,609.01
44216.25,1.37,0.24,0.81,0.83,9.68,609.29
