$ met, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
2021,,,,,,
jday,tem,dew,windforce,windangle,cloud,pressure
44297.38,5.15,4.57,0.33,2.93,10,585.36
44297.42,7.53,6.19,0.8,2.49,10,585.43
44297.46,8.22,6.47,1.22,2.49,10,585.41
44297.5,9.66,7.31,1.47,2.52,10,584.97
44297.54,11.23,7.83,1.59,2.43,8.62,584.73
44297.58,10.78,8.49,2.07,2.7,9.1,583.69
44297.62,10.63,8.62,2.17,2.69,10,583.4
44297.67,10.45,9.11,2.09,3,10,582.68
44297.71,9.99,9.04,2.29,0.14,8.44,582.78
44297.75,7.29,7.12,2.39,0.19,10,583.36
44297.79,7.13,6.65,1.97,0.32,10,583.76
44297.83,7.5,6.64,1.5,0.34,10,583.91
44297.88,7.7,6.67,1.19,0.34,10,584.38
44297.92,7.5,6.75,1.24,0.43,10,584.81
44297.96,5.42,5.36,1.13,0.55,10,585.31
44298,5.67,5.66,1.11,0.52,10,585.7
44298.04,5.63,5.58,0.92,0.65,10,585.51
44298.08,5.82,5.63,0.62,0.76,10,585.38
44298.12,6,5.72,0.46,0.89,10,585.14
44298.17,5.63,5.38,0.34,0.88,10,584.82
44298.21,5.97,5.47,0.24,0.83,10,584.76
44298.25,6.15,6.02,0.37,2.89,10,584.99
44298.29,5.91,5.71,0.49,1.28,10,584.98
44298.33,6.16,5.72,0.49,0.93,10,585.41
44298.38,5.88,5.32,0.58,0.86,10,585.75
44298.42,10.73,7.68,0.6,1.47,9.04,585.76
44298.46,11.3,7.95,0.63,2.24,7.96,585.7
44298.5,11.72,8.09,1.14,2.59,7.78,585.54
44298.54,14.89,8.59,1.49,2.44,8.34,584.95
44298.58,14.15,8.43,2.31,2.94,5.38,584.14
44298.62,13.18,8.67,2.34,2.98,6.28,583.67
44298.67,12.3,9.18,2.28,0.07,10,583.19
44298.71,11.25,9.42,2.03,0.07,8.55,583.21
44298.75,8.94,8.38,2.24,0.24,9.46,583.78
44298.79,8.63,7.57,1.87,0.36,10,583.91
44298.83,8.83,7.84,1.55,0.33,10,584.55
44298.88,9.03,7.88,1.36,0.29,10,585.14
44298.92,8.93,7.85,1.26,0.31,10,585.41
44298.96,6.77,6.61,1.24,0.46,9.81,586.02
44299,7.01,6.79,1.27,0.37,9.51,585.97
44299.04,6.71,6.71,1.08,0.39,9.4,585.94
44299.08,6.93,6.82,0.9,0.43,9.85,585.68
44299.12,7.3,6.83,0.8,0.58,9.4,585.33
44299.17,6.75,6.74,0.56,0.4,9.96,584.95
44299.21,6.95,6.77,0.32,3.02,10,584.92
44299.25,6.42,6.23,0.73,2.54,9.92,584.77
44299.29,6.29,6.21,0.6,1.77,9.96,585.08
44299.33,6.66,6.05,0.57,1.32,9.62,584.92
44299.38,6.6,5.74,0.66,1.03,10,585.17
44299.42,11.37,7.84,0.77,1.55,10,585.05
44299.46,11.7,7.68,1.07,1.9,10,584.88
44299.5,12.06,7.79,1.29,1.87,9.76,584.4
44299.54,15.05,8.27,1.82,2.35,8.92,584.01
44299.58,15.45,7.88,1.99,2.85,5.94,583.15
44299.62,14.14,8.44,2.27,2.97,5.89,582.83
44299.67,12.64,9.26,2.31,0,9.16,582.29
44299.71,11.89,9.84,2.35,0.21,8.37,582.02
44299.75,9.48,8.64,2.08,0.33,9.02,582.3
44299.79,9.5,8.41,2.01,0.38,9.47,582.63
44299.83,9.84,8.36,1.59,0.3,10,583.09
44299.88,9.97,8.58,1.71,0.5,10,583.66
44299.92,9.43,8.47,1.48,0.44,10,584.54
44299.96,7.24,6.89,1.52,0.47,10,584.99
44300,7.5,7.41,1.43,0.41,10,585.16
44300.04,7.46,7.34,1.36,0.48,10,585.23
44300.08,7.78,7.31,1.35,0.49,10,585.07
44300.12,8.06,7.25,1.35,0.53,10,584.65
44300.17,7.68,6.72,1.21,0.67,10,584.64
44300.21,8.14,7.01,1.19,0.6,10,584.4
44300.25,8.03,7.6,1.07,0.35,10,584.67
44300.29,7.65,7.19,1.02,0.26,10,584.76
44300.33,7.8,7.49,0.98,0.07,10,585.06
44300.38,7.58,6.87,1.17,0.09,10,585.36
44300.42,9.94,8.51,1.27,0,10,585.28
44300.46,10,8.58,1.29,2.98,10,585.09
44300.5,9.97,8.4,1.45,2.87,7.9,584.63
44300.54,12.33,8.92,1.49,2.76,7.06,584
44300.58,11.83,8.78,1.62,2.62,6.76,583.11
44300.62,11.95,8.83,1.81,2.83,9.22,582.48
44300.67,11.8,9.11,1.77,2.99,7.96,581.78
44300.71,11.85,9.22,1.64,3.01,8.2,581.49
44300.75,7.61,7.61,1.74,0.35,10,582.07
44300.79,7.81,7.81,1.81,0.5,10,582.65
44300.83,8.12,8.12,1.72,0.56,10,583.33
44300.88,8.23,8.17,1.58,0.59,10,583.79
44300.92,8.02,7.79,0.97,0.35,10,583.92
44300.96,6.47,6.47,0.54,2.77,10,584.16
44301,6.22,6.23,0.74,1.91,10,583.94
44301.04,6.54,6.54,1.07,1.18,10,583.71
44301.08,6.83,6.59,0.97,0.7,9.92,583.27
44301.12,7.13,6.57,1.11,0.45,9.94,582.78
44301.17,6.81,6.81,1.16,0.43,9.66,582.17
44301.21,6.84,6.84,0.98,0.13,9.08,582.25
44301.25,6.64,6.64,0.66,1.96,10,582.09
44301.29,6.41,6.41,0.83,1.84,10,582.75
44301.33,6.36,6.36,0.69,1.54,10,582.96
44301.38,7.25,6.92,0.88,0.45,9.16,583.42
44301.42,10.19,8.6,1.04,0.02,9.94,583.94
44301.46,10.65,8.89,1.23,2.93,7.96,584.13
44301.5,10.68,8.66,1.37,2.78,8.08,583.83
44301.54,11.97,9.27,1.7,2.83,8.08,583.38
44301.58,11.43,9.37,2.32,3.06,9.82,582.81
44301.62,10.53,9.57,2.42,0.07,10,582.37
44301.67,10.59,9.89,2.55,0.15,10,582.23
44301.71,10.08,9.36,2.5,0.29,10,582.24
44301.75,7.38,7.38,2.19,0.38,10,583.03
44301.79,6.81,6.65,1.97,0.51,10,583.29
44301.83,6.75,6.59,1.97,0.54,10,583.93
44301.88,6.73,6.55,1.79,0.52,10,584.69
44301.92,6.82,6.64,1.78,0.54,10,585.25
44301.96,5.26,5.26,1.71,0.56,10,585.58
44302,5.37,5.37,1.31,0.47,10,585.78
44302.04,5.27,5.27,1.27,0.7,10,585.6
44302.08,5.61,5.47,1.07,0.85,10,585.42
44302.12,5.9,5.62,1.05,0.97,10,585.11
44302.17,5.57,5.27,1.02,1.01,10,585
44302.21,5.51,5.02,1.02,0.92,10,585.01
44302.25,6.54,5.46,0.86,0.55,10,584.85
44302.29,6.85,5.63,0.65,2.97,10,585.02
44302.33,6.56,5.39,0.63,1.82,10,585.43
44302.38,6.1,5.17,0.9,1.34,10,585.61
44302.42,9.84,6.31,0.74,1.42,10,585.59
44302.46,10.49,6.71,0.58,2.1,10,585.75
44302.5,10.82,6.79,0.86,2.61,10,585.51
44302.54,14.15,7.38,1.37,2.96,10,585.58
44302.58,13.58,7.46,1.62,3.13,10,585.07
44302.62,12.68,7.46,1.69,3.09,10,584.84
44302.67,12.72,8.36,1.79,3.01,10,584.37
44302.71,12.13,8.52,1.9,3.04,10,584.37
44302.75,9.61,7.97,1.94,3.1,10,585.04
44302.79,9.2,7.89,1.66,0.14,10,584.79
44302.83,9.26,8.2,1.19,0.25,10,585.55
44302.88,9.65,8.31,1.2,0.42,10,586.02
44302.92,9.59,8.3,1.35,0.52,10,586.82
44302.96,8.25,7.76,1.26,0.45,10,587.18
44303,8.27,7.8,1.34,0.4,10,587.29
44303.04,8.26,7.83,1.19,0.25,10,587.38
44303.08,8.45,7.91,1.06,0.12,10,587.14
44303.12,8.43,7.72,0.98,0.28,10,586.89
44303.17,7.44,7.15,0.62,0.45,10,586.54
44303.21,7.39,6.98,0.57,0.82,10,586.37
44303.25,6.8,6.74,0.57,2.83,10,586.51
44303.29,7.02,6.67,0.61,2.73,10,586.55
44303.33,7.34,6.52,0.88,2.8,10,587.12
44303.38,7.24,6.05,0.97,3.07,10,587.28
44303.42,9.22,7.14,1.19,3.1,10,587.54
44303.46,9.42,7.32,1.26,3.02,10,587.41
44303.5,9.62,7.34,1.31,2.85,10,587.29
44303.54,11.03,7.82,1.4,2.81,10,586.51
44303.58,10.6,7.8,1.52,2.96,10,585.95
44303.62,10.22,7.92,1.68,2.97,10,585.22
44303.67,10.14,8.24,1.81,2.97,10,584.72
44303.71,9.75,8.17,1.77,3.08,10,584.09
44303.75,7.75,7.68,1.44,3.07,10,584.39
44303.79,7.94,7.89,1.25,3.09,10,584.39
44303.83,8.14,7.87,1.17,0.35,10,584.8
44303.88,8.33,7.76,1.18,0.6,10,584.98
44303.92,8.4,7.62,1.03,0.72,10,585.3
44303.96,7.44,7.41,0.9,0.63,10,585.29
44304,7.7,7.3,0.74,0.41,10,585.29
44304.04,8.12,7.19,0.65,0.28,10,585.06
44304.08,8.09,7.48,0.6,3.08,10,584.68
44304.12,8.3,7.62,0.55,2.82,10,584.53
44304.17,7.98,7.56,0.5,2.88,10,584.12
44304.21,8.24,7.59,0.52,2.75,10,583.97
44304.25,7.93,6.86,0.65,3.09,10,584.51
44304.29,7.87,7.26,0.98,0,10,584.24
44304.33,7.95,7.44,1.11,3.09,10,584.69
44304.38,7.56,6.89,1.2,0.11,10,584.81
44304.42,8.64,7.81,1.2,0.1,10,584.94
44304.46,8.13,7.69,1.28,3.13,10,584.9
44304.5,8.57,8.04,1.4,3.07,10,584.64
44304.54,10.37,8.6,1.52,3.1,10,584.02
44304.58,10.31,8.68,1.73,3.05,10,583.57
44304.62,10.27,8.64,1.94,0.01,10,583.01
44304.67,9.87,8.54,2.16,0.26,10,582.63
44304.71,9.66,8.77,1.68,0.12,10,582.47
44304.75,7.84,7.84,1.63,0.24,10,582.88
44304.79,7.52,7.48,1.37,0.32,10,582.69
44304.83,7.78,7.73,1.22,0.26,10,583.13
44304.88,8.04,7.71,1.17,0.16,10,583.3
44304.92,7.7,7.28,1.04,0.32,10,583.75
44304.96,6.47,6.47,1.05,0.33,10,583.64
44305,6.7,6.7,0.77,0.32,10,583.5
44305.04,6.79,6.79,0.67,0.21,10,583.07
44305.08,7.02,6.7,0.49,2.7,10,582.65
44305.12,7.18,6.61,0.52,2.2,10,582.22
44305.17,6.68,6.41,0.47,2.04,10,581.82
44305.21,6.95,6.5,0.47,1.4,10,581.52
44305.25,7.4,6.91,0.38,1.14,10,581.68
44305.29,7.48,6.97,0.4,1.37,10,581.65
44305.33,7.25,6.88,0.6,1.61,10,581.8
44305.38,7.22,6.99,0.69,1.5,10,582.02
44305.42,10.5,8.15,0.88,1.8,10,581.92
44305.46,10.76,8.72,1.27,1.95,10,581.71
44305.5,11.23,8.94,1.48,2.01,10,581.17
44305.54,13.27,9.07,1.65,2.21,9.94,580.39
44305.58,13.71,9.92,1.6,2.6,8.5,579.89
44305.62,13.29,10.23,1.68,2.8,8.32,579.35
44305.67,13.98,10.96,1.87,3.06,6.04,579
44305.71,13.37,11.25,1.97,0.08,6.76,578.9
44305.75,9.3,9.3,1.9,0.22,10,578.93
44305.79,8.77,8.74,2.02,0.22,10,579.34
44305.83,8.88,8.84,1.98,0.33,10,580.02
44305.88,9,8.65,1.68,0.33,10,580.51
44305.92,9.07,8.49,1.55,0.35,10,580.88
44305.96,7.12,7.02,1.35,0.37,10,581.07
44306,7.27,6.97,1.13,0.44,10,581.29
44306.04,7.1,6.78,0.89,0.39,10,581.16
44306.08,7.14,6.66,0.9,0.36,10,580.85
44306.12,7.17,6.67,0.92,0.38,10,580.56
44306.17,6.8,6.58,0.77,0.43,10,580.46
44306.21,6.97,6.63,0.49,0.47,10,580.45
44306.25,7.24,6.7,0.37,2.81,10,580.3
44306.29,7.55,6.58,0.45,0.72,10,580.74
44306.33,7.1,6.45,0.48,0.79,10,581.27
44306.38,7.23,6.16,0.17,1.39,10,581.44
44306.42,11.42,7.98,0.75,1.9,9.76,581.77
44306.46,11.79,8.15,1.08,1.78,9.52,581.96
44306.5,12.16,8.23,1.22,1.75,7.9,581.54
44306.54,15.5,9.24,1.84,2.56,4.32,581.07
44306.58,16.02,9.46,2.04,2.71,5.8,580.46
44306.62,15.27,9.48,2.03,2.8,7.88,580.36
44306.67,14.43,10.16,2.3,3.08,4.32,579.91
44306.71,13.75,10.37,2.05,0.08,4.2,580.02
44306.75,9.7,8.68,2.04,0.17,9.99,580.5
44306.79,9.4,8.99,1.85,0.06,9.98,580.95
44306.83,9.6,9.21,1.64,0.18,9.96,581.22
44306.88,10.13,9.33,1.43,0.28,9.97,581.86
44306.92,10.32,9.35,1.21,0.28,9.95,582.47
44306.96,8.23,7.9,1.06,0.32,9.93,582.62
44307,8.55,8.33,1.18,0.41,10,582.78
44307.04,8.21,8.21,1,0.32,10,582.71
44307.08,8.17,8.18,0.65,0.46,10,582.43
44307.12,8.48,8.4,0.47,0.84,10,581.79
44307.17,7.4,7.4,0.37,1.33,10,581.64
44307.21,7.45,7.45,0.38,1.84,10,581.81
44307.25,8.06,8.06,0.56,2.68,10,582.19
44307.29,7.82,7.62,0.53,1.24,10,582.19
44307.33,8.16,7.42,1.37,0.68,10,582.61
44307.38,8.66,7.18,1.32,0.57,8.69,582.96
44307.42,14.88,9.55,0.83,0.67,4.11,583.22
44307.46,14.9,9.54,0.67,1.24,4.09,583.39
44307.5,15.46,8.86,1.02,1.48,3.17,582.86
44307.54,20.42,8.91,1.24,1.6,3.3,582.29
44307.58,21.34,8.83,1.47,1.95,4.96,581.71
44307.62,21.42,8.68,1.84,2.46,4.66,581.25
44307.67,21.47,9.85,1.94,2.88,6.76,580.98
44307.71,20.18,10.97,2.16,3.07,6.86,581.22
44307.75,15.2,10.18,2.27,0.24,5.21,581.67
44307.79,14.61,10.71,1.95,0.12,3.65,582.06
44307.83,14.08,12.17,1.97,0.21,5.42,582.5
44307.88,14.33,12.58,1.19,0.09,10,582.96
44307.92,14.02,12.4,1,3.1,10,583.43
44307.96,11.15,10.87,0.95,3.13,10,583.59
44308,11.44,11.17,0.7,0.1,10,583.56
44308.04,11.35,11.05,0.48,0.12,10,583.33
44308.08,11.49,11.03,0.23,3.09,10,582.84
44308.12,11.73,11.11,0.1,0.77,10,582.49
44308.17,11.34,11.24,0.29,0.06,10,581.99
44308.21,11.08,10.88,0.46,2.25,10,581.97
44308.25,11.23,10.72,0.36,2.49,10,582.06
44308.29,11.06,10.51,0.56,2.47,10,582.2
44308.33,10.4,10.37,0.45,2.54,10,582.46
44308.38,10,9.7,0.53,1.28,8.02,582.71
44308.42,15.58,12.03,1.07,1.93,4.66,582.43
44308.46,16.17,12.23,1.53,1.96,4,582.18
44308.5,16.74,12.14,1.6,1.86,4.18,581.54
44308.54,21.03,12.82,1.94,1.62,5.77,581.13
44308.58,21.45,11.76,1.96,2.06,4.36,580.17
44308.62,21.64,11.23,1.62,2.22,3.63,579.74
44308.67,22.04,10.68,1.68,2.74,4.34,579.01
44308.71,21.2,10.59,1.76,3.08,3.63,578.93
44308.75,17.63,10.17,1.94,0.2,7.8,578.86
44308.79,16.79,11.62,1.31,0.06,6.98,579.09
44308.83,15.73,12.82,1.3,2.92,7.71,579.44
44308.88,15.56,13.18,1.07,3.08,6.23,579.71
44308.92,14.76,12.84,1.04,0.19,8.56,579.99
44308.96,12.68,11.74,1.08,0.24,9.95,580.36
44309,12.86,11.62,0.94,0.24,10,580.18
44309.04,12.66,11.36,0.97,0.31,10,580.08
44309.08,12.96,11.42,0.79,0.36,10,579.63
44309.12,13.34,11.72,0.57,0.56,10,579.33
44309.17,12.21,11.38,0.37,0.78,10,579.19
44309.21,12.18,11.47,0.27,0.47,10,579.03
44309.25,11.99,11.1,1.06,2.84,10,579.35
44309.29,11.72,10.95,0.86,2.4,10,579.72
44309.33,11.84,11.17,0.97,1.45,10,579.68
44309.38,11.67,11.12,1.18,1.3,7,579.66
44309.42,16.73,12.38,1.42,1.44,7.06,579.6
44309.46,17.64,12.26,1.55,1.57,6.05,579.27
44309.5,18.28,12.07,1.59,1.77,3.13,578.98
44309.54,22.34,12.69,1.62,2.07,2.42,578.35
44309.58,22.67,12.38,1.67,2.05,0.57,577.56
44309.62,22.56,11.11,1.58,2.1,0.94,577.09
44309.67,22.4,11.32,1.52,2.56,1.75,576.82
44309.71,21.12,11.97,1.79,2.93,2.22,576.72
44309.75,19.09,9.82,2.04,3.11,4.3,576.82
44309.79,17.47,11.69,1.61,0.23,5.92,577.92
44309.83,16.64,13.43,1.28,0.25,6.58,578.24
44309.88,15.92,13.86,1.21,0.3,8.62,579.14
44309.92,15.43,13.86,1.38,0.5,10,579.81
44309.96,12.61,12.22,1.25,0.63,10,580.15
44310,13.03,12.78,1.39,0.69,10,580.49
44310.04,12.72,12.32,1.3,0.72,9.99,580.51
44310.08,12.83,12.22,1.07,0.89,9.99,580.55
44310.12,13.14,12.25,0.79,0.91,10,580.57
44310.17,12.63,11.75,0.81,0.86,10,580.86
44310.21,12.71,12,0.85,0.98,10,580.93
44310.25,11.71,11.28,0.94,0.09,10,581.53
44310.29,12.03,11.28,0.75,2.92,10,581.88
44310.33,12.07,11.21,0.72,2.38,10,582.54
44310.38,12.05,11.35,0.95,2.18,9.96,582.85
44310.42,15.36,12.71,1.29,2.42,9.16,583.27
44310.46,15.83,12.85,1.5,2.66,8.76,583.62
44310.5,15.66,12.48,1.55,2.74,8.13,583.27
44310.54,18.29,12.68,1.7,2.87,4.77,582.99
44310.58,17.92,12.48,1.98,3.04,5.05,582.46
44310.62,17.35,12.52,2,3.1,5.68,582.3
44310.67,17.18,13.34,2.11,0.16,5.8,581.91
44310.71,16.09,14.06,2.43,0.16,8.38,582
44310.75,11.45,11.19,2.41,0.28,9.46,582.43
44310.79,11.31,11.31,2.1,0.42,10,582.61
44310.83,12.16,11.92,2.01,0.53,10,583.42
44310.88,12.69,12.06,1.86,0.65,10,584.12
44310.92,12.15,11.68,1.59,0.61,10,584.47
44310.96,10.95,10.95,1.51,0.61,10,584.84
44311,10.5,10.48,1.33,0.67,10,584.97
44311.04,10.27,10.27,1.37,0.77,10,584.91
44311.08,10.17,9.87,1.47,0.79,10,584.61
44311.12,10.36,9.8,1.42,0.76,10,584.34
44311.17,9.48,8.79,1.37,0.8,10,584.12
44311.21,9.56,8.91,1.38,0.79,10,584.16
44311.25,9.38,8.96,1.39,0.47,10,584.26
44311.29,9.28,8.83,1.29,0.53,10,584.6
44311.33,9.35,8.98,1.31,0.41,10,584.88
44311.38,10.01,9.98,1.45,0.37,10,585.02
44311.42,11.23,10.35,1.5,0.27,10,585.33
44311.46,11.14,10.39,1.45,0.02,10,585.28
44311.5,11.09,10.49,1.71,3,10,584.9
44311.54,13.72,11.46,1.87,2.94,10,584.5
44311.58,13.3,11.11,1.96,2.91,10,583.81
44311.62,13.01,11.13,2.13,3,10,583.42
44311.67,12.45,10.73,2.07,3.13,10,583.04
44311.71,12.34,11.15,2.17,0.12,10,582.89
44311.75,8.69,8.67,2.53,0.33,10,583.64
44311.79,8.4,7.81,2.32,0.47,10,584.24
44311.83,8.47,8.4,2.11,0.46,10,585.36
44311.88,8.78,8.29,2.08,0.55,10,586.2
44311.92,8.51,8.02,2.12,0.61,10,586.95
44311.96,6.82,6.19,1.79,0.61,10,587.44
44312,6.76,6.34,1.7,0.65,10,587.51
44312.04,6.81,6.31,1.46,0.66,10,587.24
44312.08,7.02,6.56,1.34,0.73,10,587.19
44312.12,7.4,6.64,1.04,1.01,10,586.81
44312.17,7.32,6.32,1.01,1.43,10,586.33
44312.21,7.96,6.4,0.83,1.71,9.88,586.19
44312.25,8.87,7.2,0.51,2.21,9.49,586.02
44312.29,8.85,6.86,0.68,2.85,8.3,585.73
44312.33,9.52,7.18,0.88,2.97,6.14,585.99
44312.38,10.37,6.79,0.41,2.89,4.53,585.56
44312.42,15.06,7.01,0.67,2.92,2.62,585.7
44312.46,15.1,6.34,1.2,2.79,4.12,585.44
44312.5,15.05,6.73,1.61,2.62,6.55,584.88
44312.54,17.11,6.77,1.89,2.69,6.29,584.28
44312.58,17.56,7.56,1.85,2.73,6.05,583.7
44312.62,16.73,7.39,1.84,2.82,6.69,583.13
44312.67,15.54,8.31,2.2,3.13,8.5,582.88
44312.71,14.4,9.04,2.31,0.1,10,582.76
44312.75,10.31,8.99,2.2,0.45,10,582.64
44312.79,10.55,9.15,1.9,0.5,9.97,583.19
44312.83,11.2,9.38,1.75,0.35,10,583.48
44312.88,11.49,9.58,1.51,0.42,10,584.62
44312.92,10.88,9.47,1.61,0.54,9.99,585.26
44312.96,9.79,9.04,1.65,0.58,9.98,586.07
44313,9.78,9.39,1.65,0.6,9.98,586.24
44313.04,9,8.42,1.71,0.56,9.97,586.35
44313.08,9.16,8.24,1.54,0.52,9.97,586.57
44313.12,9,7.68,1.61,0.5,9.87,586.41
44313.17,8.08,7.04,1.25,0.44,9.34,586.39
44313.21,7.77,6.93,1.05,0.24,9.28,586.54
44313.25,7.41,6.46,0.92,2.95,9.66,586.39
44313.29,7.43,6.33,0.77,2.7,8.05,586.42
44313.33,8.03,6.09,0.64,2.91,7.59,586.82
44313.38,8.3,5.32,0.72,2.3,8.49,586.75
44313.42,12.33,5.97,0.93,1.92,8.33,586.85
44313.46,12.96,6.74,1.15,2.15,9.12,586.85
44313.5,12.88,6.8,1.36,2.3,10,586.5
44313.54,15.15,7.43,1.62,2.3,10,586.05
44313.58,15.12,7.45,1.69,2.31,10,585.11
44313.62,15.08,7.53,1.73,2.49,10,584.49
44313.67,15.44,8.1,1.83,2.76,9.7,584.14
44313.71,14.71,8.14,2.01,2.98,9.09,583.76
44313.75,12.52,8.1,2.03,0.11,7.98,583.35
44313.79,12.01,7.99,1.77,0.28,6.61,583.83
44313.83,12.07,8.73,1.69,0.37,7.53,584.72
44313.88,12.24,8.58,1.47,0.39,10,585.31
44313.92,11.74,8.61,1.42,0.35,10,586.3
44313.96,9.85,8.55,1.45,0.26,10,587.02
44314,9.4,8.49,1.15,0.32,10,587.27
44314.04,9.09,8.68,1.15,0.34,10,587.26
44314.08,9.72,9.14,1.26,0.47,10,587.4
44314.12,10.14,9.48,1.21,0.48,10,587.19
44314.17,9.63,8.98,1.11,0.5,10,587.11
44314.21,9.68,9.13,1.17,0.48,10,587.08
44314.25,8.35,7.94,1.15,0.53,10,587.24
44314.29,8.38,7.92,1.28,0.64,10,587.41
44314.33,8.48,8.13,1.26,0.53,10,588.34
44314.38,8.39,8.25,1.22,0.39,10,588.68
44314.42,9.78,8.75,1.28,0.28,10,589.23
44314.46,9.58,8.94,1.23,0.39,10,589.33
44314.5,9.22,8.73,1.42,0.4,9.96,589.36
44314.54,9.04,8.18,1.49,0.47,9.92,588.99
44314.58,8.87,7.93,1.42,0.46,10,588.72
44314.62,8.25,7.7,1.12,0.59,10,588.27
44314.67,8.8,7.67,0.85,0.31,9.9,588.06
44314.71,9.17,7.75,0.62,3.01,10,587.75
44314.75,7.52,7.08,0.11,0.65,10,588.06
44314.79,7.83,7.01,0.46,2.09,10,588.07
44314.83,8.23,6.84,0.72,2.06,10,588.46
44314.88,8.44,6.57,1.14,1.21,9.92,588.67
44314.92,8.06,6.27,1.05,0.96,9.66,588.95
44314.96,6.67,5.53,1.13,0.71,9.92,588.96
44315,7.09,5.32,1.66,0.54,10,588.82
44315.04,6.72,4.84,2.03,0.42,9.76,588.74
44315.08,6.79,4.64,2.14,0.31,9.67,588.41
44315.12,6.37,4.25,2.26,0.24,9.57,587.89
44315.17,5.6,3.7,2.33,0.17,9.15,587.41
44315.21,5.51,3.38,2.32,0.11,4.94,587.14
44315.25,6.24,4.29,2.2,0.12,7.68,587
44315.29,6.13,4.6,2.43,0.09,7.08,587
44315.33,6.76,5.87,2.41,0.07,6.24,587.18
44315.38,8.23,7.58,2.11,0.2,5,587.2
44315.42,14.42,7.98,1.88,0.3,0.18,587.37
44315.46,15.46,7.33,1.55,0.49,0,587.33
44315.5,15.79,7.33,1.31,0.86,0,587.12
44315.54,19.83,7.21,1.05,1.17,0.81,586.48
44315.58,19.77,6.89,1.11,1.5,3.02,585.91
44315.62,19.42,6.62,1.17,1.59,3.43,585.32
44315.67,20.95,5.81,0.94,1.51,4.06,584.76
44315.71,20.86,5.75,0.92,2.01,4.11,584.34
44315.75,17.25,5.07,1.06,2.51,2.81,583.88
44315.79,17.24,7.26,0.84,2.53,1.06,584
44315.83,18.37,3.32,0.97,1.88,0.89,584.06
44315.88,17.79,2.86,1.05,0.34,0.56,584.32
44315.92,16.49,2.69,1.47,0.28,0.9,584.75
44315.96,13.02,2.92,1.45,0.07,0.88,585.03
44316,12.47,2.63,1.51,3.12,0,584.97
44316.04,11.22,2.34,1.57,3.1,4.96,584.88
44316.08,10.56,2.22,1.79,3.12,8.56,584.62
44316.12,9.93,2,2.04,3.14,6.12,584.3
44316.17,8.44,2.06,2.21,3.13,3.6,583.89
44316.21,8.04,1.69,2.28,3.13,7.06,583.55
44316.25,9.12,2.2,2.43,0.02,0.72,583.4
44316.29,9.34,2.58,2.42,3.13,2.85,583.83
44316.33,11.26,4.2,1.99,3.14,4.02,584.19
44316.38,13.09,6.17,1.49,0.19,3.25,584.28
44316.42,20.14,4.93,1.32,0.46,3.19,584.64
44316.46,20.13,6.09,1.06,0.66,4.39,584.53
44316.5,20.02,7.09,0.64,1.05,7.09,584.21
44316.54,23.61,7.19,0.52,2.4,8.96,584.05
44316.58,22.99,8.2,0.95,0.49,8.9,583.73
44316.62,22.14,9.59,1.71,0.53,9.06,583.24
44316.67,20,10.82,1.43,3.1,9.51,583.54
44316.71,20.47,11.78,1.61,0.32,9.42,583.46
44316.75,15.79,10.94,1.63,0.07,8.52,583.38
44316.79,16.19,11.58,1.34,0.8,9.48,583.76
44316.83,16.6,11.75,1.44,2.57,9.8,584.74
44316.88,17.12,12.58,0.75,2.96,9.99,584.63
44316.92,16.65,12.71,1.1,2.43,9.89,585.19
44316.96,13.57,11.78,0.85,2.58,9.84,585.46
44317,13.41,11.67,0.8,2.94,9.9,585.63
44317.04,12.71,11.31,1.08,3.02,9.62,585.64
44317.08,12.98,11.2,1.17,2.99,9.9,585.21
44317.12,12.94,11.17,1.37,3.02,9.62,584.92
44317.17,11.7,10.44,1.5,3.02,9.84,584.51
44317.21,11.61,10.27,1.56,3.03,9.68,584.47
44317.25,10.56,8.1,1.48,3.03,9.64,584.34
44317.29,11.2,8.26,1.38,2.97,9.3,584.77
44317.33,11.57,9.75,1.27,3.08,8.92,585.11
44317.38,12.94,9.22,0.91,0.54,9.6,585.44
44317.42,19.42,8.52,0.99,1.33,9.66,585.4
44317.46,19.76,8.36,1.27,1.66,8.99,585.29
44317.5,19.88,8.82,1.45,1.86,9.32,585.03
44317.54,23.06,9.36,1.7,1.95,9.46,584.56
44317.58,23.05,9.99,1.78,2.09,9.54,583.87
44317.62,22.45,10.28,1.58,2.31,9.7,583.17
44317.67,20.64,10.4,1.3,3.02,9.49,582.6
44317.71,19.66,11.66,0.48,0.88,9.94,582.68
44317.75,16.98,9.26,1.16,1.74,9.9,582.67
44317.79,16.95,11.03,0.77,1.51,9.94,582.95
44317.83,18.06,10.73,0.38,0.15,9.05,583.09
44317.88,18.16,10.65,0.95,3.12,7.01,583.16
44317.92,17.45,10.9,1.06,0.06,7.71,583.46
44317.96,14.65,10.52,1.16,0.14,8.67,583.77
44318,14.49,10.15,1.44,0.11,9.34,583.76
44318.04,13.68,9.83,1.82,0.29,9.6,583.5
44318.08,13.53,9.23,1.98,0.34,6.67,582.86
44318.12,13.5,8.71,1.92,0.25,2.6,582.42
44318.17,13.09,8.39,1.64,0.12,3.23,582.21
44318.21,13.41,8.03,1.38,0.02,3.14,582.38
44318.25,13.45,7.35,1.37,0.33,2.35,582.6
