$ XILUODU,segment222的宽度是根据深泓线数据确定的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西溪河,,,,牛栏江,,,,,,,,,,,,,,,金阳河,,,,,,,,,,,,美姑河,,,,,,,,,,,,,,,,,,西苏角河,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEG: I,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,,,,,,,,,,,,,,,,,,,,,,,
0.5,0,282.13,133.04,181.69,190.91,160.21,172.97,184.47,164.5,184.47,177.14,175.37,202.91,224.27,251.43,241.32,185.86,272.78,232.48,252.69,285.67,255.6,228.44,276.19,228.31,181.56,189.27,277.33,290.47,327.62,349.1,239.81,375.63,376.39,426.04,367.04,376.01,394.2,402.04,363.37,467.48,330.78,313.97,365.14,599.77,657.13,468.75,622.01,458.26,521.31,525.35,522.82,494.14,449.04,449.67,414.92,488.84,404.18,360.72,424.4,468.87,554.03,454.85,367.8,322.56,377.9,779.56,665.98,483.15,417.83,414.42,523.2,717.15,514.61,343.79,562.37,409.62,548.73,525.22,664.59,490.61,680.25,488.2,670.9,553.91,893.78,823.28,609.37,552.52,547.21,690.87,485.93,806.98,908.44,729.65,712.22,784.99,753.28,524.09,717.15,551.88,426.67,690.23,768.19,546.96,707.54,811.15,1146.35,1170.35,1070.16,1103.77,945.96,804.7,1276.11,817.09,921.32,1051.46,953.79,751.01,753.15,1069.15,965.8,801.42,718.79,627.82,701.1,654.73,863.46,1195.5,542.16,582.21,669.39,703.75,855.12,599.77,814.81,712.98,1222.41,890.75,1184.88,1026.32,814.56,830.73,826.44,712.47,731.93,675.07,791.19,767.94,877.99,715.88,757.07,788.91,829.22,857.77,867.12,927.64,774.89,1052.72,1518.94,1498.85,849.3,658.39,713.73,1411.42,1587.55,1188.67,1062.2,917.03,913.99,960.87,966.18,917.78,752.9,1451.22,1125.12,1374.15,996.75,908.81,716.13,843.24,797.5,989.8,1069.27,953.67,925.87,1096.19,928.15,806.6,1288.36,1169.72,763.64,934.08,1498.98,1526.02,1694.19,1813.08,1412.18,1098.59,683.41,870.4,872.17,797.25,981.72,1387.67,925.24,1421.66,1060.05,949.12,1059.29,1176.67,1071.55,935.73,708.55,1001.43,1094.92,1282.68,1047.16,791.82,891.76,741.78,612.8,0,0,92.23,138.1,0,0,178.65,146.94,139.11,225.66,250.29,280.49,244.86,242.59,285.8,324.84,303.36,175.62,329.01,0,0,0,0,0,95.14,167.79,220.35,218.45,219.09,198.11,334.31,0,0,0,92.36,295.02,197.61,278.97,321.81,268.99,421.87,347.45,437.29,461.8,591.05,523.58,518.15,409.62,505.01,0,0,0,0,178.15,250.55,226.54,339.37,349.85,520.68,428.7,708.68,0,,590.5,28,,,,,,,,,,,,,,,,,,,,
0.5,0,282.13,133.04,181.69,190.91,160.21,172.97,184.47,159.7,184.47,176.63,175.37,202.91,224.27,251.43,241.32,185.86,261.92,232.48,252.69,285.67,255.6,228.44,276.19,228.31,181.56,189.27,277.33,290.47,327.62,349.1,239.81,359.46,376.39,426.04,367.04,376.01,394.2,402.04,363,467.48,330.78,313.97,362.36,599.77,651.95,468.49,622.01,458.26,513.47,522.07,522.82,494.14,449.04,444.99,414.92,488.84,399.89,360.72,424.4,468.87,534.2,451.19,367.8,322.56,377.9,779.56,658.27,479.49,417.83,409.49,523.2,705.4,511.45,343.79,562.37,409.62,548.73,518.53,664.59,490.61,678.48,488.2,670.9,553.91,893.78,816.45,609.37,547.97,547.21,690.87,485.93,806.98,908.44,721.32,712.22,784.99,753.28,524.09,712.47,551.88,419.35,685.18,768.19,546.96,703.75,811.15,1146.35,1162.39,1070.16,1103.77,945.96,800.28,1276.11,817.09,921.32,1051.46,948.11,722.83,753.15,1050.83,965.8,787.14,718.79,627.82,694.02,646.64,863.46,1190.82,533.82,582.21,662.69,695.54,855.12,599.77,810.39,712.98,1210.15,890.75,1184.88,1026.32,814.56,830.73,817.21,712.47,731.93,675.07,784.49,767.94,877.99,715.88,757.07,784.36,829.22,857.77,867.12,925.11,774.89,1052.72,1518.94,1498.85,849.3,658.39,713.73,1402.58,1585.4,1188.67,1062.2,917.03,907.17,953.67,966.18,909.19,752.9,1400.43,1118.17,1374.15,996.75,902.88,716.13,843.24,797.5,989.8,1069.27,953.67,925.87,1091.39,928.15,806.6,1288.36,1169.72,760.23,934.08,1498.98,1526.02,1694.19,1813.08,1412.18,1098.59,683.41,870.4,872.17,797.25,981.72,1387.67,925.24,1421.66,1060.05,945.45,1059.29,1176.67,1071.55,935.73,708.55,1001.43,1094.92,1278.38,1047.16,791.82,891.76,741.78,612.8,0,0,92.23,138.1,0,0,178.65,146.94,139.11,225.66,250.29,280.49,234.63,242.59,278.85,324.84,303.36,173.6,316.88,0,0,0,0,0,95.14,167.79,220.35,218.45,219.09,198.11,334.31,0,0,0,84.65,295.02,197.61,278.97,313.85,268.99,421.87,347.45,434.38,461.8,591.05,523.58,515.75,406.21,505.01,0,0,0,0,178.15,250.55,226.54,339.37,342.78,520.68,428.7,708.68,0,,590,29,,,,,,,,,,,,,,,,,,,,
0.5,0,272.4,133.04,181.69,190.91,160.21,172.97,184.47,159.7,184.47,176.63,175.37,202.91,213.91,244.1,236.4,185.86,261.92,232.48,252.69,285.67,255.6,218.07,273.16,228.31,181.56,181.81,277.33,290.47,327.37,349.1,239.81,359.46,376.39,409.74,367.04,376.01,394.2,402.04,363,467.48,330.78,313.97,362.36,599.77,645.25,468.49,617.33,458.26,513.47,515.75,516.76,487.83,443.86,438.3,404.44,488.84,399.89,360.72,424.4,468.87,523.58,451.19,365.9,314.98,372.22,770.59,658.27,479.49,417.83,405.32,518.4,705.4,511.45,340.13,562.37,409.62,548.73,518.53,664.59,490.61,678.48,488.2,666.61,553.91,893.78,816.45,609.37,547.97,547.21,690.87,485.93,791.31,905.15,721.32,712.22,784.99,753.28,524.09,712.47,551.88,418.71,685.18,768.19,546.96,703.75,803.82,1146.35,1162.39,1053.61,1103.77,945.96,800.28,1276.11,817.09,921.32,1045.52,942.17,722.83,753.15,1050.83,965.8,783.35,718.79,615.94,687.2,646.64,863.46,1190.82,533.82,582.21,662.69,695.54,842.73,592.82,810.39,712.98,1210.15,890.75,1184.88,1026.32,814.56,830.73,817.21,712.47,726.5,675.07,784.49,767.94,877.99,715.88,757.07,784.36,829.22,849.18,854.99,911.47,774.89,1052.72,1510.35,1493.55,849.3,652.46,713.73,1402.58,1585.4,1181.09,1062.2,917.03,897.95,953.67,958.59,909.19,752.9,1398.54,1110.97,1374.15,996.75,902.88,714.24,843.24,797.5,985.63,1069.27,953.67,925.87,1091.39,928.15,799.78,1281.92,1169.72,760.23,934.08,1483.69,1526.02,1684.08,1813.08,1412.18,1098.59,671.66,870.4,872.17,789.67,981.72,1382.74,912.35,1421.66,1060.05,945.45,1059.29,1174.27,1071.55,935.73,708.55,1001.43,1094.92,1278.38,1047.16,783.6,886.7,741.78,612.8,0,0,92.23,138.1,0,0,178.65,146.94,139.11,223.51,241.2,280.49,234.63,242.59,278.85,324.84,303.36,173.6,316.88,0,0,0,0,0,95.14,167.79,220.35,218.45,219.09,198.11,322.94,0,0,0,77.7,290.35,197.61,275.06,313.85,268.99,421.87,347.45,434.38,461.8,584.99,523.58,515.75,406.21,505.01,0,0,0,0,178.15,241.2,226.54,339.37,342.78,520.04,428.7,708.68,0,,589.5,30,,,,,,,,,,,,,,,,,,,,
0.5,0,221.99,133.04,181.69,185.6,160.21,172.97,184.47,159.7,182.82,174.23,175.37,202.91,203.8,240.31,236.4,185.86,251.81,232.48,252.69,285.67,255.6,218.07,273.16,225.66,181.56,181.81,277.33,290.47,327.37,349.1,229.83,353.39,376.39,409.74,367.04,376.01,394.2,392.18,363,467.48,329.01,313.97,362.36,590.42,645.25,468.49,617.33,458.26,513.47,515.75,506.78,487.83,440.07,438.3,404.44,482.9,399.89,360.72,413.03,468.87,510.19,451.19,365.9,314.98,364.01,770.59,658.27,479.49,412.78,405.32,512.34,693.77,511.45,340.13,562.37,409.62,542.28,518.53,650.18,489.59,678.48,480.62,666.61,553.91,893.78,816.45,609.37,547.97,547.21,690.87,485.93,791.31,905.15,721.32,712.22,784.99,747.34,524.09,712.47,551.88,418.71,685.18,768.19,546.96,703.75,803.82,1146.35,1162.39,1053.61,1099.72,939.26,794.22,1268.27,817.09,921.32,1045.52,942.17,722.83,747.85,1050.83,951.01,783.35,718.79,615.94,687.2,646.64,863.46,1185.26,533.82,582.21,662.69,695.54,830.23,592.82,810.39,712.98,1210.15,890.75,1184.88,1026.32,814.56,819.74,817.21,712.47,726.5,675.07,784.49,760.36,877.99,715.88,757.07,784.36,829.22,848.93,849.18,911.47,774.89,1040.59,1510.35,1493.55,847.41,652.46,713.73,1402.58,1585.4,1181.09,1053.73,917.03,891.5,953.67,947.86,909.19,752.9,1398.54,1110.97,1368.09,996.75,902.88,714.24,843.24,792.57,985.63,1069.27,953.67,923.34,1091.39,920.31,799.78,1274.46,1169.72,760.23,934.08,1483.69,1526.02,1684.08,1809.04,1412.18,1088.73,671.66,870.4,872.17,789.67,981.72,1382.74,912.35,1421.66,1060.05,945.45,1059.29,1174.27,1071.55,935.73,701.1,1001.43,1094.92,1271.81,1027.58,783.6,880.39,741.78,612.8,0,0,92.23,138.1,0,0,178.65,145.3,139.11,223.51,241.2,273.67,227.93,242.59,278.85,319.53,303.36,173.6,316.88,0,0,0,0,0,95.14,167.79,217.95,208.47,219.09,198.11,322.94,0,0,0,77.7,280.49,197.61,275.06,313.85,268.99,421.87,347.45,427.94,461.8,584.99,521.81,512.34,406.21,505.01,0,0,0,0,174.23,241.2,226.54,339.37,342.78,520.04,418.46,708.68,0,,589,31,,,,,,,,,,,,,,,,,,,,
0.5,0,221.99,121.55,181.69,176.38,160.21,172.97,184.47,159.7,182.82,174.23,175.37,202.91,203.8,240.31,236.4,185.86,251.81,232.48,242.33,285.67,255.6,218.07,264.82,225.66,181.56,181.81,277.33,280.49,327.37,349.1,229.83,353.39,376.39,404.56,349.85,376.01,394.2,392.18,352.51,467.48,329.01,313.97,354.78,590.42,640.45,468.49,613.54,458.26,513.47,515.75,506.78,482.27,434.76,438.3,398.88,482.9,399.89,360.72,413.03,468.87,501.6,444.62,365.9,314.98,364.01,770.59,658.27,479.49,412.78,405.32,512.34,693.77,511.45,340.13,555.55,409.62,542.28,518.53,650.18,489.59,678.48,480.62,666.61,553.91,874.2,809.63,609.37,547.97,529.52,690.87,485.93,791.31,905.15,713.61,712.22,784.99,747.34,524.09,712.47,539.38,418.71,685.18,768.19,546.96,684.3,803.82,1146.35,1155.32,1053.61,1092.14,939.26,794.22,1250.46,817.09,916.27,1045.52,942.17,704.76,740.65,1045.9,951.01,783.35,716.39,609.12,687.2,646.64,863.46,1185.26,533.82,582.21,662.69,695.54,830.23,592.82,810.39,712.98,1202.82,880.13,1172.88,1026.32,814.56,819.74,808.12,704.51,726.5,670.9,778.68,760.36,871.42,715.88,757.07,784.36,821.63,848.93,849.18,911.47,770.84,1040.59,1510.35,1493.55,828.46,652.46,706.53,1402.58,1585.4,1181.09,1048.17,917.03,891.5,953.67,947.86,909.19,749.24,1362.4,1110.97,1368.09,985.63,902.88,714.24,836.04,792.57,985.63,1069.27,953.67,923.34,1091.39,920.31,799.78,1274.46,1153.8,759.6,934.08,1483.69,1519.83,1677.64,1798.04,1405.61,1088.73,671.66,870.4,872.17,789.67,974.89,1382.74,905.02,1414.58,1060.05,945.45,1059.29,1169.47,1071.55,935.73,701.1,1001.43,1094.92,1271.81,1027.58,783.6,880.39,741.78,612.8,0,0,92.23,138.1,0,0,178.65,145.3,139.11,223.51,241.2,273.67,227.93,242.59,274.8,312.33,303.36,173.6,316.88,0,0,0,0,0,95.14,167.79,217.95,208.47,219.09,198.11,316.88,0,0,0,77.7,280.49,197.61,275.06,313.85,268.99,421.87,347.45,427.94,461.8,584.99,521.81,512.34,406.21,505.01,0,0,0,0,171.58,241.2,226.54,334.19,338.1,520.04,415.3,708.68,0,,588.5,32,,,,,,,,,,,,,,,,,,,,
0.5,0,221.99,121.55,171.58,176.38,140.37,172.97,184.47,159.7,182.82,174.23,168.17,192.81,203.8,229.45,236.4,185.86,251.81,232.48,242.33,280.36,255.6,218.07,264.82,225.66,181.56,181.81,277.33,280.49,317.26,349.1,229.57,353.39,376.39,404.56,349.85,376.01,384.73,392.18,352.51,467.48,319.53,309.93,354.78,590.42,634.64,466.73,613.54,454.22,505.51,515.75,498.94,482.27,434.76,432.11,394.33,482.9,399.89,360.72,413.03,460.16,499.83,444.62,365.27,314.98,364.01,770.59,650.43,479.49,412.78,397.61,512.34,685.94,507.92,338.74,555.55,400.27,542.28,518.53,650.18,489.59,671.91,480.62,666.61,553.91,874.2,801.67,597.12,547.97,529.52,679.62,485.93,791.31,905.15,708.05,712.22,777.29,747.34,524.09,706.79,539.38,418.71,685.18,764.27,546.96,684.3,803.82,1146.35,1149.13,1050.32,1092.14,933.33,794.22,1246.16,817.09,916.27,1045.52,934.34,704.76,740.65,1038.7,951.01,777.79,708.05,609.12,679.37,646.64,863.46,1185.26,533.82,582.21,662.69,686.57,830.23,585.74,810.39,712.98,1202.82,880.13,1172.88,1017.73,806.98,812.79,808.12,704.51,726.5,670.9,768.82,760.36,871.42,715.88,748.1,783.48,821.63,848.93,846.27,911.47,770.84,1040.59,1510.35,1481.55,828.46,645.63,703.88,1402.58,1569.99,1181.09,1048.17,906.41,891.5,946.59,947.86,909.19,749.24,1356.59,1110.97,1368.09,985.63,888.22,714.24,836.04,784.11,979.44,1069.27,947.98,917.28,1083.8,920.31,799.78,1274.46,1153.8,759.6,934.08,1483.69,1519.83,1669.68,1792.61,1401.19,1088.73,671.66,870.4,872.17,789.67,974.89,1374.28,891.25,1414.58,1060.05,935.73,1059.29,1169.47,1071.55,930.55,697.06,1001.43,1094.92,1271.81,1027.58,783.6,880.39,741.78,612.8,0,0,84.78,138.1,0,0,172.21,145.3,139.11,223.51,237.41,266.84,227.93,242.59,274.8,312.33,300.58,168.17,316.88,0,0,0,0,0,86.8,167.79,209.36,208.47,219.09,198.11,316.88,0,0,0,77.7,280.49,195.59,275.06,310.43,268.99,421.87,341.26,427.94,461.8,584.99,521.81,512.34,406.21,494.9,0,0,0,0,171.58,241.2,226.54,334.19,338.1,515.5,415.3,708.68,0,,588,33,,,,,,,,,,,,,,,,,,,,
0.5,0,221.99,121.55,171.58,176.38,140.37,172.97,184.47,159.7,176.63,174.23,166.4,184.09,203.8,229.45,236.4,185.86,251.81,216.56,242.33,272.28,255.6,218.07,264.82,225.66,181.56,174.49,269.62,280.49,313.47,342.27,229.57,353.39,376.39,404.56,349.85,376.01,374.87,392.18,352.51,467.48,319.53,309.93,354.78,590.42,634.64,457.76,613.54,454.22,505.51,508.29,498.94,476.96,430.97,432.11,394.33,475.44,393.19,358.7,413.03,460.16,499.83,433.88,365.27,308.29,364.01,770.59,650.43,459.27,412.78,397.61,512.34,677.22,507.92,338.74,555.55,399,542.28,518.53,646.39,489.59,667.37,480.62,666.61,553.91,874.2,794.47,597.12,537.35,529.52,679.62,485.93,791.31,905.15,708.05,712.22,777.29,747.34,524.09,706.79,539.38,418.71,676.84,764.27,546.96,684.3,803.82,1137.76,1149.13,1050.32,1092.14,933.33,786.51,1243.76,817.09,906.54,1040.59,919.68,704.76,740.65,1032.38,951.01,777.79,708.05,609.12,679.37,646.64,855.87,1185.26,533.82,576.14,657.13,686.57,825.17,585.74,810.39,712.98,1202.82,880.13,1172.88,1017.73,798.77,812.79,803.69,704.51,726.5,662.06,763.89,760.36,871.42,715.88,748.1,783.48,821.63,848.93,846.27,911.47,770.84,1035.54,1503.53,1481.55,828.46,645.63,703.88,1394.37,1569.99,1167.45,1048.17,906.41,891.5,946.59,943.81,901.49,744.31,1344.71,1103.77,1360.76,985.63,888.22,708.3,836.04,784.11,979.44,1069.27,947.98,917.28,1078.37,920.31,799.78,1274.46,1153.8,759.6,926,1483.69,1512.37,1663.11,1792.61,1401.19,1088.73,666.73,870.4,866.61,789.67,974.89,1365.81,882.53,1414.58,1053.1,935.73,1051.08,1162.27,1064.6,930.55,697.06,996.25,1094.92,1270.17,1027.58,783.6,880.39,741.78,612.8,0,0,84.78,138.1,0,0,172.21,145.3,139.11,223.51,237.41,266.84,221.11,242.59,274.8,312.33,289.46,168.17,303.74,0,0,0,0,0,86.8,167.79,209.36,208.47,219.09,198.11,316.88,0,0,0,77.7,280.49,195.59,267.35,303.49,261.29,414.92,341.26,427.94,449.8,584.99,514.74,512.34,398.88,494.9,0,0,0,0,171.58,241.2,221.49,334.19,338.1,515.5,415.3,697.56,0,,587.5,34,,,,,,,,,,,,,,,,,,,,
0.5,0,202.03,121.55,171.58,176.38,140.37,158.44,184.47,159.7,176.63,174.23,166.4,184.09,203.8,229.45,236.4,185.86,251.81,216.56,236.4,272.28,255.6,218.07,264.82,225.66,181.56,174.49,269.62,280.49,313.47,342.27,229.57,353.39,376.39,404.56,349.85,357.31,374.87,392.18,352.51,456.62,319.53,309.93,354.78,590.42,634.64,457.76,613.54,454.22,505.51,508.29,498.94,476.96,430.97,432.11,394.33,475.44,392.43,353.65,413.03,460.16,499.83,433.88,365.27,308.29,364.01,770.59,650.43,459.27,412.78,397.61,512.34,677.22,507.92,336.84,555.55,399,539.75,510.82,646.39,483.02,667.37,475.7,662.69,552.26,868.64,794.47,597.12,537.35,529.52,679.62,485.93,791.31,902.12,703.75,712.22,771.6,747.34,524.09,706.79,539.38,411.13,676.84,754.17,546.96,684.3,803.82,1124.99,1139.14,1050.32,1092.14,926.63,782.47,1243.76,810.52,899.21,1027.08,919.68,704.76,740.65,1032.38,951.01,777.79,708.05,609.12,679.37,646.64,855.87,1185.26,526.87,569.45,651.32,686.57,825.17,585.74,810.39,706.03,1202.82,880.13,1172.88,1010.52,798.77,808.49,803.69,704.51,711.08,662.06,753.53,759.47,871.42,711.46,742.04,775.14,821.63,837.43,836.92,901.87,770.84,1035.54,1495.32,1481.55,828.46,645.63,703.88,1394.37,1569.99,1167.45,1048.17,903,891.5,946.59,943.81,901.49,744.31,1344.71,1103.77,1360.76,982.47,888.22,708.3,834.9,784.11,971.86,1069.27,947.98,912.23,1078.37,912.35,793.59,1274.46,1153.8,759.6,926,1483.69,1512.37,1654.51,1792.61,1401.19,1088.73,666.73,870.4,866.61,789.67,974.89,1365.81,879.25,1404.85,1053.1,935.73,1051.08,1162.27,1063.21,930.55,697.06,996.25,1094.92,1263.85,1016.21,783.6,880.39,741.78,612.8,0,0,84.78,138.1,0,0,172.21,145.3,136.08,221.11,237.41,266.84,221.11,236.9,274.8,312.33,289.46,168.17,303.74,0,0,0,0,0,86.8,164,209.36,207.46,219.09,193.31,316.88,0,0,0,77.7,280.49,195.59,267.35,303.49,261.29,407.34,330.4,420.23,449.8,574.75,514.74,512.34,398.88,494.9,0,0,0,0,171.58,241.2,221.49,334.19,326.23,510.32,415.3,697.56,0,,587,35,,,,,,,,,,,,,,,,,,,,
0.5,0,181.43,121.55,161.47,158.44,140.37,158.44,174.36,153.76,170.19,174.23,166.4,184.09,203.8,219.72,231.34,185.86,251.81,216.56,236.4,262.04,253.07,218.07,264.82,218.07,181.56,174.49,269.62,280.49,313.47,342.27,229.57,345.43,376.39,394.46,349.85,357.31,374.87,378.54,352.51,456.62,319.53,309.93,354.78,590.42,634.64,457.76,613.54,454.22,505.51,502.86,490.23,476.96,426.29,432.11,387.38,475.44,392.43,353.65,404.56,454.72,495.28,433.88,360.09,308.29,364.01,770.59,650.43,451.94,412.78,394.33,512.34,663.2,507.92,336.84,555.55,399,539.75,510.82,646.39,483.02,662.06,475.7,651.19,552.26,868.64,787.9,597.12,530.91,519.92,679.62,485.93,791.31,894.54,703.75,702.87,771.6,743.55,517.14,706.79,539.38,411.13,666.48,754.17,540.26,684.3,803.82,1122.09,1139.14,1042.74,1079.26,918.29,782.47,1243.76,802.81,899.21,1027.08,919.68,704.76,740.65,1032.38,951.01,777.79,703.88,609.12,675.32,646.64,848.42,1170.86,526.87,569.45,651.32,686.57,825.17,585.74,803.69,706.03,1197.39,880.13,1172.88,1010.52,798.77,808.49,803.69,704.51,711.08,662.06,753.53,759.47,860.17,711.46,742.04,775.14,821.63,837.43,836.92,901.87,765.03,1035.54,1495.32,1471.31,826.31,645.63,703.88,1394.37,1569.99,1167.45,1048.17,903,877.73,946.59,943.81,901.49,744.31,1344.71,1103.77,1351.66,982.47,888.22,708.3,834.9,784.11,971.86,1069.27,947.98,912.23,1078.37,912.35,793.59,1269.28,1153.8,759.6,926,1483.69,1512.37,1646.93,1789.45,1387.67,1088.73,662.56,867.75,866.61,789.67,973.38,1365.81,879.25,1404.85,1053.1,935.73,1051.08,1162.27,1063.21,930.55,697.06,996.25,1076.22,1255.38,1009.51,769.45,880.39,731.17,612.8,0,0,84.78,138.1,0,0,172.21,145.3,136.08,210.37,237.41,266.84,221.11,236.9,262.8,312.33,289.46,168.17,303.74,0,0,0,0,0,86.8,164,209.36,207.46,219.09,193.31,309.93,0,0,0,66.58,280.49,195.59,267.35,303.49,261.29,407.34,330.4,420.23,449.8,574.75,514.74,504.12,398.88,491.24,0,0,0,0,171.58,241.2,221.49,334.19,326.23,510.32,415.3,697.56,0,,586.5,36,,,,,,,,,,,,,,,,,,,,
0.5,0,181.43,121.55,161.47,158.44,140.37,158.44,174.36,153.76,170.19,174.23,166.4,184.09,198.62,219.72,231.34,185.86,251.81,216.56,236.4,262.04,253.07,200.64,264.82,218.07,181.56,174.49,269.62,280.49,313.47,342.27,219.72,345.43,363.5,394.46,344.93,357.31,374.87,378.54,352.51,456.62,319.53,309.93,350.74,590.42,627.31,457.76,613.54,448.66,488.96,502.86,490.23,464.58,426.29,422.25,387.38,475.44,392.43,353.65,399.64,454.72,495.28,433.88,360.09,302.73,353.14,764.02,650.43,451.94,404.44,394.33,512.34,663.2,507.92,336.84,543.04,399,527.5,510.82,646.39,483.02,662.06,475.7,651.19,552.26,868.64,779.94,597.12,530.91,513.22,679.62,485.93,780.95,894.54,699.71,702.87,771.6,743.55,517.14,699.46,534.57,411.13,666.48,750.12,540.26,684.3,789.04,1122.09,1116.15,1042.74,1079.26,918.29,782.47,1243.76,802.81,899.21,1027.08,915.01,704.76,733.32,1024.55,943.81,777.79,703.88,609.12,675.32,635.78,848.42,1170.86,526.87,569.45,651.32,686.57,813.55,585.74,797.38,706.03,1197.39,869.27,1172.88,1010.52,796.11,808.49,803.69,704.51,711.08,662.06,753.53,759.47,860.17,711.46,742.04,769.96,821.63,837.43,836.92,901.87,765.03,1035.54,1485.71,1471.31,826.31,645.63,703.88,1394.37,1569.99,1163.91,1038.45,903,877.73,940.15,936.36,901.49,744.31,1335.99,1090.37,1351.66,982.47,888.22,708.3,834.9,784.11,971.86,1047.42,947.98,912.23,1078.37,912.35,793.59,1269.28,1153.8,759.6,926,1483.69,1512.37,1639.23,1781.24,1387.67,1088.73,662.56,860.04,866.61,789.67,973.38,1365.81,866.49,1404.85,1053.1,932.31,1051.08,1162.27,1063.21,930.55,697.06,996.25,1076.22,1255.38,1009.51,769.45,870.66,731.17,612.8,0,0,84.78,138.1,0,0,172.21,145.3,136.08,210.37,237.41,266.84,221.11,236.9,262.8,312.33,289.46,165.51,303.74,0,0,0,0,0,86.8,151.74,209.36,207.46,213.02,193.31,297.8,0,0,0,59.51,280.49,188.64,267.35,303.49,261.29,407.34,330.4,420.23,449.8,566.29,514.74,504.12,392.56,491.24,0,0,0,0,171.58,239.81,221.49,334.19,326.23,510.32,415.3,697.56,0,,586,37,,,,,,,,,,,,,,,,,,,,
0.5,0,111.19,113.97,161.47,158.44,140.37,158.44,174.36,138.48,170.19,174.23,166.4,184.09,188.26,212.26,231.34,185.86,251.81,216.56,236.4,262.04,253.07,200.64,264.82,218.07,181.56,166.9,258.25,280.49,313.47,342.27,219.72,345.43,360.59,394.46,338.86,357.31,374.87,373.48,349.73,456.62,319.53,304.5,350.74,584.73,627.31,457.76,605.58,448.66,488.96,496.04,490.23,464.58,422.38,422.25,387.38,475.44,392.43,351.37,399.64,454.72,487.83,433.88,360.09,302.73,353.14,764.02,631.61,451.94,404.44,394.33,498.94,643.99,499.58,332.92,543.04,399,527.5,510.82,646.39,483.02,655.11,474.94,651.19,552.26,868.64,779.94,597.12,530.91,505.39,679.62,485.93,780.95,894.54,699.71,694.15,771.6,743.55,517.14,699.46,534.57,411.13,666.48,750.12,540.26,681.77,789.04,1118.17,1116.15,1042.74,1079.26,918.29,768.44,1239.09,802.81,899.21,1027.08,907.17,696.68,733.32,1024.55,943.81,770.59,703.88,598.13,675.32,629.21,848.42,1170.86,526.87,569.45,651.32,673.05,813.55,585.74,797.38,706.03,1197.39,869.27,1162.9,1010.52,796.11,808.49,784.49,704.51,711.08,662.06,753.53,759.47,860.17,711.46,742.04,769.96,821.63,837.43,827.32,898.33,759.22,1028.34,1485.71,1471.31,826.31,645.63,694.15,1380.97,1559.5,1163.91,1038.45,899.09,877.73,940.15,936.36,901.49,744.31,1335.99,1082.92,1351.66,982.47,888.22,706.53,834.9,784.11,971.86,1047.42,937.87,908.44,1078.37,912.35,793.59,1258.54,1153.8,759.6,926,1483.69,1512.37,1628.74,1781.24,1376.93,1088.73,662.56,860.04,866.61,783.35,973.38,1357.73,866.49,1404.85,1053.1,932.31,1051.08,1147.86,1063.21,930.55,697.06,996.25,1076.22,1255.38,1009.51,769.45,863.71,731.17,612.8,0,0,84.78,138.1,0,0,172.21,137.59,130.9,210.37,232.6,264.32,221.11,236.9,260.02,312.33,289.46,165.51,303.74,0,0,0,0,0,86.8,151.74,209.36,207.46,213.02,193.31,297.8,0,0,0,59.51,273.04,188.64,257.75,303.49,261.29,407.34,330.4,420.23,449.8,566.29,514.74,504.12,392.56,491.24,0,0,0,0,171.58,239.81,221.49,333.43,326.23,510.32,415.3,697.56,0,,585.5,38,,,,,,,,,,,,,,,,,,,,
