$ XILUODU,segment222的宽度是根据深泓线数据确定的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西溪河,,,,牛栏江,,,,,,,,,,,,,,,金阳河,,,,,,,,,,,,美姑河,,,,,,,,,,,,,,,,,,西苏角河,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEG: I,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,69.62,70.63,90.34,120.79,90.34,131.15,94.63,120.41,93.62,115.73,111.19,141.26,117.63,168.42,141.51,161.72,184.47,176.25,166.4,229.83,203.55,160.71,90.34,186.11,201.4,243.72,251.3,177.77,276.32,301.97,316.25,266.59,301.46,284.03,289.84,272.15,274.43,262.55,277.84,295.65,456.11,559.46,399.89,539.63,379.93,403.93,325.6,393.95,317.76,341.39,361.1,306.01,401.53,362.74,288.7,299.57,369.94,401.91,384.35,326.23,245.49,287.82,714.11,522.82,364.76,365.77,323.45,441.58,463.69,407.6,302.35,517.52,366.41,421.49,443.35,606.84,440.07,608.23,365.52,563.51,524.72,734.2,627.19,508.93,464.07,336.08,591.68,444.36,710.45,818.22,492.5,607.1,634.26,663.2,470.9,619.73,440.57,367.42,588.9,710.2,469.63,578.67,693.9,850.95,973.38,851.96,931.94,752.65,684.3,1128.53,735.21,786.89,901.99,772.23,635.78,655.11,845.14,876.85,674.19,653.72,534.7,587.64,572.23,749.24,1078.5,458.26,506.78,583.6,609.88,658.77,509.3,743.8,607.48,1121.08,818.73,1106.93,932.82,722.2,720.68,678.1,640.71,665.72,630.47,666.73,717.65,787.77,678.74,636.41,673.3,760.61,756.82,759.35,825.68,689.98,970.98,1380.21,1262.84,779.43,622.76,608.23,1301.5,1414.2,1055.12,940.02,844.25,771.85,870.53,864.34,846.02,692.63,1231.38,995.61,1275.35,935.98,814.94,642.6,776.53,714.24,862.19,972.62,872.3,884.05,987.91,849.43,756.31,1166.69,1083.17,711.71,838.57,1189.68,1433.66,1462.85,1654.01,1190.95,1054.24,594.46,814.31,806.6,715.76,942.68,1174.52,680.38,1340.92,1008.88,897.7,981.46,1079.64,965.92,920.56,663.7,932.95,1025.43,1142.18,869.39,701.23,791.19,714.37,612.8,0,0,51.42,105.5,0,0,104.36,93.62,118.39,156.42,156.92,196.85,121.8,191.79,168.67,252.57,239.55,128.12,244.99,0,0,0,0,0,0,90.21,146.31,169.68,186.49,160.84,256.23,0,0,0,0,75.68,143.91,191.42,227.55,216.43,338.61,296.92,359.2,364.51,508.04,462.68,466.47,349.73,446.76,0,0,0,0,57.74,204.81,186.74,299.95,293.63,447.39,360.09,667.37,0,,568,55,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,59.38,70.63,80.74,103.35,80.23,111.56,84.27,109.54,83.64,115.73,90.97,131.27,117.63,158.44,131.4,161.72,184.47,176.25,160.46,229.83,203.55,160.71,89.58,179.67,171.58,243.72,231.34,177.77,271.77,293.88,302.98,266.59,301.46,273.79,289.84,272.15,259.52,262.04,277.84,288.32,449.54,554.28,399.89,532.17,373.48,390.54,325.6,380.18,309.93,326.99,352.76,294.01,379.55,357.69,272.4,295.53,358.83,401.91,377.02,316.75,245.49,287.82,706.03,516.25,353.77,362.24,323.45,422.63,443.23,397.61,302.35,511.96,358.07,408.61,435.27,599.9,433.5,600.02,355.16,549.36,523.58,696.42,598.51,501.85,451.69,336.08,586,444.36,707.54,798.64,492.5,585.24,627.06,656.75,470.9,604.32,429.07,351.88,579.68,710.2,460.03,558.71,667.49,840.97,924.61,799.27,886.96,745.45,684.3,1121.33,709.44,779.81,897.06,761.62,627.94,637.55,804.83,865.22,667.37,644.24,534.7,580.06,572.23,733.95,1069.4,453.33,506.78,583.6,594.46,488.33,509.3,734.71,599.64,1110.59,812.54,1106.93,924.23,718.03,707.04,674.69,633.63,655.24,612.78,657.76,717.65,787.77,672.55,619.23,665.6,760.61,751.39,751.26,811.02,685.56,970.98,1372.76,1252.23,766.93,622.76,608.23,1286.47,1397.52,1047.54,927.01,836.8,758.59,863.83,852.34,838.44,686.57,1219.75,988.03,1260.56,920.82,802.18,623.78,776.53,702.62,858.78,972.62,857.39,883.29,980.07,845.14,750.12,1158.1,1067.13,699.84,831.49,1189.68,1419.38,1439.72,1634.68,1181.09,1054.24,584.73,814.31,791.19,709.82,942.68,1153.55,680.38,1326.77,1008.88,893.4,963.65,1071.68,965.92,915.26,663.7,923.22,1013.81,1125.88,863.46,695.79,777.54,706.66,612.8,0,0,50.29,105.5,0,0,104.36,93.62,118.39,148.84,141.51,184.47,114.34,188.89,161.09,247.39,231.72,124.07,244.99,0,0,0,0,0,0,82.88,101.46,160.33,186.49,157.18,255.35,0,0,0,0,0,110.93,191.42,221.61,204.93,326.1,296.92,359.2,364.51,496.42,458.01,466.47,349.73,442.21,0,0,0,0,57.74,204.81,186.74,299.95,287.44,447.39,360.09,663.2,0,,566,56,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,29.82,70.63,20.22,74.42,80.23,47.13,84.27,109.54,60.77,91.85,73.28,121.17,107.65,148.46,120.79,151.74,178.91,166.02,136.33,220.73,203.55,145.93,84.02,177.64,171.58,242.21,221.11,164.5,258.51,283.14,284.66,252.57,272.28,273.67,279.99,241.7,259.52,262.04,273.41,283.02,441.2,531.04,392.05,524.72,358.07,378.28,320.54,360.34,295.15,319.03,342.15,294.01,379.55,357.69,265.33,282.26,347.83,375.63,377.02,309.8,241.95,287.82,699.84,509.81,337.47,353.9,313.72,422.63,435.27,397.61,299.06,505.51,358.07,399.26,435.27,588.15,426.42,593.45,343.66,533.56,523.58,696.42,574.63,494.65,443.98,330.65,568.18,444.36,707.54,780.7,447.39,578.16,608.49,636.66,470.9,589.66,426.29,342.02,571.59,701.86,447.39,551.38,656.75,816.08,882.53,750.38,849.94,695.54,661.93,1116.15,709.44,770.84,877.48,754.8,627.94,637.55,782.59,865.22,654.1,644.24,516,553.02,563.38,718.03,1053.1,451.44,494.9,562.37,586.63,483.28,494.27,730.66,595.98,1094.29,804.96,1095.68,917.28,718.03,698.95,662.44,621.63,655.24,608.49,652.71,716.64,787.77,656.88,611.27,655.61,736.22,746.46,741.78,811.02,684.55,957.58,1368.46,1235.55,766.93,615.94,600.02,1286.47,1381.98,1033.9,915.38,828.84,734.83,856.51,845.51,838.44,686.57,1202.7,975.4,1245.66,909.19,798.77,620.49,763.77,702.62,850.06,972.62,857.39,883.29,971.36,835.53,745.83,1144.2,1059.04,699.84,831.49,1176.29,1419.38,1429.62,1614.84,1167.95,1052.6,576.52,799.4,787.39,709.82,942.68,1146.98,663.95,1321.34,1002.18,893.4,963.65,1062.83,965.92,905.91,663.7,923.22,1004.46,1122.72,859.92,689.73,756.44,706.66,612.8,0,0,38.54,105.5,0,0,104.36,92.87,115.99,142.27,141.51,177.26,85.03,186.87,161.09,239.17,231.72,120.41,231.47,0,0,0,0,0,0,11.12,101.46,157.3,186.49,157.18,252.44,0,0,0,0,0,70,179.16,205.82,204.93,316.63,296.92,337.73,344.42,496.42,448.15,455.1,341.77,431.85,0,0,0,0,0,204.81,186.74,294.26,272.28,447.39,360.09,653.47,0,,564,57,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,50.29,0,0,35.25,27.29,67.6,89.58,60.77,91.85,62.67,111.06,102.34,138.35,120.79,151.74,171.2,156.16,129.25,202.91,203.55,145.68,84.02,156.16,170.57,231.85,221.11,164.5,245.74,272.78,272.91,242.59,272.28,252.19,279.99,240.31,259.52,262.04,273.41,283.02,433.62,526.24,385.86,512.72,341.9,360.85,308.16,350.61,286.81,298.31,334.69,280.49,365.27,357.69,255.73,282.26,338.48,369.06,358.7,303.36,241.95,273.29,688.21,496.16,321.68,353.9,309.93,413.41,408.23,384.09,295.65,499.45,351.12,386.5,422,588.15,419.47,586.76,325.72,520.42,523.58,671.03,561.61,477.34,437.16,330.65,554.03,438.8,700.72,736.6,437.67,578.16,608.49,634.01,456.87,589.66,423.77,335.07,561.74,691.75,447.39,539.38,641.72,809.38,850.44,683.03,807.74,692.38,646.01,1087.72,709.44,749.62,870.28,735.72,605.2,622.76,762,858.4,647.4,638.31,507.16,550.11,547.71,711.97,1034.4,443.23,486.18,555.04,586.63,471.02,494.27,713.99,578.54,1094.29,795.99,1080.39,917.28,691.24,696.68,662.44,615.06,633.12,605.83,645.38,701.35,778.93,644.62,606.97,650.31,736.22,740.77,735.85,811.02,684.55,944.82,1356.46,1216.6,766.93,615.94,600.02,1271.18,1381.98,1033.9,906.92,828.84,726.37,856.51,838.06,829.47,675.32,1196.25,975.4,1217.61,909.19,798.77,616.45,763.77,690.36,841.98,942.68,835.66,875.46,943.81,827.83,740.14,1137.25,1051.21,684.17,819.87,1176.29,1405.99,1411.3,1586.79,1157.97,1040.47,576.52,799.4,778.68,693.27,928.02,1122.09,663.95,1310.35,994.86,879.63,941.03,1055.25,962.76,898.45,651.45,923.22,996.5,1111.22,835.03,689.73,756.44,706.66,612.8,0,0,8.34,81.24,0,0,86.04,89.71,115.73,136.08,134.43,164.38,82.25,177.01,155.28,239.17,219.46,112.83,226.03,0,0,0,0,0,0,0,23.75,148.71,179.67,145.3,238.04,0,0,0,0,0,0,161.98,205.82,201.9,308.03,283.65,337.73,344.42,474.31,441.58,455.1,341.77,431.85,0,0,0,0,0,189.27,169.31,284.79,271.14,439.94,348.59,645.38,0,,562,58,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,19.08,16.93,67.6,81.11,40.68,81.75,42.33,100.95,93.24,138.35,110.93,131.27,169.05,145.93,129.25,195.96,175.5,137.21,84.02,156.16,170.57,221.74,206.32,164.5,228.94,272.78,272.91,232.48,258.76,252.19,269.62,231.85,252.69,262.04,254.34,266.97,403.81,501.98,385.86,503.87,336.34,360.85,292.49,342.15,275.44,297.67,334.19,280.49,360.09,355.16,249.03,264.7,329.89,369.06,355.67,303.36,240.31,273.29,679.12,496.16,321.68,346.06,290.09,399.76,384.85,375.76,295.65,487.19,351.12,377.65,422,569.7,419.47,586.76,314.23,514.23,515.87,663.95,551.63,463.19,425.66,326.99,545.44,433.24,700.72,736.6,437.67,554.41,595.22,626.43,456.87,583.09,421.87,322.94,536.09,691.75,434.51,523.46,618.47,803.44,803.95,652.33,770.59,636.79,629.33,1087.72,674.19,735.72,848.17,723.46,605.2,618.34,758.33,840.59,637.29,630.47,496.16,542.41,540.89,692.51,1022.4,441.08,486.18,555.04,567.93,462.81,484.92,713.99,568.56,1081.66,775.39,1074.46,903.38,691.24,677.6,648.41,608.11,628.7,605.83,627.82,701.35,773.75,644.62,592.19,645.76,736.22,729.78,735.85,795.61,681.14,941.41,1337.89,1202.32,743.43,614.43,600.02,1258.54,1351.16,1012.67,891.38,821,713.61,839.96,832.63,829.47,675.32,1182.48,968.07,1204.97,885.31,790.3,606.21,759.35,690.36,833.01,931.18,835.66,870.78,934.46,827.83,734.83,1120.07,1027.83,684.17,812.79,1164.92,1396.26,1411.3,1578.45,1151.4,1040.47,565.02,791.19,764.27,693.27,928.02,1122.09,656.25,1302.13,987.91,879.63,941.03,1046.66,962.76,872.81,645.51,906.03,992.96,1103.77,826.31,678.61,743.68,687.45,612.8,0,0,0,67.72,0,0,86.04,81.24,115.73,131.15,123.06,160.71,67.85,177.01,144.79,225.78,219.46,112.83,220.6,0,0,0,0,0,0,0,0,113.84,179.67,142.39,228.81,0,0,0,0,0,0,142.01,191.79,201.9,302.1,279.48,330.27,334.31,474.31,441.58,436.91,330.65,423.77,0,0,0,0,0,189.27,169.31,274.8,271.14,434.51,348.59,645.38,0,,560,59,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,40.05,81.11,40.68,81.75,42.33,90.84,93.24,100.82,99.18,121.17,148.96,120.91,129.25,149.34,169.56,128.62,76.69,148.71,160.59,201.4,199.88,160.97,215.55,242.84,247.01,232.48,258.76,252.19,256.86,231.85,232.48,240.31,232.73,266.97,387.38,495.91,379.04,480.12,317.76,343.66,292.49,326.1,275.44,286.43,326.99,279.73,340,349.98,241.83,252.44,315.49,351.12,355.41,291.36,240.31,263.05,652.96,480.75,313.97,346.06,290.09,378.79,364.76,375.76,289.46,482.77,331.16,371.21,406.96,569.7,411.51,539.75,294.77,506.02,515.87,648.03,523.33,463.19,420.23,324.46,520.93,426.8,691.62,690.49,427.43,545.57,595.22,617.33,456.87,568.44,421.87,322.94,528.89,671.28,434.51,501.98,598.63,786.51,768.7,625.04,738.25,623.65,600.4,1079.51,674.19,735.72,833.01,708.55,589.91,610.64,758.33,835.41,632.24,618.72,492.37,518.15,540.89,684.04,1022.4,432.99,470.77,545.82,567.93,459.02,484.92,702.49,568.56,1081.66,775.39,1074.46,888.47,691.24,677.6,648.41,596.23,615.94,591.18,627.82,701.35,769.58,644.62,591.56,642.1,719.8,722.71,725.61,785.37,671.28,916.77,1326.64,1194.61,743.43,614.43,600.02,1258.54,1326.9,1012.67,870.28,821,713.61,839.96,820.75,813.55,667.87,1182.48,962.89,1186.02,881.9,775.9,600.53,748.48,675.83,818.86,921.45,810.14,863.58,892.64,820.75,734.83,1105.54,1016.59,670.65,806.35,1164.92,1386.79,1411.3,1556.34,1132.7,1031.88,565.02,791.19,755.43,673.56,920.19,1100.86,594.84,1285.71,987.91,871.42,921.07,1020.5,953.92,858.28,645.51,906.03,990.43,1094.54,826.31,678.61,737.61,687.45,612.8,0,0,0,0,0,0,72.65,81.24,108.03,124.83,115.86,143.78,67.22,164.76,135.95,225.78,202.16,101.71,201.52,0,0,0,0,0,0,0,0,111.82,179.67,134.31,228.81,0,0,0,0,0,0,78.46,171.83,192.93,288.83,267.86,330.27,334.31,460.53,429.2,436.91,330.65,423.77,0,0,0,0,0,182.95,169.31,258.38,251.18,428.19,348.59,634.64,0,,558,60,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,19.84,81.11,31.46,60.27,42.33,70.12,71.64,100.82,89.2,121.17,142.27,120.91,119.15,130.26,169.56,120.66,66.84,135.44,140.12,187.12,183.08,156.67,204.93,242.84,247.01,211.5,238.42,252.19,246.63,210.12,232.48,240.31,223.76,253.96,379.04,472.54,362.11,474.18,296.03,331.79,287.06,308.29,275.44,286.43,320.42,258.89,332.55,349.98,234.88,243.85,315.49,351.12,351.24,288.32,235.64,263.05,652.96,470.9,303.49,331.91,283.4,378.79,364.76,352.89,289.46,478.1,318.02,371.21,390.41,558.83,411.51,539.75,280.49,492.25,506.15,626.55,514.86,454.22,413.66,315.11,520.93,426.8,691.62,666.99,423.14,543.17,587.89,603.18,450.3,568.44,411.13,310.43,513.73,671.28,415.18,492.88,583.34,786.51,728.26,573.36,719.8,613.41,594.46,1060.05,666.86,712.6,802.18,703.88,589.91,595.6,736.6,830.23,609.88,609.37,473.68,518.15,533.56,671.16,1004.08,432.99,463.82,530.15,561.36,456.87,472.79,696.8,549.36,1071.17,757.96,1066.5,881.4,675.2,655.99,616.45,596.23,615.94,591.18,615.06,701.35,752.27,625.8,579.17,621.5,719.8,716.89,715.12,785.37,671.28,911.85,1310.09,1182.23,734.71,605.83,592.95,1235.29,1321.34,998.65,856.25,812.29,695.79,828.2,812.54,813.55,666.99,1160.62,950.13,1174.14,839.07,775.9,593.83,748.48,675.83,815.32,904.52,810.14,863.58,892.64,820.75,725.36,1092.9,1006.23,670.65,797.5,1156.33,1374.78,1391.84,1547.12,1126.13,1024.3,565.02,786.51,746.58,673.56,913.87,1084.56,591.3,1285.71,972.37,865.86,921.07,1016.34,953.92,838.69,642.22,895.93,968.7,1061.95,799.14,660.79,730.16,687.45,588.52,0,0,0,0,0,0,58.63,38.54,108.03,107.27,108.28,131.15,61.53,164.76,135.95,219.34,202.16,101.71,191.79,0,0,0,0,0,0,0,0,84.91,153.51,128.87,222.24,0,0,0,0,0,0,0,143.91,181.18,282.76,267.86,312.71,329.01,460.53,424.15,435.27,320.67,412.9,0,0,0,0,0,174.49,163.62,251.3,244.86,428.19,340.25,634.64,0,,556,61,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,81.11,21.35,50.29,42.33,60.52,71.64,100.82,80.99,101.71,137.47,111.06,119.15,80.1,169.56,120.66,66.84,135.44,140.12,168.17,173.85,156.67,185.22,242.84,227.05,181.31,218.96,212.52,246.38,199.88,222.24,240.31,216.94,242.84,362.62,433.62,357.06,457,288.58,318.9,272.66,301.59,275.44,272.78,311.45,258.89,318.9,346.57,230.08,234.25,297.67,319.53,348.47,276.19,235.64,254.34,622.51,463.95,287.31,318.52,273.92,371.71,346.7,352.89,286.81,456.62,318.02,360.22,390.41,558.83,411.51,539.75,273.29,475.19,500.97,591.94,500.08,442.47,398.62,315.11,512.46,409.62,682.53,652.58,416.19,543.17,587.89,598.63,450.3,523.33,411.13,310.43,513.73,655.24,408.23,479.74,563.26,770.21,669.89,543.04,714.37,613.41,580.56,1053.61,629.33,704.01,787.52,700.47,584.99,582.71,736.6,830.23,595.35,609.37,473.68,495.79,525.48,665.22,1004.08,422.88,463.82,530.15,554.79,456.87,464.33,688.97,549.36,1056.64,737.99,1049.82,868.89,668,655.99,610,581.83,573.11,591.18,615.06,685.94,747.72,625.8,579.17,621.5,719.8,705.65,703.25,773.75,671.28,891,1288.49,1164.67,734.71,605.83,587.77,1235.29,1307.44,985.63,842.99,808.49,695.79,824.79,803.69,798.39,664.08,1145.71,939.39,1143.06,801.29,763.26,581.32,743.3,649.93,809.13,890.37,795.35,858.4,837.68,807.36,717.52,1092.9,983.11,670.65,797.5,1140.91,1368.46,1391.84,1524.63,967.94,1015.7,553.91,778.05,708.93,659.66,907.42,1069.65,591.3,1271.56,972.37,860.3,905.28,1003.95,948.74,826.44,642.22,888.73,965.16,1047.92,794.72,660.79,719.04,677.09,588.52,0,0,0,0,0,0,54.46,29.06,103.86,107.27,100.57,115.23,57.49,156.92,125.59,200.26,198.24,85.03,141.13,0,0,0,0,0,0,0,0,34.75,150.23,122.3,214.66,0,0,0,0,0,0,0,112.2,176.38,268.49,256.23,305.13,329.01,454.72,424.15,420.48,320.67,412.9,0,0,0,0,0,162.1,163.62,245.87,244.86,409.11,337.09,627.44,0,,554,62,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84,32.22,0,0,90.97,0,91.22,110.81,96.15,115.99,46.87,169.56,97.29,66.84,120.03,140.12,168.17,163.11,156.67,185.22,232.23,227.05,181.31,218.96,212.52,236.14,191.67,211.88,229.95,205.44,234.12,337.09,411.26,340.63,432.23,262.68,304.75,272.66,266.21,265.71,272.03,308.92,250.29,312.58,340,223.13,228.81,295.53,319.53,334.19,276.19,231.22,247.51,549.36,441.2,273.67,318.52,273.41,351.24,339.24,335.45,282.26,449.54,313.34,360.22,377.78,551.88,411.51,495.66,265.46,452.07,500.97,575.76,491.74,424.4,398.62,308.67,498.19,406.71,680,624.28,402.54,520.3,584.23,589.03,450.3,511.45,407.22,310.43,503.49,637.93,408.23,462.18,563.26,770.21,616.19,527.88,706.66,598,577.28,1042.62,629.33,695.16,772.49,695.41,574.37,575.13,729.78,814.43,581.7,581.58,458.51,495.79,517.01,665.22,994.98,422.88,441.2,518.78,546.83,456.87,464.33,682.15,534.57,1046.28,705.4,1049.82,858.02,664.21,643.23,601.79,573.11,573.11,591.18,597.75,682.53,742.42,625.8,575.64,608.61,708.43,697.44,694.02,758.21,667.11,868.51,1273.45,1160.62,727.89,605.83,587.77,1227.97,1296.95,977.42,832.37,794.34,681.39,812.92,796.37,798.39,664.08,1132.2,939.39,1116.4,762.76,763.26,577.41,743.3,634.89,803.44,882.53,795.35,858.4,822.01,797.12,717.52,1068.52,977.29,644.62,789.16,1134.09,1358.36,1378.19,1495.44,935.98,1012.04,553.91,772.23,700.47,659.66,907.42,1056.13,580.44,1267.13,972.37,856.25,888.98,998.52,948.74,805.59,625.04,888.73,965.16,1027.83,794.72,651.07,707.67,677.09,588.52,0,0,0,0,0,0,0,21.61,75.93,97.54,87.18,105.12,57.49,148.84,121.92,181.31,173.98,85.03,130.01,0,0,0,0,0,0,0,0,0,138.86,110.43,207.59,0,0,0,0,0,0,0,97.79,176.38,268.49,243.98,305.13,306.14,449.42,413.03,420.48,312.58,393.95,0,0,0,0,0,148.71,153.13,236.52,238.04,409.11,337.09,627.44,0,,552,63,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.22,0,0,80.86,0,20.22,86.04,96.15,102.34,26.66,161.98,97.29,66.84,104.74,112.83,143.53,153.51,141.26,161.35,221.99,212.01,151.49,191.92,212.52,226.03,171.2,211.88,229.95,202.28,234.12,323.7,377.02,318.77,410.75,254.21,296.16,261.16,266.21,265.71,272.03,308.92,236.4,298.18,317.76,223.13,223.38,295.53,307.91,329.01,272.78,226.79,241.7,530.66,434.38,266.47,318.52,257.62,345.43,339.24,335.45,282.26,439.94,309.8,360.22,358.83,532.17,400.14,495.66,255.73,445.37,491.24,547.84,468.37,418.97,390.92,305.76,482.52,406.71,669.13,591.94,402.54,520.3,576.65,579.3,450.3,511.45,400.14,310.43,495.91,633.5,393.19,447.27,546.2,755.56,604.19,527.88,689.98,592.57,577.28,1025.81,629.33,689.98,749.11,695.41,564.64,570.33,719.93,814.43,572.35,581.58,449.04,485.93,517.01,665.22,979.82,414.8,441.2,518.78,538.36,429.45,451.06,671.79,534.57,1042.49,686.32,1026.06,837.68,657,634.89,584.36,573.11,573.11,583.47,597.75,682.53,734.46,605.45,568.69,599.77,708.43,689.48,694.02,758.21,658.77,853.73,1258.42,1143.19,712.85,602.8,580.06,1227.97,1278.88,970.35,822.9,794.34,681.39,802.81,788.78,776.53,657.76,1124.36,927.89,1108.57,748.1,756.19,571.21,733.32,626.93,786.26,870.4,795.35,855.75,803.57,797.12,708.43,1059.67,965.54,644.62,778.3,1127.65,1336.37,1363.16,1490.64,913.49,990.94,552.39,772.23,693.27,643.61,888.6,1047.92,572.6,1253.99,955.44,846.02,878.62,991.7,948.74,799.52,621.25,877.86,945.33,1027.83,780.7,642.35,696.17,677.09,588.52,0,0,0,0,0,0,0,0,75.93,90.72,61.78,84.65,48.14,132.41,108.66,158.57,150.48,69.74,117.25,0,0,0,0,0,0,0,0,0,13.52,110.43,191.04,0,0,0,0,0,0,0,0,98.8,257.87,239.93,292.75,306.14,438.17,404.06,406.84,312.58,393.95,0,0,0,0,0,64.82,153.13,232.35,230.84,394.58,337.09,615.44,0,,550,64,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.22,0,0,30.07,0,0,65.2,74.67,91.6,0,161.98,29.06,66.84,44.98,112.83,133.42,153.51,141.26,150.86,211.76,186.49,151.49,184.97,212.52,221.11,171.2,201.65,219.72,179.16,217.82,317,334.31,310.31,394.71,244.1,274.43,253.83,252.95,226.79,262.8,293,236.4,298.18,312.2,204.43,216.69,283.9,305.38,329.01,259.64,226.79,241.7,511.71,427.43,265.08,298.18,251.18,340.51,314.6,322.06,277.71,434.38,301.34,351.75,358.83,532.17,400.14,465.08,243.09,419.72,481.89,514.61,459.9,408.73,386.62,305.76,482.52,398.62,666.48,568.56,393.32,501.72,576.65,563.63,442.97,489.59,390.03,299.44,495.91,620.36,381.57,438.68,546.2,733.07,589.54,510.95,683.16,577.91,559.21,1025.81,588.52,681.01,737.36,685.81,556.18,548.09,703.88,814.43,559.59,567.05,445.75,472.54,510.95,656.5,979.82,414.8,432.86,507.54,531.54,429.45,440.7,664.96,509.3,1025.69,679.75,1026.06,835.91,657,627.69,570.2,562.12,561.36,563.13,589.28,668.75,715.38,605.45,552.89,593.07,696.93,677.98,678.36,747.34,658.77,804.07,1241.61,1130.68,712.85,602.8,580.06,1188.29,1275.47,955.56,816.33,794.34,661.93,795.99,780.7,776.53,656.37,1106.42,916.9,1088.1,736.6,747.72,562.88,729.53,619.23,776.91,870.4,760.99,851.58,789.92,793.71,701.98,1059.67,954.17,644.62,771.22,1118.68,1286.09,1363.16,1469.29,913.49,980.96,541.9,772.23,686.44,632.37,888.6,1038.19,572.6,1246.29,955.44,840.84,871.16,991.7,948.74,794.34,621.25,877.86,945.33,994.6,780.7,635.78,684.8,667.11,588.52,0,0,0,0,0,0,0,0,0,30.83,37.02,74.92,29.31,96.53,91.35,83.52,79.47,61.53,98.17,0,0,0,0,0,0,0,0,0,0,91.85,172.72,0,0,0,0,0,0,0,0,60.9,257.87,230.2,292.75,306.14,419.85,404.06,406.84,305.76,393.95,0,0,0,0,0,0,141,218.96,230.84,394.58,319.66,603.56,0,,548,65,,,,,,,,,,,,,,,,,,,,
