$Water balance Flows: computed flow to complete water balance,
XSJH,
JDAY,QWB
44480.25,0
44480.29,25.93
44480.33,0
44480.37,0
44480.41,0
44480.45,0
44480.5,0
44480.54,0
44480.58,0
44480.62,0
44480.66,0
44480.7,0
44480.75,0
44480.79,3.49
44480.83,0
44480.87,0
44480.91,15.85
44480.95,30.96
44481,0
44481.04,0
44481.08,43.43
44481.12,0
44481.16,0
44481.2,0
44481.25,19.51
44481.29,0
44481.33,0
44481.37,-23.4
44481.41,0
44481.45,13.56
44481.5,0
44481.54,0
44481.58,0
44481.62,10.93
44481.66,0
44481.7,-10.35
44481.75,0
44481.79,9.29
44481.83,0
44481.87,0
44481.91,17.93
44481.95,28.23
44482,7.95
44482.04,8.26
44482.08,25.96
44482.12,0
44482.16,0
44482.2,0
44482.25,0
44482.29,0
44482.33,-75.49
44482.37,-36.31
44482.41,0
44482.45,0
44482.5,0
44482.54,20.26
44482.58,23.15
44482.62,0
44482.66,0
44482.7,0
44482.75,-22.26
44482.79,0
44482.83,-3.08
44482.87,0
44482.91,2.16
44482.95,0
44483,8.1
44483.04,3.21
44483.08,0
44483.12,0
44483.16,4.63
44483.2,51.18
44483.25,31.8
44483.29,0
44483.33,-93.12
44483.37,-39.52
44483.41,0
44483.45,0
44483.5,0
44483.54,0
44483.58,4.92
44483.62,0
44483.66,0
44483.7,0
44483.75,13.18
44483.79,0
44483.83,-17.43
44483.87,0
44483.91,11.16
44483.95,0
44484,-2.45
