$ met, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
44198.25,-2.66,-3.14,0.73,2.66,9.28,622.27
44198.29,-2.68,-3.3,1.08,0.44,8.49,622.33
44198.33,-2.66,-3.46,0.72,0.03,9.43,622.47
44198.38,-2.6,-2.97,0.64,3.11,8.45,622.52
44198.42,-0.7,-2.44,0.85,3.1,7.27,622.7
44198.46,-0.77,-2.28,1.05,2.83,9.03,622.41
44198.5,-1.07,-2.34,1.13,2.71,8.96,621.87
44198.54,1.13,-1.96,1.51,3.04,7.38,620.74
44198.58,0.65,-2.02,1.67,0.1,3.02,619.78
44198.62,0.15,-1.98,1.85,0.14,2.23,619.49
44198.67,0.96,-1.54,1.94,0.22,2.63,619.4
44198.71,0.36,-1.75,1.8,0.34,3.25,619.79
44198.75,-3.14,-4.1,1.86,0.5,3.97,620.42
44198.79,-3.15,-4.07,1.93,0.64,6.85,621.81
44198.83,-2.6,-3.78,1.23,0.52,9.96,622.81
44198.88,-2.72,-4.05,1.4,0.52,9.92,623.4
44198.92,-2.44,-3.77,1.06,0.46,9.93,623.91
44198.96,-2.66,-3.69,1.2,0.16,8.36,624.22
44199,-2.91,-3.93,1.16,0.17,9.97,624.35
44199.04,-3.56,-4.61,1.15,0.24,9.93,624.7
44199.08,-3.18,-4.5,1.02,0.2,9.07,624.4
44199.12,-3.05,-4.56,0.98,0.4,8.52,624.37
44199.17,-3.76,-5.02,1,0.53,9.72,624.45
44199.21,-2.93,-3.95,1.01,0.53,8.88,624.54
44199.25,-2.73,-3.62,1.07,0.53,8.37,624.92
44199.29,-2.64,-3.5,1.1,0.21,8.74,625.37
44199.33,-2.32,-3.26,0.85,0.43,8.27,626.11
44199.38,-2.74,-3.41,0.57,0.08,8.09,626.33
44199.42,-1.04,-2.83,0.44,2.88,7.44,626.64
44199.46,-0.66,-4.15,0.67,2.42,7.86,626.8
44199.5,-1.17,-4.18,0.95,2.37,7.64,626.09
44199.54,1.42,-3.61,0.93,2.34,7.26,625.17
44199.58,1.38,-3.45,1.17,2.8,5.7,624.01
44199.62,1.14,-3.03,1.21,2.94,3.75,623.35
44199.67,1.27,-2.98,1.29,3.05,1.88,622.96
44199.71,0.82,-2.9,1.27,0.03,2.05,622.9
44199.75,0.06,-4.38,1.48,0.47,0.24,622.84
44199.79,0.6,-4.28,1.82,0.7,0.38,623.79
44199.83,0.15,-4.7,1.26,0.69,0.32,624.48
44199.88,0.33,-4.51,1.14,0.85,2.23,624.81
44199.92,0.03,-4.19,0.72,2.99,2.37,624.84
44199.96,-1.36,-4.3,0.69,2.59,1.85,624.98
44200,-1.42,-4.29,0.62,1.97,1.78,624.89
44200.04,-1.94,-4.4,0.62,1.54,1.85,624.51
44200.08,-2.18,-4.44,0.56,1.45,1.66,624.13
44200.12,-2.24,-4.39,0.61,1.28,1.49,623.63
44200.17,-2.7,-4.15,0.47,1.01,0.87,623.09
44200.21,-2.73,-4.16,0.18,0.85,1.15,623.01
44200.25,-1.85,-4.17,0.34,0.81,2.82,622.1
44200.29,-1.78,-4.19,0.7,1.41,2.19,622.55
44200.33,-1.68,-4.23,0.68,0.98,3.05,623.02
44200.38,-2.33,-4.73,0.59,0.23,2.78,623.33
44200.42,-0.03,-3.6,0.7,0.11,2.36,623.89
44200.46,-0.78,-2.72,1.12,0.13,2.43,623.67
44200.5,-0.9,-2.97,1.32,0.11,2.18,623.13
44200.54,1.54,-2.03,1.46,0.1,2.24,622.43
44200.58,1.56,-1.47,1.56,0.11,2.32,621.47
44200.62,1.33,-1.2,1.74,0.18,2.01,621.14
44200.67,1.69,-0.72,1.77,0.27,2.62,621
44200.71,0.94,-0.89,1.67,0.4,3.17,621.46
44200.75,-1.09,-2.35,1.68,0.51,4.43,621.98
44200.79,-0.94,-2.08,1.57,0.73,6.28,622.86
44200.83,-0.81,-1.74,1.19,0.67,8.2,623.58
44200.88,-1.03,-1.68,1.41,0.64,6.88,623.91
44200.92,-1.5,-1.88,1.28,0.41,8.83,624.24
44200.96,-1.49,-1.6,1.22,0.4,8.87,624.37
44201,-2.29,-2.68,1.14,0.37,8.78,624.53
44201.04,-2.07,-2.5,0.98,0.32,8.58,624.55
44201.08,-2.11,-2.74,0.88,0.16,8.84,624.51
44201.12,-1.93,-2.61,0.81,0.18,8.85,624.36
44201.17,-2.02,-2.75,0.8,0.24,9.49,624.57
44201.21,-2.02,-2.85,0.73,0.14,8.33,624.32
44201.25,-2.48,-3.56,0.97,2.84,7.86,624.14
44201.29,-2.23,-3.08,1.03,0.11,8.26,624.47
44201.33,-1.93,-2.9,0.93,0.64,8.11,625.23
44201.38,-2.62,-3.14,0.74,0.62,7.88,625.87
44201.42,-0.19,-2.56,0.94,0.46,7.37,626.09
44201.46,-0.34,-2.8,1.12,0.35,7.94,626.24
44201.5,-0.81,-2.89,1.13,0.14,8.12,625.54
44201.54,0.9,-2.4,1.28,0.07,8.33,624.92
44201.58,0.72,-2.54,1.41,0.05,8.32,623.97
44201.62,1.33,-1.75,1.33,3.14,9.58,623.29
44201.67,1.02,-1.31,1.36,0.13,9.8,623.13
44201.71,0.89,-1.15,1.3,0.31,9.56,623.36
44201.75,-1.07,-2.44,1.23,0.38,9.91,623.86
44201.79,-1.13,-2.04,1.24,0.59,9.91,624.23
44201.83,-1.46,-2.54,1.32,0.7,9.34,624.84
44201.88,-1.36,-2.55,1.16,0.62,8.77,624.91
44201.92,-1.56,-2.39,1.12,0.49,9.54,625.11
44201.96,-1.92,-2.31,0.97,0.45,8.96,625.38
44202,-1.61,-2.43,0.8,0.11,9.67,625.22
44202.04,-1.87,-2.52,0.73,2.97,9.1,624.91
44202.08,-1.79,-2.76,0.75,3.03,9.68,624.38
44202.12,-1.74,-2.43,0.74,2.79,9.2,623.92
44202.17,-1.47,-2.19,0.74,2.51,9.01,623.3
44202.21,-1.52,-2.1,0.76,2.45,8.96,622.84
44202.25,-0.71,-1.59,0.76,2.57,9.82,622.35
44202.29,-0.61,-1.53,0.79,2.95,9.08,622.48
44202.33,-0.49,-1.48,0.79,3.14,9.84,622.7
44202.38,-1.23,-2.07,0.95,0.15,9.82,622.96
44202.42,0.1,-1.81,1.02,0.23,9.76,623.01
44202.46,0.41,-1.79,1.12,0.06,10,622.9
44202.5,-0.12,-1.99,1.09,3.08,10,622.04
44202.54,0.7,-1.4,1.3,0.19,10,621.34
44202.58,0.41,-1.58,1.39,0.27,10,620.31
44202.62,-0.19,-1.58,1.21,0.35,10,619.98
44202.67,-0.23,-1.36,1.31,0.43,10,619.92
44202.71,-0.28,-1.35,1.39,0.53,10,620.2
44202.75,-1.33,-2.13,1.53,0.78,10,621.04
44202.79,-0.97,-1.99,1.21,0.8,9.99,621.69
44202.83,-0.48,-1.5,1.13,0.67,9.75,622.35
44202.88,-1.41,-2.12,0.94,0.86,9.79,622.65
44202.92,-1.43,-2.19,0.77,0.84,9.95,623.42
44202.96,-2.34,-3.04,1.09,0.72,9.94,623.66
44203,-2.2,-2.95,1.08,0.76,10,624.07
44203.04,-1.97,-2.59,1.02,0.78,9.89,624.08
44203.08,-1.32,-1.83,0.9,0.66,9.98,623.9
44203.12,-1.78,-2.14,0.93,0.63,9.72,623.62
44203.17,-1.57,-2.06,1.02,0.57,9.18,623.57
44203.21,-1.61,-1.92,1.07,0.52,9.67,623.35
44203.25,-1.85,-2.1,1.33,0.32,8.44,623.26
44203.29,-1.84,-1.96,1.17,0.42,9.07,623.03
44203.33,-1.79,-1.88,1.15,0.45,8.68,623.64
44203.38,-1.58,-1.58,0.81,0.47,8.43,624.02
44203.42,-1.13,-1.53,1.51,0.61,8.6,624.44
44203.46,-0.95,-1.34,1.58,0.64,9.8,624.65
44203.5,-1.39,-1.85,1.56,0.61,9.97,624.07
44203.54,-1.23,-1.79,1.57,0.52,9.84,622.98
44203.58,-1.49,-1.96,1.64,0.51,9.5,622.22
44203.62,-1.86,-2.15,1.54,0.5,9.88,621.78
44203.67,-2.19,-2.5,1.53,0.49,9.76,621.87
44203.71,-2.28,-2.77,1.52,0.6,9.75,622.32
44203.75,-3.68,-3.85,1.25,0.65,10,623.39
44203.79,-3.38,-3.75,1.66,0.83,9.56,624.15
44203.83,-3.56,-4.15,1.64,0.9,9.57,624.99
44203.88,-3.58,-4.34,1.38,0.93,9.9,626.13
44203.92,-4.01,-4.79,1.43,0.83,9.41,626.52
44203.96,-5.42,-6.13,1.53,0.8,9.19,626.85
44204,-5.71,-6.43,1.39,0.72,8.6,626.92
44204.04,-5.4,-6.41,1.36,0.62,8.67,627.07
44204.08,-5,-6.29,1.21,0.48,8.59,627.15
44204.12,-4.08,-5.7,1.15,0.32,9.29,626.65
44204.17,-4.53,-5.88,1.08,0.16,8.54,626.43
44204.21,-5.38,-6.74,0.63,0.06,8.11,626.06
44204.25,-5.14,-6.38,1.3,2.93,7.26,625.69
44204.29,-4.28,-5.96,1.19,3.09,6.73,626.2
44204.33,-4.75,-6.37,1.03,3.05,6.76,626.32
44204.38,-5.18,-6.21,1,3.13,6.49,626.76
44204.42,-3.31,-4.94,1.16,0.19,5.5,627.03
44204.46,-3.72,-5.58,1.28,0.25,7.3,627.28
44204.5,-3.73,-5.57,1.4,0.31,7.03,626.96
44204.54,-3.3,-6.08,1.4,0.26,9.28,625.94
44204.58,-3.2,-5.56,1.43,0.28,9.58,624.96
44204.62,-3.42,-5.7,1.49,0.25,9.76,624.04
44204.67,-3.61,-5.5,1.47,0.3,9.68,623.89
44204.71,-3.83,-5.52,1.38,0.3,9.51,623.7
44204.75,-4.74,-5.35,0.96,2.83,8.74,623.55
44204.79,-4.33,-5.28,1.09,0.51,9.99,623.92
44204.83,-4.56,-5.83,0.92,0.54,9.97,624.37
44204.88,-4.64,-5.74,1.47,0.59,9.9,624.61
44204.92,-4.55,-5.59,1.31,0.61,9.02,625.19
44204.96,-5.29,-5.67,1.04,0.36,8.32,625.28
44205,-5.24,-5.92,1.06,0.25,8.87,625.12
44205.04,-5.31,-6.09,1.13,0.31,9.2,625.2
44205.08,-5.23,-6.22,0.98,0.18,8.29,625.02
44205.12,-5.03,-6.27,0.98,0.17,8.44,624.72
44205.17,-5.22,-6.46,0.96,0.23,8.07,624.46
44205.21,-5.08,-6.19,0.94,0.23,9.22,623.97
44205.25,-4.2,-5.49,1,0,7.74,623.37
44205.29,-4.56,-5.79,1.29,0.31,9.74,623.98
44205.33,-4.45,-5.77,1.05,0.49,9.59,624.06
44205.38,-4.79,-5.75,0.69,0.33,9.41,624.48
44205.42,-3.91,-5.09,0.93,3.14,8.71,624.52
44205.46,-3.92,-5.64,1.07,2.86,7.87,624.46
44205.5,-4.39,-5.92,1.05,2.97,8.54,624.16
44205.54,-3.41,-5.58,1.18,0.14,9.65,623.01
44205.58,-3.65,-5.59,1.32,0.2,9.52,622.17
44205.62,-3.79,-5.62,1.52,0.28,8.49,621.39
44205.67,-3.5,-5.24,1.57,0.35,8.18,621.18
44205.71,-3.46,-4.94,1.47,0.46,7.86,621.52
44205.75,-5.84,-6.31,1.39,0.69,8.43,621.75
44205.79,-5.38,-6.72,1.4,0.81,8.39,622.95
44205.83,-5.8,-7.22,1.51,0.74,8.63,623.5
44205.88,-5.52,-6.87,1.45,0.8,7.6,624.48
44205.92,-5.25,-6.66,1.26,0.67,8.77,624.92
44205.96,-5.67,-7.14,0.96,0.38,7.97,625.19
44206,-4.97,-6.84,0.91,0.25,7.74,625.01
44206.04,-4.74,-6.7,0.81,0.17,7.95,625.14
44206.08,-4.64,-6.56,0.75,0.18,7.71,624.82
44206.12,-4.36,-6.07,0.77,0.28,7.58,624.52
44206.17,-4.85,-6.48,0.85,0.22,8.7,624.22
44206.21,-4.85,-6.36,0.89,3.06,8.02,623.66
44206.25,-4.75,-6.3,1.18,2.71,8.11,622.92
44206.29,-5.25,-6.49,1.2,0.05,7.71,623.1
44206.33,-5.22,-6.33,1.16,0.16,8.21,623.34
44206.38,-4.78,-5.68,0.74,0.22,8.17,623.85
44206.42,-3.32,-5.49,1.1,0.33,8.98,624.26
44206.46,-4.15,-5.86,1.24,0.29,7.22,624.78
44206.5,-4.48,-6.13,1.37,0.42,8.13,624.45
44206.54,-3.4,-6.05,1.52,0.58,9.68,623.69
44206.58,-3.76,-6.35,1.58,0.62,8.16,623.26
44206.62,-4.1,-6.37,1.51,0.62,8.83,622.68
44206.67,-4.17,-6.12,1.53,0.61,8.51,622.91
44206.71,-3.96,-6.02,1.5,0.64,9.73,623.33
44206.75,-5.33,-6.45,1.11,0.76,9.58,624.14
44206.79,-5.22,-6.28,1.49,0.67,9.38,624.91
44206.83,-5.37,-6.36,1.41,0.85,9.58,625.65
44206.88,-5.07,-5.92,1.33,0.65,8.97,626.66
44206.92,-4.76,-5.56,1.21,0.56,8.97,627.39
44206.96,-5.67,-6.66,1.28,0.72,9.2,628.15
44207,-5.37,-6.48,1.42,0.85,8.98,628.97
44207.04,-5.3,-6.43,1.54,0.91,9.28,629.39
44207.08,-5.05,-5.91,1.39,0.91,9.66,629.56
44207.12,-4.49,-5.4,1.4,0.96,9.53,629.7
44207.17,-4.59,-5.45,1.46,0.95,9.44,629.68
44207.21,-4.34,-5.08,1.6,0.91,9.36,629.61
44207.25,-5.04,-5.47,1.41,0.77,9.35,630.01
44207.29,-4.5,-4.9,1.35,0.54,8.33,629.64
44207.33,-4.05,-4.44,1,0.52,8.8,630.28
44207.38,-4.59,-4.81,0.92,0.4,8.22,630.91
44207.42,-3.42,-4.81,0.86,0.52,7.61,631.01
44207.46,-3.42,-5.21,1.26,0.56,6.44,631.34
44207.5,-3.27,-5.82,1.22,0.54,7.03,631.1
44207.54,-1.79,-5.76,1.16,0.42,6.13,629.99
44207.58,-1.35,-5.84,1.13,0.3,5.7,629.13
44207.62,-1.67,-6.04,1.13,0.29,6.47,628.23
44207.67,-1.36,-5.84,1.15,0.24,6.19,628.18
44207.71,-1.71,-4.89,0.92,0.18,5.85,628.02
44207.75,-2.46,-6.61,0.82,2.57,7.72,627.74
44207.79,-2.29,-6.07,0.81,2.24,4.08,628.2
44207.83,-1.98,-6.15,0.4,0.48,3.86,628.13
44207.88,-2.04,-6.52,0.11,2.28,3.39,628.62
44207.92,-2.64,-6.54,0.27,1.21,2.1,628.7
44207.96,-3.47,-7.02,0.74,0.7,1.4,628.78
44208,-3.88,-7.27,1,0.56,1.14,628.69
44208.04,-4.26,-7.43,1.08,0.47,0.6,628.46
44208.08,-4.46,-7.92,1.29,0.46,0.08,627.96
44208.12,-4.99,-8.38,1.52,0.45,0,627.19
44208.17,-5.97,-9.47,1.75,0.44,0.16,626.57
44208.21,-7.03,-10.43,1.89,0.44,0.08,625.78
44208.25,-7.09,-10.68,2.27,0.45,0.2,625.37
44208.29,-7.3,-11.17,2.33,0.47,0.22,624.87
44208.33,-7.24,-11.52,2.33,0.45,0,624.92
44208.38,-8.05,-12.15,2.22,0.38,0.43,624.93
44208.42,-3.65,-8.75,1.9,0.4,0.02,625.07
44208.46,-0.92,-5.52,1.5,0.44,0.25,624.95
44208.5,0.79,-4.63,0.94,0.59,0,624.44
44208.54,6.8,-5.86,0.43,1.09,0,623.13
44208.58,7.24,-5.66,0.54,2.8,0,621.96
44208.62,7.35,-5.27,1,3.08,0.54,620.92
44208.67,8.55,-3.62,1.27,0.18,0.08,620.22
44208.71,8.01,-2.17,1.44,0.49,0.08,620
44208.75,4.23,-3.28,1.34,0.93,0.39,620.37
44208.79,3.85,-3.18,0.94,1.36,0,620.2
44208.83,3.29,-3.14,0.47,1.82,0,620.31
44208.88,2.93,-2.98,0.38,2.08,0,620.84
44208.92,2.02,-3.16,0.22,2.27,0.08,621.1
44208.96,-0.15,-3.41,0.1,0.15,0.22,621.3
44209,-0.63,-4,0.52,0.34,0.02,621.31
44209.04,-1.42,-4.71,0.67,0.29,0,621.37
44209.08,-1.69,-5.32,0.7,0.15,0.44,621.15
44209.12,-1.84,-5.74,0.79,0.21,0.9,620.97
44209.17,-2.63,-6.25,0.82,0.22,1.22,620.89
44209.21,-2.56,-6.56,0.98,0.2,1.66,620.56
44209.25,-3.8,-7.2,1.28,0.19,2,619.91
44209.29,-3.53,-7.47,1.37,0.14,2.08,620.23
44209.33,-3.38,-7.45,1.44,0.09,2,620.87
44209.38,-5.22,-8.15,1.42,0.02,2.01,621.27
44209.42,-1.54,-4.91,0.95,3.06,2.08,621.75
44209.46,1.35,-3.84,0.19,2.39,1.04,621.71
44209.5,2.7,-4.16,0.56,0.59,0.42,621.52
44209.54,5.84,-2.96,0.79,0.43,1.42,620.52
44209.58,5.33,-2.08,0.9,0.41,1.38,619.78
44209.62,5.34,-2.04,0.98,0.36,1.42,619.1
44209.67,6.56,-1.42,1.36,0.45,1.38,618.98
44209.71,7.76,-1.94,1.72,0.67,2.24,619.16
44209.75,2.79,-2.37,1.06,0.89,2.94,619.13
44209.79,2.61,-2.38,0.92,1.55,1.36,619.61
44209.83,2.95,-2.23,1.08,1.46,0.89,620.42
44209.88,2.69,-2.16,0.89,1.41,2.79,620.85
44209.92,2.26,-2.08,0.54,1.63,3.4,621.48
44209.96,-0.29,-2.78,0.22,2.49,2.85,621.62
44210,-0.54,-3,0.11,1.53,3.59,621.96
44210.04,-1.02,-3.42,0.33,0.49,3.32,622.02
44210.08,-0.86,-3.57,0.59,0.49,3.17,622.05
44210.12,-0.99,-3.62,0.93,0.51,3.32,621.78
44210.17,-2.1,-4.29,1.21,0.48,2.93,621.7
44210.21,-2.12,-4.58,1.52,0.49,2.78,621.29
44210.25,-3.15,-5.12,1.97,0.37,2.63,621.19
44210.29,-3.69,-5.5,1.85,0.39,2.85,621.14
44210.33,-3.96,-5.77,1.9,0.29,2.65,621.03
44210.38,-4.1,-5.69,1.84,0.34,1.07,621.24
44210.42,2.95,-1.14,0.95,0.48,0.18,621.5
44210.46,3.65,0.02,0.7,0.61,0.23,621.6
44210.5,6.38,-0.42,0.82,0.84,0,621.05
44210.54,12.09,0.06,0.93,1.39,0,620.18
44210.58,12.51,0.58,0.97,1.89,0,619.08
44210.62,12.72,1.18,1.14,2.4,0,618.54
44210.67,13.75,1.97,1.2,2.67,0,618.1
44210.71,13.7,3.08,1.01,2.9,0,618.26
44210.75,10.05,2.35,0.48,1.65,0,618.11
44210.79,10.53,2.54,0.34,0.88,0,618.21
44210.83,9.94,2.35,0.62,0.61,0,618.64
44210.88,9.11,1.97,0.4,0.23,0,618.91
44210.92,7.7,1.49,0.42,0.17,0,619.45
44210.96,4.12,0.33,0.6,0.21,0,619.38
44211,3.77,-0.21,0.73,0.22,0,619.67
44211.04,3.11,-0.68,0.69,0.18,0.16,619.53
44211.08,2.92,-1.24,0.61,3.08,2,619.65
44211.12,3.04,-1.62,0.47,2.72,2.08,619.87
44211.17,2.65,-1.87,0.52,2.43,3.2,619.95
44211.21,2.31,-2.05,0.37,2.47,3.13,619.93
44211.25,0.98,-2.76,0.56,0.46,3.13,619.58
44211.29,0.66,-2.82,0.21,2.53,2.66,619.94
44211.33,0.67,-2.8,0.14,2.57,2.81,620.44
44211.38,-0.18,-2.97,0.08,0.16,2.65,620.61
44211.42,3.99,-0.52,0.58,0.93,2.73,621.03
44211.46,3.59,-0.05,0.92,0.5,3.14,621.56
44211.5,4.03,0.58,1.09,0.4,2.44,621.26
44211.54,7.81,1.67,1.17,0.39,2.23,620.38
44211.58,7.53,1.98,1.33,0.47,2.05,619.4
44211.62,7.8,2.26,1.39,0.48,2.06,619
44211.67,8.59,2.52,1.45,0.53,2.76,618.88
44211.71,8.25,2.66,1.34,0.52,2.92,618.94
44211.75,3.37,1.74,0.69,0.19,2.75,619.01
44211.79,4.24,1.44,0.13,0.54,3.14,619.02
44211.83,4.71,1.37,0.4,1.97,2.81,619.46
44211.88,5.02,1.86,0.69,1.52,2.9,619.85
44211.92,4.23,1.54,1,1.11,2.79,620.49
44211.96,2.81,1,1.15,1.13,5.38,620.73
44212,2.71,0.85,1.15,1.11,7.52,621.16
44212.04,1.95,0.59,1.11,0.98,7.87,621.43
44212.08,1.91,0.51,0.97,0.91,8.46,621.56
44212.12,1.56,0.6,1.03,0.89,9.01,621.5
44212.17,1.15,0.57,1.09,0.93,9.98,621.82
44212.21,1.27,0.58,0.97,0.94,9.98,621.5
44212.25,0.91,0.43,1.04,0.83,10,621.85
44212.29,1.02,0.4,0.93,0.97,9.96,621.86
44212.33,1.27,0.57,0.67,0.75,10,622.26
44212.38,0.97,0.32,0.63,0.74,9.98,622.72
44212.42,1.17,0.27,0.9,0.76,9.46,623.19
44212.46,0.71,-0.62,1.16,0.64,9.26,623.42
44212.5,0.24,-0.42,1.43,0.69,8.47,623.23
44212.54,1.07,0.18,1.48,0.78,9.18,622.72
44212.58,1.1,0.06,1.42,0.72,8.84,622.11
44212.62,1.05,0.1,1.53,0.72,8.91,621.81
44212.67,0.64,-0.17,1.51,0.74,9.81,622.23
44212.71,0.7,-0.07,1.5,0.77,9.69,622.93
44212.75,-0.06,-0.21,1.41,0.84,9.9,624.46
44212.79,0.31,0.13,1.12,0.81,9.98,624.76
44212.83,0.43,-0.2,1.35,0.88,9.49,625.72
44212.88,0.67,-0.22,1.69,0.95,9.76,626.76
44212.92,0.73,-0.49,1.31,1.07,9.67,627.74
44212.96,-0.78,-1.43,1.73,1.1,9.77,628.66
44213,-0.62,-1.69,1.93,1.16,10,629.69
44213.04,-0.97,-2.28,1.8,1.19,10,630.78
44213.08,-1.09,-2.35,1.8,1.2,9.84,631.33
44213.12,-1.18,-2.6,1.27,1.33,9.92,631.76
44213.17,-2.08,-3.37,1.11,1.34,9.9,631.8
44213.21,-1.93,-3.11,1.53,1.26,10,631.84
44213.25,-3.04,-4.02,1.47,1.02,9.31,631.38
44213.29,-3.08,-4.02,1.26,1.02,9.75,631.47
44213.33,-2.29,-3.24,1.17,0.93,9.65,631.45
44213.38,-2.52,-3.64,0.91,1.07,9.27,631.92
44213.42,-1.65,-3.32,0.8,1.13,8.93,631.73
44213.46,-1.49,-3.79,0.91,1.04,9.44,631.71
44213.5,-1.53,-3.68,0.83,0.9,9.66,631.33
44213.54,0.21,-3.57,0.71,0.86,9.53,630.1
44213.58,0.51,-3.43,0.46,0.72,9.35,629.17
44213.62,0.95,-3.62,0.35,0.36,9.27,628.24
44213.67,1.61,-1.81,0.44,0.23,9.45,627.79
44213.71,2.14,-4.23,0.52,0.3,6.88,627.64
44213.75,0.53,-4.32,0.61,2.41,5.1,627.87
44213.79,0.97,-3.75,0.81,1.69,8.83,627.65
44213.83,0.94,-4.03,0.8,0.91,9.76,627.79
44213.88,0.53,-4.3,0.46,0.36,9.6,627.69
44213.92,-0.1,-4.46,0.61,0.5,8.94,627.8
44213.96,-1.5,-4.99,0.86,0.44,8.56,627.76
44214,-1.96,-5.41,1.23,0.5,8.24,627.55
44214.04,-2.7,-6.07,1.42,0.48,6.25,627.15
44214.08,-2.93,-6.55,1.49,0.42,3.58,626.74
44214.12,-3.23,-7.11,1.49,0.37,1.55,626.3
44214.17,-4.37,-7.96,1.48,0.34,0.88,626.05
44214.21,-4.61,-8.55,1.51,0.33,0.41,625.74
44214.25,-4.9,-8.63,1.74,0.35,0.35,625.78
44214.29,-5.61,-9.4,1.81,0.31,0.01,625.47
44214.33,-6.04,-10.09,1.83,0.34,0,625.52
44214.38,-6.66,-10.22,1.8,0.34,0,625.77
44214.42,-0.29,-5.16,1.69,0.37,0,625.73
44214.46,1.53,-3.65,0.77,0.61,0,625.62
44214.5,3.86,-5.22,0.84,0.83,0,624.96
44214.54,8.44,-3.9,0.77,1.49,0,623.89
44214.58,8.59,-3.25,0.96,2.12,0,622.66
44214.62,8.81,-2.62,1.05,2.29,0,621.89
44214.67,10.05,-2.55,1.01,2.61,0,621.16
44214.71,10.01,-1.97,1.1,0.03,0,620.91
44214.75,6.38,-0.83,0.58,1.21,0,620.71
44214.79,6.4,-0.9,0.34,0.44,0,620.84
44214.83,5.6,-0.81,0.09,0.61,0,620.68
44214.88,5.04,-0.67,0.16,2.13,0,620.44
44214.92,3.95,-0.78,0.34,2.81,0,620.39
44214.96,0.69,-1.93,0.5,2.8,0.16,620.44
44215,0.08,-2.71,0.53,3.02,2,620.27
44215.04,-0.89,-3.42,0.63,0.12,2.01,619.75
44215.08,-0.96,-3.93,0.81,0.23,2.01,619.14
44215.12,-1.26,-4.57,1.02,0.26,1.98,618.62
44215.17,-1.49,-5.17,1.13,0.26,2,618.28
44215.21,-1.49,-5.53,1.22,0.22,2,617.72
44215.25,-0.57,-5.53,1.52,0.19,2,617.66
44215.29,-0.63,-5.64,1.44,0.14,2.02,617.42
44215.33,-0.71,-5.74,1.38,0.13,2.03,618.01
44215.38,-1.98,-5.73,1.28,0.12,3.94,618.22
44215.42,3.11,-2.96,0.45,0.25,3.31,618.54
44215.46,3.77,-2.51,0.51,0.41,2.34,618.41
44215.5,3.82,-1.95,0.29,1.04,2.02,617.93
44215.54,7.11,-0.89,0.33,2.26,1.5,617.2
44215.58,5.53,0.53,0.63,0.08,2.02,616.32
44215.62,4.84,0.81,1.01,0.36,5.26,615.76
44215.67,7.32,0.59,1.5,0.62,4.66,615.75
44215.71,6.41,1.15,1.26,0.54,6.24,616.06
44215.75,5.1,1.68,1.85,0.69,3.12,616.4
44215.79,4.2,1.66,1.85,0.84,3.39,616.84
44215.83,3.48,1.36,1.58,0.68,4.09,617.66
44215.88,3.78,1.75,1.3,0.59,5.39,617.82
44215.92,3.3,1.55,1.14,0.56,9.91,618.26
44215.96,1.6,0.53,0.98,0.6,9.91,618.64
44216,1.52,0.29,0.81,0.57,9.93,618.77
44216.04,0.98,-0.13,0.64,0.5,9.9,618.77
44216.08,1.17,-0.25,0.41,0.42,9.74,618.77
44216.12,1.35,-0.11,0.42,0.86,9.74,618.69
44216.17,0.97,-0.16,0.36,1.79,9.91,618.74
