$ met, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
44270.88,16.21,11.64,0.66,0.7,3.71,619.02
44270.92,15.6,12.39,0.09,2.38,3.64,619.2
44270.96,13,11.06,0.14,0.13,6.19,619.64
44271,13.08,11.89,0.37,3.02,6.85,619.47
44271.04,12.95,12.03,0.54,2.96,7.64,619.42
44271.08,13.04,12.06,0.37,0.1,7.17,618.88
44271.12,13.17,12.18,0.51,0.27,5.45,618.5
44271.17,12.66,12.12,0.49,0.39,9.12,618.2
44271.21,13,12.3,0.25,0.45,10,617.95
44271.25,11.78,11.54,0.57,0.95,10,618.23
44271.29,11.72,11.51,0.16,1.08,10,618.15
44271.33,11.51,11.18,0.37,0.51,10,618.39
44271.38,10.66,10.47,0.46,1.1,9.94,618.83
44271.42,15.13,13.51,0.32,0.96,10,619.21
44271.46,14.64,13.03,0.46,2.94,10,619.18
44271.5,14.37,13.41,1.04,0.1,8.29,618.75
44271.54,17.63,14.61,1.41,0.19,5.88,618.41
44271.58,17.61,15.25,1.67,0.2,4.58,617.71
44271.62,16.9,14.29,1.82,0.16,4.31,617.12
44271.67,16.88,13.35,1.91,0.27,5.36,616.63
44271.71,17.86,13.35,1.95,0.28,5.55,616.75
44271.75,14.58,11.72,1.76,0.24,5.07,616.73
44271.79,14.91,12.78,1.76,0.44,3.97,616.97
44271.83,16,13.56,1.5,0.57,5.96,617.56
44271.88,15.9,13.77,1.32,0.52,10,617.99
44271.92,15.64,13.95,1.19,0.49,10,618.45
44271.96,13.64,13.03,1.09,0.58,10,618.74
44272,13.96,13.26,0.69,0.69,10,618.67
44272.04,13.77,13.28,0.68,0.67,10,618.67
44272.08,13.91,13.32,0.68,0.66,10,618.05
44272.12,13.95,13.4,0.54,0.79,10,617.95
44272.17,12.83,12.75,0.41,0.54,10,617.53
44272.21,12.52,12.46,0.31,1.72,10,617.2
44272.25,12.71,12.48,0.33,2.3,10,617.67
44272.29,12.67,12.45,0.61,1.48,9.96,617.51
44272.33,12.6,12.29,0.89,1.17,9.76,617.6
44272.38,12.02,11.44,1.18,1.18,8.46,617.77
44272.42,16.57,13.13,1.04,1.49,7.33,617.83
44272.46,16.96,12.47,1.1,1.7,3.85,617.52
44272.5,17.35,11.73,1.1,2.08,1.81,617.12
44272.54,21.68,11.3,1.21,2.44,0.1,616.45
44272.58,22.29,10.87,1.58,2.61,0.13,615.77
44272.62,22.36,11.4,1.71,2.92,1.17,614.95
44272.67,22.67,12.11,1.73,0.33,3.51,614.69
44272.71,21.43,13.66,2.09,0.56,2.89,614.85
44272.75,17.48,13.19,2.07,0.4,1.1,614.94
44272.79,17.53,14.33,2.16,0.36,2.26,615.61
44272.83,17.21,15.04,1.82,0.58,7.05,616.19
44272.88,17.01,15.38,1.45,0.8,10,616.58
44272.92,16.67,15.28,1.29,0.91,10,617.3
44272.96,14.6,14.2,1.37,0.94,10,617.47
44273,14.91,14.39,1.24,0.98,10,617.63
44273.04,14.2,14.1,1.1,0.89,10,617.64
44273.08,15.2,14.83,0.94,0.71,10,617.48
44273.12,15.77,15.01,0.77,0.63,10,617.21
44273.17,14.87,14.84,0.92,0.75,10,617.18
44273.21,14.9,14.72,0.73,0.73,10,616.89
44273.25,13.85,13.76,0.24,1.22,10,617.42
44273.29,13.54,13.5,0.17,1.41,10,617.73
44273.33,13.99,13.81,0.16,3.14,10,618.05
44273.38,12.62,12.55,0.93,1.7,10,618.15
44273.42,16.15,14.48,1.07,1.92,10,618.23
44273.46,15.92,13.89,1.19,1.99,8.06,617.79
44273.5,16.51,13.24,1.23,2.47,5.02,617.45
44273.54,20.08,13.99,1.47,2.71,2.73,616.78
44273.58,19.55,13.96,1.83,3.02,1.46,616.01
44273.62,18.85,14.15,2.04,0.04,2.5,615.28
44273.67,19.1,14.79,2.25,0.25,2,615.07
44273.71,18.46,14.96,2.41,0.38,3.16,615.17
44273.75,16.08,13.1,2.03,0.29,4.71,615.5
44273.79,16.11,13.91,1.33,0.33,6.35,615.72
44273.83,15.96,14.35,1.19,0.54,8.13,616.13
44273.88,16.14,14.5,1.17,0.76,10,616.65
44273.92,15.31,14.14,1.16,0.85,10,617.32
44273.96,14.23,13.9,1.11,0.82,10,617.56
44274,14.26,14.05,1.09,0.8,10,617.16
44274.04,13.46,13.42,1.21,0.78,10,617.44
44274.08,14.32,14.13,0.99,0.83,10,617.23
44274.12,14.63,14.29,1.03,0.82,10,616.91
44274.17,14.14,13.97,0.53,0.83,10,616.76
44274.21,13.76,13.69,0.47,0.23,10,616.41
44274.25,13.8,13.8,0.52,2.25,10,616.73
44274.29,12.95,12.95,0.29,1.65,10,616.68
44274.33,13.5,13.49,0.55,1.45,10,616.73
44274.38,13.21,12.73,0.54,1.57,9.22,617.04
44274.42,14.86,13.26,0.69,2.25,8.99,617.2
44274.46,14.45,12.74,0.86,2.56,6.42,617.16
44274.5,14.75,12.87,1.45,3.12,3.24,617.03
44274.54,16.5,13.97,1.79,0.17,4.98,616.72
44274.58,15.87,14.28,2.3,0.36,5.65,616.34
44274.62,15.43,14.23,2.75,0.55,7.28,616.51
44274.67,14.54,13.32,2.63,0.64,10,616.76
44274.71,12.93,12.43,2.32,0.85,10,617.59
44274.75,10.85,10.85,1.86,0.91,10,618.11
44274.79,11.66,11.49,1.74,0.96,10,618.69
44274.83,11.92,11.53,1.89,0.9,10,619.62
44274.88,11.88,11.46,2.01,0.91,10,620.14
44274.92,10.69,10.38,1.97,1,10,621.07
44274.96,8.49,8.4,1.89,0.97,10,621.66
44275,8.6,8.53,1.74,0.98,10,621.88
44275.04,8.54,8.31,1.63,0.96,10,622.01
44275.08,8.62,7.79,1.61,0.94,10,621.91
44275.12,8.72,8.16,1.76,0.94,10,621.93
44275.17,6.96,6.54,1.72,0.86,10,622.04
44275.21,6.71,6.02,1.65,0.78,10,621.94
44275.25,5.77,5.12,1.43,0.67,9.85,621.16
44275.29,5.37,4.45,1.47,0.7,9.15,621.78
44275.33,5.97,4.95,1.44,0.7,8.37,622
44275.38,5.67,4.52,1.45,0.71,9.46,622.39
44275.42,7.02,5,1.61,0.65,9.01,622.68
44275.46,6.82,4.21,1.64,0.54,9.22,622.42
44275.5,7.22,3.59,1.66,0.4,9.99,622.01
44275.54,7.75,3.4,1.81,0.4,9.98,621.49
44275.58,7.49,3.66,1.94,0.44,10,620.69
44275.62,6.87,3.45,1.92,0.62,10,620.23
44275.67,5.61,3.05,2.2,0.74,10,619.99
44275.71,5.58,3.07,2.03,0.65,10,620.24
44275.75,4.04,3.35,1.94,0.7,10,621.29
44275.79,3.32,2.59,2.11,0.81,10,622.01
44275.83,3.27,2.81,1.69,0.94,9.84,623.34
44275.88,3.6,3.1,1.6,1.01,9.98,623.96
44275.92,2.62,1.96,1.44,0.96,9.96,624.93
44275.96,1.2,0.95,1.3,0.94,9.92,625.55
44276,1.72,1.16,1.31,0.93,9.8,625.85
44276.04,1.93,1.12,1.34,0.96,10,626.08
44276.08,2.28,1.34,1.38,0.94,10,626.02
44276.12,2.89,1.72,1.39,0.94,10,626.09
44276.17,2.39,1.31,1.17,0.95,10,626.06
44276.21,2.88,1.59,1.16,0.96,10,626.02
44276.25,2.55,1.19,1.49,0.74,9.69,625.96
44276.29,2.76,1.48,1.63,0.79,10,626.33
44276.33,2.63,1.57,1.85,0.82,9.96,626.94
44276.38,2.26,1.3,1.86,0.89,9.94,627.59
44276.42,3.06,1.22,1.82,0.9,9.45,628.02
44276.46,2.45,1.17,1.72,0.89,9.71,628.12
44276.5,1.95,0.65,1.68,0.85,9.02,627.85
44276.54,2.42,0.35,1.57,0.83,9.61,627.49
44276.58,1.94,-0.05,1.62,0.81,9.3,626.87
44276.62,2.06,-0.57,1.65,0.71,9.96,626.09
44276.67,1.79,-1.06,1.7,0.67,9.9,625.74
44276.71,1.72,-0.67,1.57,0.66,9.96,625.79
44276.75,1.1,-0.83,1.51,0.72,9.92,626.54
44276.79,1.27,-0.63,1.23,0.71,9.7,627.05
44276.83,1.8,-0.28,0.98,0.4,9.11,627.62
44276.88,2.33,0.02,0.81,0.25,9.01,628.12
44276.92,2.27,-0.27,0.58,0.24,8.97,628.85
44276.96,1.46,-0.84,0.59,3.12,9.28,628.82
44277,1.63,-0.61,0.54,3.04,8.92,629.02
44277.04,1.47,-0.25,0.52,3.05,8.58,629.13
44277.08,1.51,0.07,0.57,2.88,8.49,628.7
44277.12,1.6,0.29,0.64,2.24,7.86,628.22
44277.17,1.69,-0.02,0.67,2,8.39,627.61
44277.21,1.9,-0.07,0.66,2.04,7.73,627.14
44277.25,3.06,0.53,0.83,2.36,7.71,627.11
44277.29,3.01,1.11,0.58,2.27,7.24,627.23
44277.33,2.72,0.21,0.53,2.88,7.57,627.41
44277.38,2.26,-0.25,0.93,0.1,6.98,627.85
44277.42,4.61,0.23,1.08,0.22,7.42,628.1
44277.46,4.06,-0.36,1.03,0.03,7.63,628.12
44277.5,3.96,-0.43,1.14,0.03,9.15,627.89
44277.54,5.98,-0.33,1.24,0.17,9.62,627.29
44277.58,4.84,-0.78,1.35,0.32,9.76,626.55
44277.62,4.62,-0.96,1.45,0.29,9.97,625.73
44277.67,4.12,-0.87,1.39,0.41,9.76,625.24
44277.71,3.78,-0.71,1.37,0.49,9.76,625.07
44277.75,2.48,-0.73,0.92,0.29,9.92,625.01
44277.79,2.98,-0.81,1.2,0.58,8.58,625.11
44277.83,3.43,-0.31,0.8,0.52,8.83,625.57
44277.88,3.63,-0.07,0.88,0.69,8.92,626.1
44277.92,3.13,0.87,0.61,0.85,8.89,626.6
44277.96,2.92,0.9,0.48,0.99,8.5,626.54
44278,2.77,1.08,0.48,0.86,6.87,626.43
44278.04,2.35,1.6,0.56,0.44,6.87,626.54
44278.08,2.7,1.55,0.29,2.22,7.39,625.85
44278.12,2.78,1.51,0.9,1.32,6.09,625.02
44278.17,2.42,1,1.07,1.39,6.83,624.38
44278.21,2.55,1.01,0.69,1.29,4.19,623.56
44278.25,2.77,1.55,0.59,1.21,3.39,623.69
44278.29,2.71,1.48,0.77,0.88,3.56,623.57
44278.33,2.35,1.49,1.05,0.79,1.26,623.72
44278.38,3.92,2.47,0.88,1.01,0.08,623.82
44278.42,9.56,4.12,0.77,1.38,0.39,624.03
44278.46,10.32,4.31,0.64,2.39,0.16,623.67
44278.5,11.31,4.96,1.04,2.93,0.52,623.43
44278.54,15.56,6.3,1,2.84,5.63,622.73
44278.58,15.61,6.69,1.68,3.1,8.18,621.85
44278.62,15.9,6.74,2.19,0.11,0.22,621.14
44278.67,17.75,7.3,2.15,0.1,0.67,620.53
44278.71,16.93,7.71,2.15,0.15,2.02,620.36
44278.75,12.2,6.8,2.05,0.26,2.67,620.53
44278.79,11.45,7.75,1.7,0.32,5.01,620.8
44278.83,12.65,7.15,1.29,0.35,5.21,621.2
44278.88,13.01,7.47,1.3,0.55,4.64,621.66
44278.92,12.26,7.75,0.89,0.63,4.5,622.17
44278.96,8.77,6.6,0.16,1.07,3.64,622
44279,8.8,6.66,0.5,0.64,4.55,621.96
44279.04,8.28,6.65,0.5,0.53,4.81,621.55
44279.08,7.9,6.62,0.26,0.57,1.86,621.05
44279.12,7.29,6.25,0.23,0.67,1.11,620.59
44279.17,5.7,5.49,0.32,0.61,0.65,620.08
44279.21,4.92,4.8,0.43,0.55,0.4,619.67
44279.25,3.64,3.51,0.83,0.34,9.8,619.72
44279.29,3.3,3.16,0.74,0.25,10,619.63
44279.33,4.05,3.39,1.12,0.22,9.76,619.86
44279.38,4.45,4.42,0.54,0.02,5.65,620.22
44279.42,11.66,7.5,0.81,0.22,1.18,620.15
44279.46,12.09,8.07,1.36,0.13,1.54,620.14
44279.5,12.04,7.94,1.61,0.16,2.15,619.85
44279.54,15.21,8.78,1.75,0.03,8.37,619.06
44279.58,15.11,9.22,2.1,0.07,10,618.56
44279.62,14.52,9.62,2.4,0.26,10,618.1
44279.67,14.67,10.46,2.56,0.46,10,617.75
44279.71,13.72,10.28,2.37,0.5,10,617.91
44279.75,9.7,8.44,1.93,0.53,10,618.16
44279.79,9.94,8.2,1.42,0.42,10,618.59
44279.83,10.54,8.47,1.3,0.5,10,618.98
44279.88,10.97,8.27,1.38,0.57,10,619.41
44279.92,10.73,8.96,1.35,0.64,10,620.2
44279.96,9.13,7.53,1.18,0.47,10,620.48
44280,8.42,6.69,0.98,0.41,10,620.37
44280.04,8.37,7.23,0.91,0.41,10,620.14
44280.08,8.54,7.28,0.73,0.18,10,619.84
44280.12,8.78,7.43,0.76,0,10,619.39
44280.17,8.12,7.22,0.76,0.05,10,619.18
44280.21,8.35,7.38,0.71,0.31,10,618.91
44280.25,8.12,7.37,0.91,0.37,10,619.21
44280.29,7.84,7.11,0.84,0.31,10,619.52
44280.33,7.94,7.17,0.61,0.46,10,619.76
44280.38,8.19,7.18,0.61,0.33,10,620.11
44280.42,9.82,7.84,0.62,2.83,10,620.16
44280.46,9.86,7.68,0.95,2.32,10,619.85
44280.5,10.05,7.92,1.15,2.6,10,619.49
44280.54,13.2,9.2,1.52,3,10,618.59
44280.58,12.53,9.24,2.09,0.18,10,617.86
44280.62,12.52,9.53,2.33,0.42,9.15,617.09
44280.67,12.72,9.95,2.45,0.52,10,616.49
44280.71,12.54,9.99,2.16,0.55,10,616.5
44280.75,10.24,9.34,1.33,0.63,10,617.26
44280.79,8.85,8.45,1.27,0.72,10,616.88
44280.83,9.64,8.9,1.26,0.82,10,617.36
44280.88,10.2,8.98,1.24,0.78,10,617.88
44280.92,10.27,9.07,1.12,0.65,10,618.47
44280.96,8.5,8.23,1.07,0.75,10,618.43
44281,8.5,8.12,1.06,0.7,10,618.57
44281.04,8.58,7.95,0.98,0.66,10,618.32
44281.08,8.64,7.98,0.89,0.68,10,618.11
44281.12,8.9,8.01,0.92,0.68,10,617.67
44281.17,8.1,7.34,0.91,0.61,10,617.43
44281.21,8.04,7.5,1,0.54,10,617.32
44281.25,6.96,6.75,1.12,0.37,10,618.12
44281.29,7.16,6.89,1.32,0.4,10,618.87
44281.33,6.86,6.71,1.14,0.45,9.92,619.68
44281.38,6.15,5.81,1.29,0.48,10,620.56
44281.42,8.55,7.27,1.37,0.52,9.38,621.06
44281.46,8.16,6.55,1.46,0.33,10,621.07
44281.5,8.32,6.74,1.48,0.26,10,621.03
44281.54,10.65,7.57,1.56,0.3,10,620.47
44281.58,10.9,7.47,1.68,0.51,10,619.78
44281.62,10.62,7.37,1.93,0.44,10,619.26
44281.67,10.33,6.99,1.93,0.66,10,618.75
44281.71,10.46,6.96,1.95,0.8,10,618.73
44281.75,6.97,5.49,1.81,0.64,9.84,618.65
44281.79,8.1,5.76,1.64,0.77,10,619.44
44281.83,8.99,6.49,1.27,0.8,8.92,620.44
44281.88,9.11,6.8,0.77,0.84,8.8,620.78
44281.92,8.84,7,1.16,0.76,7.61,621.38
44281.96,7.68,6.22,0.81,0.95,6.21,621.54
44282,7.87,6.75,0.41,1.03,4.99,621.61
44282.04,7.61,6.85,0.4,2.81,6.04,621.33
44282.08,7.23,6.36,0.58,0.01,4.26,621.06
44282.12,7.56,6.62,0.69,0.15,4.2,620.33
44282.17,6.98,6.17,0.7,0.57,3.63,619.97
44282.21,7.18,6.2,0.69,0.76,3.84,619.79
44282.25,6.32,5.7,0.76,0.85,2.62,619.86
44282.29,6.01,5.34,0.85,0.64,2.55,620.35
44282.33,6.13,5.81,0.86,0.92,2.3,620.38
44282.38,7,5.68,0.7,1.67,2.55,620.65
44282.42,13.28,6.39,0.52,2.14,6.08,620.86
44282.46,13.36,6.44,0.61,2.39,7.75,620.74
44282.5,12.78,6.05,0.67,2.59,8.22,620.42
44282.54,16.28,6.43,1.3,0.01,8.64,619.65
44282.58,17.34,7.25,2.14,0.24,4.11,618.99
44282.62,17.72,7.34,1.89,0.2,4.59,618.59
44282.67,18.26,7.31,2.09,0.27,4.64,618.22
44282.71,17.31,7.8,2.13,0.31,5.43,618.26
44282.75,13.29,6.57,1.59,0.8,5.36,618.87
44282.79,13.51,8.27,1.58,0.89,3.6,619.13
44282.83,15.29,6.81,1.23,1.16,3.48,619.53
44282.88,15.21,7.25,0.88,0.08,4.44,620.16
44282.92,14.34,7.7,0.53,2.1,5.51,620.88
44282.96,11.04,7.17,0.98,0.87,5.19,620.83
44283,11.01,7.08,1.38,0.78,3.89,620.57
44283.04,10.3,6.77,1.39,0.6,2.73,619.97
44283.08,10.03,6.51,1.5,0.61,2.84,619.73
44283.12,9.75,6.37,1.5,0.53,2.06,618.86
44283.17,8.16,5.86,1.42,0.41,0.56,618.48
44283.21,7.64,5.43,1.39,0.35,0,618.01
44283.25,6.92,5.04,1.42,0.34,0,618.08
44283.29,6.8,4.89,1.66,0.39,0,618.06
44283.33,7.52,5.47,1.49,0.46,0,618.06
44283.38,9.93,8.23,1.1,0.6,0,618.26
44283.42,16.98,9.27,0.58,1.29,0,618.12
44283.46,17.31,9.39,0.76,2.32,0,618.22
44283.5,17.44,9.28,0.92,2.47,0.24,617.53
44283.54,22.61,9.82,1.17,2.27,1.37,616.79
44283.58,22.92,8.85,1.47,2.5,1.32,615.83
44283.62,22.66,8.52,1.61,2.77,1.02,614.98
44283.67,23.05,8.7,1.62,3.05,2.24,614.25
44283.71,22.31,10.56,2.02,0.26,3.01,613.85
44283.75,18.34,10.79,1.88,0.27,0.65,613.84
44283.79,17.38,13.04,1.97,0.19,0.1,614.12
44283.83,18.56,13.18,1.26,0.08,0.07,614.08
44283.88,18.03,13.66,0.32,1.28,0.02,614.39
44283.92,17.21,14.29,0.41,0.63,0,614.43
44283.96,14.35,12.78,0.64,0.29,0.14,614.39
44284,14.22,12.65,0.83,0.29,1.01,614.38
44284.04,14.15,12.11,0.77,0.19,2.31,613.97
44284.08,14.29,11.75,0.43,2.92,3.13,613.82
44284.12,14.49,11.59,0.18,2.85,4.95,613.59
44284.17,13.6,11.1,0.1,1.19,5.53,613.49
44284.21,13.44,11.09,0.61,1.9,8.03,613.76
44284.25,12.53,8.59,0.84,1.71,4.25,614.49
44284.29,12.15,9.03,0.8,1.74,4.31,615.07
44284.33,10.9,8.71,0.29,2.13,4.49,615.25
44284.38,10.34,9.47,0.71,0.15,5.03,615.43
44284.42,16.35,11.74,0.96,2.63,4.88,615.32
44284.46,16.44,11.11,1.26,2.67,3.15,614.8
44284.5,16.93,10.48,1.38,2.87,3.02,614.42
44284.54,19.91,11.98,1.66,0.02,1.73,613.63
44284.58,20.3,11.62,1.88,0.14,0.9,613.06
44284.62,19.67,11.62,2.24,0.29,4.52,612.48
44284.67,19.85,12,2.26,0.31,6.14,612.15
44284.71,19.25,12.48,2.44,0.36,8.35,612.15
44284.75,15.83,11.31,2.07,0.4,8.56,612.7
44284.79,16.62,12.26,1.22,0.45,9.35,612.94
44284.83,16.89,13.48,1.69,0.69,9.42,613.57
44284.88,17.51,13.33,1.45,0.82,9.4,614.3
44284.92,17.12,13.53,1.15,0.85,8.41,614.82
44284.96,14.74,11.81,0.96,0.8,8.78,615.04
44285,14.97,12.03,0.62,0.19,5.91,615.14
44285.04,14.48,11.68,0.57,2.95,5.99,614.88
44285.08,14.56,11.6,0.35,3,6.01,614.43
44285.12,14.67,11.73,0.48,1.18,4.75,613.96
44285.17,13.12,11.36,0.83,0.88,4.34,613.5
44285.21,13.27,11.68,1.01,0.63,4.86,613.11
44285.25,13,10.73,0.79,0.41,4.7,613.46
44285.29,13.36,11.14,1.07,0.49,5.1,613.71
44285.33,12,10.63,1.15,0.57,5.69,613.63
44285.38,11.39,9.88,1.23,0.61,4.94,613.74
44285.42,16.67,11.85,0.81,0.97,1.89,613.68
44285.46,17.13,11.11,0.55,2.13,1.52,613.45
44285.5,17.41,10.52,0.72,2.55,1.75,613.2
44285.54,21.19,10.69,1.12,2.95,2.82,612.61
44285.58,20.87,10.17,1.59,0.04,2.72,612.17
44285.62,21.24,10.24,1.88,0.1,4.06,611.47
44285.67,21.08,11.2,2.1,0.32,3.57,611.22
44285.71,20.87,12.13,2.25,0.44,5.94,610.88
44285.75,17.17,11.67,2.14,0.58,5.58,611.67
44285.79,17.04,12.89,1.86,0.54,2.7,611.81
44285.83,17.15,12.57,1.64,0.7,1.27,612.42
44285.88,18.51,13.01,1.53,1,2.95,612.93
44285.92,16.66,12.14,1.23,1.09,3.95,613.69
44285.96,15.02,11.65,0.62,0.97,5.85,613.67
44286,15.27,11.79,0.61,0.56,5.34,613.65
44286.04,15.37,11.86,0.67,0.36,5.46,613.42
44286.08,15.59,12.16,0.66,0.87,5.48,613.16
44286.12,15.73,12.4,0.15,1.9,8.68,612.81
44286.17,14.56,12.37,0.25,0.63,7.85,612.41
44286.21,14.31,12.56,0.53,0.82,7.07,612.1
44286.25,13.43,12.68,0.51,2.42,9.94,612.53
44286.29,13.45,12.72,0.53,1.6,10,612.36
44286.33,12.81,12.21,0.55,1.58,9.92,612.87
44286.38,12.77,11.55,0.56,2.33,10,613.38
44286.42,16.64,12.71,0.8,2.94,10,613.55
44286.46,16.78,12.13,1.05,0.11,8.99,613.72
44286.5,17.11,11.62,1.42,0.26,6.29,613.33
44286.54,19.59,11.92,1.76,0.36,6.7,612.78
44286.58,18.93,11.73,2.2,0.43,6.12,612.44
44286.62,18.38,11.73,2.21,0.35,5.57,611.88
44286.67,17.26,12.35,2.42,0.35,7.59,611.7
44286.71,16.37,12.61,2.49,0.4,8.37,611.6
44286.75,14.71,12.62,2.14,0.29,9.77,612.3
44286.79,14.49,12.92,1.85,0.44,10,612.67
44286.83,14.55,13.21,1.66,0.66,10,613.04
44286.88,14.77,13.36,1.61,0.79,10,613.66
44286.92,14.45,13.2,1.19,0.8,10,614.3
44286.96,12.63,12.44,1.28,0.82,10,614.47
44287,12.82,12.42,1.12,0.81,10,614.56
44287.04,12.74,12.42,1.03,0.84,10,614.39
44287.08,12.91,12.45,1.01,0.79,10,614.52
44287.12,13.08,12.61,1.05,0.74,10,614.47
44287.17,12.69,12.26,1.02,0.76,10,614.46
44287.21,12.67,12.15,1.07,0.69,10,614.7
44287.25,12.52,12.52,1.16,0.29,10,614.85
44287.29,12.43,12.42,1.02,0.39,10,615.16
44287.33,11.76,11.76,1.12,0.4,10,616.06
44287.38,11.1,11.1,1.38,0.51,10,616.71
44287.42,11.73,10.57,1.77,0.57,10,617.02
44287.46,11.64,10.98,1.89,0.59,10,617.61
44287.5,11.35,11.2,1.85,0.55,10,617.48
44287.54,11.52,10.28,2.03,0.66,10,617.14
44287.58,11.12,9.75,2.09,0.66,10,616.83
44287.62,11.23,9.24,1.86,0.66,10,616.21
44287.67,10.24,8.07,1.85,0.66,10,616.13
44287.71,9.56,8.02,1.75,0.69,10,615.94
44287.75,7.79,7.46,1.55,0.57,10,616.14
44287.79,7.86,7.51,1.55,0.77,10,616.39
44287.83,8.24,8.02,1.46,0.9,10,616.9
44287.88,7.42,7.24,1.29,0.98,10,617.32
44287.92,7.45,7.32,1.22,0.88,10,618.07
44287.96,6.85,6.53,1.12,0.67,10,618.13
44288,7.01,6.6,1.12,0.62,10,618.24
44288.04,7.08,6.68,1.03,0.53,10,617.79
44288.08,6.95,6.56,1.02,0.48,10,617.78
44288.12,7.16,6.75,0.94,0.36,10,617.41
44288.17,6.3,5.94,0.86,0.38,10,617.36
44288.21,6.67,6.28,0.89,0.38,10,617.38
44288.25,7.18,6.59,1.04,0.47,10,617.43
44288.29,7.49,7.03,1.15,0.69,10,617.7
44288.33,6.85,5.99,1,0.58,10,618.46
44288.38,7.26,6.8,1.04,0.54,10,619.05
44288.42,8.75,6.61,1.17,0.56,10,619.16
44288.46,10.23,7.01,1.4,0.43,10,619.29
44288.5,10.27,7.17,1.67,0.39,10,619.13
44288.54,11.32,7.54,1.9,0.35,10,618.58
44288.58,10.84,7.66,2.15,0.42,10,618.31
44288.62,9.95,7.64,2.29,0.52,10,617.84
44288.67,9.41,7.59,2.27,0.61,10,617.8
44288.71,8.95,7.03,2.03,0.64,10,617.75
44288.75,6.52,5.88,1.68,0.59,10,618.59
44288.79,6,5.51,1.6,0.7,10,618.74
44288.83,6.84,6.09,1.49,0.74,10,619.6
44288.88,7.59,6.52,1.29,0.76,10,620.45
44288.92,7.38,6.5,1.31,0.76,10,621.36
44288.96,5.89,5.43,1.31,0.77,10,621.64
44289,6.34,5.69,1.22,0.75,10,622.13
44289.04,5.68,5.28,0.94,0.62,10,621.82
44289.08,5.97,5.55,0.79,0.66,10,621.7
44289.12,6.11,5.56,0.74,0.45,10,621.46
44289.17,5.53,5.19,0.7,0.42,9.94,621.34
44289.21,5.6,5.15,0.67,0.38,10,621.28
44289.25,5.21,4.72,0.95,0.33,10,621.81
44289.29,5.4,4.84,0.75,0.13,9.98,622.25
44289.33,5.09,4.54,0.77,3.11,9.97,622.73
44289.38,5.45,4.89,0.9,0.05,10,623.06
44289.42,9.49,4.74,0.9,0.11,10,623.26
44289.46,8.52,4.8,1.09,3.13,10,623.16
44289.5,7.77,4.68,1.35,0.08,10,622.74
44289.54,10.58,5.94,1.58,0.04,10,622.42
44289.58,10.11,5.8,2.15,0.21,10,621.24
44289.62,10.67,5.9,2.36,0.44,9.07,620.74
44289.67,9.86,6.18,2.25,0.56,9.99,620.12
44289.71,10.12,6.24,2.09,0.59,9.29,620.24
44289.75,6.6,4.61,1.73,0.64,10,620.25
44289.79,7.19,4.8,1.44,0.71,7.67,621.17
44289.83,8.12,5.37,1.16,0.8,10,621.78
44289.88,8.79,5.72,1.26,0.78,10,622.26
44289.92,8.59,5.71,0.95,0.76,10,622.97
44289.96,6.2,4.98,0.8,0.59,9.99,623.39
44290,6.37,5.5,0.67,0.54,10,623.53
44290.04,6.07,5.78,0.52,0.33,9.9,623.19
44290.08,6.18,5.87,0.42,0.06,9.99,623.02
44290.12,6.22,5.73,0.44,2.88,9.84,622.65
44290.17,5.95,5.72,0.45,3.08,10,622.25
44290.21,6.07,5.88,0.36,3.1,9.77,622.21
44290.25,5.85,5.63,0.46,2.5,9.92,622.04
44290.29,5.88,5.63,0.67,0.37,10,622.39
44290.33,5.74,5.33,0.72,0.4,10,622.8
44290.38,5.79,5.29,0.89,0.03,10,623.42
44290.42,7.92,6.21,1.07,0.02,10,623.25
44290.46,7.6,6.2,1.22,0.07,10,623.23
44290.5,7.24,6.24,1.49,0.09,10,622.68
44290.54,10.51,7.55,1.84,0.15,10,622.02
44290.58,10.16,7.61,1.98,0.21,10,621.2
44290.62,10.1,7.72,2.32,0.35,10,620.6
44290.67,10.25,7.95,2.07,0.53,10,620.17
44290.71,10.04,8.24,1.79,0.62,10,620.03
44290.75,7.57,6.86,1.32,0.67,10,620.35
44290.79,7.7,6.76,1.42,0.83,10,620.46
44290.83,8.08,6.68,1.45,0.9,10,621.5
44290.88,8.51,6.73,1.46,0.82,10,622.25
44290.92,8.37,6.96,1.28,0.82,10,622.89
44290.96,7.47,6.64,0.99,0.6,10,623
44291,7.6,6.74,0.81,0.42,10,623.05
44291.04,7.41,6.62,0.68,0.33,10,622.79
44291.08,7.55,6.72,0.65,0.3,10,622.5
44291.12,7.73,6.75,0.77,0.55,10,622.16
44291.17,7.24,6.57,0.92,0.62,10,621.94
44291.21,7.23,6.52,0.91,0.64,10,622.16
44291.25,6.76,6.35,0.78,0.42,10,622.98
44291.29,6.87,6.39,0.92,0.47,10,622.94
44291.33,6.69,6.16,0.87,0.42,10,623.7
44291.38,6.57,6.26,0.91,0.44,10,624.27
44291.42,7.85,6.95,0.82,0.32,10,624.24
44291.46,7.78,6.17,0.79,2.84,10,624.14
44291.5,7.39,5.8,0.93,2.71,10,623.82
44291.54,9.67,6.94,1.02,2.48,10,622.83
44291.58,10.46,7.41,1.25,2.75,10,622.38
44291.62,10.96,7.5,1.5,2.93,9.92,621.42
