$ met, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
44250.54,13.66,6.01,0.61,1.97,0.46,567.01
44250.58,14.45,5.11,0.96,2.34,0.38,566.39
44250.62,14.66,4.95,1.08,2.19,4.08,565.4
44250.67,15.52,4.33,1.19,2.71,2.54,564.83
44250.71,15.29,4.43,1.24,2.66,3.84,564.66
44250.75,11.07,4.2,1.53,2.86,5.6,564.2
44250.79,10.61,5.13,1.27,2.89,2.78,564.13
44250.83,9.85,5.51,1.57,2.97,5.3,564.62
44250.88,9.84,5.48,1.28,2.94,7.66,564.91
44250.92,9.96,5.67,1.3,2.54,7.18,565.02
44250.96,7.21,4.72,1.19,2.19,7.25,564.8
44251,8.11,5.28,0.98,1.86,7.29,564.62
44251.04,7.79,5.21,0.92,1.59,7.09,564.25
44251.08,7.78,5.28,0.87,1.4,6.47,563.78
44251.12,7.68,5.17,1,1.31,6.18,563.31
44251.17,6.95,4.52,1.21,1.22,6.02,562.61
44251.21,7,4.65,1.27,1.08,5.94,562.4
44251.25,6.26,4.27,1.02,0.92,6,562.07
44251.29,5.61,3.15,0.85,0.83,6,562.16
44251.33,5.85,3.38,0.77,0.91,6.02,562.51
44251.38,5.93,3.6,0.6,1.23,6.04,562.72
44251.42,10.97,5.01,0.33,1.74,6.02,563.21
44251.46,10.72,3.58,0.56,1.33,2.94,562.94
44251.5,10.47,3.75,0.69,1.21,3.66,562.99
44251.54,14.29,4.32,0.72,1.47,0,562.28
44251.58,14.46,4.28,0.7,1.74,0,561.7
44251.62,14.12,4.59,0.85,2.06,0.2,561.24
44251.67,15.46,5.27,1.02,2.3,0.18,560.79
44251.71,15.02,5.8,1.05,2.35,0.22,560.85
44251.75,12,4.97,1.19,2.77,0.3,560.5
44251.79,12.19,5.89,0.89,2.76,2.14,560.64
44251.83,11.37,5.85,1.09,2.85,6.43,561.27
44251.88,11.63,5.94,1.33,3.04,6.35,561.68
44251.92,11.6,6.26,1.38,3.03,6.63,562.01
44251.96,9.71,6.71,1.39,2.98,7.19,562.4
44252,9.37,6.65,1.56,3.03,7.85,562.5
44252.04,8.88,6.38,1.52,0.07,8.29,562.55
44252.08,8.86,6.31,1.46,0.09,8.47,562.73
44252.12,8.93,6.34,1.37,0.09,8.37,562.44
44252.17,7.6,6.18,1.18,0.21,8.93,562.58
44252.21,7.14,6.03,1,0.25,9.17,562.42
44252.25,6.37,6.33,0.82,0.26,10,562.91
44252.29,6.61,6.24,0.32,0.35,10,562.98
44252.33,6.64,6.18,0.59,2.96,10,563.62
44252.38,5.87,5.79,1.01,2.78,10,564.05
44252.42,6.93,5.88,1.2,2.72,9.94,564.55
44252.46,6.89,6,1.2,3.02,9.48,564.64
44252.5,6.65,5.86,1.14,0.09,8.71,564.53
44252.54,7.96,5.44,1.13,0.19,9.4,563.94
44252.58,7.67,5.77,1.21,0.43,9.44,563.52
44252.62,7.47,5.78,1.42,0.45,9.05,562.97
44252.67,7.66,6.29,1.54,0.41,8.97,562.79
44252.71,6.37,5.24,1.47,0.37,9.15,562.75
44252.75,5.27,3.7,1.9,0.4,8.71,562.61
44252.79,4.74,3.93,1.84,0.33,8.71,563.12
44252.83,4.56,4.09,1.7,0.41,9.41,563.32
44252.88,4.53,4.16,1.58,0.6,9.52,564.16
44252.92,4.02,3.72,1.39,0.41,9.41,564.78
44252.96,2.06,1.92,1.35,0.37,9.58,564.73
44253,2.06,1.97,1.29,0.37,9.98,565.13
44253.04,1.55,1.37,1.23,0.44,9.98,564.94
44253.08,1.9,1.6,1.21,0.52,10,565.11
44253.12,1.86,1.66,1.14,0.62,10,564.83
44253.17,1.32,1.21,1.05,0.66,10,564.87
44253.21,1.77,1.45,0.85,0.57,10,564.55
44253.25,1.1,0.35,0.93,0.64,9.98,564.78
44253.29,1.37,0.58,0.74,0.2,9.98,564.87
44253.33,1.51,0.54,0.8,2.55,9.94,565.07
44253.38,1.52,0.42,0.83,2.37,9.35,565.49
44253.42,4.45,2.11,0.85,2.31,9.32,565.54
44253.46,4.67,2.91,0.69,2.11,9.1,565.71
44253.5,4.68,3.01,0.52,1.89,9.88,565.59
44253.54,7.7,4.14,0.74,1.72,9.64,565.08
44253.58,8.36,4.24,0.54,1.77,8.98,564.41
44253.62,8.18,4.03,0.6,2.53,9.74,563.7
44253.67,8.84,4.22,0.91,2.83,9.74,563.42
44253.71,8.71,4.36,1.25,3.05,8.56,563.4
44253.75,5.31,2.99,1.57,3.05,6.48,562.71
44253.79,4.52,3.04,1.77,0.41,7.02,563.67
44253.83,4.52,2.81,1.78,0.27,7.77,564.29
44253.88,4.28,2.98,1.77,0.29,8.18,564.46
44253.92,3.71,2.97,1.58,0.37,9.03,565.07
44253.96,1.69,1.52,1.53,0.19,9.25,565.38
44254,1.72,1.57,1.19,3,9.31,565.45
44254.04,1.81,1.6,1.34,2.9,9.37,565.12
44254.08,1.72,1.56,1.27,2.83,9.98,564.86
44254.12,1.77,1.51,1.26,2.85,9.92,564.45
44254.17,1.26,1.16,1.29,2.75,9.86,564.22
44254.21,1.05,1.04,1.38,2.65,10,563.76
44254.25,0.63,0.34,1.42,2.39,10,563.5
44254.29,0.59,0.23,1.51,2.48,10,563.42
44254.33,0.58,0,1.59,2.54,10,563.56
44254.38,0.86,0.36,1.51,2.47,10,563.81
44254.42,3.65,2,1.37,2.49,9.43,563.83
44254.46,3.6,2.27,1.27,2.25,9.11,563.69
44254.5,3.43,2.47,1.21,1.95,9.21,563.43
44254.54,5.61,3.56,1.1,2,9.52,562.77
44254.58,5.82,3.7,0.92,2.13,9.9,561.94
44254.62,6.15,3.74,1.04,2.47,9.88,561.3
44254.67,6.04,3.7,0.99,2.52,9.96,560.77
44254.71,6.27,3.74,0.95,3.04,9.74,560.81
44254.75,5.23,2.8,0.64,2.68,9.42,560.39
44254.79,5.01,2.74,0.78,0.14,7.96,560.56
44254.83,4.41,2.34,0.96,2.83,7.66,561.01
44254.88,4.35,2.59,1.15,2.78,7,561.29
44254.92,3.61,2.09,1.09,0.04,7.24,561.74
44254.96,2.41,0.94,1.22,0.3,8.99,562.3
44255,2.64,0.67,1.25,0.39,9.01,562.83
44255.04,2.95,0.6,1.21,0.34,8.95,562.79
44255.08,2.69,0.34,1.25,0.21,9.31,562.68
44255.12,2.32,0.2,1.27,0.3,8.45,562.67
44255.17,1.41,-0.46,1.16,0.28,9.15,562.39
44255.21,1.32,-0.6,1.03,0.26,8.59,562.28
44255.25,0.27,-0.78,0.85,0.52,8.43,562.03
44255.29,0.38,-1.01,0.9,0.35,9.4,562.05
44255.33,0.52,-1,0.75,0.44,9.5,562.37
44255.38,0.94,-0.47,0.66,2.87,9.7,562.7
44255.42,3.46,0.72,0.6,2.74,9.64,562.53
44255.46,3.56,1.06,0.9,2.66,9.88,562.74
44255.5,3.11,1.24,0.68,2.84,9.96,562.05
44255.54,5.49,2.29,0.74,3.08,9.78,562.03
44255.58,4.84,1.88,0.81,2.93,10,561.39
44255.62,4.85,1.83,0.88,2.92,9.94,561.1
44255.67,5.19,2.14,0.96,0.09,9.66,560.8
44255.71,4.78,1.54,1.03,0.16,9.02,561.06
44255.75,2.89,1.02,1.11,0.46,8.76,561.58
44255.79,2.78,1.16,1.62,0.32,9.56,562.08
44255.83,2.66,1.04,1.76,0.49,9.46,562.8
44255.88,1.91,1.06,1.77,0.59,9.8,563.86
44255.92,1.36,0.55,1.85,0.6,9.34,565.02
44255.96,-1.09,-1.46,1.65,0.66,9.4,565.71
44256,-1.1,-1.53,1.53,0.74,9.46,566.45
44256.04,-1.07,-1.54,1.53,0.79,9.58,566.66
44256.08,-0.94,-1.74,1.58,0.81,9.46,567.21
44256.12,-0.62,-1.91,1.71,0.86,9.66,567.43
44256.17,-1.25,-2.47,1.78,0.85,9.24,567.86
44256.21,-1.45,-2.51,1.82,0.89,9.9,568.09
44256.25,-2.03,-3.32,1.96,0.89,9.38,568.85
44256.29,-2.32,-4.11,1.54,0.73,9.5,569.98
44256.33,-2.15,-3.84,1.13,0.85,9.64,570.07
44256.38,-2.77,-4.6,0.81,1.07,9.48,570.7
44256.42,-1.69,-4.86,1.02,0.82,9.92,571.52
44256.46,-2,-4.86,1.38,0.36,9.82,571.77
44256.5,-1.9,-4.91,1.42,0.11,9.82,571.79
44256.54,-0.37,-5.58,1.28,3.03,9.8,571.31
44256.58,-0.47,-5.25,1.2,2.82,9.46,571.05
44256.62,0.2,-5.17,1.24,2.68,9.72,570.32
44256.67,0.07,-5.75,1.42,2.77,9.52,570.28
44256.71,0.27,-5.59,1.44,2.84,9.36,569.96
44256.75,-0.32,-5.35,1.65,2.8,9.8,570.04
44256.79,0.04,-5.45,1.43,2.99,9.82,569.89
44256.83,0.2,-5.49,1.19,3.01,9.68,570.8
44256.88,0.19,-5.52,1.29,3,9.56,570.86
44256.92,-0.01,-5.11,1.32,3.03,9.92,571.3
44256.96,-1.09,-5.19,1.21,3.01,9.94,571.42
44257,-1.77,-4.89,1.02,3.12,9.98,571.28
44257.04,-1.95,-4.65,0.9,3.09,9.98,571.04
44257.08,-1.64,-4.61,0.77,2.93,9.86,570.76
44257.12,-1.72,-4.83,0.77,2.8,9.94,570.06
44257.17,-2.3,-5.17,0.74,2.7,9.96,569.54
44257.21,-2.16,-5.44,0.76,2.6,9.84,568.87
44257.25,-2.96,-5.35,0.53,0.02,9.72,569.26
44257.29,-3.06,-5.41,0.5,0.06,9.56,568.93
44257.33,-3.34,-5.36,0.63,3.07,9.74,569.13
44257.38,-3.61,-5.95,0.46,2.74,9.56,569.14
44257.42,-1.23,-4.78,0.54,2.07,9.46,568.99
44257.46,-1.73,-4.64,0.7,2.01,8.92,568.87
44257.5,-1.83,-4.85,0.66,2.12,9.58,568.24
44257.54,1.18,-3.05,0.68,2.35,9.96,567.47
44257.58,0.7,-3.04,0.8,2.48,9.96,566.9
44257.62,0.58,-2.96,0.92,2.39,9.96,566.25
44257.67,1.43,-1.99,1.01,2.33,10,565.96
44257.71,1.56,-1.89,0.96,2.78,9.94,565.84
44257.75,-0.9,-2.06,0.66,0.33,9.8,565.97
44257.79,0.27,-1.48,1.09,0.83,9.48,566.29
44257.83,0.28,-1.4,1.37,0.58,9.86,566.74
44257.88,-0.04,-1.64,1.43,0.56,9.74,567.8
44257.92,-0.68,-1.96,1.44,0.47,9.86,568.36
44257.96,-2.45,-3.16,1.42,0.55,9.5,568.77
44258,-2.37,-3.38,1.42,0.56,9.8,569.14
44258.04,-2.61,-3.58,1.35,0.5,9.9,569.12
44258.08,-2.58,-3.84,0.97,0.42,9.76,569.15
44258.12,-2.09,-3.38,0.84,0.22,9.26,568.92
44258.17,-2.45,-3.84,0.35,2.94,9.48,568.72
44258.21,-2.46,-3.83,0.17,1.42,9.38,568.29
44258.25,-3.26,-4.36,0.39,2.76,9,568.29
44258.29,-2.9,-3.78,0.73,0.42,9.48,568.23
44258.33,-2.97,-4.45,0.78,0.96,9.74,568.52
44258.38,-2.64,-4.33,0.91,1.06,9.52,568.67
44258.42,1.17,-2.74,0.67,1.21,9.2,568.59
44258.46,1.2,-2.5,0.35,1.55,8.36,568.75
44258.5,1.07,-1.38,0.46,1.82,7.4,568.12
44258.54,3.68,-0.04,0.71,2.07,4.78,567.6
44258.58,3.15,-0.18,0.87,1.99,4.58,566.98
44258.62,2.84,-0.15,0.97,2.03,6.88,566.23
44258.67,3.94,0.11,0.77,2.23,8.62,566.04
44258.71,4.45,-0.36,0.86,0.07,9.22,565.95
44258.75,3.03,-0.33,1.24,0.23,7.32,566.05
44258.79,2.94,-0.02,1.5,0.44,6.2,566.64
44258.83,3.03,0.31,1.39,0.05,2.74,566.75
44258.88,2.87,0.71,1.24,0.12,3.82,567.29
44258.92,2.83,0.81,1.09,3.07,4.22,567.75
44258.96,0.57,0.25,0.86,2.86,4.3,567.85
44259,0.52,0.28,0.72,2.31,3.52,567.93
44259.04,0.54,0.52,0.83,2.11,3.44,567.52
44259.08,-0.06,-0.07,0.85,2,3.48,567.27
44259.12,-0.2,-0.36,0.89,1.97,4.42,566.73
44259.17,-0.56,-0.56,0.96,1.77,4.41,566.23
44259.21,-0.43,-0.67,0.9,1.58,5.79,565.73
44259.25,0.22,-0.29,0.54,1.57,5.41,565.56
44259.29,0.09,-0.14,0.64,1.55,8.36,565.76
44259.33,-0.39,-0.91,0.52,1.8,9.76,565.93
44259.38,0.56,-0.17,0.63,1.96,5.84,565.97
44259.42,3.8,1.8,0.54,2.49,8.61,566.07
44259.46,3.68,1.75,0.77,2.35,6.78,566.05
44259.5,3.21,1.63,0.62,2.47,6.62,565.13
44259.54,6.34,2.27,0.59,2.34,8.44,564.84
44259.58,6.29,1.94,0.62,2.79,9.3,564.1
44259.62,6.4,1.95,0.99,0.01,9.12,563.59
44259.67,6.63,2.33,1.01,3.05,9.52,563.15
44259.71,6.14,2.49,1.02,3.1,8.48,563.01
44259.75,3.68,1.44,1.08,0.22,6.82,563.53
44259.79,3.78,1.54,1.34,0.31,6.63,563.18
44259.83,4.09,1.18,1.43,0.46,8.1,563.86
44259.88,3.86,1.17,1.25,0.4,8.39,564.5
44259.92,3.47,1.15,1.17,0.38,8.18,564.7
44259.96,1.8,0.77,1.14,0.33,8.36,565.08
44260,1.53,0.63,1.06,0.25,8.55,565.06
44260.04,0.95,0.16,1.1,0.23,8.28,565.01
44260.08,0.95,0.18,1.11,0.11,8.61,564.97
44260.12,0.98,-0.01,1.15,3.13,8.43,564.81
44260.17,0.3,-0.52,1.08,3.08,8.61,564.8
44260.21,0.45,-0.14,0.96,3.13,8.79,564.8
44260.25,-0.06,-0.62,0.59,0.52,9.52,564.78
44260.29,0.08,-0.32,0.42,0,9.92,565.24
44260.33,0.17,-0.48,0.36,1.63,9.74,565.4
44260.38,-0.06,-1.32,0.38,1.65,7.67,565.86
44260.42,4.25,0.1,0.16,2.05,8.07,565.99
44260.46,4.14,0.44,0.6,1.39,7.88,565.97
44260.5,4.15,0.75,0.96,1.15,6.56,565.67
44260.54,7.21,2.05,1.31,0.97,9.01,565.4
44260.58,6.4,1.98,1.31,0.7,9.25,564.85
44260.62,5.68,1.98,1.27,0.39,9.62,564.71
44260.67,4.6,1.58,1.39,0.37,8.87,564.2
44260.71,4.62,1.74,1.56,0.41,9.08,564.48
44260.75,2.6,1.11,1.56,0.48,9.07,565.12
44260.79,3.18,1.69,1.06,0.33,9.27,565.41
44260.83,3.22,2.35,0.97,0.33,9.41,566.01
44260.88,3.22,2.49,1.08,0.4,9.76,566.66
44260.92,2.71,1.71,1.03,0.48,9.88,566.96
44260.96,0.93,0.85,1.14,0.38,9.9,567.42
44261,1.36,1.05,1.21,0.37,9.92,567.68
44261.04,1.43,0.86,1.16,0.45,9.94,567.81
44261.08,1.37,0.83,1.14,0.45,9.45,567.78
44261.12,1.53,0.92,0.96,0.63,10,567.79
44261.17,0.87,0.72,0.76,0.8,10,567.72
44261.21,1.02,0.6,0.94,0.98,10,567.8
44261.25,0.61,0.46,0.9,1.45,10,567.88
44261.29,0.75,0.43,0.85,1.54,10,568.31
44261.33,0.58,0.49,0.97,1.58,9.98,569.19
44261.38,0.17,0.04,1.06,1.59,9.98,569.88
44261.42,1.78,0.27,1.03,1.53,10,570.37
44261.46,1.61,0.34,1.06,1.48,9.8,570.43
44261.5,1.95,0.2,1.06,1.41,9.9,570.29
44261.54,2.36,-0.25,1.02,1.33,9.74,570.02
44261.58,2.27,-0.23,1,0.99,9.82,569.42
44261.62,1.95,-0.16,0.98,0.66,9.66,568.85
44261.67,1.84,0.06,1.1,0.48,9.82,568.45
44261.71,2.09,0.38,1.28,0.49,9.8,568.27
44261.75,0.52,-0.01,0.89,3.03,9.66,568.55
44261.79,0.64,0.49,1.09,0.14,8.96,568.75
44261.83,0.27,0.23,1.06,0.29,9.88,569.08
44261.88,0.75,0.42,0.91,0.36,9.48,569.51
44261.92,1,0.91,0.87,0.24,9.94,569.83
44261.96,-0.07,-0.07,0.89,3.05,9.66,569.79
44262,-0.24,-0.24,0.71,3.02,9.29,569.87
44262.04,-0.24,-0.24,0.62,2.77,9.96,569.54
44262.08,-0.24,-0.24,0.74,2.72,9.84,569.34
44262.12,-0.15,-0.15,0.65,2.74,9.92,568.83
44262.17,-0.28,-0.28,0.67,2.85,9.9,568.69
44262.21,-0.13,-0.15,0.67,2.68,10,568.06
44262.25,0.32,-0.13,0.6,2.43,9.72,568.07
44262.29,0.28,-0.14,0.63,2.1,9.38,567.84
44262.33,0.29,-0.13,0.73,2.24,9.46,568.15
44262.38,-0.13,-0.51,0.81,2.24,9.56,568.61
44262.42,1.56,0.63,0.9,2.25,9.38,568.56
44262.46,1.54,0.77,0.86,2.21,9.82,568.57
44262.5,1.18,0.83,0.94,1.9,9.66,568.1
44262.54,3.76,1.76,0.89,1.67,9.9,567.48
44262.58,3.7,1.49,0.46,2.12,9.66,566.83
44262.62,3.24,1.17,0.7,2.74,9.78,566.13
44262.67,4.64,1.54,0.92,3.07,8.92,565.65
44262.71,4.61,1.91,1.03,0.14,8.56,565.37
44262.75,1.9,1.3,0.63,0.37,8.84,565.82
44262.79,2.1,1.38,1.07,0.11,9.1,566.2
44262.83,2.25,1.79,1.03,0.23,8.96,566.96
44262.88,2.3,1.79,1.19,0.39,9.15,567.37
44262.92,1.64,1.42,0.85,1.01,9.33,568.01
44262.96,-0.26,-0.28,0.39,1.55,9.31,568.42
44263,-0.25,-0.29,0.8,1.07,9.07,568.24
44263.04,-0.04,-0.05,1.24,1.3,8.25,567.77
44263.08,-0.83,-0.82,1.17,1.32,0.54,567.4
44263.12,-0.63,-0.65,1.09,1.31,0.36,567.22
44263.17,-1.97,-1.97,1.3,1.32,1.07,566.84
44263.21,-2.41,-2.63,1.34,1.25,0.89,566.55
44263.25,-0.82,-1.48,1.31,1.15,2.99,566.93
44263.29,-1.08,-1.42,1.1,1.44,3.02,567.07
44263.33,-1.31,-1.79,1.03,1.5,8.99,567.45
44263.38,-0.23,-0.53,1.15,1.55,9.98,567.94
44263.42,3.14,2.57,0.86,1.98,10,568.17
44263.46,2.51,2.51,0.75,2.49,8.38,568.41
44263.5,2.11,2.12,0.8,2.78,9.94,568.21
44263.54,4.26,3.82,0.93,2.74,7.88,568.09
44263.58,4.54,3.56,0.99,2.78,8.85,567.54
44263.62,4.99,3.51,1.21,3.09,8.56,566.77
44263.67,5.47,3.81,1.23,2.94,7.92,566.44
44263.71,5.2,3.75,1.22,3.02,8.5,566.34
44263.75,2.69,2.12,1.53,0.36,8.97,566.65
44263.79,2.66,2.47,1.54,0.54,9.41,567.07
44263.83,2.71,2.67,1.31,0.32,9.58,567.76
44263.88,3.12,2.93,1.08,0.3,9.5,568.35
44263.92,2.45,2.24,1.17,0.24,10,568.77
44263.96,1.1,1.1,0.87,3.07,10,568.94
44264,1.12,1.12,1.02,2.92,10,568.91
44264.04,1.23,1.23,0.85,2.68,10,568.67
44264.08,1.32,1.32,0.54,2.24,10,568.58
44264.12,1.12,1.12,0.45,1.84,10,568.21
44264.17,0.68,0.68,0.39,1.89,10,568.04
44264.21,0.77,0.77,0.36,1.72,10,567.77
44264.25,0.34,0.34,0.25,1.98,10,567.82
44264.29,0.05,0.05,0.55,1.92,10,568
44264.33,0.43,0.35,0.61,1.95,9.88,568.39
44264.38,0.7,0.64,0.79,2.18,10,568.68
44264.42,3.15,1.99,0.88,2.47,9.28,568.97
44264.46,3.55,2.47,1.05,2.6,8.68,569.25
44264.5,3.75,2.85,1.09,2.7,8.26,568.99
44264.54,6.04,3.72,1.05,2.71,8.45,568.76
44264.58,6.09,3.86,0.95,2.86,9.29,568.09
44264.62,6.27,4,1.14,0.15,9.88,567.6
44264.67,5.76,3.68,1.45,0.29,9.13,567.33
44264.71,5.19,3.71,1.57,0.24,9.45,567.32
44264.75,2.76,2.62,1.3,2.96,9.44,567.57
44264.79,2.96,2.89,1.31,3.08,9.17,567.4
44264.83,3.26,3.18,1.14,0.03,9.29,567.93
44264.88,2.88,2.45,0.99,3.13,9.13,568.32
44264.92,2.87,2.52,0.89,2.87,9.37,568.4
44264.96,2.06,2.06,0.98,2.71,10,568.57
44265,2.14,2.14,0.83,2.67,10,568.21
44265.04,2.16,2.16,0.92,2.6,10,567.97
44265.08,2.44,2.37,0.93,2.53,10,567.58
44265.12,2.48,2.21,0.85,2.51,10,567.38
44265.17,2.11,1.96,0.68,2.41,10,567.12
44265.21,2.1,1.92,0.48,2.41,10,566.94
44265.25,1.78,1.78,0.44,1.35,10,567.02
44265.29,1.61,1.61,0.55,0.24,10,567.1
44265.33,1.52,1.52,0.61,2.53,10,567.54
44265.38,1.43,1.39,0.76,2.42,10,567.99
44265.42,3.38,2.5,0.74,2.61,9.92,568.24
44265.46,4.29,3.42,0.8,2.28,10,568.36
44265.5,4.79,3.65,0.79,2.03,9.96,568.07
44265.54,8.09,4.95,0.59,2.26,9.31,567.89
44265.58,8.44,4.86,0.78,0.04,9.6,567.27
44265.62,8.81,4.83,1.05,0.23,8.24,566.72
44265.67,9.12,4.73,1.02,0.01,9.08,566.53
44265.71,9.05,4.72,1.31,0.08,7.9,566.5
44265.75,5.45,3.68,1.29,0.3,8.02,566.76
44265.79,5.74,4.12,1.44,0.47,7.9,567.16
44265.83,5.15,4.35,1.6,0.4,9.09,568.01
44265.88,4.76,4.19,1.44,0.39,9.11,568.56
44265.92,4.55,4.09,1.11,0.28,9.05,569.12
44265.96,2.95,2.88,0.91,0.09,9.21,569.47
44266,2.87,2.87,0.75,0.18,9.15,569.42
44266.04,2.81,2.81,0.59,2.95,8.93,569.34
44266.08,2.93,2.93,0.38,2.11,8.87,569.21
44266.12,3.14,3.13,0.34,1.83,8.77,569.07
44266.17,3.09,3.09,0.43,1.98,8.71,568.58
44266.21,2.87,2.81,0.6,1.83,8.83,568.62
44266.25,2.08,2.08,0.54,2,10,568.7
44266.29,2.51,2.51,0.54,1.88,9.94,568.97
44266.33,2.97,2.69,0.45,2.06,9.96,569.49
44266.38,3.08,2.49,0.59,2.01,9.74,570.02
44266.42,5.83,4.01,0.45,2.43,9.18,570.26
44266.46,6.21,4.77,0.2,2.46,7.99,570.26
44266.5,6.36,4.85,0.32,1.36,8.29,570.05
44266.54,10.14,5.81,0.34,1.53,9.02,569.52
44266.58,10.42,5.8,0.35,2.83,8.68,569.02
44266.62,10.18,5.82,0.85,3.13,9.44,568.46
44266.67,9.95,5.81,1.31,0.11,9.28,568.19
44266.71,9.57,6.2,1.44,0.09,9.06,568.14
44266.75,6.92,5.01,1.46,3.12,7.3,568.15
44266.79,6.83,5.74,1.43,0.26,7.48,568.34
44266.83,6.91,5.67,1.55,0.55,8.1,569.06
44266.88,6.9,5.87,1.37,0.47,9.34,569.73
44266.92,6.61,5.6,1.36,0.3,9.39,570.2
44266.96,5.13,5.02,1.11,0.32,9.33,570.31
44267,5.21,5.12,1.03,0.29,9.45,570.38
44267.04,4.86,4.86,0.94,0.26,9.21,570.39
44267.08,4.87,4.86,0.72,0.31,10,570.23
44267.12,5.01,4.67,0.64,3.14,10,569.92
44267.17,3.89,3.85,0.29,2.27,10,569.65
44267.21,3.66,3.31,0.37,1.58,10,569.38
44267.25,3.19,2.86,0.49,1.26,10,569.49
44267.29,3.26,3.2,0.91,1.37,10,569.69
44267.33,3.54,3.41,0.96,0.89,10,569.8
44267.38,4.94,3.97,1.14,0.92,5.54,570.36
44267.42,8.87,5.09,1.01,1.02,2.5,570.2
44267.46,9.16,5.08,0.56,1.15,3.99,570.45
44267.5,9.78,5.15,0.44,1.07,6.6,570.12
44267.54,12.86,5.37,0.26,1.55,8.18,569.75
44267.58,12.9,5.34,0.43,2.85,6.7,569.1
44267.62,12.93,5.55,0.45,2.3,7.72,568.6
44267.67,13.77,5.95,0.83,3,4.06,568.32
44267.71,13.74,6.01,0.85,2.61,6.47,568.08
44267.75,10.05,4.76,1.24,2.6,4.64,568.01
44267.79,9.71,5.6,1.18,0.42,6.24,568.31
44267.83,9.5,5.69,1.4,0.51,7.24,569.36
44267.88,9.72,6.35,1.58,0.46,7.47,570.08
44267.92,9.09,6.07,1.55,0.57,8.67,570.56
44267.96,6.58,5.53,1.39,0.58,8.72,571.06
44268,6.5,5.79,1.1,0.45,8.54,571.23
44268.04,5.56,5.37,0.85,0.4,8.63,571.37
44268.08,5.57,5.47,0.52,2.55,8.87,571.24
44268.12,5.68,5.21,0.79,1.46,8.93,570.7
44268.17,4.74,4.73,0.86,1.2,10,570.47
44268.21,5.12,4.89,1.06,1.04,9.94,570.1
44268.25,3.95,3.89,1.15,1.13,10,570.18
44268.29,3.86,3.66,1.33,0.98,9.76,570.39
44268.33,3.79,3.33,1.47,0.97,9.96,570.69
44268.38,3.76,3.64,1.2,0.95,9.01,570.92
44268.42,11.75,8.06,0.84,0.94,0.58,570.87
44268.46,12.73,6.6,0.34,1.42,0.48,570.99
44268.5,12.97,6.91,0.44,2.49,0.32,570.66
44268.54,16.33,7.12,0.87,2.74,0.58,570.24
44268.58,16.26,7.51,1.13,2.71,0.9,569.29
44268.62,15.65,7.95,1.39,2.74,3.2,568.74
44268.67,15.85,8.24,1.37,2.81,4.64,568.08
44268.71,14.94,7.77,1.49,2.9,7.57,567.79
44268.75,11.8,7.22,1.45,2.75,4.18,567.63
44268.79,12.02,8.2,1.15,2.72,3.76,567.24
44268.83,11.54,8.33,0.96,2.82,5.32,567.6
44268.88,11.75,8.27,1.36,2.86,6.6,567.81
44268.92,10.72,7.53,1.27,2.78,6.93,567.92
44268.96,8.85,7.5,1.2,2.53,7.19,567.82
44269,9.04,7.74,0.97,2.47,7.54,567.83
44269.04,8.95,7.71,0.94,2.3,7.98,567.37
44269.08,9.35,7.64,1.05,2.2,7.85,566.9
44269.12,8.96,7.66,0.92,2.14,8.28,566.06
44269.17,7.88,7.22,0.83,1.9,9.09,565.7
44269.21,7.28,7.13,0.88,1.74,10,565.04
44269.25,6.42,6.38,0.86,1.58,10,565.07
44269.29,5.86,5.7,1.14,1.63,10,565.43
44269.33,5.64,5.4,1.25,1.56,10,564.92
44269.38,6.55,6.35,1.02,1.47,9.44,565.39
44269.42,11.46,7.95,0.66,1.33,5.2,565.32
44269.46,12.57,7.25,0.67,1,4.04,565.16
44269.5,13.07,6.93,0.58,0.92,4.38,564.67
44269.54,15.78,7.08,0.41,1.16,6.12,564.19
44269.58,14.99,7.19,0.25,1.51,2.2,563.79
44269.62,14.26,7.24,0.49,2.52,3.22,563.31
44269.67,13.76,7.15,1.2,0.08,7.52,563.19
44269.71,13.1,7.8,1.26,0.21,8.56,563.36
44269.75,10.53,6.72,0.95,0.08,8.96,563.77
44269.79,10.92,7.61,0.83,0.24,8.62,564.04
44269.83,11.45,7.27,1.08,0.08,8.82,564.57
44269.88,10.98,8.22,1.4,0.34,8.44,565.06
44269.92,10.41,8.37,1.42,0.46,8.67,565.32
44269.96,8.44,7.21,1.38,0.5,8.91,565.67
44270,8.45,7.45,1.1,0.62,9.17,565.79
44270.04,8.21,7.17,0.95,0.98,9.29,565.81
44270.08,8.55,7.35,0.67,1.97,9.37,565.63
44270.12,8.69,7.71,0.84,2.42,9.39,565.13
44270.17,8.13,7.16,0.88,2.8,9.37,565
44270.21,8.17,7.4,1.01,0.13,10,564.66
44270.25,6.68,6.57,1.17,0.37,9.94,564.74
44270.29,6.61,6.42,1.11,0.58,9.76,564.87
44270.33,6.76,6.42,1.48,0.59,6.16,565.16
44270.38,6.52,5.84,1.34,0.54,3.75,565.79
44270.42,13.52,7.98,0.74,0.27,0.65,566.07
44270.46,14.16,7.09,0.37,1.67,1.28,566.29
44270.5,13.82,5.83,1.03,1.36,3.44,566.09
44270.54,16.72,5.14,1.24,0.99,4.62,566.02
44270.58,16.23,5.2,1.06,0.54,5.39,565.35
