$ met, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
44198.25,-8.07,-8.47,0.64,1.43,9.43,566.29
44198.29,-7.88,-8.3,0.87,1.57,9.45,566.25
44198.33,-7.78,-8.37,1.21,1.47,9.54,566.25
44198.38,-5.93,-5.97,0.99,1.44,9.38,566.39
44198.42,-3.38,-3.95,0.91,1.4,9.94,566.62
44198.46,-2.06,-2.33,0.77,1.62,6.7,566.41
44198.5,-1.22,-2.09,0.63,1.57,4.87,566.06
44198.54,1.4,-1.4,0.62,1.64,4.98,565.18
44198.58,1.58,-1.57,0.53,2.52,0.14,564.37
44198.62,1.27,-1.65,0.53,2.59,0.1,564.2
44198.67,2.19,-1.17,0.57,2.86,0.16,564.09
44198.71,1.62,-1.17,0.73,0.02,0.6,564.44
44198.75,-1.74,-2.81,1.06,0.62,5.16,565.03
44198.79,-1.53,-3.06,1.62,0.14,7.96,565.7
44198.83,-1.57,-3.3,1.33,0.32,8.28,566.63
44198.88,-1.91,-3.6,1.24,0.54,8.37,567.24
44198.92,-2.42,-4,1.2,0.24,8.69,567.52
44198.96,-3.11,-4.11,0.96,2.92,8.91,567.69
44199,-4.48,-4.9,1.06,3.1,8.39,567.84
44199.04,-5.84,-6.07,1.1,0.03,8.55,568.09
44199.08,-5.82,-6.36,1.16,0.07,8.51,567.79
44199.12,-5.94,-6.36,1.07,0.28,9.4,567.87
44199.17,-6.8,-7.5,0.97,0.65,10,567.97
44199.21,-6.1,-6.78,0.6,0.96,9.42,568.07
44199.25,-6.91,-7.18,0.86,1.57,10,568.52
44199.29,-7.24,-7.65,0.93,0.79,9.96,568.52
44199.33,-7.47,-7.91,0.58,1.06,9.58,569.41
44199.38,-7.89,-8.34,0.37,1.87,9.58,569.66
44199.42,-4.83,-6.84,0.6,2.34,8,570.04
44199.46,-4.81,-7.71,0.56,2.75,7.56,570.17
44199.5,-4.84,-7.06,0.44,2.89,2.99,569.62
44199.54,-1.35,-5.55,0.24,1.26,1.16,568.87
44199.58,-0.97,-5.04,0.49,2.11,1.42,567.95
44199.62,-0.56,-4.65,0.63,2.26,4.9,567.44
44199.67,-0.26,-4.01,0.77,2.71,0.92,567.15
44199.71,-0.45,-3.66,0.79,2.94,0.82,567.19
44199.75,-2.97,-4.56,1.29,0.41,0.4,567.2
44199.79,-1.97,-3.86,1.55,0.33,4.84,567.82
44199.83,-2.44,-3.78,1.24,0.59,7.77,568.54
44199.88,-2.26,-3.47,0.61,1.04,8.67,568.81
44199.92,-2.61,-3.34,0.35,0.48,9.78,568.69
44199.96,-4.23,-4.46,0.46,0.95,9.5,568.82
44200,-4.24,-4.58,0.73,1.24,10,568.62
44200.04,-4.69,-4.95,0.82,1.17,9.96,568.3
44200.08,-4.97,-5.25,0.91,1.24,10,567.96
44200.12,-4.98,-5.44,1.02,1.26,9.76,567.53
44200.17,-5.63,-5.7,0.95,1.24,9.66,567.15
44200.21,-5.51,-5.62,0.85,1.28,10,567.17
44200.25,-8.61,-8.94,0.81,1.07,10,566.37
44200.29,-8.37,-8.82,0.75,1.27,9.84,566.78
44200.33,-7.41,-7.83,0.94,1.24,9.7,567.04
44200.38,-7.56,-8.06,0.53,1.33,10,567.37
44200.42,-2.58,-4.05,0.64,1.1,5.84,567.99
44200.46,-1.13,-2.77,0.45,1.43,3.3,567.79
44200.5,-0.98,-2.45,0.27,1.82,1.8,567.41
44200.54,2.15,-1.28,0.33,2.17,0.66,566.88
44200.58,2.58,-0.88,0.38,2.52,0.3,566.02
44200.62,2.45,-0.79,0.54,2.81,0,565.76
44200.67,2.86,-0.27,0.66,3.09,0,565.64
44200.71,2.46,-0.2,0.8,0.1,2.96,566.06
44200.75,-0.72,-1.78,1.22,0.21,6.06,566.32
44200.79,-0.46,-1.9,1.08,0.18,6.81,567.01
44200.83,-1.1,-2.18,1.31,0.31,8.3,567.57
44200.88,-1.81,-2.55,1.26,0.6,9.01,567.89
44200.92,-2.48,-2.9,0.75,0.27,8.95,567.94
44200.96,-3.1,-3.19,0.77,0.15,9.94,568.08
44201,-4.17,-4.17,0.92,3.08,9.96,568.18
44201.04,-4.45,-4.45,0.83,2.99,9.82,568.17
44201.08,-4.84,-4.92,0.88,2.67,9.58,568.09
44201.12,-5,-5.09,0.83,2.64,9.08,567.95
44201.17,-5.35,-5.35,0.71,2.59,9.3,568.15
44201.21,-5.47,-5.56,0.67,2.54,9.4,567.9
44201.25,-6.22,-6.28,0.61,1.95,9.78,567.72
44201.29,-6,-6.06,0.84,2.41,10,568.03
44201.33,-5.86,-6.05,0.78,2.67,9.88,568.85
44201.38,-6.21,-6.42,0.43,2.51,8.98,569.43
44201.42,-2.9,-4.57,0.66,0.37,6.99,569.6
44201.46,-2.54,-4.12,1.07,0.16,6.65,569.7
44201.5,-2.37,-3.64,1.15,2.99,6.53,569.02
44201.54,-0.57,-2.83,1.3,3.03,7.47,568.51
44201.58,-0.7,-2.76,1.39,2.96,8.04,567.65
44201.62,0.15,-1.94,1.39,2.94,8.06,567.04
44201.67,0.06,-1.43,1.37,0.11,8.63,567.02
44201.71,-0.14,-1.48,1.36,0.25,8.31,567.23
44201.75,-2.4,-3.02,1.61,0.31,7.85,567.68
44201.79,-2.95,-3.07,1.57,0.33,8.63,568.03
44201.83,-3.49,-3.66,1.32,0.4,9.96,568.65
44201.88,-3.81,-4.18,1.22,0.51,9.6,568.65
44201.92,-4.34,-4.62,1.05,0.54,9.8,568.78
44201.96,-5.03,-5.22,1.25,0.28,9.96,568.92
44202,-5.58,-5.85,1.18,3.06,9.92,568.67
44202.04,-5.78,-5.97,1.07,3,9.34,568.43
44202.08,-5.5,-6.03,1,2.78,9.44,567.95
44202.12,-5.47,-5.85,0.97,2.25,9.78,567.54
44202.17,-5.46,-5.9,1.01,1.96,7.67,566.98
44202.21,-5.53,-5.99,0.89,2.12,7.95,566.61
44202.25,-5.21,-5.7,0.5,1.81,6.14,566.41
44202.29,-5.24,-5.76,0.79,1.91,7.96,566.42
44202.33,-5.06,-5.68,0.8,2.03,7.52,566.65
44202.38,-5.22,-5.83,0.52,2.1,8.84,566.92
44202.42,-3.07,-4.74,0.64,2.32,9.7,566.93
44202.46,-1.92,-3.68,0.89,2.46,9.48,566.77
44202.5,-1.66,-3.2,0.89,2.44,9.94,566.14
44202.54,-0.29,-2.31,0.96,2.75,9.9,565.54
44202.58,-0.31,-2.08,1.13,2.82,10,564.59
44202.62,-0.58,-2.14,1.2,3.03,10,564.29
44202.67,-0.81,-2.14,1.3,0.12,10,564.24
44202.71,-1.18,-2.35,1.54,0.24,10,564.4
44202.75,-3.06,-3.45,1.98,0.55,9.62,565.3
44202.79,-3.32,-3.63,1.92,0.42,9.25,565.68
44202.83,-3.59,-3.89,1.69,0.44,9.4,566.08
44202.88,-4.79,-5.09,1.67,0.44,9.7,566.45
44202.92,-5.28,-5.65,1.61,0.39,9.66,567.09
44202.96,-5.38,-6.51,1.55,0.37,9.88,567.31
44203,-5.91,-7.09,1.48,0.41,9.9,567.73
44203.04,-5.72,-6.77,1.29,0.4,9.8,567.72
44203.08,-5.06,-6,1.17,0.3,9.94,567.48
44203.12,-5.56,-6.4,1.07,0.32,9.72,567.25
44203.17,-5.4,-6.41,1.05,0.23,9.8,567.12
44203.21,-5.32,-6.23,0.97,0.18,9.52,566.95
44203.25,-6,-7.1,1.13,0.01,9.82,566.8
44203.29,-5.66,-6.8,1.26,0.04,9.74,566.59
44203.33,-5.95,-7.08,1.25,2.96,9.74,567.15
44203.38,-5.55,-6.39,1.3,0.01,9.76,567.47
44203.42,-5.79,-7.15,1.34,0.15,9.22,567.87
44203.46,-5.62,-6.92,1.41,3.13,9.42,568
44203.5,-5.33,-6.68,1.45,3.03,9.94,567.45
44203.54,-4.43,-6.02,1.47,2.98,9.92,566.34
44203.58,-4.5,-5.93,1.53,3.04,9.6,565.66
44203.62,-4.69,-5.77,1.56,2.95,9.8,565.1
44203.67,-5.11,-5.79,1.6,3.04,8.86,565.2
44203.71,-5.24,-5.85,1.8,0.26,9.3,565.68
44203.75,-6.49,-6.89,1.72,0.25,9.82,566.5
44203.79,-6.78,-7.14,1.98,0.56,10,567.48
44203.83,-7.2,-7.63,1.73,0.63,9.66,568.12
44203.88,-7.53,-8.12,1.6,0.71,9.8,569.06
44203.92,-7.97,-8.71,1.38,0.74,9.94,569.4
44203.96,-9.65,-10.34,1.27,0.79,9.98,569.68
44204,-9.91,-10.71,0.95,0.89,9.88,569.72
44204.04,-9.65,-10.71,0.59,0.98,9.82,569.81
44204.08,-9.2,-10.66,0.38,1.22,9.84,569.84
44204.12,-9.08,-10.44,0.05,1.55,9.6,569.38
44204.17,-9.55,-10.49,0.3,1.32,9.28,569.16
44204.21,-9.91,-10.8,0.43,1.55,9.4,568.79
44204.25,-9.79,-10.88,0.31,0.94,8.66,568.48
44204.29,-9.79,-10.95,0.57,2.09,8.78,568.83
44204.33,-9.92,-11.13,0.76,1.81,9.04,569.02
44204.38,-10.07,-11.12,0.64,1.7,8.6,569.43
44204.42,-7.36,-9.07,0.51,2.71,8.24,569.73
44204.46,-7.03,-8.7,0.9,3.04,8.06,569.91
44204.5,-7.06,-8.2,1.13,3.11,8.32,569.66
44204.54,-6.03,-7.92,1.21,3.08,8.72,568.75
44204.58,-5.69,-7.07,1.25,3.11,9.03,567.89
44204.62,-5.63,-7,1.24,3.09,9.01,567.03
44204.67,-5.87,-6.81,1.24,0.03,9.08,566.93
44204.71,-6.04,-6.74,1.08,0.06,8.6,566.76
44204.75,-6.74,-7.07,1,2.59,9.18,566.5
44204.79,-6.41,-6.74,1.39,0.31,9.34,567.02
44204.83,-6.59,-6.96,1.25,0.38,9.2,567.43
44204.88,-6.77,-7.17,1.15,0.71,9.96,567.72
44204.92,-6.75,-7.33,1.03,0.64,9.7,568.16
44204.96,-7.71,-7.95,0.75,2.99,9.06,568.11
44205,-8.11,-8.39,0.8,2.82,9.04,568.01
44205.04,-8.2,-8.6,0.71,2.78,9.16,568.07
44205.08,-8.22,-8.8,0.64,2.56,9.88,567.84
44205.12,-7.79,-8.66,0.68,2.54,9.82,567.64
44205.17,-7.82,-8.63,0.62,2.49,9.58,567.39
44205.21,-7.52,-8.12,0.49,2.56,9.76,567
44205.25,-8.22,-8.56,0.19,0.52,9.86,566.47
44205.29,-8.99,-9.36,0.64,0.31,9.9,566.88
44205.33,-8.77,-9.16,0.33,3.1,9.78,567.1
44205.38,-8.14,-8.51,0.49,0.9,9.86,567.46
44205.42,-6.29,-7.43,0.52,0.99,9.36,567.5
44205.46,-6.17,-7.31,0.42,1.84,8.86,567.49
44205.5,-6.35,-6.91,0.49,2.42,8.84,567.42
44205.54,-4.92,-6.18,0.47,2.6,9.22,566.46
44205.58,-4.92,-6.05,0.59,2.56,9.37,565.73
44205.62,-5.02,-5.9,0.76,2.67,9.31,564.99
44205.67,-4.57,-5.26,0.89,3.03,8.95,564.75
44205.71,-4.22,-4.9,1.12,0.16,9.19,565.05
44205.75,-6.24,-6.26,1.44,0.54,8.92,565.2
44205.79,-6.35,-6.44,1.87,0.48,9.02,566.2
44205.83,-6.71,-6.94,1.52,0.54,9.18,566.65
44205.88,-6.99,-7.35,1.47,0.59,9.14,567.51
44205.92,-7.25,-7.86,1.21,0.38,9.2,567.8
44205.96,-8.35,-8.96,1.08,3.1,9.72,567.87
44206,-8.51,-9.38,1.15,3.04,9.52,567.7
44206.04,-8.72,-9.8,1.13,2.97,9.4,567.82
44206.08,-8.86,-9.92,1.09,3,9.94,567.58
44206.12,-8.87,-9.97,1.02,2.99,9.76,567.41
44206.17,-9.53,-10.63,0.63,2.89,9.62,567.17
44206.21,-9.67,-10.82,0.65,2.41,9.32,566.59
44206.25,-9.58,-10.47,0.48,1.33,9.38,565.89
44206.29,-9.36,-10.74,0.7,3.12,9.68,566.07
44206.33,-9.14,-10.58,0.63,2.87,9.92,566.39
44206.38,-8.78,-10.03,0.47,2.75,9.96,566.88
44206.42,-7.75,-9.71,0.53,3.09,9.9,567.27
44206.46,-8.39,-9.71,0.87,0.13,9.8,567.7
44206.5,-8.77,-9.73,1.26,0.26,9.92,567.49
44206.54,-7.49,-9.02,1.46,0.35,9.88,566.79
44206.58,-7.78,-9.32,1.55,0.34,9.94,566.38
44206.62,-8.06,-9.46,1.62,0.37,9.94,565.87
44206.67,-7.98,-9.36,1.67,0.4,9.88,566.07
44206.71,-8.11,-9.56,1.7,0.52,9.6,566.47
44206.75,-9.35,-9.9,1.62,0.72,9.76,567.28
44206.79,-8.93,-9.79,1.56,0.69,9.88,567.7
44206.83,-8.98,-9.71,1.48,1.03,9.68,568.76
44206.88,-9,-10.05,1.25,1.34,9.98,569.48
44206.92,-9.06,-9.88,1.05,1.4,9.78,570.11
44206.96,-10.43,-11.38,1.22,1.48,9.58,570.97
44207,-10.24,-11.82,1.11,1.52,9.44,571.77
44207.04,-10.39,-11.64,1.05,1.58,9.76,572.25
44207.08,-10.31,-11.54,0.73,1.59,9.68,572.35
44207.12,-10.15,-11.56,0.56,1.73,9.58,572.5
44207.17,-11,-12.47,0.37,2.2,9.2,572.46
44207.21,-11.16,-12.64,0.3,2.63,9.52,572.36
44207.25,-12.39,-13.18,0.21,3.12,9.26,572.67
44207.29,-12.49,-13.25,0.32,1.18,7.84,572.23
44207.33,-12.41,-13.39,1.14,0.81,6.6,572.81
44207.38,-13.29,-14.17,0.78,1.13,5.5,573.35
44207.42,-10.52,-13.4,0.91,0.95,5.3,573.51
44207.46,-9.65,-12.58,0.71,1.16,3.26,573.8
44207.5,-8.97,-11.95,0.82,1.71,2.86,573.58
44207.54,-6.93,-11.13,1.02,2,2.78,572.61
44207.58,-6.13,-10.44,1.13,2.2,2.98,571.91
44207.62,-5.79,-10.08,1.11,2.4,3.88,571.11
44207.67,-5.75,-9.91,1.11,2.54,5.12,571.14
44207.71,-5.57,-9.34,1.04,2.68,5.8,571.08
44207.75,-7.53,-10.2,1.15,1.6,4.06,570.78
44207.79,-7.47,-9.51,1.09,1.59,1.32,571.2
44207.83,-8.27,-9.98,0.67,1.41,2.76,571.4
44207.88,-9.09,-10.69,1.11,1.15,3.53,571.75
44207.92,-9.98,-11.26,1.33,1.09,2.24,571.86
44207.96,-11.33,-12.33,1.51,1.09,2.16,571.97
44208,-12.07,-12.91,1.59,1.07,1.5,572.03
44208.04,-12.75,-13.25,1.64,1.06,0.36,571.98
44208.08,-12.97,-13.62,1.8,1.03,0.26,571.62
44208.12,-13.54,-14.14,1.94,0.98,0.02,571.05
44208.17,-14.34,-15.07,2.04,0.97,0.06,570.65
44208.21,-14.29,-15.28,2.06,0.99,0.12,570.04
44208.25,-15.02,-16.27,2.16,1.01,0.3,569.61
44208.29,-14.91,-16.37,2.28,0.95,0.14,569.34
44208.33,-14.8,-16.47,2.26,0.98,0.06,569.49
44208.38,-14.47,-16.14,1.64,1.09,0.16,569.61
44208.42,-9.44,-12.73,1.88,0.97,0.04,569.68
44208.46,-6.96,-10.53,1.84,0.89,0,569.67
44208.5,-4.54,-8.11,1.74,0.91,0,569.25
44208.54,-0.13,-6.36,1.59,1.04,0,568.09
44208.58,0.93,-6.36,1.25,1.21,0.04,567.05
44208.62,0.75,-5.66,1.35,1.45,0.02,566.13
44208.67,1.29,-4.03,0.95,1.45,0.04,565.54
44208.71,1.52,-5.58,0.77,1.84,0.14,565.4
44208.75,-1.06,-7.63,0.92,0.9,0.24,565.68
44208.79,-0.94,-7.06,1.54,0.83,0.36,565.52
44208.83,-1.56,-7.15,1.64,0.88,0.24,565.54
44208.88,-2.97,-7.59,1.51,0.89,0.3,566.09
44208.92,-4.29,-8.12,1.64,0.93,0.06,566.18
44208.96,-6.65,-8.83,1.77,0.99,0.08,566.26
44209,-7.13,-9.23,1.85,1.01,0.08,566.31
44209.04,-8.04,-9.8,1.79,0.99,0.06,566.51
44209.08,-8.73,-10.26,1.77,1.02,0,566.39
44209.12,-9.13,-10.61,1.82,1.04,0,566.16
44209.17,-9.8,-10.82,1.73,1.05,0.34,566.09
44209.21,-10.13,-10.95,1.7,1.06,0.87,565.74
44209.25,-10.93,-11.57,1.28,1.09,4.6,565.19
44209.29,-11.55,-12.62,1.34,1.14,5.78,565.39
44209.33,-11.59,-12.8,1.25,1.18,6.83,565.94
44209.38,-11.16,-12.23,1.17,1.04,9.39,566.21
44209.42,-5.77,-7.36,1.63,1.03,10,566.62
44209.46,-4.52,-5.04,1.67,0.99,10,566.58
44209.5,-2.3,-3.76,1.36,0.89,0,566.51
44209.54,2.25,-2.21,0.88,1.18,0,565.64
44209.58,2.16,-2.59,0.67,1.86,0,565
44209.62,2.29,-3.21,0.75,2.13,0.04,564.43
44209.67,3.27,-2.57,0.72,2.53,0.06,564.37
44209.71,2.91,-3.08,0.64,2.99,0.24,564.64
44209.75,-1.02,-4.76,0.54,2.41,0.74,564.39
44209.79,-1.53,-4.64,0.77,0.62,1.86,565.12
44209.83,-2.14,-4.9,0.7,1.45,1.14,565.56
44209.88,-2.93,-5.33,0.51,1.34,0.62,566.03
44209.92,-3.11,-5.44,0.78,1.22,0.62,566.39
44209.96,-5.59,-6.58,0.72,1.24,0.36,566.5
44210,-5.89,-6.87,0.75,1.16,0.36,566.87
44210.04,-6.44,-7.37,0.73,1.07,0.28,567.04
44210.08,-6.34,-7.49,0.9,1,0.24,567.14
44210.12,-6.83,-7.87,1.15,0.98,0.54,566.92
44210.17,-8.08,-8.76,1.35,0.94,0.02,566.95
44210.21,-8.36,-9.18,1.54,0.94,0,566.63
44210.25,-9.86,-10.2,1.94,0.88,0.02,566.57
44210.29,-9.98,-10.4,1.89,0.93,0.02,566.57
44210.33,-9.84,-10.35,1.85,0.92,0.02,566.67
44210.38,-8.71,-9.7,1.25,1.07,0.02,566.83
44210.42,-1.45,-5.08,1.29,0.93,0,567.18
44210.46,0.2,-2.68,1.64,0.85,0,567.35
44210.5,-0.12,-2.05,1.67,0.81,0,567
44210.54,6.14,-0.51,1.55,0.91,0,566.31
44210.58,6.93,-1.58,1.3,1.14,0,565.44
44210.62,7.23,-2.14,1.25,1.5,0,565
44210.67,8.17,-1.98,1.21,1.64,0,564.67
44210.71,7.89,-1.24,1.54,1.41,0,564.85
44210.75,4.19,-2.89,1.97,1.24,0,564.63
44210.79,3.34,-3.27,2.04,1.04,0.1,564.9
44210.83,2.16,-4.04,1.88,1.12,0,565.19
44210.88,1.18,-4.67,1.76,1.19,0,565.43
44210.92,-0.19,-5.21,1.75,1.14,0,565.85
44210.96,-3.31,-6.32,1.77,1.1,0,565.77
44211,-3.5,-6.57,1.8,1.05,0,566.07
44211.04,-4.04,-6.77,1.71,1.09,0,565.87
44211.08,-3.87,-6.75,1.63,1.12,0,565.93
44211.12,-3.29,-6.52,1.56,1.21,0,565.94
44211.17,-3.46,-6.22,1.41,1.26,0.12,565.83
44211.21,-3.73,-6.19,1.35,1.26,0,565.61
44211.25,-4.87,-7.01,1.61,1.13,0,565.06
44211.29,-5.2,-7.23,1.49,1.13,0,565.5
44211.33,-5.59,-7.58,1.63,1.23,0,565.67
44211.38,-5.6,-7.38,1.35,1.17,0,566.01
44211.42,0.65,-3.48,1.16,0.93,0,566.46
44211.46,2.05,-1.86,0.75,0.7,0,566.91
44211.5,3.26,-2.27,0.39,0.47,0,566.61
44211.54,6.22,-0.26,0.16,0.18,0.06,565.88
44211.58,5.58,-0.09,0.36,0.26,0,565.04
44211.62,5.17,-0.07,0.52,3.13,0.12,564.66
44211.67,5.81,-0.22,0.52,3.1,0,564.56
44211.71,5.87,-0.59,0.83,3.03,0.04,564.54
44211.75,0.86,-1.75,0.86,1.92,0.18,564.42
44211.79,0.9,-1.17,0.65,1.14,0.38,564.8
44211.83,-0.33,-2.21,0.55,1.58,0.3,565.12
44211.88,-0.39,-1.93,0.42,1.9,2.21,565.41
44211.92,-1.46,-2.63,0.4,2.02,2.17,565.85
44211.96,-2.47,-3.04,0.32,2.75,2.81,566.05
44212,-2.82,-3.15,0.33,3.1,3.79,566.37
44212.04,-2.6,-2.87,0.46,0.04,6.65,566.45
44212.08,-2.06,-2.53,0.44,2.67,9.54,566.47
44212.12,-2.04,-2.52,0.3,0.16,9.74,566.44
44212.17,-1.94,-2.58,0.08,0.8,9.6,566.65
44212.21,-1.72,-2.49,0.32,1.57,10,566.32
44212.25,-2.72,-3.38,0.61,1.86,9.88,566.56
44212.29,-2.8,-3.69,0.44,1.82,9.94,566.66
44212.33,-2.59,-3.58,0.35,2.06,9.84,566.88
44212.38,-3.12,-4.04,0.44,1.83,9.98,567.32
44212.42,-2.6,-3.8,0.56,1.58,9.96,567.68
44212.46,-3.45,-4.38,0.85,1.24,9.9,567.92
44212.5,-3.89,-4.3,1.28,1.08,9.92,567.78
44212.54,-2.57,-3.36,1.38,0.95,9.76,567.33
44212.58,-2.57,-3.44,1.39,0.67,9.94,566.64
44212.62,-2.5,-3.66,1.58,0.59,9.92,566.33
44212.67,-3.08,-3.87,1.62,0.54,9.94,566.66
44212.71,-3.17,-4.01,1.71,0.51,9.84,567.24
44212.75,-3.61,-4.43,1.62,0.68,9.94,568.75
44212.79,-3.31,-4.52,1.62,0.47,9.96,568.83
44212.83,-3.19,-4.62,1.94,0.54,9.84,569.72
44212.88,-3.09,-4.85,2.03,0.63,10,570.71
44212.92,-3.02,-4.76,2.02,0.7,10,571.49
44212.96,-5.09,-6.78,2.28,0.74,10,572.34
44213,-5.16,-7.15,2.55,0.79,9.94,573.21
44213.04,-5.65,-7.11,2.45,0.89,10,574.09
44213.08,-5.85,-7.13,2.3,1.02,9.88,574.49
44213.12,-6.05,-7.37,1.87,1.15,9.94,574.82
44213.17,-7.08,-8.11,1.73,1.35,9.96,574.83
44213.21,-7.2,-8.22,1.56,1.44,10,574.84
44213.25,-8.35,-9.17,1.13,1.67,9.76,574.38
44213.29,-8.57,-9.62,1.03,1.76,9.86,574.47
44213.33,-8.7,-9.88,0.62,2.14,9.88,574.37
44213.38,-8.69,-10.59,0.51,3.1,9.98,574.78
44213.42,-7.84,-10.46,0.54,3.14,9.96,574.58
44213.46,-7.76,-10.4,0.7,2.93,9.8,574.66
44213.5,-7.69,-9.78,0.83,2.9,9.39,574.43
44213.54,-5.69,-8.98,0.75,0.02,9.22,573.33
44213.58,-5.14,-8.43,0.84,0.33,7.74,572.55
44213.62,-4.57,-8.12,0.81,0.46,7.52,571.81
44213.67,-3.69,-7.83,0.76,0.59,7.76,571.52
44213.71,-3.28,-6.63,0.72,0.58,8.46,571.52
44213.75,-4.89,-8.99,1.19,0.88,9.44,571.62
44213.79,-5.38,-8.1,1.51,0.8,9.48,571.59
44213.83,-5.72,-8.24,1.38,0.73,9.9,571.92
44213.88,-6.24,-8.97,1.47,0.9,9.9,571.89
44213.92,-7.24,-9.67,1.68,0.94,9.62,571.98
44213.96,-9.12,-10.56,1.84,0.98,9.21,571.91
44214,-9.58,-11.03,1.91,0.95,8.99,571.79
44214.04,-10.7,-12.05,1.92,0.92,7.77,571.59
44214.08,-11.08,-12.48,1.94,0.92,6.41,571.37
44214.12,-11.73,-13.12,1.93,0.93,5.99,571.04
44214.17,-12.89,-14.05,1.87,0.93,3.17,570.87
44214.21,-13.29,-14.63,1.83,0.98,2.77,570.54
44214.25,-13.97,-15.37,1.85,0.99,3.02,570.37
44214.29,-13.69,-15.48,1.42,0.97,2.42,570.32
44214.33,-13.42,-15.66,1.08,1.09,2.21,570.47
44214.38,-13.07,-15.41,1.17,1.06,1.19,570.66
44214.42,-7.94,-11.48,1.42,1.06,3.4,570.67
44214.46,-5.76,-9.27,1.59,1.03,0.75,570.63
44214.5,-3.3,-7.01,1.75,0.88,0,570.12
44214.54,1.96,-3.92,1.52,1.04,0,569.17
44214.58,1.59,-4.79,1.43,1.24,0,568.1
44214.62,1.36,-4.4,1.26,1.3,0,567.45
44214.67,2.16,-4.46,1.2,1.54,0,566.84
44214.71,2.81,-6.8,1.33,1.41,0,566.65
44214.75,-0.35,-7.32,1.72,0.97,0,566.58
44214.79,0.42,-7.3,1.95,1.02,0,566.44
44214.83,-0.57,-7.55,1.85,1,0,566.32
44214.88,-1.61,-7.55,1.88,1.04,0,566.09
44214.92,-2.5,-7.7,1.99,1.02,0,565.97
44214.96,-5.33,-8.57,2.02,0.98,0,566.02
44215,-6.13,-9.18,2.24,0.96,0,565.78
44215.04,-7.01,-9.37,2.35,0.97,0,565.24
44215.08,-7.14,-9.47,2.41,0.96,0,564.67
44215.12,-7.7,-9.83,2.37,0.94,0,564.27
44215.17,-8.1,-10.18,2.31,0.98,0,563.97
44215.21,-7.92,-9.9,2.27,1.01,0,563.38
44215.25,-7.27,-9.22,2.37,0.86,1.63,563.41
44215.29,-7.25,-9.16,2.27,0.93,2.07,563.18
44215.33,-7.7,-9.32,1.79,1.03,2.81,563.59
44215.38,-8.33,-9.01,1.9,0.94,3.24,563.75
44215.42,-3.26,-5.36,2.15,0.93,5.84,564.01
44215.46,-1.51,-2.71,2,0.92,2.56,563.98
44215.5,-0.62,-1.93,1.76,0.94,0.87,563.68
44215.54,3.31,-0.4,1.58,0.99,0.79,563.14
44215.58,3.15,-0.54,1.53,1.07,1.17,562.37
44215.62,2.54,-0.7,1.3,1.18,2.59,561.88
44215.67,2.84,-0.98,0.77,1.26,3.19,561.89
44215.71,3.05,-1.04,0.66,1.79,4.99,562
44215.75,1.49,-1.39,0.31,1.27,2.2,562.31
44215.79,2.43,-0.85,0.85,1.2,1.48,562.58
44215.83,1.97,-1.25,1.01,1.04,2.44,563.06
44215.88,2.02,-1.12,1,1.11,3.42,563.11
44215.92,1.33,-1.32,0.88,1.27,5.94,563.46
44215.96,-0.38,-2.09,0.59,1.42,6.58,563.75
44216,-0.73,-2.18,0.45,1.64,6.98,563.85
