$ met, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
2021,,,,,,
jday,tem,dew,windforce,windangle,cloud,pressure
44255.58,9.31,3.99,0.63,0.18,5.95,589.2
44255.62,10.46,4.5,1.55,0.31,6.57,588.68
44255.67,11.12,5.1,2.04,0.2,8.08,588.02
44255.71,9.74,4.61,2.54,0.36,4.67,588.23
44255.75,6.63,4.36,2.51,0.46,3.55,588.89
44255.79,4.81,4.12,2.67,0.55,10,589.23
44255.83,4.2,3.69,2.71,0.56,10,590.31
44255.88,3.94,3.38,2.61,0.7,10,591.38
44255.92,3.29,2.97,2.66,0.77,10,592.6
44255.96,1.26,1,2.73,0.78,9.84,593.39
44256,1.5,1,2.55,0.77,9.47,594.25
44256.04,1.55,0.82,2.46,0.78,9.96,594.57
44256.08,1.74,0.84,2.35,0.8,10,595.15
44256.12,2.12,1.11,2.28,0.87,9.94,595.34
44256.17,1.41,0.29,2.25,0.9,9.96,595.81
44256.21,1.64,0.32,2.24,0.91,9.98,595.93
44256.25,1.13,-0.67,2.29,0.95,9.92,596.81
44256.29,1.21,-0.77,2.42,1.06,9.86,597.98
44256.33,1.34,-0.25,2.14,1.04,9.87,598.07
44256.38,0.79,-0.71,1.83,1.03,9.91,598.83
44256.42,1.69,-0.85,2.08,1.03,10,599.78
44256.46,1.24,-1.01,2.21,1.08,9.91,600.07
44256.5,1.1,-1.38,2.28,1.04,9.91,600.22
44256.54,2.05,-2.5,2.27,1.06,9.48,599.78
44256.58,2.41,-2.53,2.18,1.06,8.96,599.7
44256.62,2.58,-2.65,1.96,1.08,9.57,599.07
44256.67,2.36,-3.51,1.95,1.03,9.15,598.98
44256.71,2.33,-3.77,1.93,1,9.61,598.63
44256.75,1.19,-4.27,1.49,0.85,9.73,598.7
44256.79,1.69,-4.23,1.36,0.99,9.8,598.62
44256.83,1.99,-4.31,1.47,1,9.96,599.55
44256.88,2.25,-4.63,1.47,1.11,9.52,599.51
44256.92,2.4,-4.89,1.49,1.16,9.94,599.81
44256.96,1.36,-5.36,1.48,1.23,9.87,599.96
44257,1.27,-5.68,1.34,1.12,9.83,599.85
44257.04,0.99,-5.83,1.18,0.99,9.41,599.7
44257.08,1.1,-5.92,1.09,0.84,9.47,599.51
44257.12,1.02,-5.84,1.03,0.64,9.43,598.89
44257.17,0.45,-5.85,0.89,0.45,9.67,598.46
44257.21,0.54,-6.04,0.76,0.27,9.18,597.84
44257.25,-0.54,-5.47,0.66,0.45,9.08,598.16
44257.29,-0.49,-5.66,0.76,0.54,9.1,597.6
44257.33,-0.46,-5.78,0.8,0.61,8.38,597.92
44257.38,-0.82,-6.13,0.84,0.47,8.71,597.91
44257.42,1.95,-5.24,0.58,0.26,9.08,597.9
44257.46,1.67,-4.94,0.62,1.99,8.92,597.75
44257.5,1.28,-5.06,1.07,1.56,9.4,597
44257.54,4.93,-2.95,1.28,1.31,8.39,595.98
44257.58,5.04,-2.63,1.13,1.43,6.64,595.12
44257.62,5.72,-1.96,1.3,1.29,8.69,594.34
44257.67,8.76,-0.04,0.77,1.66,7.23,593.71
44257.71,9.2,0.17,1.42,0.56,2.44,593.2
44257.75,5.32,-0.67,2.22,0.78,0.39,593.26
44257.79,4.12,-1.02,1.86,0.71,0.86,593.89
44257.83,3.23,-1,2.05,0.63,1.59,594.6
44257.88,2.62,-1.21,1.96,0.64,4.26,595.74
44257.92,1.95,-1.11,2.06,0.69,8.5,596.59
44257.96,-0.2,-2.11,2.36,0.77,8.66,596.95
44258,-0.14,-2.02,2.34,0.83,9.58,597.37
44258.04,-0.18,-2.04,2.28,0.89,9.58,597.45
44258.08,-0.03,-2.35,2.14,0.93,9.64,597.55
44258.12,0.41,-2.31,1.85,1.02,9.56,597.46
44258.17,-0.12,-2.54,1.61,1.09,9.15,597.29
44258.21,-0.02,-2.47,1.42,1.12,8.1,596.87
44258.25,-0.48,-3.24,1.2,1.31,9.35,597.02
44258.29,-0.3,-2.42,0.62,1.13,9.31,596.79
44258.33,-0.45,-3.08,0.74,1.19,9.52,597.24
44258.38,-0.35,-3.6,0.4,0.94,8.28,597.43
44258.42,4.19,-2.51,0.13,2.64,5.48,597.3
44258.46,4.32,-2.24,0.19,2.8,4.28,597.25
44258.5,5.41,-0.83,0.2,2.8,6.45,596.6
44258.54,9.04,-0.07,0.28,2.92,5.96,595.99
44258.58,9.44,0.32,0.39,0.54,2.75,595.1
44258.62,10.21,0.59,0.19,3.1,4.94,594.24
44258.67,11.74,0.21,0.76,0.61,1.57,593.64
44258.71,11.29,0.18,1.56,0.46,1.89,593.27
44258.75,7.93,0.74,2.1,0.55,1.25,593.57
44258.79,6.95,0.71,1.62,0.65,0.16,594.2
44258.83,5.78,0.93,1.91,0.48,0.55,594.69
44258.88,5.45,1.21,1.74,0.47,1.73,595.23
44258.92,5.18,1.44,1.47,0.52,3.47,595.94
44258.96,3.09,1.39,1.21,0.55,4.33,596.08
44259,3.12,1.52,1.09,0.5,4.1,596.23
44259.04,2.85,1.71,0.95,0.25,7.32,595.94
44259.08,2.79,1.77,0.75,3.14,3.92,595.62
44259.12,2.91,1.75,0.65,0,1.87,595.03
44259.17,2.19,1.73,0.53,3.07,2.42,594.59
44259.21,2.16,1.58,0.48,2.79,8.19,594.04
44259.25,2.11,1.42,0.53,0.28,8.81,593.83
44259.29,2.19,1.69,0.22,0.38,8.83,594.1
44259.33,1.77,0.99,0.46,2.21,8.95,594.31
44259.38,1.58,0.97,0.79,1.88,8.75,594.17
44259.42,6.45,3.29,0.94,1.23,7.92,594.16
44259.46,7.75,2.72,0.61,1.45,1.62,594.23
44259.5,8.45,3.54,0.78,2.15,2.24,593.11
44259.54,12.46,4.35,0.88,2.38,5.27,592.59
44259.58,13.39,4.03,1.02,0.76,6.92,591.54
44259.62,14.69,3.13,0.48,3,6.35,590.76
44259.67,15.28,2.36,0.31,1.14,6.04,590.32
44259.71,14.79,2.29,1.02,0.65,6.12,590.32
44259.75,9.92,3.74,2.19,0.63,4.29,590.95
44259.79,8.04,4.4,2.13,0.48,4.86,590.58
44259.83,6.91,5.01,2.24,0.56,7.13,591.3
44259.88,6.41,5.09,2.31,0.66,9.09,592.07
44259.92,5.8,4.43,2.38,0.67,10,592.44
44259.96,4.31,3.71,2.22,0.59,10,592.92
44260,4.28,3.37,2.06,0.55,10,592.99
44260.04,3.53,2.58,2.03,0.62,10,592.95
44260.08,3.62,2.5,1.95,0.65,10,592.94
44260.12,3.48,2.29,1.82,0.7,10,592.8
44260.17,2.55,1.87,1.84,0.73,10,592.83
44260.21,2.47,2.16,1.72,0.72,10,592.85
44260.25,1.76,0.5,1.74,0.81,10,592.84
44260.29,2.02,0.71,1.59,0.78,10,593.4
44260.33,2.01,0.57,1.41,0.71,10,593.67
44260.38,1.23,-0.29,1.45,0.62,10,594.11
44260.42,5.04,0.9,1.37,0.65,10,594.18
44260.46,4.8,0.9,1.19,0.58,10,594.12
44260.5,5.46,1.35,0.97,0.52,8.11,593.65
44260.54,9.86,2.6,0.91,0.91,9.02,593.15
44260.58,10.44,3.14,0.69,1.35,8.26,592.33
44260.62,11.14,3.37,0.92,1.17,7.58,591.96
44260.67,9.98,3.22,2,0.72,5.21,591.39
44260.71,9.59,3.79,2.9,0.69,5.02,591.61
44260.75,7.17,3.11,2.85,0.7,6.14,592.26
44260.79,6.43,2.89,2.28,0.68,4.24,592.81
44260.83,6.19,3.11,1.95,0.64,6.82,593.48
44260.88,6.48,3.22,1.97,0.57,9.98,594.36
44260.92,6.46,3.26,1.84,0.6,9.92,594.9
44260.96,4.53,2.86,1.72,0.63,9.98,595.47
44261,4.74,3.07,1.66,0.62,9.7,595.85
44261.04,4.62,3.12,1.55,0.64,9.89,595.95
44261.08,4.77,3.15,1.45,0.66,9.8,595.93
44261.12,4.96,3.26,1.58,0.77,9.32,595.81
44261.17,4.23,3.23,1.58,0.78,9.05,595.78
44261.21,4.15,3.17,1.45,0.76,9.13,595.85
44261.25,3.09,2.63,1.43,0.76,8.31,595.97
44261.29,3.53,2.38,1.25,0.71,9.62,596.36
44261.33,3.56,1.95,1.39,0.91,9.45,597.22
44261.38,3.14,1.47,1.59,0.95,9.94,597.88
44261.42,5.91,2.13,1.8,0.9,9.83,598.45
44261.46,5.75,2.08,1.71,0.83,9.77,598.55
44261.5,5.81,2.16,1.65,0.85,9.57,598.48
44261.54,7.02,1.69,1.61,0.82,8.64,598.15
44261.58,6.81,1.97,1.63,0.8,9.73,597.56
44261.62,6.56,1.92,1.59,0.71,9.92,596.9
44261.67,6.95,2.23,1.68,0.62,9.75,596.45
44261.71,7.06,2.46,1.74,0.56,9.96,596.24
44261.75,5.31,2.06,1.51,0.34,9.73,596.72
44261.79,5.56,2.58,1.74,0.48,10,596.88
44261.83,5.25,2.65,1.64,0.5,9.99,597.29
44261.88,5.53,2.95,1.7,0.44,9.98,597.64
44261.92,5.19,3.24,1.4,0.58,9.82,598.12
44261.96,3.91,3.17,1.48,0.55,7.59,598.12
44262,3.82,3.59,1.23,0.58,8.8,598.26
44262.04,3.55,3.55,1.07,0.63,9.87,597.89
44262.08,3.68,3.59,1.08,0.71,9.89,597.62
44262.12,3.64,3.35,0.99,0.65,9.99,597.15
44262.17,3.29,3.1,0.96,0.73,9.93,596.98
44262.21,3.32,3.23,0.92,0.74,10,596.45
44262.25,2.73,2.33,0.86,0.57,9.93,596.55
44262.29,2.89,2.01,0.54,0.04,10,596.33
44262.33,3.24,1.89,0.68,2.42,9.25,596.68
44262.38,3,1.66,0.71,2.65,10,597.06
44262.42,5.87,3.06,0.67,3.05,9.92,596.94
44262.46,6.18,3.46,0.7,2.54,10,596.85
44262.5,6.31,3.69,0.83,2.05,10,596.35
44262.54,9.85,4.26,0.86,1.89,10,595.57
44262.58,10.43,4.25,0.86,1.42,9.55,594.71
44262.62,10.84,4.02,0.81,0.93,7.81,593.78
44262.67,11.72,3.82,0.62,0.85,6.14,592.85
44262.71,12.08,4.26,1.35,0.58,5.18,592.47
44262.75,9.53,3.65,1.43,0.78,7.2,592.88
44262.79,7.44,4.23,1.95,0.79,7.73,593.55
44262.83,6.57,4.56,1.91,0.7,9.02,594.65
44262.88,6.16,5.25,2.02,0.64,10,595.12
44262.92,5.38,4.66,2.06,0.71,10,595.59
44262.96,3.75,3.76,1.89,0.81,10,596.06
44263,3.92,3.81,1.71,0.82,10,596.35
44263.04,3.86,3.71,1.1,0.79,10,596.17
44263.08,4,3.7,0.48,0.73,10,595.83
44263.12,4.06,3.57,0.14,0.94,10,595.48
44263.17,3.66,3.4,0.47,1.56,9.94,595.12
44263.21,4.12,3.18,0.98,1.34,9.49,594.77
44263.25,4.07,2.23,0.83,0.87,9.94,594.93
44263.29,4.35,2.45,0.96,1.07,9.38,595.19
44263.33,4.68,2.81,0.67,1.44,9.01,595.63
44263.38,4.56,2.31,0.53,2.06,7.83,595.95
44263.42,8.59,4.4,0.71,3.01,8.88,596.11
44263.46,8.85,4.54,1.12,0.07,2.59,596.33
44263.5,9.16,4.8,1.34,0.1,2.44,596.06
44263.54,12.66,5.61,1.31,0.08,4.18,595.76
44263.58,13.36,5.25,0.93,2.88,7.88,594.98
44263.62,13.8,4.72,1.35,0.36,6.24,594.04
44263.67,14.03,4.82,1.97,0.44,5.5,593.59
44263.71,13,6.03,2.53,0.47,3.95,593.53
44263.75,7.65,5.68,2.89,0.62,4.93,594.07
44263.79,6.74,6.09,2.41,0.65,10,594.52
44263.83,6.55,5.81,2.36,0.75,10,595.39
44263.88,6.65,5.6,2.3,0.74,10,596.03
44263.92,6.1,5.41,1.92,0.6,10,596.78
44263.96,4.64,4.64,1.75,0.55,10,597.14
44264,4.83,4.8,1.48,0.7,10,597.09
44264.04,4.71,4.69,1.34,0.74,10,596.82
44264.08,4.76,4.58,1.32,0.76,10,596.64
44264.12,4.86,4.58,1.35,0.78,10,596.24
44264.17,4.17,3.97,1.36,0.8,10,596.09
44264.21,4.42,3.97,1.4,0.78,10,595.84
44264.25,4.33,3.62,1.45,0.9,10,595.88
44264.29,4.25,3.88,1.37,0.78,10,596.23
44264.33,4.34,3.96,1.3,0.62,10,596.63
44264.38,3.55,3.4,1.24,0.53,10,596.92
44264.42,6.18,4.44,1.18,0.43,10,597.25
44264.46,6.16,4.48,1.2,0.34,10,597.51
44264.5,6.57,4.62,0.99,0.32,10,597.22
44264.54,9.36,5.21,0.96,0.22,10,596.93
44264.58,9.66,5.26,0.88,0.02,10,596.08
44264.62,10.4,5.33,1.07,0.1,10,595.47
44264.67,10.03,5.34,1.26,0.26,10,595.03
44264.71,9.74,5.71,1.89,0.55,9.77,595
44264.75,7.86,5.26,2.17,0.51,9.47,595.35
44264.79,6.81,5.28,2.05,0.54,10,595.17
44264.83,6.74,5.48,1.77,0.6,10,595.84
44264.88,6.94,5.73,1.55,0.63,10,596.31
44264.92,6.91,5.69,1.42,0.6,10,596.48
44264.96,5.58,5.29,1.35,0.59,10,596.7
44265,5.66,5.41,1.23,0.55,10,596.37
44265.04,5.64,5.54,1.13,0.53,10,596.08
44265.08,5.78,5.47,1.12,0.56,10,595.69
44265.12,5.81,5.27,1.22,0.61,10,595.35
44265.17,5.63,5.13,1.18,0.66,10,595.08
44265.21,5.65,5,1.14,0.69,10,594.82
44265.25,5.03,4.7,1.4,0.78,10,594.89
44265.29,5.19,4.71,1.46,0.73,10,595.04
44265.33,5.05,4.85,1.49,0.71,10,595.54
44265.38,4.35,4.25,1.49,0.67,10,596.05
44265.42,5.34,4.35,1.51,0.6,10,596.25
44265.46,7.05,5.07,1.4,0.56,10,596.45
44265.5,7.24,5.25,1.16,0.58,10,596.26
44265.54,10.14,6.33,0.89,0.39,10,596.04
44265.58,10.38,6.51,0.9,0.17,10,595.34
44265.62,11.09,6.76,0.76,0.02,10,594.53
44265.67,11.9,7.01,0.91,0.27,8.56,594.14
44265.71,11.92,7.19,2.07,0.66,7.28,593.99
44265.75,8.57,6.25,2.59,0.65,5.08,594.19
44265.79,7.58,6.19,2.2,0.61,10,594.68
44265.83,7.13,6.51,1.95,0.57,10,595.68
44265.88,7.3,6.54,2.09,0.65,10,596.46
44265.92,6.98,6.34,1.76,0.57,10,597.25
44265.96,5.12,5.09,1.61,0.61,10,597.5
44266,5.29,5.27,1.49,0.68,10,597.47
44266.04,5.28,5.25,1.6,0.77,10,597.37
44266.08,5.54,5.39,1.44,0.81,10,597.24
44266.12,5.55,5.35,1.38,0.73,10,597.17
44266.17,5.06,4.97,1.18,0.63,10,596.77
44266.21,4.81,4.64,1.08,0.45,10,596.86
44266.25,4.59,4.37,0.95,0.47,10,597.06
44266.29,4.84,4.34,0.79,0.11,10,597.24
44266.33,4.84,4.45,0.52,0.25,10,597.66
44266.38,4.97,3.85,0.28,0.58,10,598.11
44266.42,8.42,5.22,0.26,0.59,10,598.31
44266.46,8.51,5.39,0.32,1.83,10,598.36
44266.5,8.71,5.28,0.61,1.37,9.85,598.17
44266.54,12.95,6.21,0.81,1.33,8.79,597.54
44266.58,14.26,6.29,0.77,1.18,9.4,596.85
44266.62,14.69,5.74,0.5,1.63,9.75,596.13
44266.67,15.28,5.57,0.57,2.41,9.99,595.66
44266.71,14.93,5.9,1.5,0.42,6.29,595.43
44266.75,11.67,5.29,2.02,0.5,2.99,595.65
44266.79,10.27,5.99,1.73,0.64,2.72,595.86
44266.83,9.01,6.76,2.26,0.6,4.02,596.42
44266.88,9.69,7.44,1.29,0.63,7.97,597.15
44266.92,9.26,7.54,1.39,0.63,10,597.91
44266.96,7.72,7.32,1.61,0.7,10,598.28
44267,7.72,7.32,1.48,0.71,10,598.35
44267.04,7.44,7.34,1.35,0.73,10,598.36
44267.08,7.43,7.26,1.27,0.76,10,598.2
44267.12,7.45,7.16,1.25,0.79,10,597.89
44267.17,6.4,6.35,1.23,0.79,10,597.59
44267.21,6.03,5.71,1.26,0.72,10,597.32
44267.25,5.37,5.09,1.36,0.8,10,597.45
44267.29,5.66,5.37,1.22,0.72,10,597.9
44267.33,5.84,5.43,0.69,0.45,10,597.94
44267.38,6.42,5.78,0.2,2.81,10,598.47
44267.42,9.9,6.9,0.27,1.27,10,598.35
44267.46,9.74,7.06,0.7,0.78,10,598.6
44267.5,10.61,7.4,1.27,0.96,10,598.16
44267.54,15.29,6.99,1.43,0.86,9.62,597.67
44267.58,16.06,6.27,1.15,0.82,8.49,596.84
44267.62,16.72,5.66,0.88,0.64,9.95,596.1
44267.67,18.49,5.14,0.19,0.64,8.37,595.62
44267.71,18.38,5.03,0.34,0.52,5.57,595.41
44267.75,14.64,4.41,1.43,0.61,0.44,595.36
44267.79,12.56,6.8,2.19,0.56,0.02,595.45
44267.83,11.38,7.34,2.27,0.54,1.08,596.3
44267.88,11.5,8.93,2.61,0.68,4.87,597.26
44267.92,11.08,9.16,2.25,0.69,9.7,597.99
44267.96,9.27,8.91,1.78,0.71,10,598.51
44268,9.16,8.98,1.63,0.76,10,598.77
44268.04,8.64,8.64,1.56,0.82,10,599.01
44268.08,8.54,8.54,1.32,0.83,10,599
44268.12,8.49,8.39,1.07,0.76,10,598.71
44268.17,7.48,7.48,0.65,0.56,10,598.54
44268.21,7.73,7.54,0.28,2.84,10,598.22
44268.25,7.02,6.87,0.43,1.91,10,598.42
44268.29,7.19,6.85,0.77,1.25,9.41,598.39
44268.33,6.82,6.45,1.2,0.73,8.26,598.72
44268.38,6.23,5.65,1.58,0.68,9.34,598.92
44268.42,12.81,7.25,1.76,0.83,7.99,598.83
44268.46,13.66,7.39,1.6,0.85,2.1,598.92
44268.5,14.15,7.55,1.41,0.93,0.49,598.46
44268.54,18.8,8.2,0.96,1.15,0.18,597.91
44268.58,19.36,7.99,0.54,2,0.25,596.8
44268.62,19.72,7.76,0.84,2.66,0.6,596.03
44268.67,21.31,7.02,1.13,2.71,1.8,595.22
44268.71,20.73,6.84,1.33,2.93,2.17,594.92
44268.75,17,6.42,1.4,3.07,3.57,594.88
44268.79,16.07,8.49,2.07,0.42,1.48,594.44
44268.83,15.89,8.88,2.09,0.44,0.65,594.86
44268.88,15.44,9.76,1.91,0.25,0.33,595.14
44268.92,14.53,10.06,1.65,0.19,0.17,595.33
44268.96,12.1,10.06,1.41,0.09,0.15,595.27
44269,11.9,10.31,1.27,0.02,1.62,595.29
44269.04,11.68,10.5,1.06,0,2.47,594.87
44269.08,11.63,10.63,0.85,2.74,9.41,594.55
44269.12,11.78,10.48,0.66,2.08,10,593.73
44269.17,10.57,10.16,0.84,1.71,10,593.3
44269.21,10.79,10.18,1.33,1.51,10,592.69
44269.25,9.61,9.38,1.61,1.51,10,592.8
44269.29,9.35,8.66,1.54,1.51,9.55,593.29
44269.33,9.35,8.26,1.61,1.33,7.61,592.84
44269.38,9.76,7.83,1.84,1.14,1.39,593.21
44269.42,15.6,8.16,2.12,1,0.38,593.07
44269.46,17.18,7.47,2.41,0.93,0.02,592.84
44269.5,18.36,6.09,2.66,0.89,0,592.11
44269.54,22.38,3.11,2.72,0.84,0,591.29
44269.58,22.73,2.5,2.7,0.82,0.56,590.66
44269.62,22.84,1.96,2.44,0.73,0.17,589.92
44269.67,22.6,1.42,1.92,0.41,3.89,589.84
44269.71,22.06,1.79,0.93,0.33,1.07,589.9
44269.75,18.24,2.58,0.85,0.76,2.12,590.46
44269.79,16.93,5.85,1.68,0.77,5.3,590.72
44269.83,15,7.81,2.48,0.75,6.35,591.42
44269.88,14.58,11.16,1.63,0.72,7.73,592.03
44269.92,13.43,11.61,1.94,0.61,10,592.55
44269.96,11.52,10.77,2.01,0.56,10,592.99
44270,11.56,10.42,1.63,0.49,10,593.14
44270.04,11.3,10.1,1.35,0.56,10,593
44270.08,11.54,10.26,1.24,0.63,10,592.84
44270.12,11.76,10.34,1.05,0.73,10,592.26
44270.17,10.79,9.63,0.87,0.93,10,592.1
44270.21,10.9,9.82,0.74,1.08,10,591.83
44270.25,9.93,9.2,0.37,1.01,10,592.23
44270.29,9.76,8.93,0.18,1.6,9.96,592.36
44270.33,9.79,8.83,0.83,0.97,9.41,592.61
44270.38,9.63,7.29,1.43,0.67,7.27,593.06
44270.42,15.24,8.24,1.09,0.47,2.53,593.34
44270.46,16.02,8,0.73,0.39,0.35,593.56
44270.5,16.38,7.47,0.39,0.46,0.92,593.31
44270.54,20.36,5.51,0.22,2.27,2.06,593.09
44270.58,20.22,5.18,0.52,1.72,3.33,592.3
44270.62,20.36,5.18,0.92,0.81,1.78,591.97
44270.67,20.71,5.27,1.36,0.51,3.66,591.43
44270.71,20.58,5.11,1.61,0.34,2.92,591.45
44270.75,15.9,5.89,2.57,0.59,2.27,591.6
44270.79,15.6,8.12,1.71,0.72,2.58,592.43
44270.83,14.66,9.69,2.02,0.63,2.92,593
44270.88,14.98,10.25,2.03,0.38,1.46,593.4
44270.92,13.74,11.12,1.55,3.13,1.67,593.69
44270.96,11.44,9.65,1.25,3.02,3.63,594
44271,11.91,10.32,0.98,3.07,3.66,593.8
44271.04,11.81,10.67,0.66,0.1,3.86,593.72
44271.08,11.93,10.53,0.6,0.18,3.31,593.23
44271.12,11.82,10.71,0.51,2.83,1.5,592.91
44271.17,11.23,10.54,0.25,1.82,1.99,592.62
44271.21,11.29,10.53,0.34,2.6,9.1,592.29
44271.25,9.73,9.56,0.36,0.4,10,592.54
44271.29,9.68,9.46,0.57,2.43,10,592.56
44271.33,9.37,9.15,0.71,2.32,10,592.8
44271.38,8.04,8.04,0.62,1.6,10,593.23
44271.42,13.61,10.74,0.74,1.04,10,593.58
44271.46,14.28,9.5,0.86,0.85,9.02,593.56
44271.5,15.31,8.4,0.87,0.9,4.45,593.11
44271.54,19.96,6.93,0.8,0.55,2.06,592.67
44271.58,20.57,5.54,0.77,0.51,1.27,591.98
44271.62,20.66,4.79,0.56,0.48,0.98,591.36
44271.67,21.72,4.8,0.1,0.3,2.95,590.83
44271.71,21.56,4.19,0.64,0.37,1.04,590.88
44271.75,17.85,3.81,1.45,0.46,0.89,590.95
44271.79,16.36,7.47,2.22,0.49,0.61,591.22
44271.83,15.45,10.44,2.28,0.47,1.05,591.76
44271.88,15.96,12.19,2.22,0.48,4.75,592.16
44271.92,15.36,13.25,2.08,0.56,7.58,592.63
44271.96,13.01,12.3,1.62,0.55,10,592.99
44272,13.14,12.41,1.34,0.53,10,593.02
44272.04,12.82,12.38,1.27,0.57,10,593.01
44272.08,12.95,12.36,1.08,0.59,10,592.48
44272.12,12.94,12.32,1,0.54,10,592.36
44272.17,11.78,11.53,0.85,0.6,10,591.98
44272.21,11.2,11,0.73,0.56,10,591.7
44272.25,11.11,10.47,0.35,0.35,10,592.22
44272.29,11.06,10.25,0.46,2.55,10,592.17
44272.33,10.58,9.75,0.64,1.99,7.88,592.35
44272.38,10.09,8.17,1.15,1.25,3.68,592.61
44272.42,16.29,9.35,1.33,0.98,0.93,592.64
44272.46,17.56,8.46,1.73,0.8,0.18,592.35
44272.5,18.64,6.61,1.92,0.72,0.06,592
44272.54,23.44,3,2.09,0.68,0,591.33
44272.58,24.18,1.24,2.35,0.7,0,590.83
44272.62,24.71,0.03,2.47,0.75,0.02,590.1
44272.67,25.85,-2.29,2.66,0.82,0.04,589.72
44272.71,25.75,-3.07,2.29,0.87,0.05,589.57
44272.75,21.75,0.52,1.02,0.79,0.31,589.61
44272.79,22.18,-1.56,0.57,2.09,0.15,590.25
44272.83,21.52,-1.23,0.92,2.74,0.84,590.69
44272.88,20.23,0.33,1.1,0.01,1.35,590.92
44272.92,18.88,3.36,1.39,0.26,1.88,591.5
44272.96,14.9,7.07,1.54,0.47,3.74,591.66
44273,14.42,9.56,1.64,0.58,6.29,591.85
44273.04,12.77,10.82,1.61,0.59,7.13,591.94
44273.08,14.51,12.58,0.9,0.53,7.58,591.89
44273.12,14.99,13.73,1.22,0.5,8.71,591.65
44273.17,13.61,13.6,1.27,0.47,8.49,591.6
44273.21,13.71,13.54,0.97,0.51,9.17,591.3
44273.25,12.43,12.43,0.54,0.48,9.17,591.91
44273.29,12.01,11.98,0.5,0.04,10,592.2
44273.33,12.23,12.08,0.17,0.39,10,592.52
44273.38,10.69,10.51,0.37,1.66,10,592.73
44273.42,15.78,13.24,1.15,0.76,2.28,592.86
44273.46,17.43,9.48,1.63,0.68,0.68,592.45
44273.5,19.33,4.78,1.7,0.62,0.32,592.06
44273.54,23.79,-1.09,1.81,0.61,0.1,591.5
44273.58,24.31,-2.14,2.01,0.62,0,590.82
44273.62,24.26,-1.25,2.22,0.69,0,590.11
44273.67,24.99,-1.4,2.11,0.81,0.01,589.74
44273.71,24.6,-1.64,1.39,0.83,0.2,589.66
44273.75,21.28,-0.59,0.71,2.23,0.42,589.98
44273.79,21.21,-1.29,1.29,3.1,0.94,590.16
44273.83,20.04,0.64,1.24,0.04,1.44,590.59
44273.88,18.66,4.19,1.21,0.13,1.59,590.99
44273.92,15.78,8.51,1.15,0.28,2.7,591.65
44273.96,14.19,11.05,1.12,0.32,3.81,591.93
44274,14,12.35,1.16,0.3,5.01,591.54
44274.04,12.97,12.7,1.24,0.31,5.99,591.76
44274.08,13.58,13.29,1.32,0.41,6.07,591.48
44274.12,13.83,13.37,1.32,0.41,6.6,591.24
44274.17,13.1,12.58,0.73,0.46,10,591.17
44274.21,12.61,12.23,0.8,0.33,10,590.91
44274.25,12.48,12.48,0.67,1.62,10,591.46
44274.29,11.12,11.12,1.11,1.16,10,591.37
44274.33,11.37,11,1.32,1.04,10,591.51
44274.38,11.32,8.17,1.33,0.95,5.99,591.77
44274.42,16.23,7.16,1.34,0.68,0.96,591.89
44274.46,18.32,5.28,1.86,0.53,0.32,591.77
44274.5,19.64,3.87,1.88,0.43,0.23,591.53
44274.54,22.89,2.13,1.73,0.34,0.11,591.1
44274.58,23.06,2.75,1.42,0.16,0.33,590.55
44274.62,21.95,4.57,0.49,2.86,0.32,590.32
44274.67,20.62,10.08,1.14,0.88,0.84,590.19
44274.71,18.07,12.97,2.42,0.63,2.68,590.73
44274.75,14.81,10.63,3.04,0.59,5.24,591.29
44274.79,13.43,12.19,2.88,0.66,9.47,592.14
44274.83,13.46,12.8,2.31,0.6,10,593.22
44274.88,13.67,13.17,2.39,0.49,10,593.58
44274.92,12.85,12.17,2.13,0.6,10,594.32
44274.96,10.41,10.27,2.34,0.67,10,594.77
44275,10.35,10.27,2.19,0.68,10,594.94
44275.04,9.75,9.21,2.2,0.67,10,595.1
44275.08,9.44,8.98,2.04,0.73,10,594.95
44275.12,9.54,8.96,2.01,0.76,10,594.93
44275.17,7.23,6.61,2.12,0.76,10,594.96
44275.21,6.57,6.14,2.01,0.74,10,594.84
44275.25,5.9,5.43,1.76,0.52,9.75,594.47
44275.29,5.95,5.15,1.96,0.59,9.6,594.85
44275.33,6.29,5.62,1.87,0.65,10,594.95
44275.38,5,4.34,1.89,0.71,10,595.36
44275.42,6.69,4.28,1.99,0.71,10,595.68
44275.46,5.69,3.55,1.98,0.67,10,595.57
44275.5,5.76,3.19,2.14,0.47,10,595.26
44275.54,7.15,3.27,2.06,0.37,10,594.7
44275.58,7.84,3.68,2.12,0.5,10,593.8
44275.62,7.59,3.66,2.56,0.7,10,593.12
44275.67,7.08,3.66,3.08,0.73,10,592.49
44275.71,7.12,3.72,3.08,0.69,10,592.72
44275.75,4.16,2.34,2.8,0.71,10,593.83
44275.79,3.94,2.05,2.79,0.73,9.97,594.25
44275.83,3.68,2.31,2.57,0.8,10,595.57
44275.88,3.54,2.33,2.21,0.84,9.77,596.35
44275.92,2.06,1.1,2.14,0.87,8.68,597.32
44275.96,0.49,0.21,2.14,0.88,8.87,597.95
44276,0.97,0.08,2.21,0.95,9.54,598.24
44276.04,0.85,-0.16,2.08,1.04,9.85,598.43
44276.08,1.12,0.01,1.94,1.05,9.69,598.41
