$Water balance Flows: computed flow to complete water balance,
BHT,
JDAY,QWB
44430,146.528
44430.04,146.528
44430.08,146.528
44430.12,146.528
44430.16,146.528
44430.2,146.528
44430.25,146.528
44430.29,146.528
44430.33,146.528
44430.37,146.528
44430.41,146.528
44430.45,146.528
44430.5,146.528
44430.54,146.528
44430.58,146.528
44430.62,146.528
44430.66,146.528
44430.7,146.528
44430.75,146.528
44430.79,146.528
44430.83,146.528
44430.87,146.528
44430.91,146.528
44430.95,146.528
44431,146.528
44431.04,146.528
44431.08,146.528
44431.12,146.528
44431.16,146.528
44431.2,146.528
44431.25,146.528
44431.29,146.528
44431.33,146.528
44431.37,146.528
44431.41,146.528
44431.45,146.528
44431.5,146.528
44431.54,146.528
44431.58,146.528
44431.62,146.528
44431.66,146.528
44431.7,146.528
44431.75,146.528
44431.79,146.528
44431.83,146.528
44431.87,146.528
44431.91,146.528
44431.95,146.528
44432,146.528
44432.04,146.528
44432.08,146.528
44432.12,146.528
44432.16,146.528
44432.2,146.528
44432.25,146.528
44432.29,146.528
44432.33,146.528
44432.37,146.528
44432.41,146.528
44432.45,146.528
44432.5,146.528
44432.54,146.528
44432.58,146.528
44432.62,146.528
44432.66,146.528
44432.7,146.528
44432.75,146.528
44432.79,146.528
44432.83,146.528
44432.87,146.528
44432.91,146.528
44432.95,146.528
44433,146.528
44433.04,146.528
44433.08,146.528
44433.12,146.528
44433.16,146.528
44433.2,146.528
44433.25,146.528
44433.29,146.528
44433.33,146.528
44433.37,146.528
44433.41,146.528
44433.45,146.528
44433.5,146.528
44433.54,146.528
44433.58,146.528
44433.62,146.528
44433.66,146.528
44433.7,146.528
44433.75,146.528
44433.79,146.528
44433.83,146.528
44433.87,146.528
44433.91,146.528
44433.95,146.528
44434,146.528
44434.04,146.528
44434.08,146.528
44434.12,146.528
44434.16,146.528
44434.2,146.528
44434.25,146.528
44434.29,146.528
44434.33,146.528
44434.37,146.528
44434.41,146.528
44434.45,146.528
44434.5,146.528
44434.54,146.528
44434.58,146.528
44434.62,146.528
44434.66,146.528
44434.7,146.528
44434.75,146.528
44434.79,146.528
44434.83,146.528
44434.87,146.528
44434.91,146.528
44434.95,146.528
44435,146.528
44435.04,146.528
44435.08,146.528
44435.12,146.528
44435.16,146.528
44435.2,146.528
44435.25,146.528
44435.29,146.528
44435.33,146.528
44435.37,146.528
44435.41,146.528
44435.45,146.528
44435.5,146.528
44435.54,146.528
44435.58,146.528
44435.62,146.528
44435.66,146.528
44435.7,146.528
44435.75,146.528
44435.79,146.528
44435.83,146.528
44435.87,146.528
44435.91,146.528
44435.95,146.528
44436,146.528
44436.04,146.528
44436.08,146.528
44436.12,146.528
44436.16,146.528
44436.2,146.528
44436.25,146.528
44436.29,146.528
44436.33,146.528
44436.37,146.528
44436.41,146.528
44436.45,146.528
44436.5,146.528
44436.54,146.528
44436.58,146.528
44436.62,146.528
44436.66,146.528
44436.7,146.528
44436.75,146.528
44436.79,146.528
44436.83,146.528
44436.87,146.528
44436.91,146.528
44436.95,146.528
44437,146.528
44437.04,146.528
44437.08,146.528
44437.12,146.528
44437.16,146.528
44437.2,146.528
44437.25,146.528
44437.29,146.528
44437.33,146.528
44437.37,146.528
44437.41,146.528
44437.45,146.528
44437.5,146.528
44437.54,146.528
44437.58,146.528
44437.62,146.528
44437.66,146.528
44437.7,146.528
44437.75,146.528
44437.79,146.528
44437.83,146.528
44437.87,146.528
44437.91,146.528
44437.95,146.528
44438,146.528
44438.04,146.528
44438.08,146.528
44438.12,146.528
44438.16,146.528
44438.2,146.528
44438.25,146.528
44438.29,146.528
44438.33,146.528
44438.37,146.528
44438.41,146.528
44438.45,146.528
44438.5,146.528
44438.54,146.528
44438.58,146.528
44438.62,146.528
44438.66,146.528
44438.7,146.528
44438.75,146.528
44438.79,146.528
44438.83,146.528
44438.87,146.528
44438.91,146.528
44438.95,146.528
44439,146.528
44439.04,146.528
44439.08,146.528
44439.12,146.528
44439.16,146.528
44439.2,146.528
44439.25,146.528
44439.29,146.528
44439.33,146.528
44439.37,146.528
44439.41,146.528
44439.45,146.528
44439.5,146.528
44439.54,146.528
44439.58,146.528
44439.62,146.528
44439.66,146.528
44439.7,146.528
44439.75,146.528
44439.79,146.528
44439.83,146.528
44439.87,146.528
44439.91,146.528
44439.95,146.528
44440,146.528
44440.04,146.528
44440.08,146.528
44440.12,146.528
44440.16,146.528
44440.2,146.528
44440.25,146.528
44440.29,146.528
44440.33,146.528
44440.37,146.528
44440.41,146.528
44440.45,146.528
44440.5,146.528
44440.54,146.528
44440.58,146.528
44440.62,146.528
44440.66,146.528
44440.7,146.528
44440.75,146.528
44440.79,146.528
44440.83,146.528
44440.87,146.528
44440.91,146.528
44440.95,146.528
44441,146.528
44441.04,146.528
44441.08,146.528
44441.12,146.528
44441.16,146.528
44441.2,146.528
44441.25,146.528
44441.29,146.528
44441.33,146.528
44441.37,146.528
44441.41,146.528
44441.45,146.528
44441.5,146.528
44441.54,146.528
44441.58,146.528
44441.62,146.528
44441.66,146.528
44441.7,146.528
44441.75,146.528
44441.79,146.528
44441.83,146.528
44441.87,146.528
44441.91,146.528
44441.95,146.528
44442,146.528
44442.04,146.528
44442.08,146.528
44442.12,146.528
44442.16,146.528
44442.2,146.528
44442.25,146.528
44442.29,146.528
44442.33,146.528
44442.37,146.528
44442.41,146.528
44442.45,146.528
44442.5,146.528
44442.54,146.528
44442.58,146.528
44442.62,146.528
44442.66,146.528
44442.7,146.528
44442.75,146.528
44442.79,146.528
44442.83,146.528
44442.87,146.528
44442.91,146.528
44442.95,146.528
44443,146.528
44443.04,146.528
44443.08,146.528
44443.12,146.528
44443.16,146.528
44443.2,146.528
44443.25,146.528
44443.29,146.528
44443.33,146.528
44443.37,146.528
44443.41,146.528
44443.45,146.528
44443.5,146.528
44443.54,146.528
44443.58,146.528
44443.62,146.528
44443.66,146.528
44443.7,146.528
44443.75,146.528
44443.79,146.528
44443.83,146.528
44443.87,146.528
44443.91,146.528
44443.95,146.528
44444,146.528
44444.04,146.528
44444.08,146.528
44444.12,146.528
44444.16,146.528
44444.2,146.528
44444.25,146.528
44444.29,146.528
44444.33,146.528
44444.37,146.528
44444.41,146.528
44444.45,146.528
44444.5,146.528
44444.54,146.528
44444.58,146.528
44444.62,146.528
44444.66,146.528
44444.7,146.528
44444.75,146.528
44444.79,146.528
44444.83,146.528
44444.87,146.528
44444.91,146.528
44444.95,146.528
44445,146.528
44445.04,146.528
44445.08,146.528
44445.12,146.528
44445.16,146.528
44445.2,146.528
44445.25,146.528
44445.29,146.528
44445.33,146.528
44445.37,146.528
44445.41,146.528
44445.45,146.528
