JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
 40544.751,   118.358,    23.832,     4.058,     0.429,  5096.176,     0.000,     0.000,    18.826,  1865.885,     1.000,     4.058,  -152.576,     0.000,   252.602,   325.370,    43.207,    36.600,     0.000,
 40544.793,   115.288,    23.831,     4.039,     0.406,  5150.831,   102.437,     0.000,    18.825,  1865.885,     1.000,     4.039,   -78.330,    96.639,   252.797,   325.283,    55.460,    47.023,     0.000,
 40544.834,   118.303,    23.829,     4.021,     0.380,  5163.854,     0.000,     0.000,    18.823,  1865.885,     1.000,     4.021,  -148.725,     0.000,   253.074,   325.198,    40.956,    35.645,     0.000,
 40544.876,   127.152,    23.829,     4.003,     0.409,  5167.974,     0.000,     0.000,    18.823,  1865.885,     1.000,     4.003,  -158.914,     0.000,   252.367,   325.113,    46.242,    39.926,     0.000,
 40544.917,   118.743,    23.831,     3.986,     0.369,  5205.562,     0.000,     0.000,    18.825,  1865.885,     1.000,     3.986,  -160.025,     0.000,   251.927,   325.031,    46.325,    40.597,     0.000,
 40544.960,   116.585,    23.829,     3.929,     0.395,  5186.166,     0.000,     0.000,    18.823,  1865.885,     1.000,     3.966,  -180.433,     0.000,   251.014,   324.791,    56.159,    50.497,     0.000,
 40545.001,   119.484,    23.827,     3.912,     0.410,  5307.725,     0.000,     0.000,    18.821,  1865.885,     1.000,     3.947,  -178.597,     0.000,   251.226,   324.716,    55.209,    49.898,     0.000,
 40545.042,   120.653,    23.830,     3.865,     0.375,  5203.849,     0.000,     0.000,    18.824,  1865.885,     1.000,     3.928,  -175.983,     0.000,   221.426,   324.471,    37.311,    35.626,     0.000,
 40545.085,   119.106,    23.829,     3.864,     0.383,  5194.631,     0.000,     0.000,    18.823,  1865.885,     1.000,     3.906,  -188.445,     0.000,   211.390,   324.493,    36.448,    38.893,     0.000,
 40545.126,   121.365,    23.826,     3.811,     0.378,  5237.784,     0.000,     0.000,    18.820,  1865.885,     1.000,     3.885,  -196.552,     0.000,   211.932,   324.221,    41.268,    42.995,     0.000,
 40545.168,   125.386,    23.826,     3.813,     0.382,  5157.186,    93.484,     0.000,    18.820,  1865.885,     1.000,     3.864,   -76.203,    88.192,   245.209,   324.225,    41.649,    43.731,     0.000,
 40545.208,   126.853,    23.823,     3.790,     0.375,  5146.035,     0.000,     0.000,    18.817,  1865.885,     1.000,     3.849,  -149.502,     0.000,   248.164,   324.105,    36.479,    37.081,     0.000,
 40545.251,   126.243,    23.823,     3.786,     0.405,  5136.039,     0.000,     0.000,    18.817,  1865.885,     1.000,     3.831,  -213.782,     0.000,   212.649,   324.111,    49.542,    52.778,     0.000,
 40545.293,   124.908,    23.821,     3.778,     0.375,  5122.074,     3.850,     0.000,    18.815,  1865.885,     1.000,     3.813,  -213.321,     3.632,   210.863,   324.108,    50.073,    53.636,     0.000,
 40545.333,   126.576,    23.819,     3.786,     0.415,  5068.897,     0.000,     0.000,    18.813,  1865.885,     1.000,     3.809,  -203.324,     0.000,   210.141,   324.124,    42.783,    46.558,     0.000,
 40545.376,   127.799,    23.820,     3.805,     0.389,  5044.867,     0.000,     0.000,    18.814,  1865.885,     1.000,     3.835,  -216.533,     0.000,   216.345,   324.213,    51.371,    57.294,     0.000,
 40545.417,   126.948,    23.821,     3.844,     0.389,  5084.169,     0.000,     0.000,    18.815,  1865.885,     1.000,     3.906,  -222.736,     0.000,   243.376,   324.362,    67.366,    74.384,     0.000,
 40545.458,   127.452,    23.818,     3.958,     0.383,  5052.382,     0.000,     0.000,    18.812,  1865.885,     1.000,     4.008,  -231.174,     0.000,   210.846,   324.868,    56.898,    60.255,     0.000,
 40545.501,   127.798,    23.815,     4.119,     0.368,  5031.596,     0.000,     0.000,    18.809,  1865.885,     1.000,     4.119,  -232.728,     0.000,   215.630,   325.638,    64.514,    58.206,     0.000,
 40545.542,   124.668,    23.815,     4.217,     0.377,  4983.234,     0.000,     0.000,    18.809,  1865.885,     1.000,     4.217,  -215.631,     0.000,   224.374,   326.100,    64.372,    49.533,     0.000,
 40545.584,   118.282,    23.814,     4.295,     0.375,  4940.288,     0.000,     0.000,    18.808,  1865.885,     1.000,     4.295,  -238.118,     0.000,   217.060,   326.472,    71.547,    57.159,     0.000,
 40545.627,   130.899,    23.812,     4.343,     0.370,  4981.906,     0.000,     0.000,    18.806,  1865.885,     1.000,     4.343,  -223.982,     0.000,   217.826,   326.704,    65.047,    50.058,     0.000,
 40545.667,   138.488,    23.813,     4.356,     0.387,  4958.647,     0.000,     0.000,    18.807,  1865.885,     1.000,     4.356,  -283.550,     0.000,   216.526,   326.769,    95.359,    77.948,     0.000,
 40545.709,   121.502,    23.813,     4.347,     0.394,  4841.124,     0.000,     0.000,    18.807,  1865.885,     1.000,     4.347,  -235.966,     0.000,   214.311,   326.727,    63.926,    59.624,     0.000,
 40545.751,   129.719,    23.815,     4.330,     0.336,  4727.162,     0.000,     0.000,    18.809,  1865.885,     1.000,     4.330,  -210.372,     0.000,   212.632,   326.651,    48.040,    48.313,     0.000,
 40545.793,   124.021,    23.811,     4.315,     0.350,  4745.628,     0.000,     0.000,    18.805,  1865.885,     1.000,     4.315,  -209.878,     0.000,   212.658,   326.576,    47.796,    48.164,     0.000,
 40545.834,   132.471,    23.810,     4.303,     0.346,  4710.842,     0.000,     0.000,    18.804,  1865.885,     1.000,     4.303,  -186.897,     0.000,   211.745,   326.520,    35.269,    36.853,     0.000,
 40545.876,   130.779,    23.809,     4.294,     0.364,  4705.009,     0.000,     0.000,    18.803,  1865.885,     1.000,     4.294,  -186.864,     0.000,   211.744,   326.476,    35.318,    36.814,     0.000,
 40545.918,   128.292,    23.808,     4.287,     0.357,  4749.409,     0.000,     0.000,    18.802,  1865.885,     1.000,     4.287,  -168.541,     0.000,   230.304,   326.445,    35.324,    37.076,     0.000,
 40545.959,   127.348,    23.809,     4.283,     0.350,  4750.791,     0.000,     0.000,    18.803,  1865.885,     1.000,     4.283,  -152.295,     0.000,   247.120,   326.425,    35.360,    37.631,     0.000,
 40546.001,   123.850,    23.805,     4.278,     0.361,  4685.028,     0.000,     0.000,    18.799,  1865.885,     1.000,     4.278,  -148.724,     0.000,   248.811,   326.405,    35.852,    35.278,     0.000,
 40546.043,   152.910,    23.810,     4.272,     0.377,  4680.190,   265.283,     0.000,    18.804,  1865.885,     1.000,     4.272,    95.218,   250.267,   248.598,   326.376,    38.791,    38.482,     0.000,
 40546.084,   135.480,    23.806,     4.259,     0.405,  4715.586,     0.000,     0.000,    18.800,  1865.885,     1.000,     4.259,  -202.189,     0.000,   213.561,   326.317,    44.401,    45.031,     0.000,
 40546.126,   131.602,    23.804,     4.239,     0.350,  4749.440,     0.000,     0.000,    18.798,  1865.885,     1.000,     4.239,  -221.686,     0.000,   211.213,   326.222,    51.011,    55.665,     0.000,
 40546.167,   133.845,    23.805,     4.218,     0.373,  4668.502,     0.000,     0.000,    18.799,  1865.885,     1.000,     4.218,  -196.975,     0.000,   210.517,   326.124,    38.910,    42.458,     0.000,
 40546.210,   123.097,    23.803,     4.196,     0.339,  4689.389,     0.000,     0.000,    18.797,  1865.885,     1.000,     4.196,  -215.466,     0.000,   204.423,   326.022,    40.123,    53.744,     0.000,
 40546.251,   135.455,    23.801,     4.175,     0.349,  4722.466,     0.000,     0.000,    18.795,  1865.885,     1.000,     4.175,  -234.847,     0.000,   202.645,   325.921,    46.101,    65.469,     0.000,
 40546.293,   146.629,    23.802,     4.156,     0.343,  4697.660,   792.464,     0.000,    18.796,  1865.885,     1.000,     4.156,   509.776,   747.608,   201.923,   325.833,    46.790,    67.131,     0.000,
 40546.335,   125.233,    23.797,     4.145,     0.345,  4746.627,     0.000,     0.000,    18.791,  1865.885,     1.000,     4.145,  -218.877,     0.000,   222.223,   325.777,    48.188,    67.134,     0.000,
 40546.376,   126.909,    23.798,     4.146,     0.368,  4719.136,     0.000,     0.000,    18.792,  1865.885,     1.000,     4.146,  -193.950,     0.000,   209.002,   325.781,    33.992,    43.178,     0.000,
 40546.418,   126.528,    23.796,     4.158,     0.344,  4693.927,     0.000,     0.000,    18.790,  1865.885,     1.000,     4.158,  -188.231,     0.000,   210.397,   325.833,    34.356,    38.439,     0.000,
 40546.460,   120.411,    23.793,     4.178,     0.332,  4765.530,     0.000,     0.000,    18.787,  1865.885,     1.000,     4.178,  -181.963,     0.000,   212.951,   325.930,    34.607,    34.377,     0.000,
 40546.501,   121.994,    23.791,     4.205,     0.355,  4793.061,     0.000,     0.000,    18.785,  1865.885,     1.000,     4.205,  -176.689,     0.000,   215.328,   326.053,    35.162,    30.802,     0.000,
 40546.543,   120.783,    23.792,     4.234,     0.368,  4719.093,    21.224,     0.000,    18.786,  1865.885,     1.000,     4.234,  -148.142,    20.023,   218.575,   326.189,    34.423,    26.127,     0.000,
 40546.585,   109.642,    23.786,     4.263,     0.369,  4781.919,     0.000,     0.000,    18.780,  1865.885,     1.000,     4.263,  -166.313,     0.000,   219.707,   326.325,    35.055,    24.639,     0.000,
 40546.626,   114.826,    23.784,     4.289,     0.360,  4805.782,     0.000,     0.000,    18.778,  1865.885,     1.000,     4.289,  -167.806,     0.000,   219.056,   326.448,    34.737,    25.676,     0.000,
 40546.668,   119.384,    23.781,     4.309,     0.372,  4810.204,     0.000,     0.000,    18.775,  1865.885,     1.000,     4.309,  -174.505,     0.000,   216.338,   326.545,    34.564,    29.733,     0.000,
 40546.709,   106.911,    23.780,     4.322,     0.367,  4793.678,     0.000,     0.000,    18.774,  1865.885,     1.000,     4.322,  -180.981,     0.000,   216.814,   326.609,    37.377,    33.809,     0.000,
 40546.751,   117.307,    23.780,     4.328,     0.352,  4777.281,     0.000,     0.000,    18.774,  1865.885,     1.000,     4.328,  -180.675,     0.000,   213.949,   326.637,    34.526,    33.460,     0.000,
 40546.793,   120.536,    23.774,     4.326,     0.361,  4842.863,     0.000,     0.000,    18.768,  1865.885,     1.000,     4.326,  -202.602,     0.000,   211.802,   326.627,    42.237,    45.540,     0.000,
 40546.835,   109.337,    23.772,     4.313,     0.367,  4906.285,     0.000,     0.000,    18.766,  1865.885,     1.000,     4.313,  -233.748,     0.000,   210.479,   326.567,    54.752,    62.908,     0.000,
 40546.876,   121.450,    23.768,     4.295,     0.348,  4821.671,     0.000,     0.000,    18.762,  1865.885,     1.000,     4.295,  -195.756,     0.000,   210.479,   326.483,    37.365,    42.387,     0.000,
 40546.917,   108.752,    23.766,     4.275,     0.336,  4813.111,   735.914,     0.000,    18.760,  1865.885,     1.000,     4.275,   497.814,   694.259,   210.330,   326.392,    37.816,    42.566,     0.000,
 40546.960,   110.294,    23.762,     4.253,     0.330,  4883.594,     0.000,     0.000,    18.756,  1865.885,     1.000,     4.253,  -204.126,     0.000,   205.259,   326.289,    35.263,    47.833,     0.000,
 40547.001,   103.419,    23.761,     4.231,     0.432,  4823.328,     0.000,     0.000,    18.755,  1865.885,     1.000,     4.231,  -207.897,     0.000,   203.863,   326.183,    35.239,    50.338,     0.000,
 40547.042,   107.379,    23.758,     4.211,     0.377,  4904.139,     0.000,     0.000,    18.752,  1865.885,     1.000,     4.211,  -209.694,     0.000,   203.281,   326.087,    35.528,    51.359,     0.000,
 40547.085,   119.657,    23.756,     4.194,     0.388,  4916.536,     0.000,     0.000,    18.750,  1865.885,     1.000,     4.194,  -187.803,     0.000,   236.564,   326.011,    39.958,    58.399,     0.000,
 40547.126,   108.184,    23.751,     4.185,     0.372,  4932.933,     0.000,     0.000,    18.745,  1865.885,     1.000,     4.185,  -202.723,     0.000,   236.215,   325.965,    45.626,    67.347,     0.000,
 40547.168,   107.899,    23.746,     4.181,     0.355,  4981.105,   136.020,     0.000,    18.740,  1865.885,     1.000,     4.181,   -45.514,   128.321,   238.122,   325.947,    35.225,    50.785,     0.000,
 40547.209,   104.766,    23.743,     4.183,     0.374,  4934.292,     0.000,     0.000,    18.737,  1865.885,     1.000,     4.183,  -171.173,     0.000,   238.973,   325.953,    34.796,    49.397,     0.000,
 40547.251,   116.576,    23.741,     4.187,     0.386,  4980.968,     0.000,     0.000,    18.735,  1865.885,     1.000,     4.187,  -166.287,     0.000,   240.784,   325.973,    34.542,    46.556,     0.000,
 40547.293,   109.560,    23.737,     4.194,     0.382,  5027.648,     0.000,     0.000,    18.731,  1865.885,     1.000,     4.194,  -165.859,     0.000,   241.138,   326.004,    34.957,    46.036,     0.000,
 40547.335,   114.247,    23.737,     4.202,     0.354,  4999.131,     0.000,     0.000,    18.731,  1865.885,     1.000,     4.202,  -168.683,     0.000,   240.220,   326.044,    35.358,    47.502,     0.000,
 40547.376,   113.176,    23.729,     4.212,     0.364,  5030.266,     0.000,     0.000,    18.723,  1865.885,     1.000,     4.212,  -167.437,     0.000,   240.758,   326.091,    35.398,    46.705,     0.000,
 40547.418,   105.379,    23.724,     4.225,     0.359,  5068.309,   323.820,     0.000,    18.718,  1865.885,     1.000,     4.225,   149.870,   305.491,   244.940,   326.150,    33.929,    40.482,     0.000,
 40547.460,   107.618,    23.719,     4.241,     0.373,  5139.858,     0.000,     0.000,    18.713,  1865.885,     1.000,     4.241,  -147.559,     0.000,   247.004,   326.225,    33.107,    35.232,     0.000,
 40547.501,    85.563,    23.716,     4.255,     0.231,  5438.876,     0.000,     0.000,    18.710,  1865.885,     1.000,     4.255,  -174.694,     0.000,   216.022,   326.294,    32.231,    32.192,     0.000,
 40547.543,    92.530,    23.709,     4.270,     0.263,  5525.742,   257.472,     0.000,    18.703,  1865.885,     1.000,     4.270,    69.606,   242.898,   215.863,   326.363,    32.513,    30.279,     0.000,
 40547.584,    87.665,    23.703,     4.283,     0.232,  5363.469,     0.000,     0.000,    18.697,  1865.885,     1.000,     4.283,  -165.666,     0.000,   218.698,   326.425,    31.773,    26.166,     0.000,
 40547.626,    95.929,    23.696,     4.295,     0.228,  5283.619,     0.000,     0.000,    18.690,  1865.885,     1.000,     4.295,  -165.919,     0.000,   218.875,   326.480,    32.351,    25.963,     0.000,
 40547.668,    90.639,    23.687,     4.305,     0.214,  5249.553,   785.911,     0.000,    18.681,  1865.885,     1.000,     4.305,   575.605,   741.426,   218.875,   326.526,    32.164,    26.006,     0.000,
 40547.709,    99.412,    23.682,     4.313,     0.184,  5286.068,     0.000,     0.000,    18.676,  1865.885,     1.000,     4.313,  -164.650,     0.000,   219.673,   326.565,    30.842,    26.915,     0.000,
 40547.751,    87.240,    23.678,     4.319,     0.227,  5240.303,     0.000,     0.000,    18.672,  1865.885,     1.000,     4.319,  -165.976,     0.000,   218.065,   326.596,    30.208,    27.238,     0.000,
 40547.792,    81.419,    23.668,     4.322,     0.224,  5254.658,   134.431,     0.000,    18.662,  1865.885,     1.000,     4.322,   -38.752,   126.822,   219.232,   326.609,    30.656,    27.541,     0.000,
 40547.834,    81.675,    23.661,     4.320,     0.238,  5426.604,     0.000,     0.000,    18.655,  1865.885,     1.000,     4.320,  -160.891,     0.000,   224.060,   326.601,    29.920,    28.430,     0.000,
 40547.876,    89.474,    23.653,     4.312,     0.307,  5345.063,     0.000,     0.000,    18.647,  1865.885,     1.000,     4.312,  -168.156,     0.000,   216.680,   326.562,    29.035,    29.239,     0.000,
 40547.917,    89.660,    23.645,     4.299,     0.288,  5430.917,     0.000,     0.000,    18.639,  1865.885,     1.000,     4.299,  -132.275,     0.000,   250.966,   326.502,    28.381,    28.358,     0.000,
 40547.959,    88.988,    23.638,     4.286,     0.234,  5383.461,     0.000,     0.000,    18.632,  1865.885,     1.000,     4.286,  -128.948,     0.000,   253.990,   326.439,    28.541,    27.959,     0.000,
 40548.001,    96.639,    23.627,     4.270,     0.238,  5424.555,     0.000,     0.000,    18.621,  1865.885,     1.000,     4.270,  -143.627,     0.000,   238.267,   326.366,    27.637,    27.891,     0.000,
 40548.043,    99.141,    23.622,     4.255,     0.167,  5455.915,   537.013,     0.000,    18.616,  1865.885,     1.000,     4.255,   362.274,   506.616,   237.860,   326.295,    27.533,    28.373,     0.000,
 40548.084,    89.735,    23.613,     4.244,     0.221,  5522.249,     0.000,     0.000,    18.607,  1865.885,     1.000,     4.244,  -166.808,     0.000,   216.478,   326.243,    27.780,    29.263,     0.000,
 40548.126,    89.551,    23.603,     4.242,     0.206,  5509.995,     0.000,     0.000,    18.597,  1865.885,     1.000,     4.242,  -146.293,     0.000,   236.737,   326.231,    26.957,    29.842,     0.000,
 40548.168,    90.402,    23.592,     4.252,     0.303,  5417.608,    83.790,     0.000,    18.586,  1865.885,     1.000,     4.252,   -48.787,    79.047,   253.739,   326.278,    27.413,    27.883,     0.000,
 40548.209,    96.105,    23.584,     4.271,     0.239,  5434.436,     0.000,     0.000,    18.578,  1865.885,     1.000,     4.271,  -142.017,     0.000,   238.893,   326.365,    26.965,    27.580,     0.000,
 40548.251,    93.510,    23.580,     4.294,     0.272,  5435.991,     0.000,     0.000,    18.574,  1865.885,     1.000,     4.294,  -126.314,     0.000,   254.892,   326.475,    27.302,    27.429,     0.000,
 40548.293,    92.608,    23.573,     4.320,     0.283,  5477.849,   260.630,     0.000,    18.567,  1865.885,     1.000,     4.320,   121.708,   245.877,   255.368,   326.599,    25.985,    26.953,     0.000,
 40548.334,    91.762,    23.565,     4.346,     0.235,  5431.949,     0.000,     0.000,    18.559,  1865.885,     1.000,     4.346,  -123.859,     0.000,   255.446,   326.717,    25.622,    26.966,     0.000,
 40548.376,    97.087,    23.559,     4.370,     0.242,  5423.194,     0.000,     0.000,    18.553,  1865.885,     1.000,     4.370,  -119.412,     0.000,   258.013,   326.832,    26.641,    23.951,     0.000,
 40548.418,    94.614,    23.556,     4.391,     0.219,  5370.672,     0.000,     0.000,    18.550,  1865.885,     1.000,     4.391,  -129.556,     0.000,   244.544,   326.933,    26.272,    20.894,     0.000,
 40548.459,    96.833,    23.547,     4.410,     0.231,  5394.720,     0.000,     0.000,    18.541,  1865.885,     1.000,     4.410,  -122.808,     0.000,   247.321,   327.021,    25.510,    17.598,     0.000,
 40548.501,    97.337,    23.541,     4.427,     0.212,  5328.181,     0.000,     0.000,    18.535,  1865.885,     1.000,     4.427,  -100.264,     0.000,   266.567,   327.100,    25.176,    14.555,     0.000,
 40548.542,    98.127,    23.536,     4.440,     0.225,  5334.754,     0.000,     0.000,    18.530,  1865.885,     1.000,     4.440,   -93.887,     0.000,   269.499,   327.164,    24.692,    11.531,     0.000,
 40548.584,    90.000,    23.532,     4.446,     0.196,  5383.799,     0.000,     0.000,    18.526,  1865.885,     1.000,     4.446,   -90.471,     0.000,   270.550,   327.193,    23.351,    10.477,     0.000,
 40548.626,    94.536,    23.532,     4.443,     0.221,  5341.345,     0.000,     0.000,    18.526,  1865.885,     1.000,     4.443,   -82.113,     0.000,   274.250,   327.179,    22.425,     6.759,     0.000,
 40548.667,   106.017,    23.525,     4.433,     0.256,  5348.359,     5.841,     0.000,    18.519,  1865.885,     1.000,     4.433,   -80.640,     5.510,   271.715,   327.133,    21.495,     9.239,     0.000,
 40548.709,    93.410,    23.522,     4.421,     0.189,  5325.654,     0.000,     0.000,    18.516,  1865.885,     1.000,     4.421,   -91.630,     0.000,   268.712,   327.075,    21.000,    12.267,     0.000,
 40548.751,    96.580,    23.517,     4.405,     0.256,  5329.700,     0.000,     0.000,    18.511,  1865.885,     1.000,     4.405,   -96.564,     0.000,   266.239,   327.002,    20.990,    14.811,     0.000,
 40548.792,    92.177,    23.519,     4.386,     0.218,  5342.529,   424.343,     0.000,    18.513,  1865.885,     1.000,     4.386,   290.325,   400.324,   250.944,   326.913,    20.417,    13.614,     0.000,
 40548.834,    98.394,    23.515,     4.367,     0.207,  5254.865,     0.000,     0.000,    18.509,  1865.885,     1.000,     4.367,  -110.024,     0.000,   250.270,   326.823,    19.467,    14.003,     0.000,
 40548.876,    99.845,    23.514,     4.354,     0.235,  5288.687,     0.000,     0.000,    18.508,  1865.885,     1.000,     4.354,   -89.853,     0.000,   268.200,   326.760,    18.780,    12.513,     0.000,
 40548.917,   100.187,    23.515,     4.345,     0.205,  5278.701,   131.297,     0.000,    18.509,  1865.885,     1.000,     4.345,    44.835,   123.865,   271.755,   326.719,    15.247,     8.819,     0.000,
 40548.959,    96.963,    23.515,     4.340,     0.139,  5244.136,     0.000,     0.000,    18.509,  1865.885,     1.000,     4.340,   -98.751,     0.000,   252.089,   326.693,    14.015,    10.133,     0.000,
 40549.001,    96.123,    23.511,     4.339,     0.378,  5229.914,     0.000,     0.000,    18.505,  1865.885,     1.000,     4.339,  -119.471,     0.000,   230.651,   326.691,    12.709,    10.722,     0.000,
 40549.043,    97.944,    23.515,     4.341,     0.218,  5229.585,     0.000,     0.000,    18.509,  1865.885,     1.000,     4.341,  -131.111,     0.000,   226.732,   326.699,    15.565,    15.578,     0.000,
 40549.084,   101.493,    23.517,     4.344,     0.197,  5181.802,     0.000,     0.000,    18.511,  1865.885,     1.000,     4.344,  -134.487,     0.000,   225.448,   326.711,    15.988,    17.236,     0.000,
 40549.126,   100.194,    23.516,     4.348,     0.193,  5188.107,     0.000,     0.000,    18.510,  1865.885,     1.000,     4.348,  -142.705,     0.000,   223.936,   326.729,    18.955,    20.956,     0.000,
 40549.167,   107.623,    23.518,     4.353,     0.125,  5139.462,   267.518,     0.000,    18.512,  1865.885,     1.000,     4.353,   117.832,   252.376,   225.234,   326.756,    15.464,    17.557,     0.000,
 40549.209,   106.772,    23.518,     4.363,     0.185,  5032.592,     0.000,     0.000,    18.512,  1865.885,     1.000,     4.363,   -99.605,     0.000,   262.367,   326.801,    16.282,    18.888,     0.000,
 40549.251,   105.859,    23.518,     4.378,     0.161,  4989.368,     0.000,     0.000,    18.512,  1865.885,     1.000,     4.378,   -93.893,     0.000,   264.372,   326.870,    14.672,    16.723,     0.000,
 40549.292,   106.288,    23.521,     4.394,     0.195,  4997.132,     0.000,     0.000,    18.515,  1865.885,     1.000,     4.394,   -91.176,     0.000,   265.396,   326.945,    13.953,    15.674,     0.000,
 40549.334,   110.564,    23.524,     4.410,     0.245,  4927.152,     0.000,     0.000,    18.518,  1865.885,     1.000,     4.410,   -89.371,     0.000,   265.797,   327.023,    13.393,    14.752,     0.000,
 40549.376,   107.939,    23.527,     4.425,     0.180,  4863.120,     0.000,     0.000,    18.521,  1865.885,     1.000,     4.425,   -98.727,     0.000,   251.926,   327.092,    11.608,    11.953,     0.000,
 40549.418,   101.347,    23.531,     4.437,     0.201,  4804.096,   301.415,     0.000,    18.525,  1865.885,     1.000,     4.437,   191.886,   284.354,   254.557,   327.151,    10.741,     9.133,     0.000,
 40549.459,   109.363,    23.535,     4.447,     0.205,  4824.281,     0.000,     0.000,    18.529,  1865.885,     1.000,     4.447,  -106.276,     0.000,   236.622,   327.196,     9.740,     5.962,     0.000,
 40549.501,   109.618,    23.540,     4.455,     0.179,  4722.590,     0.000,     0.000,    18.534,  1865.885,     1.000,     4.455,   -90.769,     0.000,   241.629,   327.235,     6.313,    -1.150,     0.000,
 40549.543,   103.272,    23.541,     4.464,     0.163,  4754.234,     0.000,     0.000,    18.535,  1865.885,     1.000,     4.464,   -65.713,     0.000,   252.268,   327.276,     2.989,   -12.284,     0.000,
 40549.584,   101.994,    23.544,     4.476,     0.186,  4752.379,     0.000,     0.000,    18.538,  1865.885,     1.000,     4.476,   -22.697,     0.000,   276.090,   327.334,    -3.040,   -25.507,     0.000,
 40549.626,   109.861,    23.549,     4.489,     0.124,  4650.346,     0.000,     0.000,    18.543,  1865.885,     1.000,     4.489,   -40.625,     0.000,   262.583,   327.395,    -3.945,   -20.242,     0.000,
