$Water balance Flows: computed flow to complete water balance,
BHT,
JDAY,QWB
44430,123.392
44430.04,123.392
44430.08,123.392
44430.12,123.392
44430.16,123.392
44430.2,123.392
44430.25,123.392
44430.29,123.392
44430.33,123.392
44430.37,123.392
44430.41,123.392
44430.45,123.392
44430.5,123.392
44430.54,123.392
44430.58,123.392
44430.62,123.392
44430.66,123.392
44430.7,123.392
44430.75,123.392
44430.79,123.392
44430.83,123.392
44430.87,123.392
44430.91,123.392
44430.95,123.392
44431,123.392
44431.04,123.392
44431.08,123.392
44431.12,123.392
44431.16,123.392
44431.2,123.392
44431.25,123.392
44431.29,123.392
44431.33,123.392
44431.37,123.392
44431.41,123.392
44431.45,123.392
44431.5,123.392
44431.54,123.392
44431.58,123.392
44431.62,123.392
44431.66,123.392
44431.7,123.392
44431.75,123.392
44431.79,123.392
44431.83,123.392
44431.87,123.392
44431.91,123.392
44431.95,123.392
44432,123.392
44432.04,123.392
44432.08,123.392
44432.12,123.392
44432.16,123.392
44432.2,123.392
44432.25,123.392
44432.29,123.392
44432.33,123.392
44432.37,123.392
44432.41,123.392
44432.45,123.392
44432.5,123.392
44432.54,123.392
44432.58,123.392
44432.62,123.392
44432.66,123.392
44432.7,123.392
44432.75,123.392
44432.79,123.392
44432.83,123.392
44432.87,123.392
44432.91,123.392
44432.95,123.392
44433,123.392
44433.04,123.392
44433.08,123.392
44433.12,123.392
44433.16,123.392
44433.2,123.392
44433.25,123.392
44433.29,123.392
44433.33,123.392
44433.37,123.392
44433.41,123.392
44433.45,123.392
44433.5,123.392
44433.54,123.392
44433.58,123.392
44433.62,123.392
44433.66,123.392
44433.7,123.392
44433.75,123.392
44433.79,123.392
44433.83,123.392
44433.87,123.392
44433.91,123.392
44433.95,123.392
44434,123.392
44434.04,123.392
44434.08,123.392
44434.12,123.392
44434.16,123.392
44434.2,123.392
44434.25,123.392
44434.29,123.392
44434.33,123.392
44434.37,123.392
44434.41,123.392
44434.45,123.392
44434.5,123.392
44434.54,123.392
44434.58,123.392
44434.62,123.392
44434.66,123.392
44434.7,123.392
44434.75,123.392
44434.79,123.392
44434.83,123.392
44434.87,123.392
44434.91,123.392
44434.95,123.392
44435,123.392
44435.04,123.392
44435.08,123.392
44435.12,123.392
44435.16,123.392
44435.2,123.392
44435.25,123.392
44435.29,123.392
44435.33,123.392
44435.37,123.392
44435.41,123.392
44435.45,123.392
44435.5,123.392
44435.54,123.392
44435.58,123.392
44435.62,123.392
44435.66,123.392
44435.7,123.392
44435.75,123.392
44435.79,123.392
44435.83,123.392
44435.87,123.392
44435.91,123.392
44435.95,123.392
44436,123.392
44436.04,123.392
44436.08,123.392
44436.12,123.392
44436.16,123.392
44436.2,123.392
44436.25,123.392
44436.29,123.392
44436.33,123.392
44436.37,123.392
44436.41,123.392
44436.45,123.392
44436.5,123.392
44436.54,123.392
44436.58,123.392
44436.62,123.392
44436.66,123.392
44436.7,123.392
44436.75,123.392
44436.79,123.392
44436.83,123.392
44436.87,123.392
44436.91,123.392
44436.95,123.392
44437,123.392
44437.04,123.392
44437.08,123.392
44437.12,123.392
44437.16,123.392
44437.2,123.392
44437.25,123.392
44437.29,123.392
44437.33,123.392
44437.37,123.392
44437.41,123.392
44437.45,123.392
44437.5,123.392
44437.54,123.392
44437.58,123.392
44437.62,123.392
44437.66,123.392
44437.7,123.392
44437.75,123.392
44437.79,123.392
44437.83,123.392
44437.87,123.392
44437.91,123.392
44437.95,123.392
44438,123.392
44438.04,123.392
44438.08,123.392
44438.12,123.392
44438.16,123.392
44438.2,123.392
44438.25,123.392
44438.29,123.392
44438.33,123.392
44438.37,123.392
44438.41,123.392
44438.45,123.392
44438.5,123.392
44438.54,123.392
44438.58,123.392
44438.62,123.392
44438.66,123.392
44438.7,123.392
44438.75,123.392
44438.79,123.392
44438.83,123.392
44438.87,123.392
44438.91,123.392
44438.95,123.392
44439,123.392
44439.04,123.392
44439.08,123.392
44439.12,123.392
44439.16,123.392
44439.2,123.392
44439.25,123.392
44439.29,123.392
44439.33,123.392
44439.37,123.392
44439.41,123.392
44439.45,123.392
44439.5,123.392
44439.54,123.392
44439.58,123.392
44439.62,123.392
44439.66,123.392
44439.7,123.392
44439.75,123.392
44439.79,123.392
44439.83,123.392
44439.87,123.392
44439.91,123.392
44439.95,123.392
44440,123.392
44440.04,123.392
44440.08,123.392
44440.12,123.392
44440.16,123.392
44440.2,123.392
44440.25,123.392
44440.29,123.392
44440.33,123.392
44440.37,123.392
44440.41,123.392
44440.45,123.392
44440.5,123.392
44440.54,123.392
44440.58,123.392
44440.62,123.392
44440.66,123.392
44440.7,123.392
44440.75,123.392
44440.79,123.392
44440.83,123.392
44440.87,123.392
44440.91,123.392
44440.95,123.392
44441,123.392
44441.04,123.392
44441.08,123.392
44441.12,123.392
44441.16,123.392
44441.2,123.392
44441.25,123.392
44441.29,123.392
44441.33,123.392
44441.37,123.392
44441.41,123.392
44441.45,123.392
44441.5,123.392
44441.54,123.392
44441.58,123.392
44441.62,123.392
44441.66,123.392
44441.7,123.392
44441.75,123.392
44441.79,123.392
44441.83,123.392
44441.87,123.392
44441.91,123.392
44441.95,123.392
44442,123.392
44442.04,123.392
44442.08,123.392
44442.12,123.392
44442.16,123.392
44442.2,123.392
44442.25,123.392
44442.29,123.392
44442.33,123.392
44442.37,123.392
44442.41,123.392
44442.45,123.392
44442.5,123.392
44442.54,123.392
44442.58,123.392
44442.62,123.392
44442.66,123.392
44442.7,123.392
44442.75,123.392
44442.79,123.392
44442.83,123.392
44442.87,123.392
44442.91,123.392
44442.95,123.392
44443,123.392
44443.04,123.392
44443.08,123.392
44443.12,123.392
44443.16,123.392
44443.2,123.392
44443.25,123.392
44443.29,123.392
44443.33,123.392
44443.37,123.392
44443.41,123.392
44443.45,123.392
44443.5,123.392
44443.54,123.392
44443.58,123.392
44443.62,123.392
44443.66,123.392
44443.7,123.392
44443.75,123.392
44443.79,123.392
44443.83,123.392
44443.87,123.392
44443.91,123.392
44443.95,123.392
44444,123.392
44444.04,123.392
44444.08,123.392
44444.12,123.392
44444.16,123.392
44444.2,123.392
44444.25,123.392
44444.29,123.392
44444.33,123.392
44444.37,123.392
44444.41,123.392
44444.45,123.392
44444.5,123.392
44444.54,123.392
44444.58,123.392
44444.62,123.392
44444.66,123.392
44444.7,123.392
44444.75,123.392
44444.79,123.392
44444.83,123.392
44444.87,123.392
44444.91,123.392
44444.95,123.392
44445,123.392
44445.04,123.392
44445.08,123.392
44445.12,123.392
44445.16,123.392
44445.2,123.392
44445.25,123.392
44445.29,123.392
44445.33,123.392
44445.37,123.392
44445.41,123.392
44445.45,123.392
