$,
XXH,
JDAY,DGP
44261.92,1.2
44261.96,1.2
44262,1.2
44262.04,1.2
44262.08,1.2
44262.12,1.2
44262.17,1.2
44262.21,1.2
44262.25,1.2
44262.29,1.2
44262.33,1.2
44262.38,1.2
44262.42,1.2
44262.46,1.2
44262.5,1.2
44262.54,1.2
44262.58,1.2
44262.62,1.2
44262.67,1.2
44262.71,1.2
44262.75,1.2
44262.79,1.2
44262.83,1.2
44262.88,1.2
44262.92,1.2
44262.96,1.2
44263,1.2
44263.04,1.2
44263.08,1.2
44263.12,1.2
44263.17,1.2
44263.21,1.2
44263.25,1.2
44263.29,1.2
44263.33,1.2
44263.38,1.2
44263.42,1.2
44263.46,1.2
44263.5,1.2
44263.54,1.2
44263.58,1.2
44263.62,1.2
44263.67,1.2
44263.71,1.2
44263.75,1.2
44263.79,1.2
44263.83,1.2
44263.88,1.2
44263.92,1.2
44263.96,1.2
44264,1.2
44264.04,1.2
44264.08,1.2
44264.12,1.2
44264.17,1.2
44264.21,1.2
44264.25,1.2
44264.29,1.2
44264.33,1.2
44264.38,1.2
44264.42,1.2
44264.46,1.2
44264.5,1.2
44264.54,1.2
44264.58,1.2
44264.62,1.2
44264.67,1.2
44264.71,1.2
44264.75,1.2
44264.79,1.2
44264.83,1.2
44264.88,1.2
44264.92,1.2
44264.96,1.2
44265,1.2
44265.04,1.2
44265.08,1.2
44265.12,1.2
44265.17,1.2
44265.21,1.2
44265.25,1.2
44265.29,1.2
44265.33,1.2
44265.38,1.2
44265.42,1.2
44265.46,1.2
44265.5,1.2
44265.54,1.2
44265.58,1.2
44265.62,1.2
44265.67,1.2
44265.71,1.2
44265.75,1.2
44265.79,1.2
44265.83,1.2
44265.88,1.2
44265.92,1.2
44265.96,1.2
44266,1.2
44266.04,1.2
44266.08,1.2
44266.12,1.2
44266.17,1.2
44266.21,1.2
44266.25,1.2
44266.29,1.2
44266.33,1.2
44266.38,1.2
44266.42,1.2
44266.46,1.2
44266.5,1.2
44266.54,1.2
44266.58,1.2
44266.62,1.2
44266.67,1.2
44266.71,1.2
44266.75,1.2
44266.79,1.2
44266.83,1.2
44266.88,1.2
44266.92,1.2
44266.96,1.2
44267,1.2
44267.04,1.2
44267.08,1.2
44267.12,1.2
44267.17,1.2
44267.21,1.2
44267.25,1.2
44267.29,1.2
44267.33,1.2
44267.38,1.2
44267.42,1.2
44267.46,1.2
44267.5,1.2
44267.54,1.2
44267.58,1.2
44267.62,1.2
44267.67,1.2
44267.71,1.2
44267.75,1.2
44267.79,1.2
44267.83,1.2
44267.88,1.2
44267.92,1.2
44267.96,1.2
44268,1.2
44268.04,1.2
44268.08,1.2
44268.12,1.2
44268.17,1.2
44268.21,1.2
44268.25,1.2
44268.29,1.2
44268.33,1.2
44268.38,1.2
44268.42,1.2
44268.46,1.2
44268.5,1.2
44268.54,1.2
44268.58,1.2
44268.62,1.2
44268.67,1.2
44268.71,1.2
44268.75,1.2
44268.79,1.2
44268.83,1.2
44268.88,1.2
44268.92,1.2
44268.96,1.2
44269,1.2
44269.04,1.2
44269.08,1.2
44269.12,1.2
44269.17,1.2
44269.21,1.2
44269.25,1.2
44269.29,1.2
44269.33,1.2
44269.38,1.2
44269.42,1.2
44269.46,1.2
44269.5,1.2
44269.54,1.2
44269.58,1.2
44269.62,1.2
44269.67,1.2
44269.71,1.2
44269.75,1.2
44269.79,1.2
44269.83,1.2
44269.88,1.2
44269.92,1.2
44269.96,1.2
44270,1.2
44270.04,1.2
44270.08,1.2
44270.12,1.2
44270.17,1.2
44270.21,1.2
44270.25,1.2
44270.29,1.2
44270.33,1.2
44270.38,1.2
44270.42,1.2
44270.46,1.2
44270.5,1.2
44270.54,1.2
44270.58,1.2
44270.62,1.2
44270.67,1.2
44270.71,1.2
44270.75,1.2
44270.79,1.2
44270.83,1.2
44270.88,1.2
44270.92,1.2
44270.96,1.2
44271,1.2
44271.04,1.2
44271.08,1.2
44271.12,1.2
44271.17,1.2
44271.21,1.2
44271.25,1.2
44271.29,1.2
44271.33,1.2
44271.38,1.2
44271.42,1.2
44271.46,1.2
44271.5,1.2
44271.54,1.2
44271.58,1.2
44271.62,1.2
44271.67,1.2
44271.71,1.2
44271.75,1.2
44271.79,1.2
44271.83,1.2
44271.88,1.2
44271.92,1.2
44271.96,1.2
44272,1.2
44272.04,1.2
44272.08,1.2
44272.12,1.2
44272.17,1.2
44272.21,1.2
44272.25,1.2
44272.29,1.2
44272.33,1.2
44272.38,1.2
44272.42,1.2
44272.46,1.2
44272.5,1.2
44272.54,1.2
44272.58,1.2
44272.62,1.2
44272.67,1.2
44272.71,1.2
44272.75,1.2
44272.79,1.2
44272.83,1.2
44272.88,1.2
44272.92,1.2
44272.96,1.2
44273,1.2
44273.04,1.2
44273.08,1.2
44273.12,1.2
44273.17,1.2
44273.21,1.2
44273.25,1.2
44273.29,1.2
44273.33,1.2
44273.38,1.2
44273.42,1.2
44273.46,1.2
44273.5,1.2
44273.54,1.2
44273.58,1.2
44273.62,1.2
44273.67,1.2
44273.71,1.2
44273.75,1.2
44273.79,1.2
44273.83,1.2
44273.88,1.2
44273.92,1.2
44273.96,1.2
44274,1.2
44274.04,1.2
44274.08,1.2
44274.12,1.2
44274.17,1.2
44274.21,1.2
44274.25,1.2
44274.29,1.2
44274.33,1.2
44274.38,1.2
44274.42,1.2
44274.46,1.2
44274.5,1.2
44274.54,1.2
44274.58,1.2
44274.62,1.2
44274.67,1.2
44274.71,1.2
44274.75,1.2
44274.79,1.2
44274.83,1.2
44274.88,1.2
44274.92,1.2
44274.96,1.2
44275,1.2
44275.04,1.2
44275.08,1.2
44275.12,1.2
44275.17,1.2
44275.21,1.2
44275.25,1.2
44275.29,1.2
44275.33,1.2
44275.38,1.2
44275.42,1.2
44275.46,1.2
44275.5,1.2
44275.54,1.2
44275.58,1.2
44275.62,1.2
44275.67,1.2
44275.71,1.2
44275.75,1.2
44275.79,1.2
44275.83,1.2
44275.88,1.2
44275.92,1.2
44275.96,1.2
44276,1.2
44276.04,1.2
44276.08,1.2
44276.12,1.2
44276.17,1.2
44276.21,1.2
44276.25,1.2
44276.29,1.2
44276.33,1.2
44276.38,1.2
44276.42,1.2
44276.46,1.2
44276.5,1.2
44276.54,1.2
44276.58,1.2
44276.62,1.2
44276.67,1.2
44276.71,1.2
44276.75,1.2
44276.79,1.2
44276.83,1.2
44276.88,1.2
44276.92,1.2
44276.96,1.2
44277,1.2
44277.04,1.2
44277.08,1.2
44277.12,1.2
44277.17,1.2
44277.21,1.2
44277.25,1.2
44277.29,1.2
44277.33,1.2
44277.38,1.2
44277.42,1.2
44277.46,1.2
44277.5,1.2
44277.54,1.2
44277.58,1.2
44277.62,1.2
44277.67,1.2
44277.71,1.2
44277.75,1.2
44277.79,1.2
44277.83,1.2
44277.88,1.2
44277.92,1.2
44277.96,1.2
44278,1.2
44278.04,1.2
44278.08,1.2
44278.12,1.2
44278.17,1.2
44278.21,1.2
44278.25,1.2
44278.29,1.2
44278.33,1.2
44278.38,1.2
44278.42,1.2
44278.46,1.2
44278.5,1.2
44278.54,1.2
44278.58,1.2
44278.62,1.2
44278.67,1.2
44278.71,1.2
44278.75,1.2
44278.79,1.2
44278.83,1.2
44278.88,1.2
44278.92,1.2
44278.96,1.2
44279,1.2
44279.04,1.2
44279.08,1.2
44279.12,1.2
44279.17,1.2
44279.21,1.2
44279.25,1.2
44279.29,1.2
44279.33,1.2
44279.38,1.2
44279.42,1.2
44279.46,1.2
44279.5,1.2
44279.54,1.2
44279.58,1.2
44279.62,1.2
44279.67,1.2
44279.71,1.2
44279.75,1.2
44279.79,1.2
44279.83,1.2
44279.88,1.2
44279.92,1.2
44279.96,1.2
44280,1.2
44280.04,1.2
44280.08,1.2
44280.12,1.2
44280.17,1.2
44280.21,1.2
44280.25,1.2
44280.29,1.2
44280.33,1.2
44280.38,1.2
44280.42,1.2
44280.46,1.2
44280.5,1.2
44280.54,1.2
44280.58,1.2
44280.62,1.2
44280.67,1.2
44280.71,1.2
44280.75,1.2
44280.79,1.2
44280.83,1.2
44280.88,1.2
44280.92,1.2
44280.96,1.2
44281,1.2
44281.04,1.2
44281.08,1.2
44281.12,1.2
44281.17,1.2
44281.21,1.2
44281.25,1.2
44281.29,1.2
44281.33,1.2
44281.38,1.2
44281.42,1.2
44281.46,1.2
44281.5,1.2
44281.54,1.2
44281.58,1.2
44281.62,1.2
44281.67,1.2
44281.71,1.2
44281.75,1.2
44281.79,1.2
44281.83,1.2
44281.88,1.2
44281.92,1.2
44281.96,1.2
44282,1.2
44282.04,1.2
44282.08,1.2
44282.12,1.2
44282.17,1.2
44282.21,1.2
44282.25,1.2
44282.29,1.2
44282.33,1.2
44282.38,1.2
44282.42,1.2
44282.46,1.2
44282.5,1.2
44282.54,1.2
44282.58,1.2
44282.62,1.2
44282.67,1.2
44282.71,1.2
44282.75,1.2
44282.79,1.2
44282.83,1.2
44282.88,1.2
44282.92,1.2
44282.96,1.2
44283,1.2
44283.04,1.2
44283.08,1.2
44283.12,1.2
44283.17,1.2
44283.21,1.2
44283.25,1.2
44283.29,1.2
44283.33,1.2
44283.38,1.2
44283.42,1.2
44283.46,1.2
44283.5,1.2
44283.54,1.2
44283.58,1.2
44283.62,1.2
44283.67,1.2
44283.71,1.2
44283.75,1.2
44283.79,1.2
44283.83,1.2
44283.88,1.2
44283.92,1.2
44283.96,1.2
44284,1.2
44284.04,1.2
44284.08,1.2
44284.12,1.2
44284.17,1.2
44284.21,1.2
44284.25,1.2
44284.29,1.2
44284.33,1.2
44284.38,1.2
44284.42,1.2
44284.46,1.2
44284.5,1.2
44284.54,1.2
44284.58,1.2
44284.62,1.2
44284.67,1.2
44284.71,1.2
44284.75,1.2
44284.79,1.2
44284.83,1.2
44284.88,1.2
44284.92,1.2
44284.96,1.2
44285,1.2
44285.04,1.2
44285.08,1.2
44285.12,1.2
44285.17,1.2
44285.21,1.2
44285.25,1.2
44285.29,1.2
44285.33,1.2
44285.38,1.2
44285.42,1.2
44285.46,1.2
44285.5,1.2
44285.54,1.2
44285.58,1.2
44285.62,1.2
44285.67,1.2
44285.71,1.2
44285.75,1.2
44285.79,1.2
44285.83,1.2
44285.88,1.2
44285.92,1.2
44285.96,1.2
44286,1.2
44286.04,1.2
44286.08,1.2
44286.12,1.2
44286.17,1.2
44286.21,1.2
44286.25,1.2
44286.29,1.2
44286.33,1.2
44286.38,1.2
44286.42,1.2
44286.46,1.2
44286.5,1.2
44286.54,1.2
44286.58,1.2
44286.62,1.2
44286.67,1.2
44286.71,1.2
44286.75,1.2
44286.79,1.2
44286.83,1.2
44286.88,1.2
44286.92,1.2
44286.96,1.2
44287,1.2
44287.04,1.2
44287.08,1.2
44287.12,1.2
44287.17,1.2
44287.21,1.2
44287.25,1.2
44287.29,1.2
44287.33,1.2
44287.38,1.2
44287.42,1.2
44287.46,1.2
44287.5,1.2
44287.54,1.2
44287.58,1.2
44287.62,1.2
44287.67,1.2
44287.71,1.2
44287.75,1.2
44287.79,1.2
44287.83,1.2
44287.88,1.2
44287.92,1.2
44287.96,1.2
44288,1.2
44288.04,1.2
44288.08,1.2
44288.12,1.2
44288.17,1.2
44288.21,1.2
44288.25,1.2
44288.29,1.2
44288.33,1.2
44288.38,1.2
44288.42,1.2
44288.46,1.2
44288.5,1.2
44288.54,1.2
44288.58,1.2
44288.62,1.2
44288.67,1.2
44288.71,1.2
44288.75,1.2
44288.79,1.2
44288.83,1.2
44288.88,1.2
44288.92,1.2
44288.96,1.2
44289,1.2
44289.04,1.2
44289.08,1.2
44289.12,1.2
44289.17,1.2
44289.21,1.2
44289.25,1.2
44289.29,1.2
44289.33,1.2
44289.38,1.2
44289.42,1.2
44289.46,1.2
44289.5,1.2
44289.54,1.2
44289.58,1.2
44289.62,1.2
44289.67,1.2
44289.71,1.2
44289.75,1.2
44289.79,1.2
44289.83,1.2
44289.88,1.2
44289.92,1.2
44289.96,1.2
44290,1.2
44290.04,1.2
44290.08,1.2
44290.12,1.2
44290.17,1.2
44290.21,1.2
44290.25,1.2
44290.29,1.2
44290.33,1.2
44290.38,1.2
44290.42,1.2
44290.46,1.2
44290.5,1.2
44290.54,1.2
44290.58,1.2
44290.62,1.2
44290.67,1.2
44290.71,1.2
44290.75,1.2
44290.79,1.2
44290.83,1.2
44290.88,1.2
44290.92,1.2
44290.96,1.2
44291,1.2
44291.04,1.2
44291.08,1.2
44291.12,1.2
44291.17,1.2
44291.21,1.2
44291.25,1.2
44291.29,1.2
44291.33,1.2
44291.38,1.2
44291.42,1.2
44291.46,1.2
44291.5,1.2
44291.54,1.2
44291.58,1.2
44291.62,1.2
44291.67,1.2
44291.71,1.2
44291.75,1.2
44291.79,1.2
44291.83,1.2
44291.88,1.2
44291.92,1.2
44291.96,1.2
44292,1.2
44292.04,1.2
44292.08,1.2
44292.12,1.2
44292.17,1.2
44292.21,1.2
44292.25,1.2
44292.29,1.2
44292.33,1.2
44292.38,1.2
44292.42,1.2
44292.46,1.2
44292.5,1.2
44292.54,1.2
44292.58,1.2
44292.62,1.2
44292.67,1.2
44292.71,1.2
44292.75,1.2
44292.79,1.2
44292.83,1.2
44292.88,1.2
44292.92,1.2
44292.96,1.2
44293,1.2
44293.04,1.2
44293.08,1.2
44293.12,1.2
44293.17,1.2
44293.21,1.2
44293.25,1.2
44293.29,1.2
44293.33,1.2
44293.38,1.2
44293.42,1.2
44293.46,1.2
44293.5,1.2
44293.54,1.2
44293.58,1.2
44293.62,1.2
44293.67,1.2
44293.71,1.2
44293.75,1.2
44293.79,1.2
44293.83,1.2
44293.88,1.2
44293.92,1.2
44293.96,1.2
44294,1.2
44294.04,1.2
44294.08,1.2
44294.12,1.2
44294.17,1.2
44294.21,1.2
44294.25,1.2
44294.29,1.2
44294.33,1.2
44294.38,1.2
44294.42,1.2
44294.46,1.2
44294.5,1.2
44294.54,1.2
44294.58,1.2
44294.62,1.2
44294.67,1.2
44294.71,1.2
44294.75,1.2
44294.79,1.2
44294.83,1.2
44294.88,1.2
44294.92,1.2
44294.96,1.2
44295,1.2
44295.04,1.2
44295.08,1.2
44295.12,1.2
44295.17,1.2
44295.21,1.2
44295.25,1.2
44295.29,1.2
44295.33,1.2
44295.38,1.2
44295.42,1.2
44295.46,1.2
44295.5,1.2
44295.54,1.2
44295.58,1.2
44295.62,1.2
44295.67,1.2
44295.71,1.2
44295.75,1.2
44295.79,1.2
44295.83,1.2
44295.88,1.2
44295.92,1.2
44295.96,1.2
44296,1.2
44296.04,1.2
44296.08,1.2
44296.12,1.2
44296.17,1.2
44296.21,1.2
44296.25,1.2
44296.29,1.2
44296.33,1.2
44296.38,1.2
44296.42,1.2
44296.46,1.2
44296.5,1.2
44296.54,1.2
44296.58,1.2
44296.62,1.2
44296.67,1.2
44296.71,1.2
44296.75,1.2
44296.79,1.2
44296.83,1.2
44296.88,1.2
44296.92,1.2
44296.96,1.2
44297,1.2
44297.04,1.2
44297.08,1.2
44297.12,1.2
44297.17,1.2
44297.21,1.2
44297.25,1.2
44297.29,1.2
44297.33,1.2
44297.38,1.2
44297.42,1.2
44297.46,1.2
44297.5,1.2
44297.54,1.2
44297.58,1.2
44297.62,1.2
44297.67,1.2
44297.71,1.2
44297.75,1.2
44297.79,1.2
44297.83,1.2
44297.88,1.2
44297.92,1.2
44297.96,1.2
44298,1.2
44298.04,1.2
44298.08,1.2
44298.12,1.2
44298.17,1.2
44298.21,1.2
44298.25,1.2
44298.29,1.2
44298.33,1.2
44298.38,1.2
44298.42,1.2
44298.46,1.2
44298.5,1.2
44298.54,1.2
44298.58,1.2
44298.62,1.2
44298.67,1.2
44298.71,1.2
44298.75,1.2
44298.79,1.2
44298.83,1.2
44298.88,1.2
44298.92,1.2
44298.96,1.2
44299,1.2
44299.04,1.2
44299.08,1.2
44299.12,1.2
44299.17,1.2
44299.21,1.2
44299.25,1.2
44299.29,1.2
44299.33,1.2
44299.38,1.2
44299.42,1.2
44299.46,1.2
44299.5,1.2
44299.54,1.2
44299.58,1.2
44299.62,1.2
44299.67,1.2
44299.71,1.2
44299.75,1.2
44299.79,1.2
44299.83,1.2
44299.88,1.2
44299.92,1.2
44299.96,1.2
44300,1.2
44300.04,1.2
44300.08,1.2
44300.12,1.2
44300.17,1.2
44300.21,1.2
44300.25,1.2
44300.29,1.2
44300.33,1.2
44300.38,1.2
44300.42,1.2
44300.46,1.2
44300.5,1.2
44300.54,1.2
44300.58,1.2
44300.62,1.2
44300.67,1.2
44300.71,1.2
44300.75,1.2
44300.79,1.2
44300.83,1.2
44300.88,1.2
44300.92,1.2
44300.96,1.2
44301,1.2
44301.04,1.2
44301.08,1.2
44301.12,1.2
44301.17,1.2
44301.21,1.2
44301.25,1.2
44301.29,1.2
44301.33,1.2
44301.38,1.2
44301.42,1.2
44301.46,1.2
44301.5,1.2
44301.54,1.2
44301.58,1.2
44301.62,1.2
44301.67,1.2
44301.71,1.2
44301.75,1.2
44301.79,1.2
44301.83,1.2
44301.88,1.2
44301.92,1.2
44301.96,1.2
44302,1.2
44302.04,1.2
44302.08,1.2
44302.12,1.2
44302.17,1.2
44302.21,1.2
44302.25,1.2
44302.29,1.2
44302.33,1.2
44302.38,1.2
44302.42,1.2
44302.46,1.2
44302.5,1.2
44302.54,1.2
44302.58,1.2
44302.62,1.2
44302.67,1.2
44302.71,1.2
44302.75,1.2
44302.79,1.2
44302.83,1.2
44302.88,1.2
44302.92,1.2
44302.96,1.2
44303,1.2
44303.04,1.2
44303.08,1.2
44303.12,1.2
44303.17,1.2
44303.21,1.2
44303.25,1.2
44303.29,1.2
44303.33,1.2
44303.38,1.2
44303.42,1.2
44303.46,1.2
44303.5,1.2
44303.54,1.2
44303.58,1.2
44303.62,1.2
44303.67,1.2
44303.71,1.2
44303.75,1.2
44303.79,1.2
44303.83,1.2
44303.88,1.2
44303.92,1.2
44303.96,1.2
44304,1.2
44304.04,1.2
44304.08,1.2
44304.12,1.2
44304.17,1.2
44304.21,1.2
44304.25,1.2
44304.29,1.2
44304.33,1.2
44304.38,1.2
44304.42,1.2
44304.46,1.2
44304.5,1.2
44304.54,1.2
44304.58,1.2
44304.62,1.2
44304.67,1.2
44304.71,1.2
44304.75,1.2
44304.79,1.2
44304.83,1.2
44304.88,1.2
44304.92,1.2
44304.96,1.2
44305,1.2
44305.04,1.2
44305.08,1.2
44305.12,1.2
44305.17,1.2
44305.21,1.2
44305.25,1.2
44305.29,1.2
44305.33,1.2
44305.38,1.2
44305.42,1.2
44305.46,1.2
44305.5,1.2
44305.54,1.2
44305.58,1.2
44305.62,1.2
44305.67,1.2
44305.71,1.2
44305.75,1.2
44305.79,1.2
44305.83,1.2
44305.88,1.2
44305.92,1.2
44305.96,1.2
44306,1.2
44306.04,1.2
44306.08,1.2
44306.12,1.2
44306.17,1.2
44306.21,1.2
44306.25,1.2
44306.29,1.2
44306.33,1.2
44306.38,1.2
44306.42,1.2
44306.46,1.2
44306.5,1.2
44306.54,1.2
44306.58,1.2
44306.62,1.2
44306.67,1.2
44306.71,1.2
44306.75,1.2
44306.79,1.2
44306.83,1.2
44306.88,1.2
44306.92,1.2
44306.96,1.2
44307,1.2
44307.04,1.2
44307.08,1.2
44307.12,1.2
44307.17,1.2
44307.21,1.2
44307.25,1.2
44307.29,1.2
44307.33,1.2
44307.38,1.2
44307.42,1.2
44307.46,1.2
44307.5,1.2
44307.54,1.2
44307.58,1.2
44307.62,1.2
44307.67,1.2
44307.71,1.2
44307.75,1.2
44307.79,1.2
44307.83,1.2
44307.88,1.2
44307.92,1.2
44307.96,1.2
44308,1.2
44308.04,1.2
44308.08,1.2
44308.12,1.2
44308.17,1.2
44308.21,1.2
44308.25,1.2
44308.29,1.2
44308.33,1.2
44308.38,1.2
44308.42,1.2
44308.46,1.2
44308.5,1.2
44308.54,1.2
44308.58,1.2
44308.62,1.2
44308.67,1.2
44308.71,1.2
44308.75,1.2
44308.79,1.2
44308.83,1.2
44308.88,1.2
44308.92,1.2
44308.96,1.2
44309,1.2
44309.04,1.2
44309.08,1.2
44309.12,1.2
44309.17,1.2
44309.21,1.2
44309.25,1.2
44309.29,1.2
44309.33,1.2
44309.38,1.2
44309.42,1.2
44309.46,1.2
44309.5,1.2
44309.54,1.2
44309.58,1.2
44309.62,1.2
44309.67,1.2
44309.71,1.2
44309.75,1.2
44309.79,1.2
44309.83,1.2
44309.88,1.2
44309.92,1.2
44309.96,1.2
44310,1.2
44310.04,1.2
44310.08,1.2
44310.12,1.2
44310.17,1.2
44310.21,1.2
44310.25,1.2
44310.29,1.2
44310.33,1.2
44310.38,1.2
44310.42,1.2
44310.46,1.2
44310.5,1.2
44310.54,1.2
44310.58,1.2
44310.62,1.2
44310.67,1.2
44310.71,1.2
44310.75,1.2
44310.79,1.2
44310.83,1.2
44310.88,1.2
44310.92,1.2
44310.96,1.2
44311,1.2
44311.04,1.2
44311.08,1.2
44311.12,1.2
44311.17,1.2
44311.21,1.2
44311.25,1.2
44311.29,1.2
44311.33,1.2
44311.38,1.2
44311.42,1.2
44311.46,1.2
44311.5,1.2
44311.54,1.2
44311.58,1.2
44311.62,1.2
44311.67,1.2
44311.71,1.2
44311.75,1.2
44311.79,1.2
44311.83,1.2
44311.88,1.2
44311.92,1.2
44311.96,1.2
44312,1.2
44312.04,1.2
44312.08,1.2
44312.12,1.2
44312.17,1.2
44312.21,1.2
44312.25,1.2
44312.29,1.2
44312.33,1.2
44312.38,1.2
44312.42,1.2
44312.46,1.2
44312.5,1.2
44312.54,1.2
44312.58,1.2
44312.62,1.2
44312.67,1.2
44312.71,1.2
44312.75,1.2
44312.79,1.2
44312.83,1.2
44312.88,1.2
44312.92,1.2
44312.96,1.2
44313,1.2
44313.04,1.2
44313.08,1.2
44313.12,1.2
44313.17,1.2
44313.21,1.2
44313.25,1.2
44313.29,1.2
44313.33,1.2
44313.38,1.2
44313.42,1.2
44313.46,1.2
44313.5,1.2
44313.54,1.2
44313.58,1.2
44313.62,1.2
44313.67,1.2
44313.71,1.2
44313.75,1.2
44313.79,1.2
44313.83,1.2
44313.88,1.2
44313.92,1.2
44313.96,1.2
44314,1.2
44314.04,1.2
44314.08,1.2
44314.12,1.2
44314.17,1.2
44314.21,1.2
44314.25,1.2
44314.29,1.2
44314.33,1.2
44314.38,1.2
44314.42,1.2
44314.46,1.2
44314.5,1.2
44314.54,1.2
44314.58,1.2
44314.62,1.2
44314.67,1.2
44314.71,1.2
44314.75,1.2
44314.79,1.2
44314.83,1.2
44314.88,1.2
44314.92,1.2
44314.96,1.2
44315,1.2
44315.04,1.2
44315.08,1.2
44315.12,1.2
44315.17,1.2
44315.21,1.2
44315.25,1.2
44315.29,1.2
44315.33,1.2
44315.38,1.2
44315.42,1.2
44315.46,1.2
44315.5,1.2
44315.54,1.2
44315.58,1.2
44315.62,1.2
44315.67,1.2
44315.71,1.2
44315.75,1.2
44315.79,1.2
44315.83,1.2
44315.88,1.2
44315.92,1.2
44315.96,1.2
44316,1.2
44316.04,1.2
44316.08,1.2
44316.12,1.2
44316.17,1.2
44316.21,1.2
44316.25,1.2
44316.29,1.2
44316.33,1.2
44316.38,1.2
44316.42,1.2
44316.46,1.2
44316.5,1.2
44316.54,1.2
44316.58,1.2
44316.62,1.2
44316.67,1.2
44316.71,1.2
44316.75,1.2
44316.79,1.2
44316.83,1.2
44316.88,1.2
44316.92,1.2
44316.96,1.2
44317,1.2
44317.04,1.2
44317.08,1.2
44317.12,1.2
44317.17,1.2
44317.21,1.2
44317.25,1.2
44317.29,1.2
44317.33,1.2
44317.38,1.2
44317.42,1.2
44317.46,1.2
44317.5,1.2
44317.54,1.2
44317.58,1.2
44317.62,1.2
44317.67,1.2
44317.71,1.2
44317.75,1.2
44317.79,1.2
44317.83,1.2
44317.88,1.2
44317.92,1.2
44317.96,1.2
44318,1.2
44318.04,1.2
44318.08,1.2
44318.12,1.2
44318.17,1.2
44318.21,1.2
44318.25,1.2
44318.29,1.2
44318.33,1.2
44318.38,1.2
44318.42,1.2
44318.46,1.2
44318.5,1.2
44318.54,1.2
44318.58,1.2
44318.62,1.2
44318.67,1.2
44318.71,1.2
44318.75,1.2
44318.79,1.2
44318.83,1.2
44318.88,1.2
44318.92,1.2
44318.96,1.2
44319,1.2
44319.04,1.2
44319.08,1.2
44319.12,1.2
44319.17,1.2
44319.21,1.2
44319.25,1.2
44319.29,1.2
44319.33,1.2
44319.38,1.2
44319.42,1.2
44319.46,1.2
44319.5,1.2
44319.54,1.2
44319.58,1.2
44319.62,1.2
44319.67,1.2
44319.71,1.2
44319.75,1.2
44319.79,1.2
44319.83,1.2
44319.88,1.2
44319.92,1.2
44319.96,1.2
44320,1.2
44320.04,1.2
44320.08,1.2
44320.12,1.2
44320.17,1.2
44320.21,1.2
44320.25,1.2
44320.29,1.2
44320.33,1.2
44320.38,1.2
44320.42,1.2
44320.46,1.2
44320.5,1.2
44320.54,1.2
44320.58,1.2
44320.62,1.2
44320.67,1.2
44320.71,1.2
44320.75,1.2
44320.79,1.2
44320.83,1.2
44320.88,1.2
44320.92,1.2
44320.96,1.2
44321,1.2
44321.04,1.2
44321.08,1.2
44321.12,1.2
44321.17,1.2
44321.21,1.2
44321.25,1.2
44321.29,1.2
44321.33,1.2
44321.38,1.2
44321.42,1.2
44321.46,1.2
44321.5,1.2
44321.54,1.2
44321.58,1.2
44321.62,1.2
44321.67,1.2
44321.71,1.2
44321.75,1.2
44321.79,1.2
44321.83,1.2
44321.88,1.2
44321.92,1.2
44321.96,1.2
44322,1.2
44322.04,1.2
44322.08,1.2
44322.12,1.2
44322.17,1.2
44322.21,1.2
44322.25,1.2
44322.29,1.2
44322.33,1.2
44322.38,1.2
44322.42,1.2
44322.46,1.2
44322.5,1.2
44322.54,1.2
44322.58,1.2
44322.62,1.2
44322.67,1.2
44322.71,1.2
44322.75,1.2
44322.79,1.2
44322.83,1.2
44322.88,1.2
44322.92,1.2
44322.96,1.2
44323,1.2
44323.04,1.2
44323.08,1.2
44323.12,1.2
44323.17,1.2
44323.21,1.2
44323.25,1.2
44323.29,1.2
44323.33,1.2
44323.38,1.2
44323.42,1.2
44323.46,1.2
44323.5,1.2
44323.54,1.2
44323.58,1.2
44323.62,1.2
44323.67,1.2
44323.71,1.2
44323.75,1.2
44323.79,1.2
44323.83,1.2
44323.88,1.2
44323.92,1.2
44323.96,1.2
44324,1.2
44324.04,1.2
44324.08,1.2
44324.12,1.2
44324.17,1.2
44324.21,1.2
44324.25,1.2
44324.29,1.2
44324.33,1.2
44324.38,1.2
44324.42,1.2
44324.46,1.2
44324.5,1.2
44324.54,1.2
44324.58,1.2
44324.62,1.2
44324.67,1.2
44324.71,1.2
44324.75,1.2
44324.79,1.2
44324.83,1.2
44324.88,1.2
44324.92,1.2
44324.96,1.2
44325,1.2
44325.04,1.2
44325.08,1.2
44325.12,1.2
44325.17,1.2
44325.21,1.2
44325.25,1.2
44325.29,1.2
44325.33,1.2
44325.38,1.2
44325.42,1.2
44325.46,1.2
44325.5,1.2
44325.54,1.2
44325.58,1.2
44325.62,1.2
44325.67,1.2
44325.71,1.2
44325.75,1.2
44325.79,1.2
44325.83,1.2
44325.88,1.2
44325.92,1.2
44325.96,1.2
44326,1.2
44326.04,1.2
44326.08,1.2
44326.12,1.2
44326.17,1.2
44326.21,1.2
44326.25,1.2
44326.29,1.2
44326.33,1.2
44326.38,1.2
44326.42,1.2
44326.46,1.2
44326.5,1.2
44326.54,1.2
44326.58,1.2
44326.62,1.2
44326.67,1.2
44326.71,1.2
44326.75,1.2
44326.79,1.2
44326.83,1.2
44326.88,1.2
44326.92,1.2
44326.96,1.2
44327,1.2
44327.04,1.2
44327.08,1.2
44327.12,1.2
44327.17,1.2
44327.21,1.2
