$,
XXH,
JDAY,DGP
44392.58,1.2
44392.62,1.2
44392.67,1.2
44392.71,1.2
44392.75,1.2
44392.79,1.2
44392.83,1.2
44392.88,1.2
44392.92,1.2
44392.96,1.2
44393,1.2
44393.04,1.2
44393.08,1.2
44393.12,1.2
44393.17,1.2
44393.21,1.2
44393.25,1.2
44393.29,1.2
44393.33,1.2
44393.38,1.2
44393.42,1.2
44393.46,1.2
44393.5,1.2
44393.54,1.2
44393.58,1.2
44393.62,1.2
44393.67,1.2
44393.71,1.2
44393.75,1.2
44393.79,1.2
44393.83,1.2
44393.88,1.2
44393.92,1.2
44393.96,1.2
44394,1.2
44394.04,1.2
44394.08,1.2
44394.12,1.2
44394.17,1.2
44394.21,1.2
44394.25,1.2
44394.29,1.2
44394.33,1.2
44394.38,1.2
44394.42,1.2
44394.46,1.2
44394.5,1.2
44394.54,1.2
44394.58,1.2
44394.62,1.2
44394.67,1.2
44394.71,1.2
44394.75,1.2
44394.79,1.2
44394.83,1.2
44394.88,1.2
44394.92,1.2
44394.96,1.2
44395,1.2
44395.04,1.2
44395.08,1.2
44395.12,1.2
44395.17,1.2
44395.21,1.2
44395.25,1.2
44395.29,1.2
44395.33,1.2
44395.38,1.2
44395.42,1.2
44395.46,1.2
44395.5,1.2
44395.54,1.2
44395.58,1.2
44395.62,1.2
44395.67,1.2
44395.71,1.2
44395.75,1.2
44395.79,1.2
44395.83,1.2
44395.88,1.2
44395.92,1.2
44395.96,1.2
44396,1.2
44396.04,1.2
44396.08,1.2
44396.12,1.2
44396.17,1.2
44396.21,1.2
44396.25,1.2
44396.29,1.2
44396.33,1.2
44396.38,1.2
44396.42,1.2
44396.46,1.2
44396.5,1.2
44396.54,1.2
44396.58,1.2
44396.62,1.2
44396.67,1.2
44396.71,1.2
44396.75,1.2
44396.79,1.2
44396.83,1.2
44396.88,1.2
44396.92,1.2
44396.96,1.2
44397,1.2
44397.04,1.2
44397.08,1.2
44397.12,1.2
44397.17,1.2
44397.21,1.2
44397.25,1.2
44397.29,1.2
44397.33,1.2
44397.38,1.2
44397.42,1.2
44397.46,1.2
44397.5,1.2
44397.54,1.2
44397.58,1.2
44397.62,1.2
44397.67,1.2
44397.71,1.2
44397.75,1.2
44397.79,1.2
44397.83,1.2
44397.88,1.2
44397.92,1.2
44397.96,1.2
44398,1.2
44398.04,1.2
44398.08,1.2
44398.12,1.2
44398.17,1.2
44398.21,1.2
44398.25,1.2
44398.29,1.2
44398.33,1.2
44398.38,1.2
44398.42,1.2
44398.46,1.2
44398.5,1.2
44398.54,1.2
44398.58,1.2
44398.62,1.2
44398.67,1.2
44398.71,1.2
44398.75,1.2
44398.79,1.2
44398.83,1.2
44398.88,1.2
44398.92,1.2
44398.96,1.2
44399,1.2
44399.04,1.2
44399.08,1.2
44399.12,1.2
44399.17,1.2
44399.21,1.2
44399.25,1.2
44399.29,1.2
44399.33,1.2
44399.38,1.2
44399.42,1.2
44399.46,1.2
44399.5,1.2
44399.54,1.2
44399.58,1.2
44399.62,1.2
44399.67,1.2
44399.71,1.2
44399.75,1.2
44399.79,1.2
44399.83,1.2
44399.88,1.2
44399.92,1.2
44399.96,1.2
44400,1.2
44400.04,1.2
44400.08,1.2
44400.12,1.2
44400.17,1.2
44400.21,1.2
44400.25,1.2
44400.29,1.2
44400.33,1.2
44400.38,1.2
44400.42,1.2
44400.46,1.2
44400.5,1.2
44400.54,1.2
44400.58,1.2
44400.62,1.2
44400.67,1.2
44400.71,1.2
44400.75,1.2
44400.79,1.2
44400.83,1.2
44400.88,1.2
44400.92,1.2
44400.96,1.2
44401,1.2
44401.04,1.2
44401.08,1.2
44401.12,1.2
44401.17,1.2
44401.21,1.2
44401.25,1.2
44401.29,1.2
44401.33,1.2
44401.38,1.2
44401.42,1.2
44401.46,1.2
44401.5,1.2
44401.54,1.2
44401.58,1.2
44401.62,1.2
44401.67,1.2
44401.71,1.2
44401.75,1.2
44401.79,1.2
44401.83,1.2
44401.88,1.2
44401.92,1.2
44401.96,1.2
44402,1.2
44402.04,1.2
44402.08,1.2
44402.12,1.2
44402.17,1.2
44402.21,1.2
44402.25,1.2
44402.29,1.2
44402.33,1.2
44402.38,1.2
44402.42,1.2
44402.46,1.2
44402.5,1.2
44402.54,1.2
44402.58,1.2
44402.62,1.2
44402.67,1.2
44402.71,1.2
44402.75,1.2
44402.79,1.2
44402.83,1.2
44402.88,1.2
44402.92,1.2
44402.96,1.2
44403,1.2
44403.04,1.2
44403.08,1.2
44403.12,1.2
44403.17,1.2
44403.21,1.2
44403.25,1.2
44403.29,1.2
44403.33,1.2
44403.38,1.2
44403.42,1.2
44403.46,1.2
44403.5,1.2
44403.54,1.2
44403.58,1.2
44403.62,1.2
44403.67,1.2
44403.71,1.2
44403.75,1.2
44403.79,1.2
44403.83,1.2
44403.88,1.2
44403.92,1.2
44403.96,1.2
44404,1.2
44404.04,1.2
44404.08,1.2
44404.12,1.2
44404.17,1.2
44404.21,1.2
44404.25,1.2
44404.29,1.2
44404.33,1.2
44404.38,1.2
44404.42,1.2
44404.46,1.2
44404.5,1.2
44404.54,1.2
44404.58,1.2
44404.62,1.2
44404.67,1.2
44404.71,1.2
44404.75,1.2
44404.79,1.2
44404.83,1.2
44404.88,1.2
44404.92,1.2
44404.96,1.2
44405,1.2
44405.04,1.2
44405.08,1.2
44405.12,1.2
44405.17,1.2
44405.21,1.2
44405.25,1.2
44405.29,1.2
44405.33,1.2
44405.38,1.2
44405.42,1.2
44405.46,1.2
44405.5,1.2
44405.54,1.2
44405.58,1.2
44405.62,1.2
44405.67,1.2
44405.71,1.2
44405.75,1.2
44405.79,1.2
44405.83,1.2
44405.88,1.2
44405.92,1.2
44405.96,1.2
44406,1.2
44406.04,1.2
44406.08,1.2
44406.12,1.2
44406.17,1.2
44406.21,1.2
44406.25,1.2
44406.29,1.2
44406.33,1.2
44406.38,1.2
44406.42,1.2
44406.46,1.2
44406.5,1.2
44406.54,1.2
44406.58,1.2
44406.62,1.2
44406.67,1.2
44406.71,1.2
44406.75,1.2
44406.79,1.2
44406.83,1.2
44406.88,1.2
44406.92,1.2
44406.96,1.2
44407,1.2
44407.04,1.2
44407.08,1.2
44407.12,1.2
44407.17,1.2
44407.21,1.2
44407.25,1.2
44407.29,1.2
44407.33,1.2
44407.38,1.2
44407.42,1.2
44407.46,1.2
44407.5,1.2
44407.54,1.2
44407.58,1.2
44407.62,1.2
44407.67,1.2
44407.71,1.2
44407.75,1.2
44407.79,1.2
44407.83,1.2
44407.88,1.2
44407.92,1.2
44407.96,1.2
44408,1.2
44408.04,1.2
44408.08,1.2
44408.12,1.2
44408.17,1.2
44408.21,1.2
44408.25,1.2
44408.29,1.2
44408.33,1.2
44408.38,1.2
44408.42,1.2
44408.46,1.2
44408.5,1.2
44408.54,1.2
44408.58,1.2
44408.62,1.2
44408.67,1.2
44408.71,1.2
44408.75,1.2
44408.79,1.2
44408.83,1.2
44408.88,1.2
44408.92,1.2
44408.96,1.2
44409,1.2
44409.04,1.2
44409.08,1.2
44409.12,1.2
44409.17,1.2
44409.21,1.2
44409.25,1.2
44409.29,1.2
44409.33,1.2
44409.38,1.2
44409.42,1.2
44409.46,1.2
44409.5,1.2
44409.54,1.2
44409.58,1.2
44409.62,1.2
44409.67,1.2
44409.71,1.2
44409.75,1.2
44409.79,1.2
44409.83,1.2
44409.88,1.2
44409.92,1.2
44409.96,1.2
44410,1.2
44410.04,1.2
44410.08,1.2
44410.12,1.2
44410.17,1.2
44410.21,1.2
44410.25,1.2
44410.29,1.2
44410.33,1.2
44410.38,1.2
44410.42,1.2
44410.46,1.2
44410.5,1.2
44410.54,1.2
44410.58,1.2
44410.62,1.2
44410.67,1.2
44410.71,1.2
44410.75,1.2
44410.79,1.2
44410.83,1.2
44410.88,1.2
44410.92,1.2
44410.96,1.2
44411,1.2
44411.04,1.2
44411.08,1.2
44411.12,1.2
44411.17,1.2
44411.21,1.2
44411.25,1.2
44411.29,1.2
44411.33,1.2
44411.38,1.2
44411.42,1.2
44411.46,1.2
44411.5,1.2
44411.54,1.2
44411.58,1.2
44411.62,1.2
44411.67,1.2
44411.71,1.2
44411.75,1.2
44411.79,1.2
44411.83,1.2
44411.88,1.2
44411.92,1.2
44411.96,1.2
44412,1.2
44412.04,1.2
44412.08,1.2
44412.12,1.2
44412.17,1.2
44412.21,1.2
44412.25,1.2
44412.29,1.2
44412.33,1.2
44412.38,1.2
44412.42,1.2
44412.46,1.2
44412.5,1.2
44412.54,1.2
44412.58,1.2
44412.62,1.2
44412.67,1.2
44412.71,1.2
44412.75,1.2
44412.79,1.2
44412.83,1.2
44412.88,1.2
44412.92,1.2
44412.96,1.2
44413,1.2
44413.04,1.2
44413.08,1.2
44413.12,1.2
44413.17,1.2
44413.21,1.2
44413.25,1.2
44413.29,1.2
44413.33,1.2
44413.38,1.2
44413.42,1.2
44413.46,1.2
44413.5,1.2
44413.54,1.2
44413.58,1.2
44413.62,1.2
44413.67,1.2
44413.71,1.2
44413.75,1.2
44413.79,1.2
44413.83,1.2
44413.88,1.2
44413.92,1.2
44413.96,1.2
44414,1.2
44414.04,1.2
44414.08,1.2
44414.12,1.2
44414.17,1.2
44414.21,1.2
44414.25,1.2
44414.29,1.2
44414.33,1.2
44414.38,1.2
44414.42,1.2
44414.46,1.2
44414.5,1.2
44414.54,1.2
44414.58,1.2
44414.62,1.2
44414.67,1.2
44414.71,1.2
44414.75,1.2
44414.79,1.2
44414.83,1.2
44414.88,1.2
44414.92,1.2
44414.96,1.2
44415,1.2
44415.04,1.2
44415.08,1.2
44415.12,1.2
44415.17,1.2
44415.21,1.2
44415.25,1.2
44415.29,1.2
44415.33,1.2
44415.38,1.2
44415.42,1.2
44415.46,1.2
44415.5,1.2
44415.54,1.2
44415.58,1.2
44415.62,1.2
44415.67,1.2
44415.71,1.2
44415.75,1.2
44415.79,1.2
44415.83,1.2
44415.88,1.2
44415.92,1.2
44415.96,1.2
44416,1.2
44416.04,1.2
44416.08,1.2
44416.12,1.2
44416.17,1.2
44416.21,1.2
44416.25,1.2
44416.29,1.2
44416.33,1.2
44416.38,1.2
44416.42,1.2
44416.46,1.2
44416.5,1.2
44416.54,1.2
44416.58,1.2
44416.62,1.2
44416.67,1.2
44416.71,1.2
44416.75,1.2
44416.79,1.2
44416.83,1.2
44416.88,1.2
44416.92,1.2
44416.96,1.2
44417,1.2
44417.04,1.2
44417.08,1.2
44417.12,1.2
44417.17,1.2
44417.21,1.2
44417.25,1.2
44417.29,1.2
44417.33,1.2
44417.38,1.2
44417.42,1.2
44417.46,1.2
44417.5,1.2
44417.54,1.2
44417.58,1.2
44417.62,1.2
44417.67,1.2
44417.71,1.2
44417.75,1.2
44417.79,1.2
44417.83,1.2
44417.88,1.2
44417.92,1.2
44417.96,1.2
44418,1.2
44418.04,1.2
44418.08,1.2
44418.12,1.2
44418.17,1.2
44418.21,1.2
44418.25,1.2
44418.29,1.2
44418.33,1.2
44418.38,1.2
44418.42,1.2
44418.46,1.2
44418.5,1.2
44418.54,1.2
44418.58,1.2
44418.62,1.2
44418.67,1.2
44418.71,1.2
44418.75,1.2
44418.79,1.2
44418.83,1.2
44418.88,1.2
44418.92,1.2
44418.96,1.2
44419,1.2
44419.04,1.2
44419.08,1.2
44419.12,1.2
44419.17,1.2
44419.21,1.2
44419.25,1.2
44419.29,1.2
44419.33,1.2
44419.38,1.2
44419.42,1.2
44419.46,1.2
44419.5,1.2
44419.54,1.2
44419.58,1.2
44419.62,1.2
44419.67,1.2
44419.71,1.2
44419.75,1.2
44419.79,1.2
44419.83,1.2
44419.88,1.2
44419.92,1.2
44419.96,1.2
44420,1.2
44420.04,1.2
44420.08,1.2
44420.12,1.2
44420.17,1.2
44420.21,1.2
44420.25,1.2
44420.29,1.2
44420.33,1.2
44420.38,1.2
44420.42,1.2
44420.46,1.2
44420.5,1.2
44420.54,1.2
44420.58,1.2
44420.62,1.2
44420.67,1.2
44420.71,1.2
44420.75,1.2
44420.79,1.2
44420.83,1.2
44420.88,1.2
44420.92,1.2
44420.96,1.2
44421,1.2
44421.04,1.2
44421.08,1.2
44421.12,1.2
44421.17,1.2
44421.21,1.2
44421.25,1.2
44421.29,1.2
44421.33,1.2
44421.38,1.2
44421.42,1.2
44421.46,1.2
44421.5,1.2
44421.54,1.2
44421.58,1.2
44421.62,1.2
44421.67,1.2
44421.71,1.2
44421.75,1.2
44421.79,1.2
44421.83,1.2
44421.88,1.2
44421.92,1.2
44421.96,1.2
44422,1.2
44422.04,1.2
44422.08,1.2
44422.12,1.2
44422.17,1.2
44422.21,1.2
44422.25,1.2
44422.29,1.2
44422.33,1.2
44422.38,1.2
44422.42,1.2
44422.46,1.2
44422.5,1.2
44422.54,1.2
44422.58,1.2
44422.62,1.2
44422.67,1.2
44422.71,1.2
44422.75,1.2
44422.79,1.2
44422.83,1.2
44422.88,1.2
44422.92,1.2
44422.96,1.2
44423,1.2
44423.04,1.2
44423.08,1.2
44423.12,1.2
44423.17,1.2
44423.21,1.2
44423.25,1.2
44423.29,1.2
44423.33,1.2
44423.38,1.2
44423.42,1.2
44423.46,1.2
44423.5,1.2
44423.54,1.2
44423.58,1.2
44423.62,1.2
44423.67,1.2
44423.71,1.2
44423.75,1.2
44423.79,1.2
44423.83,1.2
44423.88,1.2
44423.92,1.2
44423.96,1.2
44424,1.2
44424.04,1.2
44424.08,1.2
44424.12,1.2
44424.17,1.2
44424.21,1.2
44424.25,1.2
44424.29,1.2
44424.33,1.2
44424.38,1.2
44424.42,1.2
44424.46,1.2
44424.5,1.2
44424.54,1.2
44424.58,1.2
44424.62,1.2
44424.67,1.2
44424.71,1.2
44424.75,1.2
44424.79,1.2
44424.83,1.2
44424.88,1.2
44424.92,1.2
44424.96,1.2
44425,1.2
44425.04,1.2
44425.08,1.2
44425.12,1.2
44425.17,1.2
44425.21,1.2
44425.25,1.2
44425.29,1.2
44425.33,1.2
44425.38,1.2
44425.42,1.2
44425.46,1.2
44425.5,1.2
44425.54,1.2
44425.58,1.2
44425.62,1.2
44425.67,1.2
44425.71,1.2
44425.75,1.2
44425.79,1.2
44425.83,1.2
44425.88,1.2
44425.92,1.2
44425.96,1.2
44426,1.2
44426.04,1.2
44426.08,1.2
44426.12,1.2
44426.17,1.2
44426.21,1.2
44426.25,1.2
44426.29,1.2
44426.33,1.2
44426.38,1.2
44426.42,1.2
44426.46,1.2
44426.5,1.2
44426.54,1.2
44426.58,1.2
44426.62,1.2
44426.67,1.2
44426.71,1.2
44426.75,1.2
44426.79,1.2
44426.83,1.2
44426.88,1.2
44426.92,1.2
44426.96,1.2
44427,1.2
44427.04,1.2
44427.08,1.2
44427.12,1.2
44427.17,1.2
44427.21,1.2
44427.25,1.2
44427.29,1.2
44427.33,1.2
44427.38,1.2
44427.42,1.2
44427.46,1.2
44427.5,1.2
44427.54,1.2
44427.58,1.2
44427.62,1.2
44427.67,1.2
44427.71,1.2
44427.75,1.2
44427.79,1.2
44427.83,1.2
44427.88,1.2
44427.92,1.2
44427.96,1.2
44428,1.2
44428.04,1.2
44428.08,1.2
44428.12,1.2
44428.17,1.2
44428.21,1.2
44428.25,1.2
44428.29,1.2
44428.33,1.2
44428.38,1.2
44428.42,1.2
44428.46,1.2
44428.5,1.2
44428.54,1.2
44428.58,1.2
44428.62,1.2
44428.67,1.2
44428.71,1.2
44428.75,1.2
44428.79,1.2
44428.83,1.2
44428.88,1.2
44428.92,1.2
44428.96,1.2
44429,1.2
44429.04,1.2
44429.08,1.2
44429.12,1.2
44429.17,1.2
44429.21,1.2
44429.25,1.2
44429.29,1.2
44429.33,1.2
44429.38,1.2
44429.42,1.2
44429.46,1.2
44429.5,1.2
44429.54,1.2
44429.58,1.2
44429.62,1.2
44429.67,1.2
44429.71,1.2
44429.75,1.2
44429.79,1.2
44429.83,1.2
44429.88,1.2
44429.92,1.2
44429.96,1.2
44430,1.2
44430.04,1.2
44430.08,1.2
44430.12,1.2
44430.17,1.2
44430.21,1.2
44430.25,1.2
44430.29,1.2
44430.33,1.2
44430.38,1.2
44430.42,1.2
44430.46,1.2
44430.5,1.2
44430.54,1.2
44430.58,1.2
44430.62,1.2
44430.67,1.2
44430.71,1.2
44430.75,1.2
44430.79,1.2
44430.83,1.2
44430.88,1.2
44430.92,1.2
44430.96,1.2
44431,1.2
44431.04,1.2
44431.08,1.2
44431.12,1.2
44431.17,1.2
44431.21,1.2
44431.25,1.2
44431.29,1.2
44431.33,1.2
44431.38,1.2
44431.42,1.2
44431.46,1.2
44431.5,1.2
44431.54,1.2
44431.58,1.2
44431.62,1.2
44431.67,1.2
44431.71,1.2
44431.75,1.2
44431.79,1.2
44431.83,1.2
44431.88,1.2
44431.92,1.2
44431.96,1.2
44432,1.2
44432.04,1.2
44432.08,1.2
44432.12,1.2
44432.17,1.2
44432.21,1.2
44432.25,1.2
44432.29,1.2
44432.33,1.2
44432.38,1.2
44432.42,1.2
44432.46,1.2
44432.5,1.2
44432.54,1.2
44432.58,1.2
44432.62,1.2
44432.67,1.2
44432.71,1.2
44432.75,1.2
44432.79,1.2
44432.83,1.2
44432.88,1.2
44432.92,1.2
44432.96,1.2
44433,1.2
44433.04,1.2
44433.08,1.2
44433.12,1.2
44433.17,1.2
44433.21,1.2
44433.25,1.2
44433.29,1.2
44433.33,1.2
44433.38,1.2
44433.42,1.2
44433.46,1.2
44433.5,1.2
44433.54,1.2
44433.58,1.2
44433.62,1.2
44433.67,1.2
44433.71,1.2
44433.75,1.2
44433.79,1.2
44433.83,1.2
44433.88,1.2
44433.92,1.2
44433.96,1.2
44434,1.2
44434.04,1.2
44434.08,1.2
44434.12,1.2
44434.17,1.2
44434.21,1.2
44434.25,1.2
44434.29,1.2
44434.33,1.2
44434.38,1.2
44434.42,1.2
44434.46,1.2
44434.5,1.2
44434.54,1.2
44434.58,1.2
44434.62,1.2
44434.67,1.2
44434.71,1.2
44434.75,1.2
44434.79,1.2
44434.83,1.2
44434.88,1.2
44434.92,1.2
44434.96,1.2
44435,1.2
44435.04,1.2
44435.08,1.2
44435.12,1.2
44435.17,1.2
44435.21,1.2
44435.25,1.2
44435.29,1.2
44435.33,1.2
44435.38,1.2
44435.42,1.2
44435.46,1.2
44435.5,1.2
44435.54,1.2
44435.58,1.2
44435.62,1.2
44435.67,1.2
44435.71,1.2
44435.75,1.2
44435.79,1.2
44435.83,1.2
44435.88,1.2
44435.92,1.2
44435.96,1.2
44436,1.2
44436.04,1.2
44436.08,1.2
44436.12,1.2
44436.17,1.2
44436.21,1.2
44436.25,1.2
44436.29,1.2
44436.33,1.2
44436.38,1.2
44436.42,1.2
44436.46,1.2
44436.5,1.2
44436.54,1.2
44436.58,1.2
44436.62,1.2
44436.67,1.2
44436.71,1.2
44436.75,1.2
44436.79,1.2
44436.83,1.2
44436.88,1.2
44436.92,1.2
44436.96,1.2
44437,1.2
44437.04,1.2
44437.08,1.2
44437.12,1.2
44437.17,1.2
44437.21,1.2
44437.25,1.2
44437.29,1.2
44437.33,1.2
44437.38,1.2
44437.42,1.2
44437.46,1.2
44437.5,1.2
44437.54,1.2
44437.58,1.2
44437.62,1.2
44437.67,1.2
44437.71,1.2
44437.75,1.2
44437.79,1.2
44437.83,1.2
44437.88,1.2
44437.92,1.2
44437.96,1.2
44438,1.2
44438.04,1.2
44438.08,1.2
44438.12,1.2
44438.17,1.2
44438.21,1.2
44438.25,1.2
44438.29,1.2
44438.33,1.2
44438.38,1.2
44438.42,1.2
44438.46,1.2
44438.5,1.2
44438.54,1.2
44438.58,1.2
44438.62,1.2
44438.67,1.2
44438.71,1.2
44438.75,1.2
44438.79,1.2
44438.83,1.2
44438.88,1.2
44438.92,1.2
44438.96,1.2
44439,1.2
44439.04,1.2
44439.08,1.2
44439.12,1.2
44439.17,1.2
44439.21,1.2
44439.25,1.2
44439.29,1.2
44439.33,1.2
44439.38,1.2
44439.42,1.2
44439.46,1.2
44439.5,1.2
44439.54,1.2
44439.58,1.2
44439.62,1.2
44439.67,1.2
44439.71,1.2
44439.75,1.2
44439.79,1.2
44439.83,1.2
44439.88,1.2
44439.92,1.2
44439.96,1.2
44440,1.2
44440.04,1.2
44440.08,1.2
44440.12,1.2
44440.17,1.2
44440.21,1.2
44440.25,1.2
44440.29,1.2
44440.33,1.2
44440.38,1.2
44440.42,1.2
44440.46,1.2
44440.5,1.2
44440.54,1.2
44440.58,1.2
44440.62,1.2
44440.67,1.2
44440.71,1.2
44440.75,1.2
44440.79,1.2
44440.83,1.2
44440.88,1.2
44440.92,1.2
44440.96,1.2
44441,1.2
44441.04,1.2
44441.08,1.2
44441.12,1.2
44441.17,1.2
44441.21,1.2
44441.25,1.2
44441.29,1.2
44441.33,1.2
44441.38,1.2
44441.42,1.2
44441.46,1.2
44441.5,1.2
44441.54,1.2
44441.58,1.2
44441.62,1.2
44441.67,1.2
44441.71,1.2
44441.75,1.2
44441.79,1.2
44441.83,1.2
44441.88,1.2
44441.92,1.2
44441.96,1.2
44442,1.2
44442.04,1.2
44442.08,1.2
44442.12,1.2
44442.17,1.2
44442.21,1.2
44442.25,1.2
44442.29,1.2
44442.33,1.2
44442.38,1.2
44442.42,1.2
44442.46,1.2
44442.5,1.2
44442.54,1.2
44442.58,1.2
44442.62,1.2
44442.67,1.2
44442.71,1.2
44442.75,1.2
44442.79,1.2
44442.83,1.2
44442.88,1.2
44442.92,1.2
44442.96,1.2
44443,1.2
44443.04,1.2
44443.08,1.2
44443.12,1.2
44443.17,1.2
44443.21,1.2
44443.25,1.2
44443.29,1.2
44443.33,1.2
44443.38,1.2
44443.42,1.2
44443.46,1.2
44443.5,1.2
44443.54,1.2
44443.58,1.2
44443.62,1.2
44443.67,1.2
44443.71,1.2
44443.75,1.2
44443.79,1.2
44443.83,1.2
44443.88,1.2
44443.92,1.2
44443.96,1.2
44444,1.2
44444.04,1.2
44444.08,1.2
44444.12,1.2
44444.17,1.2
44444.21,1.2
44444.25,1.2
44444.29,1.2
44444.33,1.2
44444.38,1.2
44444.42,1.2
44444.46,1.2
44444.5,1.2
44444.54,1.2
44444.58,1.2
44444.62,1.2
44444.67,1.2
44444.71,1.2
44444.75,1.2
44444.79,1.2
44444.83,1.2
44444.88,1.2
44444.92,1.2
44444.96,1.2
44445,1.2
44445.04,1.2
44445.08,1.2
44445.12,1.2
44445.17,1.2
44445.21,1.2
44445.25,1.2
44445.29,1.2
44445.33,1.2
44445.38,1.2
44445.42,1.2
44445.46,1.2
44445.5,1.2
44445.54,1.2
44445.58,1.2
44445.62,1.2
44445.67,1.2
44445.71,1.2
44445.75,1.2
44445.79,1.2
44445.83,1.2
44445.88,1.2
44445.92,1.2
44445.96,1.2
44446,1.2
44446.04,1.2
44446.08,1.2
44446.12,1.2
44446.17,1.2
44446.21,1.2
44446.25,1.2
44446.29,1.2
44446.33,1.2
44446.38,1.2
44446.42,1.2
44446.46,1.2
44446.5,1.2
44446.54,1.2
44446.58,1.2
44446.62,1.2
44446.67,1.2
44446.71,1.2
44446.75,1.2
44446.79,1.2
44446.83,1.2
44446.88,1.2
44446.92,1.2
44446.96,1.2
44447,1.2
44447.04,1.2
44447.08,1.2
44447.12,1.2
44447.17,1.2
44447.21,1.2
44447.25,1.2
44447.29,1.2
44447.33,1.2
44447.38,1.2
44447.42,1.2
44447.46,1.2
44447.5,1.2
44447.54,1.2
44447.58,1.2
44447.62,1.2
44447.67,1.2
44447.71,1.2
44447.75,1.2
44447.79,1.2
44447.83,1.2
44447.88,1.2
44447.92,1.2
44447.96,1.2
44448,1.2
44448.04,1.2
44448.08,1.2
44448.12,1.2
44448.17,1.2
44448.21,1.2
44448.25,1.2
44448.29,1.2
44448.33,1.2
44448.38,1.2
44448.42,1.2
44448.46,1.2
44448.5,1.2
44448.54,1.2
44448.58,1.2
44448.62,1.2
44448.67,1.2
44448.71,1.2
44448.75,1.2
44448.79,1.2
44448.83,1.2
44448.88,1.2
44448.92,1.2
44448.96,1.2
44449,1.2
44449.04,1.2
44449.08,1.2
44449.12,1.2
44449.17,1.2
44449.21,1.2
44449.25,1.2
44449.29,1.2
44449.33,1.2
44449.38,1.2
44449.42,1.2
44449.46,1.2
44449.5,1.2
44449.54,1.2
44449.58,1.2
44449.62,1.2
44449.67,1.2
44449.71,1.2
44449.75,1.2
44449.79,1.2
44449.83,1.2
44449.88,1.2
44449.92,1.2
44449.96,1.2
44450,1.2
44450.04,1.2
44450.08,1.2
44450.12,1.2
44450.17,1.2
44450.21,1.2
44450.25,1.2
44450.29,1.2
44450.33,1.2
44450.38,1.2
44450.42,1.2
44450.46,1.2
44450.5,1.2
44450.54,1.2
44450.58,1.2
44450.62,1.2
44450.67,1.2
44450.71,1.2
44450.75,1.2
44450.79,1.2
44450.83,1.2
44450.88,1.2
44450.92,1.2
44450.96,1.2
44451,1.2
44451.04,1.2
44451.08,1.2
44451.12,1.2
44451.17,1.2
44451.21,1.2
44451.25,1.2
44451.29,1.2
44451.33,1.2
44451.38,1.2
44451.42,1.2
44451.46,1.2
44451.5,1.2
44451.54,1.2
44451.58,1.2
44451.62,1.2
44451.67,1.2
44451.71,1.2
44451.75,1.2
44451.79,1.2
44451.83,1.2
44451.88,1.2
44451.92,1.2
44451.96,1.2
44452,1.2
44452.04,1.2
44452.08,1.2
44452.12,1.2
44452.17,1.2
44452.21,1.2
44452.25,1.2
44452.29,1.2
44452.33,1.2
44452.38,1.2
44452.42,1.2
44452.46,1.2
44452.5,1.2
44452.54,1.2
44452.58,1.2
44452.62,1.2
44452.67,1.2
44452.71,1.2
44452.75,1.2
44452.79,1.2
44452.83,1.2
44452.88,1.2
44452.92,1.2
44452.96,1.2
44453,1.2
44453.04,1.2
44453.08,1.2
44453.12,1.2
44453.17,1.2
44453.21,1.2
44453.25,1.2
44453.29,1.2
44453.33,1.2
44453.38,1.2
44453.42,1.2
44453.46,1.2
44453.5,1.2
44453.54,1.2
44453.58,1.2
44453.62,1.2
44453.67,1.2
44453.71,1.2
44453.75,1.2
44453.79,1.2
44453.83,1.2
44453.88,1.2
44453.92,1.2
44453.96,1.2
44454,1.2
44454.04,1.2
44454.08,1.2
44454.12,1.2
44454.17,1.2
44454.21,1.2
44454.25,1.2
44454.29,1.2
44454.33,1.2
44454.38,1.2
44454.42,1.2
44454.46,1.2
44454.5,1.2
44454.54,1.2
44454.58,1.2
44454.62,1.2
44454.67,1.2
44454.71,1.2
44454.75,1.2
44454.79,1.2
44454.83,1.2
44454.88,1.2
44454.92,1.2
44454.96,1.2
44455,1.2
44455.04,1.2
44455.08,1.2
44455.12,1.2
44455.17,1.2
44455.21,1.2
44455.25,1.2
44455.29,1.2
44455.33,1.2
44455.38,1.2
44455.42,1.2
44455.46,1.2
44455.5,1.2
44455.54,1.2
44455.58,1.2
44455.62,1.2
44455.67,1.2
44455.71,1.2
44455.75,1.2
44455.79,1.2
44455.83,1.2
44455.88,1.2
44455.92,1.2
44455.96,1.2
44456,1.2
44456.04,1.2
44456.08,1.2
44456.12,1.2
44456.17,1.2
44456.21,1.2
44456.25,1.2
44456.29,1.2
44456.33,1.2
44456.38,1.2
44456.42,1.2
44456.46,1.2
44456.5,1.2
44456.54,1.2
44456.58,1.2
44456.62,1.2
44456.67,1.2
44456.71,1.2
44456.75,1.2
44456.79,1.2
44456.83,1.2
44456.88,1.2
44456.92,1.2
44456.96,1.2
44457,1.2
44457.04,1.2
44457.08,1.2
44457.12,1.2
44457.17,1.2
44457.21,1.2
44457.25,1.2
44457.29,1.2
44457.33,1.2
44457.38,1.2
44457.42,1.2
44457.46,1.2
44457.5,1.2
44457.54,1.2
44457.58,1.2
44457.62,1.2
44457.67,1.2
44457.71,1.2
44457.75,1.2
44457.79,1.2
44457.83,1.2
44457.88,1.2
