$ XILUODU,segment222的宽度是根据深泓线数据确定的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,牛栏江,,,,,,,,,,,,,,,美姑河,,,,,,,,,,,,,,,,,,西苏角河,,,,,,,,,,,,,,,,,,,,,,,,
SEG: I,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,,,,,,,,,,,,,
0.25,0,248.98,109.47,170.08,159.58,131.82,142.32,164.15,138.68,152.92,145.75,145.13,166.96,184.53,206.88,209.06,164.78,224.45,197.73,216.03,252.83,214.78,187.96,227.26,187.86,149.39,162.07,243.27,239,269.57,291.61,204.38,309.07,309.7,362.92,311.57,317.18,324.35,334.02,306.47,392.66,277.36,261.46,303.04,493.5,540.69,391.1,517.3,386.21,440.79,432.26,438.61,412.2,380.91,379.24,344.83,402.64,332.57,296.8,358.45,392.66,468.96,374.25,304.5,271.13,323.21,641.43,564.5,397.54,347.75,345.46,447.44,615.86,432.06,290.57,471.25,346.5,454.51,435.8,546.83,407.11,559.72,431.54,552.03,463.56,741.44,689.04,518.24,456.28,461.48,583.32,399.83,663.99,750.07,608.58,586.02,645.9,628.12,432.58,590.08,470.31,355.23,573.86,638.21,463.04,585.09,667.42,955.49,969.53,886.98,921.39,795.92,662.12,1063.92,673.97,765.46,876.28,794.25,625.42,624.17,879.71,794.67,667.73,597.04,516.58,583.63,544.12,721.9,983.67,455.76,490.38,558.06,583.01,704.33,497.03,675.22,603.59,1011.84,740.61,981.9,857.36,678.44,689.15,690.08,586.23,602.97,555.46,651,635.61,727.72,592.47,629.06,654.84,687.49,710.46,725.53,768.26,641.74,876.59,1262.38,1263.21,704.85,541.73,605.15,1167.57,1311.56,991.26,879.39,754.54,764,796.54,794.98,755.16,619.5,1207.18,929.92,1141.58,820.14,747.78,592.88,696.95,661.7,825.75,894.26,793.42,762.86,907.57,774.19,667.42,1065.69,962.46,628.33,787.29,1239.72,1266.96,1401.69,1507.94,1169.34,903.93,562.32,723.04,724.7,663.78,811.61,1153.74,783.23,1169.75,873.78,780.95,886.05,974.83,881.68,769.93,583.01,842.28,908.4,1055.4,866.61,651.52,737.07,618.77,504.21,0,0,151.78,120.91,114.46,190.87,206.78,235.05,212.7,207.5,241.81,267.28,249.61,150.85,270.71,0,0,18.61,80.36,242.75,166.75,237.13,264.79,223.1,357.73,291.19,359.8,394.42,492.46,430.81,426.34,337.04,418.23,0,0,0,104.79,152.92,206.15,190.56,283.08,287.86,428.42,352.74,583.11,0,,,,,,,47,,115013922.6,,592.5,,
0.25,0,248.98,109.47,170.08,159.58,131.82,142.32,164.15,138.68,152.92,145.75,145.13,166.96,184.53,206.88,207.4,164.78,224.45,197.73,216.03,252.83,212.81,187.96,227.26,187.86,149.39,162.07,243.27,239,269.57,291.61,204.38,309.07,309.7,358.97,311.57,317.18,324.35,334.02,304.08,392.66,275.7,261.46,303.04,493.5,540.69,391.1,517.3,379.76,440.79,432.26,430.19,412.2,377.37,379.24,344.83,402.64,332.57,296.8,358.45,392.66,468.96,374.25,304.5,271.13,323.21,641.43,558.06,397.54,347.75,345.46,447.44,610.24,432.06,290.57,471.25,346.5,451.5,433.72,546.83,407.11,559.72,414.8,552.03,463.56,741.44,683.33,518.24,456.28,458.46,583.32,399.83,663.99,750.07,608.58,586.02,645.9,628.12,432.58,590.08,464.49,351.07,573.86,638.21,463.04,585.09,667.42,955.49,969.53,886.98,918.07,795.92,662.12,1063.92,673.97,765.46,876.28,794.25,625.42,624.17,879.71,794.67,659.42,597.04,516.58,583.63,544.12,714.31,983.67,446.09,490.38,550.78,583.01,704.33,493.5,675.22,603.59,1011.84,740.61,981.9,857.36,670.23,689.15,690.08,586.23,602.24,555.46,651,635.61,727.72,592.47,629.06,654.84,687.49,710.46,725.53,768.26,641.74,876.59,1262.38,1263.21,704.85,541.73,605.15,1167.57,1311.56,991.26,879.39,754.54,758.07,796.54,794.98,755.16,619.5,1207.18,929.92,1141.58,820.14,747.78,592.88,696.95,661.7,825.75,894.26,793.42,762.86,901.95,771.9,667.42,1060.08,962.46,628.33,787.29,1239.72,1266.96,1401.69,1502.43,1169.34,903.93,562.32,718.78,724.7,663.78,807.77,1146.36,783.23,1169.75,873.78,780.95,886.05,974.83,881.68,769.93,583.01,842.28,908.4,1055.4,861.62,651.52,733.75,618.77,504.21,0,0,151.78,120.91,114.46,190.87,206.78,231.83,212.7,207.5,241.81,267.28,249.61,150.85,270.71,0,0,9.04,80.36,242.75,166.75,237.13,264.79,223.1,357.73,291.19,359.8,386.83,492.46,430.81,426.34,337.04,418.23,0,0,0,101.15,152.92,206.15,190.56,283.08,287.86,428.42,352.74,583.11,0,,,,,,,48,,112692699.8,,592.25,,
0.25,0,248.98,109.47,157.91,159.58,131.82,142.32,164.15,138.68,152.92,145.75,145.13,166.96,184.53,206.88,207.4,164.78,224.45,197.73,207.92,252.83,212.81,187.96,227.26,187.86,149.39,162.07,243.27,239,269.57,291.61,204.38,309.07,309.7,358.97,304.81,309.38,324.35,334.02,304.08,392.66,275.7,261.46,303.04,493.5,540.69,391.1,517.3,379.76,437.15,432.26,430.19,412.2,377.37,379.24,344.83,402.64,332.57,296.8,358.45,392.66,468.96,374.25,304.5,271.13,316.45,641.43,558.06,397.54,346.5,345.46,441.1,610.24,432.06,290.57,471.25,342.03,451.5,433.72,546.83,407.11,559.72,409.81,552.03,463.56,741.44,683.33,518.24,456.28,458.46,580.2,399.83,663.99,750.07,604.32,586.02,645.9,628.12,432.58,590.08,464.49,351.07,573.86,638.21,463.04,585.09,667.42,955.49,969.53,886.98,918.07,792.28,662.12,1063.92,673.97,765.46,872.53,794.25,625.42,624.17,879.71,794.67,659.42,597.04,516.58,576.87,544.12,714.31,983.67,446.09,482.79,550.78,583.01,704.33,493.5,675.22,603.59,1005.81,740.61,981.9,857.36,670.23,683.53,690.08,586.23,602.24,555.46,651,631.87,727.72,592.47,622.93,654.84,687.49,705.78,725.53,763.27,641.74,876.59,1262.38,1263.21,704.85,541.73,592.99,1167.57,1311.56,991.26,879.39,754.54,758.07,796.54,794.98,755.16,619.5,1201.57,929.92,1134.3,820.14,747.78,592.88,696.95,661.7,814.42,894.26,793.42,762.86,901.95,771.9,667.42,1060.08,962.46,628.33,787.29,1239.72,1266.96,1401.69,1491.82,1169.34,903.93,562.32,718.78,724.7,663.78,807.77,1146.36,783.23,1169.75,873.78,780.95,886.05,968.18,881.68,769.93,583.01,842.28,908.4,1055.4,861.62,651.52,733.75,618.77,504.21,0,0,151.78,120.91,114.46,190.87,206.78,231.83,212.7,207.5,238.69,267.28,249.61,150.85,270.71,0,0,0,80.36,242.75,164.26,235.36,264.79,223.1,357.73,290.15,359.8,386.83,486.32,430.81,426.34,337.04,418.23,0,0,0,101.15,151.68,206.15,190.56,283.08,287.86,428.42,352.74,583.11,0,,,,,,,49,,109977738.6,,592,,
0.25,0,238.38,109.47,157.91,159.58,131.82,142.32,164.15,138.68,152.92,145.75,145.13,166.96,184.53,206.88,207.4,164.78,224.45,191.29,207.92,240.67,212.81,187.96,227.26,187.86,149.39,155.73,234.43,239,269.57,291.61,197.32,309.07,309.7,358.97,304.81,309.38,324.35,334.02,304.08,392.66,275.7,261.46,303.04,493.5,540.69,391.1,517.3,379.76,437.15,432.26,430.19,406.59,374.15,379.24,344.83,402.64,332.57,296.8,349.2,392.66,464.39,374.25,302.63,271.13,316.45,641.43,558.06,397.54,346.5,340.99,441.1,610.24,432.06,282.87,470.21,342.03,451.5,433.72,546.83,403.68,559.72,407,552.03,463.56,741.44,683.33,501.4,454.62,458.46,580.2,399.83,663.99,750.07,604.32,586.02,645.9,628.12,432.58,590.08,464.49,351.07,573.86,638.21,463.04,585.09,667.42,955.49,962.98,886.98,918.07,792.28,662.12,1063.92,673.97,765.46,872.53,792.17,617.94,619.7,879.71,794.67,659.42,597.04,516.58,576.87,544.12,710.46,983.67,446.09,482.79,550.78,583.01,704.33,493.5,675.22,603.59,1005.81,740.61,981.9,847.9,670.23,683.53,680,586.23,602.24,555.46,651,631.87,727.72,592.47,622.93,654.84,687.49,705.78,725.53,763.27,641.74,876.59,1254.9,1263.21,704.85,541.73,592.99,1167.57,1311.56,984.91,879.39,754.54,758.07,796.54,794.98,755.16,619.5,1194.08,929.92,1134.3,820.14,747.78,592.88,696.95,656.19,814.42,881.99,793.42,762.86,901.95,771.9,667.42,1060.08,962.46,628.33,787.29,1239.72,1262.17,1401.69,1491.82,1169.34,903.93,562.32,718.78,724.7,663.78,807.77,1146.36,771.9,1169.75,873.78,780.95,886.05,968.18,881.68,769.93,583.01,829.18,908.4,1055.4,861.62,651.52,733.75,618.77,504.21,0,0,151.78,120.91,114.46,185.67,206.78,231.83,212.7,203.24,235.16,267.28,249.61,150.85,270.71,0,0,0,75.99,242.75,164.26,235.36,264.79,223.1,357.73,290.15,359.8,386.83,486.32,430.81,426.34,337.04,418.23,0,0,0,101.15,151.68,206.15,190.56,279.24,287.86,428.42,352.74,583.11,0,,,,,,,50,,107432136.8,,591.75,,
0.25,0,238.38,109.47,157.91,157.08,131.82,142.32,164.15,138.68,152.92,145.75,145.13,166.96,184.53,206.88,207.4,152.92,224.45,191.29,207.92,240.67,212.81,187.96,227.26,187.86,149.39,155.73,234.43,239,269.57,291.61,197.32,309.07,309.7,350.55,304.81,309.38,324.35,334.02,298.99,392.66,272.17,261.46,300.44,493.5,540.69,391.1,511.79,379.76,437.15,432.26,430.19,406.59,374.15,373.32,341.4,402.64,332.57,296.8,349.2,392.66,464.39,374.25,302.63,271.13,316.45,641.43,558.06,397.54,343.79,340.99,441.1,610.24,423.43,282.87,470.21,342.03,451.5,433.72,546.83,403.68,559.72,407,552.03,463.56,741.44,677.4,501.4,454.62,458.46,568.45,399.83,663.99,747.47,600.37,586.02,645.9,628.12,432.58,590.08,464.49,351.07,567.93,638.21,463.04,585.09,667.42,955.49,962.98,880.54,913.91,792.28,662.12,1063.92,673.97,765.46,872.53,784.79,617.94,619.7,879.71,794.67,659.42,597.04,516.58,576.87,544.12,710.46,983.67,446.09,482.79,550.78,579.06,704.33,493.5,675.22,603.59,1005.81,740.61,981.9,847.9,670.23,683.53,680,586.23,602.24,555.46,651,631.87,722.42,592.47,622.93,654.84,682.29,705.78,713.48,763.27,641.02,876.59,1254.9,1243.25,698.82,541.73,592.99,1167.57,1311.56,978.05,873.99,754.54,758.07,796.54,794.98,755.16,619.5,1194.08,929.92,1134.3,820.14,747.78,592.88,693.83,656.19,814.42,881.99,793.42,762.86,901.95,763.69,667.42,1060.08,962.46,628.33,787.29,1239.72,1262.17,1401.69,1491.82,1169.34,903.93,562.32,718.78,717.63,663.78,807.77,1146.36,766.49,1169.75,872.22,780.95,886.05,968.18,881.68,769.93,583.01,829.18,900.91,1055.4,861.62,651.52,733.75,610.35,504.21,0,0,151.78,120.91,114.46,185.67,206.78,231.83,201.47,203.24,235.16,267.28,249.61,144.5,270.71,0,0,0,75.99,242.75,164.26,235.36,264.79,223.1,357.73,290.15,359.8,386.83,486.32,430.81,426.34,337.04,418.23,0,0,0,101.15,146.58,206.15,186.4,279.24,287.86,428.42,352.74,583.11,0,,,,,,,51,,104922055.6,,591.5,,
0.25,0,238.38,109.47,157.91,157.08,131.82,142.32,164.15,138.68,151.78,145.75,145.13,166.96,184.53,206.88,207.4,152.92,224.45,191.29,207.92,240.67,210.31,187.96,227.26,187.86,149.39,155.73,234.43,239,269.57,291.61,197.32,309.07,309.7,350.55,304.81,309.38,324.35,334.02,298.99,392.66,272.17,261.46,300.44,493.5,540.69,389.85,511.79,377.06,428.94,432.26,430.19,406.59,374.15,373.32,341.4,402.64,332.57,296.8,349.2,392.66,462.1,374.25,302.63,271.13,310.94,641.43,558.06,397.54,343.79,340.99,441.1,603.38,423.43,282.87,462.72,342.03,451.5,433.72,546.83,403.68,559.72,407,552.03,463.56,741.44,677.4,501.4,454.62,450.25,568.45,399.83,663.99,747.47,600.37,586.02,645.9,619.81,432.58,590.08,460.33,351.07,567.93,638.21,463.04,582.17,667.42,955.49,962.98,880.54,913.91,784.17,662.12,1055.29,673.97,765.46,872.53,784.79,617.94,619.7,879.71,794.67,659.42,597.04,516.58,576.87,538.72,710.46,983.67,446.09,482.79,550.78,579.06,703.6,493.5,675.22,603.59,1005.81,740.61,981.9,847.9,670.23,683.53,680,586.23,602.24,555.46,651,631.87,722.42,592.47,622.93,654.84,682.29,705.78,713.48,763.27,641.02,870.45,1254.9,1235.98,698.82,541.73,592.99,1167.57,1311.56,978.05,873.99,754.54,758.07,796.54,794.98,755.16,619.5,1194.08,925.76,1134.3,820.14,747.78,592.88,693.83,656.19,814.42,881.99,789.37,762.86,901.95,763.69,663.68,1060.08,962.46,628.33,787.29,1239.72,1262.17,1394,1491.82,1169.34,903.93,562.32,716.18,717.63,663.78,807.77,1146.36,766.49,1169.75,872.22,780.95,886.05,968.18,881.68,769.93,583.01,823.98,900.91,1055.4,861.62,651.52,733.75,610.35,504.21,0,0,151.78,120.91,114.46,185.67,205.94,231.83,201.47,203.24,235.16,267.28,249.61,144.5,270.71,0,0,0,75.99,242.75,162.59,235.36,264.79,223.1,352.01,290.15,359.8,386.83,486.32,430.81,426.34,337.04,418.23,0,0,0,98.14,146.58,206.15,186.4,279.24,287.86,428.42,352.74,583.11,0,,,,,,,52,,101949954.8,,591.25,,
0.25,0,232.14,109.47,149.49,157.08,131.82,142.32,164.15,135.36,151.78,145.75,144.3,166.96,184.53,206.88,198.56,152.92,224.45,191.29,207.92,235.05,210.31,187.96,227.26,187.86,149.39,155.73,228.19,239,269.57,291.61,197.32,309.07,309.7,350.55,304.81,309.38,324.35,334.02,298.99,392.66,272.17,261.46,300.44,493.5,540.69,389.85,511.79,377.06,428.94,432.26,430.19,406.59,374.15,373.32,341.4,402.64,332.57,296.8,349.2,385.79,455.86,374.25,302.63,271.13,310.94,641.43,547.97,397.54,343.79,340.99,441.1,603.38,423.43,282.87,462.72,337.04,451.5,432.16,546.83,403.68,559.72,405.03,552.03,455.76,741.44,677.4,501.4,454.62,450.25,568.45,399.83,663.99,747.47,600.37,586.02,645.9,619.81,431.22,590.08,455.55,351.07,567.93,632.07,463.04,582.17,667.42,947.28,962.98,880.54,913.91,784.17,662.12,1055.29,672.31,765.46,865.15,784.79,617.94,619.7,879.71,794.67,659.42,591.43,516.58,576.87,538.72,710.46,983.67,446.09,482.79,550.78,579.06,703.6,493.5,670.44,598.81,1005.81,732.92,974.93,847.9,670.23,683.53,680,586.23,602.24,555.46,651,631.87,722.42,589.04,622.93,649.12,682.29,705.78,713.48,763.27,641.02,870.45,1249.8,1233.27,698.82,541.73,587.27,1161.33,1306.25,978.05,873.99,754.54,752.04,790.61,794.98,755.16,619.5,1194.08,925.76,1130.67,820.14,747.78,589.24,693.83,656.19,814.42,881.99,784.69,762.86,901.95,763.69,663.68,1060.08,962.46,628.33,787.29,1233.38,1262.17,1394,1491.82,1169.34,903.93,562.32,716.18,717.63,663.78,807.77,1146.36,766.49,1169.75,872.22,780.95,871.6,968.18,881.68,769.93,583.01,823.98,900.91,1055.4,861.62,651.52,733.75,610.35,504.21,0,0,147,120.91,114.46,185.67,205.94,230.79,201.47,199.6,235.16,267.28,249.61,144.5,270.71,0,0,0,75.99,242.75,162.59,229.54,264.79,221.33,352.01,285.89,359.8,379.97,486.32,430.81,426.34,337.04,418.23,0,0,0,98.14,146.58,206.15,186.4,279.24,287.86,428.42,352.74,583.11,0,,,,,,,53,,99749190.2,,591,,
0.25,0,232.14,109.47,149.49,157.08,131.82,142.32,151.78,135.36,151.78,145.75,144.3,166.96,184.53,206.88,198.56,152.92,224.45,191.29,207.92,235.05,210.31,187.96,227.26,187.86,149.39,155.73,228.19,239,269.57,287.24,197.32,309.07,309.7,350.55,302,309.38,324.35,330.8,298.99,384.65,272.17,258.34,300.44,493.5,540.69,385.69,511.79,377.06,428.94,432.26,430.19,406.59,369.47,369.99,341.4,402.22,332.57,296.8,349.2,385.79,455.86,374.25,302.63,265.41,310.94,641.43,547.97,397.54,343.79,340.99,430.5,590.08,423.43,282.87,462.72,337.04,451.5,432.16,546.83,403.68,559.72,401.7,552.03,455.76,735.41,677.4,501.4,454.62,450.25,568.45,399.83,663.99,747.47,600.37,586.02,645.9,619.81,431.22,590.08,454.1,351.07,567.93,632.07,450.04,582.17,667.42,943.23,962.98,880.54,908.19,778.35,662.12,1049.99,672.31,758.07,865.15,784.79,617.94,619.7,879.71,794.67,659.42,591.43,516.58,576.87,538.72,710.46,983.67,446.09,479.05,550.78,579.06,703.6,493.5,670.44,586.64,1005.81,732.92,974.93,844.46,670.23,683.53,680,586.23,602.24,555.46,651,631.87,722.42,589.04,622.93,649.12,682.29,705.78,713.48,763.27,637.58,866.19,1249.8,1233.27,698.82,541.73,587.27,1161.33,1306.25,978.05,873.99,754.54,752.04,790.61,794.98,755.16,619.5,1194.08,925.76,1130.67,820.14,747.78,589.24,693.83,656.19,814.42,879.81,784.69,761.82,901.95,763.69,663.68,1060.08,962.46,628.33,768.57,1233.38,1255.62,1394,1491.82,1161.96,903.93,562.32,716.18,717.63,655.99,807.77,1141.79,761.3,1169.75,872.22,780.95,871.6,968.18,881.68,769.93,583.01,823.98,900.91,1055.4,861.62,651.52,733.75,610.35,504.21,0,0,147,120.91,114.46,185.67,205.94,230.79,201.47,199.6,235.16,267.28,249.61,144.5,270.71,0,0,0,75.99,242.75,162.59,229.54,264.79,221.33,347.12,285.89,359.8,379.97,486.32,430.81,426.34,337.04,415.53,0,0,0,98.14,146.58,206.15,186.4,279.24,287.86,428.42,352.74,583.11,0,,,,,,,54,,97596189.6,,590.75,,
0.25,0,232.14,109.47,149.49,157.08,131.82,142.32,151.78,135.36,151.78,145.75,144.3,166.96,184.53,206.88,198.56,152.92,215.51,191.29,207.92,235.05,210.31,187.96,227.26,187.86,149.39,155.73,228.19,239,269.57,287.24,197.32,309.07,309.7,350.55,302,309.38,324.35,330.8,298.99,384.65,272.17,258.34,300.44,493.5,536.43,385.69,511.79,377.06,428.94,429.56,430.19,406.59,369.47,366.15,341.4,402.22,329.03,296.8,349.2,385.79,445.78,374.25,302.63,265.41,310.94,641.43,547.97,397.54,343.79,340.99,430.5,590.08,420.83,282.87,462.72,337.04,451.5,432.16,546.83,403.68,558.26,401.7,552.03,455.76,735.41,671.79,501.4,454.62,450.25,568.45,399.83,663.99,747.47,593.51,586.02,645.9,619.81,431.22,586.23,454.1,351.07,563.77,632.07,450.04,582.17,667.42,943.23,956.43,880.54,908.19,778.35,658.48,1049.99,672.31,758.07,865.15,780.11,611.8,619.7,864.63,794.67,647.67,591.43,516.58,571.05,538.72,710.46,979.82,439.23,479.05,545.27,579.06,703.6,493.5,670.44,586.64,1005.81,732.92,974.93,844.46,670.23,683.53,672.41,586.23,602.24,555.46,645.49,631.87,722.42,589.04,622.93,645.38,682.29,705.78,713.48,761.19,637.58,866.19,1249.8,1233.27,698.82,541.73,587.27,1161.33,1304.49,978.05,873.99,754.54,752.04,784.69,794.98,748.09,619.5,1152.29,920.04,1130.67,820.14,742.9,589.24,693.83,656.19,814.42,879.81,784.69,761.82,901.95,763.69,663.68,1060.08,962.46,628.33,768.57,1233.38,1255.62,1394,1491.82,1161.96,903.93,562.32,716.18,717.63,655.99,807.77,1141.79,761.3,1169.75,872.22,780.95,871.6,968.18,881.68,769.93,583.01,823.98,900.91,1051.86,861.62,651.52,733.75,610.35,504.21,0,0,147,120.91,114.46,185.67,205.94,230.79,193.05,199.6,229.44,267.28,249.61,142.84,263.75,0,0,0,75.99,242.75,162.59,229.54,264.79,221.33,347.12,285.89,359.8,379.97,486.32,430.81,424.36,337.04,415.53,0,0,0,96.27,146.58,206.15,186.4,279.24,282.04,428.42,352.74,583.11,0,,,,,,,55,,94699299.6,,590.5,,
0.25,0,232.14,109.47,149.49,157.08,131.82,142.32,151.78,131.41,151.78,145.34,144.3,166.96,184.53,206.88,198.56,152.92,215.51,191.29,207.92,235.05,210.31,187.96,227.26,187.86,149.39,155.73,228.19,239,269.57,287.24,197.32,295.77,309.7,350.55,302,309.38,324.35,330.8,298.68,384.65,272.17,258.34,298.16,493.5,536.43,385.48,511.79,377.06,422.49,429.56,430.19,406.59,369.47,366.15,341.4,402.22,329.03,296.8,349.2,385.79,439.54,371.24,302.63,265.41,310.94,641.43,541.63,394.53,343.79,336.93,430.5,580.41,420.83,282.87,462.72,337.04,451.5,426.65,546.83,403.68,558.26,401.7,552.03,455.76,735.41,671.79,501.4,450.87,450.25,568.45,399.83,663.99,747.47,593.51,586.02,645.9,619.81,431.22,586.23,454.1,345.04,563.77,632.07,450.04,579.06,667.42,943.23,956.43,880.54,908.19,778.35,658.48,1049.99,672.31,758.07,865.15,780.11,611.8,619.7,864.63,794.67,647.67,591.43,516.58,571.05,532.07,710.46,979.82,439.23,479.05,545.27,572.3,703.6,493.5,666.8,586.64,995.73,732.92,974.93,844.46,670.23,683.53,672.41,586.23,602.24,555.46,645.49,631.87,722.42,589.04,622.93,645.38,682.29,705.78,713.48,761.19,637.58,866.19,1249.8,1233.27,698.82,541.73,587.27,1154.06,1304.49,978.05,873.99,754.54,746.43,784.69,794.98,748.09,619.5,1152.29,920.04,1130.67,820.14,742.9,589.24,693.83,656.19,814.42,879.81,784.69,761.82,898,763.69,663.68,1060.08,962.46,625.53,768.57,1233.38,1255.62,1394,1491.82,1161.96,903.93,562.32,716.18,717.63,655.99,807.77,1141.79,761.3,1169.75,872.22,777.93,871.6,968.18,881.68,769.93,583.01,823.98,900.91,1051.86,861.62,651.52,733.75,610.35,504.21,0,0,147,120.91,114.46,185.67,205.94,230.79,193.05,199.6,229.44,267.28,249.61,142.84,260.73,0,0,0,69.65,242.75,162.59,229.54,258.24,221.33,347.12,285.89,357.41,379.97,486.32,430.81,424.36,334.23,415.53,0,0,0,96.27,146.58,206.15,186.4,279.24,282.04,428.42,352.74,583.11,0,,,,,,,56,,91612958.4,,590.25,,
0.25,0,224.14,109.47,149.49,157.08,131.82,142.32,151.78,131.41,151.78,145.34,144.3,166.96,176,200.85,198.56,152.92,215.51,191.29,207.92,235.05,210.31,179.43,224.76,187.86,149.39,155.73,228.19,239,269.57,287.24,197.32,295.77,309.7,342.13,302,309.38,324.35,330.8,298.68,384.65,272.17,258.34,298.16,493.5,530.92,385.48,507.95,377.06,422.49,429.56,425.2,401.39,365.21,366.15,332.77,402.22,329.03,296.8,349.2,385.79,439.54,371.24,301.07,265.41,310.94,637.69,541.63,394.53,343.79,333.5,426.55,580.41,420.83,279.86,462.72,337.04,451.5,426.65,546.83,403.68,558.26,401.7,552.03,455.76,735.41,671.79,501.4,450.87,450.25,568.45,399.83,651.1,744.77,593.51,586.02,645.9,619.81,431.22,586.23,454.1,344.52,563.77,632.07,450.04,579.06,661.39,943.23,956.43,880.54,908.19,778.35,658.48,1049.99,672.31,758.07,860.27,780.11,611.8,619.7,864.63,794.67,647.67,591.43,516.58,565.44,532.07,710.46,979.82,439.23,479.05,545.27,572.3,703.6,493.5,666.8,586.64,995.73,732.92,974.93,844.46,670.23,683.53,672.41,586.23,597.77,555.46,645.49,631.87,722.42,589.04,622.93,645.38,682.29,698.71,713.48,761.19,637.58,866.19,1249.8,1228.91,698.82,536.85,587.27,1154.06,1304.49,971.82,873.99,754.54,738.84,784.69,788.74,748.09,619.5,1150.73,920.04,1130.67,820.14,742.9,587.68,693.83,656.19,810.99,879.81,784.69,761.82,898,763.69,658.06,1060.08,962.46,625.53,768.57,1220.8,1255.62,1394,1491.82,1161.96,903.93,561.28,716.18,717.63,649.75,807.77,1137.73,757.55,1169.75,872.22,777.93,871.6,966.2,881.68,769.93,583.01,823.98,900.91,1051.86,861.62,650.06,729.59,610.35,504.21,0,0,147,120.91,114.46,183.9,205.94,230.79,193.05,199.6,229.44,267.28,249.61,142.84,260.73,0,0,0,69.65,238.9,162.59,226.32,258.24,221.33,347.12,285.89,357.41,379.97,481.33,430.81,424.36,334.23,415.53,0,0,0,96.27,146.58,198.46,186.4,279.24,282.04,427.9,352.74,583.11,0,,,,,,,57,,88090771.2,,590,,
0.25,0,224.14,109.47,149.49,157.08,131.82,142.32,151.78,131.41,151.78,145.34,144.3,166.96,176,200.85,194.51,152.92,215.51,191.29,207.92,235.05,210.31,179.43,224.76,187.86,149.39,149.6,228.19,239,269.36,287.24,197.32,295.77,309.7,337.14,302,309.38,324.35,330.8,298.68,384.65,272.17,258.34,298.16,493.5,530.92,385.48,507.95,377.06,422.49,424.36,425.2,401.39,365.21,360.64,332.77,402.22,329.03,296.8,349.2,385.79,430.81,371.24,301.07,259.17,306.27,634.05,541.63,394.53,343.79,333.5,426.55,580.41,420.83,279.86,462.72,337.04,451.5,426.65,546.83,403.68,558.26,401.7,548.49,455.76,735.41,671.79,501.4,450.87,450.25,568.45,399.83,651.1,744.77,593.51,586.02,645.9,619.81,431.22,586.23,454.1,344.52,563.77,632.07,450.04,579.06,661.39,943.23,956.43,866.92,908.19,778.35,658.48,1049.99,672.31,758.07,860.27,775.23,594.75,619.7,864.63,794.67,644.55,591.43,506.8,565.44,532.07,710.46,979.82,439.23,479.05,545.27,572.3,693.41,487.78,666.8,586.64,995.73,732.92,974.93,844.46,670.23,683.53,672.41,586.23,597.77,555.46,645.49,631.87,722.42,589.04,622.93,645.38,682.29,698.71,703.5,749.97,637.58,866.19,1242.73,1228.91,698.82,536.85,587.27,1154.06,1304.49,971.82,873.99,754.54,738.84,784.69,788.74,748.09,619.5,1150.73,914.12,1130.67,820.14,742.9,587.68,693.83,656.19,810.99,879.81,784.69,761.82,898,763.69,658.06,1054.77,962.46,625.53,768.57,1220.8,1255.62,1385.68,1491.82,1161.96,903.93,552.65,716.18,717.63,649.75,807.77,1137.73,750.69,1169.75,872.22,777.93,871.6,966.2,881.68,769.93,583.01,823.98,900.91,1051.86,861.62,644.76,729.59,610.35,504.21,0,0,147,120.91,114.46,183.9,198.46,230.79,193.05,199.6,229.44,267.28,249.61,142.84,260.73,0,0,0,63.94,238.9,162.59,226.32,258.24,221.33,347.12,285.89,357.41,379.97,481.33,430.81,424.36,334.23,415.53,0,0,0,96.27,146.58,198.46,186.4,279.24,282.04,427.9,352.74,583.11,0,,,,,,,58,,84230888.6,,589.75,,
